Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other
Dec 02 2023,LUNA,$0.78,0,842309090.91,842309090.91
Dec 01 2023,LUNA,$0.73,0,841418181.82,841418181.82
Dec 01 2023,LUNA,$0.73,0,841418181.82,841418181.82
Nov 30 2023,LUNA,$0.75,0,840527272.73,840527272.73
Nov 29 2023,LUNA,$0.74,0,839636363.64,839636363.64
Nov 28 2023,LUNA,$0.74,0,838745454.55,838745454.55
Nov 27 2023,LUNA,$0.77,0,837854545.45,837854545.45
Nov 26 2023,LUNA,$0.67,0,836963636.36,836963636.36
Nov 25 2023,LUNA,$0.63,0,836072727.27,836072727.27
Nov 25 2023,LUNA,$0.63,0,836072727.27,836072727.27
Nov 24 2023,LUNA,$0.63,0,835181818.18,835181818.18
Nov 23 2023,LUNA,$0.62,0,834290909.09,834290909.09
Nov 22 2023,LUNA,$0.57,0,833400000.00,833400000.00
Nov 21 2023,LUNA,$0.62,0,832509090.91,832509090.91
Nov 20 2023,LUNA,$0.64,0,831618181.82,831618181.82
Nov 19 2023,LUNA,$0.64,0,830727272.73,830727272.73
Nov 18 2023,LUNA,$0.65,0,829836363.64,829836363.64
Nov 18 2023,LUNA,$0.65,0,829836363.64,829836363.64
Nov 17 2023,LUNA,$0.69,0,828945454.55,828945454.55
Nov 16 2023,LUNA,$0.75,0,828054545.45,828054545.45
Nov 15 2023,LUNA,$0.70,0,827163636.36,827163636.36
Nov 14 2023,LUNA,$0.73,0,826272727.27,826272727.27
Nov 13 2023,LUNA,$0.78,0,825381818.18,825381818.18
Nov 12 2023,LUNA,$0.73,0,824490909.09,824490909.09
Nov 12 2023,LUNA,$0.73,0,824490909.09,824490909.09
Nov 11 2023,LUNA,$0.82,0,823600000.00,823600000.00
Nov 10 2023,LUNA,$0.47,0,822709090.91,822709090.91
Nov 09 2023,LUNA,$0.48,0,821818181.82,821818181.82
Nov 08 2023,LUNA,$0.46,0,820927272.73,820927272.73
Nov 07 2023,LUNA,$0.48,0,820036363.64,820036363.64
Nov 06 2023,LUNA,$0.45,0,819145454.55,819145454.55
Nov 06 2023,LUNA,$0.45,0,819145454.55,819145454.55
Nov 05 2023,LUNA,$0.45,0,818254545.45,818254545.45
Nov 04 2023,LUNA,$0.44,0,817363636.36,817363636.36
Nov 03 2023,LUNA,$0.44,0,816472727.27,816472727.27
Nov 02 2023,LUNA,$0.46,0,815581818.18,815581818.18
Nov 01 2023,LUNA,$0.45,0,814690909.09,814690909.09
Oct 31 2023,LUNA,$0.47,0,813800000.00,813800000.00
Oct 30 2023,LUNA,$0.47,0,812909090.91,812909090.91
Oct 30 2023,LUNA,$0.47,0,812909090.91,812909090.91
Oct 29 2023,LUNA,$0.47,0,812018181.82,812018181.82
Oct 28 2023,LUNA,$0.44,0,811127272.73,811127272.73
Oct 27 2023,LUNA,$0.45,0,810236363.64,810236363.64
Oct 26 2023,LUNA,$0.45,0,809345454.55,809345454.55
Oct 25 2023,LUNA,$0.44,0,808454545.45,808454545.45
Oct 24 2023,LUNA,$0.42,0,807563636.36,807563636.36
Oct 24 2023,LUNA,$0.42,0,807563636.36,807563636.36
Oct 23 2023,LUNA,$0.41,0,806672727.27,806672727.27
Oct 22 2023,LUNA,$0.41,0,805781818.18,805781818.18
Oct 21 2023,LUNA,$0.40,0,804890909.09,804890909.09
Oct 20 2023,LUNA,$0.39,0,804000000.00,804000000.00
Oct 19 2023,LUNA,$0.40,0,803109090.91,803109090.91
Oct 18 2023,LUNA,$0.40,0,802218181.82,802218181.82
Oct 17 2023,LUNA,$0.43,0,801327272.73,801327272.73
Oct 17 2023,LUNA,$0.43,0,801327272.73,801327272.73
Oct 16 2023,LUNA,$0.41,0,800436363.64,800436363.64
Oct 15 2023,LUNA,$0.40,0,799545454.55,799545454.55
Oct 14 2023,LUNA,$0.40,0,798654545.45,798654545.45
Oct 13 2023,LUNA,$0.40,0,797763636.36,797763636.36
Oct 12 2023,LUNA,$0.40,0,796872727.27,796872727.27
Oct 11 2023,LUNA,$0.40,0,795981818.18,795981818.18
Oct 11 2023,LUNA,$0.40,0,795981818.18,795981818.18
Oct 10 2023,LUNA,$0.40,0,795090909.09,795090909.09
Oct 09 2023,LUNA,$0.42,0,794200000.00,794200000.00
Oct 08 2023,LUNA,$0.43,0,793309090.91,793309090.91
Oct 07 2023,LUNA,$0.44,0,792418181.82,792418181.82
Oct 06 2023,LUNA,$0.43,0,791527272.73,791527272.73
Oct 05 2023,LUNA,$0.44,0,790636363.64,790636363.64
Oct 04 2023,LUNA,$0.45,0,789745454.55,789745454.55
Oct 04 2023,LUNA,$0.45,0,789745454.55,789745454.55
Oct 03 2023,LUNA,$0.46,0,788854545.45,788854545.45
Oct 02 2023,LUNA,$0.49,0,787963636.36,787963636.36
Oct 01 2023,LUNA,$0.48,0,787072727.27,787072727.27
Sep 30 2023,LUNA,$0.49,0,786181818.18,786181818.18
Sep 29 2023,LUNA,$0.53,0,785290909.09,785290909.09
Sep 28 2023,LUNA,$0.56,0,784400000.00,784400000.00
Sep 28 2023,LUNA,$0.56,0,784400000.00,784400000.00
Sep 27 2023,LUNA,$0.44,0,783509090.91,783509090.91
Sep 26 2023,LUNA,$0.41,0,782618181.82,782618181.82
Sep 25 2023,LUNA,$0.41,0,781727272.73,781727272.73
Sep 24 2023,LUNA,$0.39,0,780836363.64,780836363.64
Sep 23 2023,LUNA,$0.39,0,779945454.55,779945454.55
Sep 22 2023,LUNA,$0.39,0,779054545.45,779054545.45
Sep 21 2023,LUNA,$0.39,0,778163636.36,778163636.36
Sep 21 2023,LUNA,$0.39,0,778163636.36,778163636.36
Sep 20 2023,LUNA,$0.39,0,777272727.27,777272727.27
Sep 19 2023,LUNA,$0.39,0,776381818.18,776381818.18
Sep 18 2023,LUNA,$0.38,0,775490909.09,775490909.09
Sep 17 2023,LUNA,$0.39,0,774600000.00,774600000.00
Sep 16 2023,LUNA,$0.40,0,773709090.91,773709090.91
Sep 15 2023,LUNA,$0.39,0,772818181.82,772818181.82
Sep 15 2023,LUNA,$0.39,0,772818181.82,772818181.82
Sep 14 2023,LUNA,$0.39,0,771927272.73,771927272.73
Sep 13 2023,LUNA,$0.39,0,771036363.64,771036363.64
Sep 12 2023,LUNA,$0.38,0,770145454.55,770145454.55
Sep 11 2023,LUNA,$0.40,0,769254545.45,769254545.45
Sep 10 2023,LUNA,$0.43,0,768363636.36,768363636.36
Sep 09 2023,LUNA,$0.42,0,767472727.27,767472727.27
Sep 08 2023,LUNA,$0.41,0,766581818.18,766581818.18
Sep 08 2023,LUNA,$0.41,0,766581818.18,766581818.18
Sep 07 2023,LUNA,$0.40,0,765690909.09,765690909.09
Sep 06 2023,LUNA,$0.41,0,764800000.00,764800000.00
Sep 05 2023,LUNA,$0.43,0,763909090.91,763909090.91
Sep 04 2023,LUNA,$0.39,0,763018181.82,763018181.82
Sep 03 2023,LUNA,$0.40,0,762127272.73,762127272.73
Sep 02 2023,LUNA,$0.39,0,761236363.64,761236363.64
Sep 02 2023,LUNA,$0.39,0,761236363.64,761236363.64
Sep 01 2023,LUNA,$0.40,0,760345454.55,760345454.55
Aug 31 2023,LUNA,$0.42,0,759454545.45,759454545.45
Aug 30 2023,LUNA,$0.43,0,758563636.36,758563636.36
Aug 29 2023,LUNA,$0.41,0,757672727.27,757672727.27
Aug 28 2023,LUNA,$0.41,0,756781818.18,756781818.18
Aug 27 2023,LUNA,$0.41,0,755890909.09,755890909.09
Aug 26 2023,LUNA,$0.42,0,755000000.00,755000000.00
Aug 26 2023,LUNA,$0.42,0,755000000.00,755000000.00
Aug 25 2023,LUNA,$0.41,0,754109090.91,754109090.91
Aug 24 2023,LUNA,$0.43,0,753218181.82,753218181.82
Aug 23 2023,LUNA,$0.42,0,752327272.73,752327272.73
Aug 22 2023,LUNA,$0.43,0,751436363.64,751436363.64
Aug 21 2023,LUNA,$0.44,0,750545454.55,750545454.55
Aug 20 2023,LUNA,$0.44,0,749654545.45,749654545.45
Aug 20 2023,LUNA,$0.44,0,749654545.45,749654545.45
Aug 19 2023,LUNA,$0.42,0,748763636.36,748763636.36
Aug 18 2023,LUNA,$0.42,0,747872727.27,747872727.27
Aug 17 2023,LUNA,$0.46,0,746981818.18,746981818.18
Aug 16 2023,LUNA,$0.50,0,746090909.09,746090909.09
Aug 15 2023,LUNA,$0.56,0,745200000.00,745200000.00
Aug 14 2023,LUNA,$0.55,0,744309090.91,744309090.91
Aug 14 2023,LUNA,$0.55,0,744309090.91,744309090.91
Aug 13 2023,LUNA,$0.56,0,743418181.82,743418181.82
Aug 12 2023,LUNA,$0.56,0,742527272.73,742527272.73
Aug 11 2023,LUNA,$0.56,0,741636363.64,741636363.64
Aug 10 2023,LUNA,$0.56,0,740745454.55,740745454.55
Aug 09 2023,LUNA,$0.56,0,739854545.45,739854545.45
Aug 08 2023,LUNA,$0.55,0,738963636.36,738963636.36
