Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Community & Other
Nov 16 2020,HNT,$1.16,0,60589041.10,21030273.97,39558767.12
Nov 11 2020,HNT,$1.14,0,59767123.29,20750821.92,39016301.37
Nov 06 2020,HNT,$0.89,0,58945205.48,20471369.86,38473835.62
Nov 01 2020,HNT,$0.83,0,58123287.67,20191917.81,37931369.86
Oct 27 2020,HNT,$1.05,0,57301369.86,19912465.75,37388904.11
Oct 23 2020,HNT,$1.13,0,56643835.62,19688904.11,36954931.51
Oct 18 2020,HNT,$1.18,0,55821917.81,19409452.05,36412465.75
Oct 13 2020,HNT,$1.39,0,55000000.00,19130000.00,35870000.00
Oct 08 2020,HNT,$1.21,0,54178082.19,18850547.95,35327534.25
Oct 03 2020,HNT,$1.52,0,53356164.38,18571095.89,34785068.49
Sep 28 2020,HNT,$1.53,0,52534246.58,18291643.84,34242602.74
Sep 23 2020,HNT,$1.67,0,51712328.77,18012191.78,33700136.99
Sep 18 2020,HNT,$1.71,0,50890410.96,17732739.73,33157671.23
Sep 14 2020,HNT,$1.28,0,50232876.71,17509178.08,32723698.63
Sep 09 2020,HNT,$1.34,0,49410958.90,17229726.03,32181232.88
Sep 04 2020,HNT,$1.67,0,48589041.10,16950273.97,31638767.12
Aug 30 2020,HNT,$1.64,0,47767123.29,16670821.92,31096301.37
Aug 25 2020,HNT,$1.51,0,46945205.48,16391369.86,30553835.62
Aug 20 2020,HNT,$1.62,0,46123287.67,16111917.81,30011369.86
Aug 15 2020,HNT,$1.71,0,45301369.86,15832465.75,29468904.11
Aug 10 2020,HNT,$0.61,0,44479452.05,15553013.70,28926438.36
Aug 06 2020,HNT,$0.54,0,43821917.81,15329452.05,28492465.75
Aug 01 2020,HNT,$0.50,0,43000000.00,15050000.00,27950000.00
Jul 27 2020,HNT,$0.43,0,42412568.31,14844398.91,27568169.40
Jul 22 2020,HNT,$0.36,0,41825136.61,14638797.81,27186338.80
Jul 17 2020,HNT,$0.44,0,41237704.92,14433196.72,26804508.20
Jul 12 2020,HNT,$0.45,0,40650273.22,14227595.63,26422677.60
Jul 07 2020,HNT,$0.47,0,40062841.53,14021994.54,26040846.99
Jul 02 2020,HNT,$0.44,0,39475409.84,13816393.44,25659016.39
Jun 28 2020,HNT,$0.46,0,39005464.48,13651912.57,25353551.91
Jun 23 2020,HNT,$0.46,0,38418032.79,13446311.48,24971721.31
Jun 18 2020,HNT,$0.29,0,37830601.09,13240710.38,24589890.71
Jun 13 2020,HNT,$0.32,0,37243169.40,13035109.29,24208060.11
Jun 08 2020,HNT,$0.25,0,36655737.70,12829508.20,23826229.51
Jun 03 2020,HNT,$0.25,0,36068306.01,12623907.10,23444398.91
May 29 2020,HNT,$0.23,0,35480874.32,12418306.01,23062568.31
May 24 2020,HNT,$0.25,0,34893442.62,12212704.92,22680737.70
May 20 2020,HNT,$0.25,0,34423497.27,12048224.04,22375273.22
May 15 2020,HNT,$0.25,0,33836065.57,11842622.95,21993442.62
May 10 2020,HNT,$0.27,0,33248633.88,11637021.86,21611612.02
May 05 2020,HNT,$0.24,0,32661202.19,11431420.77,21229781.42
Apr 30 2020,HNT,$0.23,0,32073770.49,11225819.67,20847950.82
Apr 25 2020,HNT,$0.18,0,31486338.80,11020218.58,20466120.22
Apr 20 2020,HNT,$0.18,0,30898907.10,10814617.49,20084289.62
Apr 15 2020,HNT,0,0,30311475.41,10609016.39,19702459.02
Apr 11 2020,HNT,0,0,29841530.05,10444535.52,19396994.54
Apr 06 2020,HNT,0,0,29254098.36,10238934.43,19015163.93
Apr 01 2020,HNT,0,0,28666666.67,10033333.33,18633333.33
Mar 27 2020,HNT,0,0,28079234.97,9827732.24,18251502.73
Mar 22 2020,HNT,0,0,27491803.28,9622131.15,17869672.13
Mar 17 2020,HNT,0,0,26904371.58,9416530.05,17487841.53
Mar 12 2020,HNT,0,0,26316939.89,9210928.96,17106010.93
Mar 07 2020,HNT,0,0,25729508.20,9005327.87,16724180.33
Mar 03 2020,HNT,0,0,25259562.84,8840846.99,16418715.85
Feb 27 2020,HNT,0,0,24672131.15,8635245.90,16036885.25
Feb 22 2020,HNT,0,0,24084699.45,8429644.81,15655054.64
Feb 17 2020,HNT,0,0,23497267.76,8224043.72,15273224.04
Feb 12 2020,HNT,0,0,22909836.07,8018442.62,14891393.44
Feb 07 2020,HNT,0,0,22322404.37,7812841.53,14509562.84
Feb 02 2020,HNT,0,0,21734972.68,7607240.44,14127732.24
Jan 28 2020,HNT,0,0,21147540.98,7401639.34,13745901.64
Jan 24 2020,HNT,0,0,20677595.63,7237158.47,13440437.16
Jan 19 2020,HNT,0,0,20090163.93,7031557.38,13058606.56
Jan 14 2020,HNT,0,0,19502732.24,6825956.28,12676775.96
Jan 09 2020,HNT,0,0,18915300.55,6620355.19,12294945.36
Jan 04 2020,HNT,0,0,18327868.85,6414754.10,11913114.75
Dec 30 2019,HNT,0,0,17740437.16,6209153.01,11531284.15
Dec 25 2019,HNT,0,0,17153005.46,6003551.91,11149453.55
Dec 20 2019,HNT,0,0,16565573.77,5797950.82,10767622.95
Dec 16 2019,HNT,0,0,16095628.42,5633469.95,10462158.47
Dec 11 2019,HNT,0,0,15508196.72,5427868.85,10080327.87
Dec 06 2019,HNT,0,0,14920765.03,5222267.76,9698497.27
Dec 01 2019,HNT,0,0,14333333.33,5016666.67,9316666.67
Nov 26 2019,HNT,0,0,13745901.64,4811065.57,8934836.07
Nov 21 2019,HNT,0,0,13158469.95,4605464.48,8553005.46
Nov 16 2019,HNT,0,0,12571038.25,4399863.39,8171174.86
Nov 11 2019,HNT,0,0,11983606.56,4194262.30,7789344.26
Nov 07 2019,HNT,0,0,11513661.20,4029781.42,7483879.78
Nov 02 2019,HNT,0,0,10926229.51,3824180.33,7102049.18
Oct 28 2019,HNT,0,0,10338797.81,3618579.23,6720218.58
Oct 23 2019,HNT,0,0,9751366.12,3412978.14,6338387.98
Oct 18 2019,HNT,0,0,9163934.43,3207377.05,5956557.38
Oct 13 2019,HNT,0,0,8576502.73,3001775.96,5574726.78
Oct 08 2019,HNT,0,0,7989071.04,2796174.86,5192896.17
Oct 03 2019,HNT,0,0,7401639.34,2590573.77,4811065.57
Sep 29 2019,HNT,0,0,6931693.99,2426092.90,4505601.09
Sep 24 2019,HNT,0,0,6344262.30,2220491.80,4123770.49
Sep 19 2019,HNT,0,0,5756830.60,2014890.71,3741939.89
Sep 14 2019,HNT,0,0,5169398.91,1809289.62,3360109.29
Sep 09 2019,HNT,0,0,4581967.21,1603688.52,2978278.69
Sep 04 2019,HNT,0,0,3994535.52,1398087.43,2596448.09
Aug 30 2019,HNT,0,0,3407103.83,1192486.34,2214617.49
Aug 25 2019,HNT,0,0,2819672.13,986885.25,1832786.89
Aug 21 2019,HNT,0,0,2349726.78,822404.37,1527322.40
Aug 16 2019,HNT,0,0,1762295.08,616803.28,1145491.80
Aug 11 2019,HNT,0,0,1174863.39,411202.19,763661.20
Aug 06 2019,HNT,0,0,587431.69,205601.09,381830.60
Aug 01 2019,HNT,0,0.00,0.00,0,0
