block_height,ExtraNonce,entity
121,209,Patoshi
122,218,Patoshi
123,223,Patoshi
124,233,Patoshi
125,237,Patoshi
126,244,Patoshi
128,9,Patoshi
129,12,Patoshi
130,21,Patoshi
132,32,Patoshi
133,33,Patoshi
134,35,Patoshi
135,36,Patoshi
136,39,Patoshi
137,41,Patoshi
138,44,Patoshi
139,45,Patoshi
140,77,Patoshi
141,78,Patoshi
142,83,Patoshi
143,92,Patoshi
144,114,Patoshi
145,135,Patoshi
146,136,Patoshi
147,138,Patoshi
148,140,Patoshi
149,145,Patoshi
150,166,Patoshi
151,174,Patoshi
152,183,Patoshi
153,185,Patoshi
154,189,Patoshi
155,196,Patoshi
156,203,Patoshi
157,210,Patoshi
158,212,Patoshi
159,213,Patoshi
160,214,Patoshi
161,217,Patoshi
162,219,Patoshi
166,1,Patoshi
167,4,Patoshi
171,14,Patoshi
173,21,Patoshi
177,22,Patoshi
179,22,Patoshi
180,31,Patoshi
181,40,Patoshi
182,41,Patoshi
183,42,Patoshi
184,2,Patoshi
185,17,Patoshi
187,26,Patoshi
191,33,Patoshi
198,36,Patoshi
199,48,Patoshi
200,56,Patoshi
201,59,Patoshi
202,60,Patoshi
203,68,Patoshi
205,70,Patoshi
207,84,Patoshi
208,88,Patoshi
209,90,Patoshi
211,91,Patoshi
212,92,Patoshi
213,103,Patoshi
214,109,Patoshi
215,118,Patoshi
216,131,Patoshi
217,133,Patoshi
218,148,Patoshi
219,150,Patoshi
220,154,Patoshi
221,158,Patoshi
222,161,Patoshi
223,163,Patoshi
224,172,Patoshi
225,177,Patoshi
226,189,Patoshi
227,197,Patoshi
228,199,Patoshi
229,201,Patoshi
230,202,Patoshi
231,212,Patoshi
232,214,Patoshi
233,216,Patoshi
234,220,Patoshi
237,221,Patoshi
238,226,Patoshi
239,227,Patoshi
241,228,Patoshi
242,245,Patoshi
243,252,Patoshi
244,253,Patoshi
245,254,Patoshi
246,256,Patoshi
247,261,Patoshi
248,266,Patoshi
249,277,Patoshi
250,279,Patoshi
251,281,Patoshi
252,286,Patoshi
253,290,Patoshi
254,297,Patoshi
255,304,Patoshi
256,306,Patoshi
257,310,Patoshi
258,317,Patoshi
259,334,Patoshi
260,342,Patoshi
261,344,Patoshi
262,349,Patoshi
263,354,Patoshi
264,361,Patoshi
269,369,Patoshi
270,376,Patoshi
271,378,Patoshi
272,381,Patoshi
273,392,Patoshi
274,393,Patoshi
275,397,Patoshi
276,2,Patoshi
277,7,Patoshi
279,8,Patoshi
280,9,Patoshi
281,13,Patoshi
282,17,Patoshi
283,23,Patoshi
284,28,Patoshi
285,43,Patoshi
287,59,Patoshi
288,61,Patoshi
289,63,Patoshi
290,67,Patoshi
291,73,Patoshi
292,79,Patoshi
293,82,Patoshi
294,90,Patoshi
295,93,Patoshi
297,94,Patoshi
298,96,Patoshi
299,100,Patoshi
300,106,Patoshi
301,111,Patoshi
302,112,Patoshi
303,122,Patoshi
304,130,Patoshi
305,136,Patoshi
306,148,Patoshi
307,160,Patoshi
308,166,Patoshi
310,168,Patoshi
312,176,Patoshi
313,177,Patoshi
314,186,Patoshi
315,189,Patoshi
316,200,Patoshi
318,212,Patoshi
319,216,Patoshi
321,218,Patoshi
322,221,Patoshi
323,222,Patoshi
324,227,Patoshi
325,243,Patoshi
326,246,Patoshi
327,283,Patoshi
328,284,Patoshi
330,298,Patoshi
331,299,Patoshi
332,308,Patoshi
333,312,Patoshi
335,313,Patoshi
336,319,Patoshi
337,326,Patoshi
338,330,Patoshi
339,332,Patoshi
340,335,Patoshi
341,343,Patoshi
342,346,Patoshi
343,347,Patoshi
344,354,Patoshi
345,357,Patoshi
346,359,Patoshi
347,366,Patoshi
348,368,Patoshi
349,372,Patoshi
350,376,Patoshi
351,401,Patoshi
352,402,Patoshi
353,403,Patoshi
354,405,Patoshi
355,418,Patoshi
356,424,Patoshi
358,430,Patoshi
359,433,Patoshi
362,437,Patoshi
363,445,Patoshi
364,453,Patoshi
365,459,Patoshi
366,461,Patoshi
367,462,Patoshi
368,465,Patoshi
369,471,Patoshi
370,480,Patoshi
371,481,Patoshi
373,482,Patoshi
374,498,Patoshi
375,503,Patoshi
376,509,Patoshi
377,513,Patoshi
378,522,Patoshi
379,524,Patoshi
380,526,Patoshi
381,533,Patoshi
382,535,Patoshi
383,545,Patoshi
384,547,Patoshi
385,560,Patoshi
386,569,Patoshi
387,571,Patoshi
388,572,Patoshi
389,574,Patoshi
390,591,Patoshi
391,599,Patoshi
392,601,Patoshi
393,609,Patoshi
395,610,Patoshi
396,615,Patoshi
397,617,Patoshi
398,623,Patoshi
399,627,Patoshi
400,629,Patoshi
401,636,Patoshi
402,638,Patoshi
403,641,Patoshi
404,643,Patoshi
405,672,Patoshi
406,690,Patoshi
408,699,Patoshi
409,702,Patoshi
410,709,Patoshi
411,710,Patoshi
412,716,Patoshi
414,738,Patoshi
415,739,Patoshi
416,740,Patoshi
418,748,Patoshi
420,749,Patoshi
422,750,Patoshi
423,760,Patoshi
424,763,Patoshi
425,767,Patoshi
426,773,Patoshi
427,793,Patoshi
428,807,Patoshi
429,820,Patoshi
430,822,Patoshi
432,831,Patoshi
434,847,Patoshi
435,857,Patoshi
436,859,Patoshi
437,866,Patoshi
438,876,Patoshi
440,878,Patoshi
441,886,Patoshi
443,890,Patoshi
444,898,Patoshi
445,903,Patoshi
446,905,Patoshi
447,907,Patoshi
448,908,Patoshi
449,920,Patoshi
451,943,Patoshi
452,948,Patoshi
453,952,Patoshi
454,953,Patoshi
455,955,Patoshi
456,967,Patoshi
457,975,Patoshi
458,977,Patoshi
459,979,Patoshi
460,980,Patoshi
462,982,Patoshi
464,984,Patoshi
466,990,Patoshi
467,991,Patoshi
468,1001,Patoshi
469,1013,Patoshi
470,1017,Patoshi
471,1019,Patoshi
472,1023,Patoshi
474,1026,Patoshi
475,1035,Patoshi
476,1039,Patoshi
477,1042,Patoshi
478,1043,Patoshi
479,1054,Patoshi
480,1060,Patoshi
481,1073,Patoshi
482,1074,Patoshi
483,1075,Patoshi
484,1077,Patoshi
486,1080,Patoshi
487,1101,Patoshi
488,1102,Patoshi
489,1114,Patoshi
491,1117,Patoshi
492,1119,Patoshi
494,1120,Patoshi
495,1122,Patoshi
496,1134,Patoshi
497,1137,Patoshi
498,1138,Patoshi
499,1142,Patoshi
500,1145,Patoshi
502,1146,Patoshi
503,1154,Patoshi
504,1160,Patoshi
505,1167,Patoshi
507,1176,Patoshi
508,1179,Patoshi
510,1182,Patoshi
511,1187,Patoshi
513,1196,Patoshi
514,1199,Patoshi
515,1201,Patoshi
516,1210,Patoshi
517,1211,Patoshi
518,1221,Patoshi
519,1229,Patoshi
520,1242,Patoshi
522,1271,Patoshi
523,1274,Patoshi
524,1275,Patoshi
525,1276,Patoshi
526,1277,Patoshi
527,1284,Patoshi
529,1294,Patoshi
530,1314,Patoshi
531,1315,Patoshi
532,1319,Patoshi
533,1324,Patoshi
534,1361,Patoshi
535,1366,Patoshi
536,1367,Patoshi
537,1369,Patoshi
538,1374,Patoshi
539,1383,Patoshi
540,1384,Patoshi
542,1385,Patoshi
543,1388,Patoshi
544,1399,Patoshi
545,1404,Patoshi
546,1425,Patoshi
547,1426,Patoshi
548,1433,Patoshi
549,1435,Patoshi
550,1439,Patoshi
551,1444,Patoshi
552,1451,Patoshi
553,1473,Patoshi
554,1474,Patoshi
555,1478,Patoshi
556,1488,Patoshi
557,1494,Patoshi
558,1501,Patoshi
559,1511,Patoshi
560,1512,Patoshi
561,1514,Patoshi
564,1515,Patoshi
565,1516,Patoshi
566,1531,Patoshi
568,1538,Patoshi
569,1539,Patoshi
570,1542,Patoshi
571,1543,Patoshi
572,1552,Patoshi
573,1553,Patoshi
574,1554,Patoshi
576,1563,Patoshi
577,1586,Patoshi
578,1590,Patoshi
579,1594,Patoshi
580,1599,Patoshi
581,1601,Patoshi
582,1602,Patoshi
583,1606,Patoshi
584,1612,Patoshi
585,1618,Patoshi
586,1629,Patoshi
587,1659,Patoshi
588,1665,Patoshi
589,1666,Patoshi
590,1672,Patoshi
592,1675,Patoshi
593,1676,Patoshi
594,1691,Patoshi
595,1695,Patoshi
597,1699,Patoshi
599,1709,Patoshi
600,1711,Patoshi
601,1713,Patoshi
602,1721,Patoshi
603,1734,Patoshi
605,1739,Patoshi
606,1747,Patoshi
608,1749,Patoshi
609,1750,Patoshi
610,1757,Patoshi
611,1758,Patoshi
612,1761,Patoshi
615,1764,Patoshi
616,1767,Patoshi
617,1770,Patoshi
618,1781,Patoshi
619,1782,Patoshi
620,1790,Patoshi
621,1791,Patoshi
622,1792,Patoshi
623,1799,Patoshi
625,1800,Patoshi
626,1805,Patoshi
627,1814,Patoshi
628,1815,Patoshi
629,1818,Patoshi
630,1820,Patoshi
631,1821,Patoshi
632,1829,Patoshi
633,1833,Patoshi
635,1834,Patoshi
636,1839,Patoshi
637,1849,Patoshi
638,1855,Patoshi
639,1859,Patoshi
640,1860,Patoshi
641,1862,Patoshi
642,1866,Patoshi
643,1867,Patoshi
645,1874,Patoshi
646,1882,Patoshi
647,1887,Patoshi
648,1902,Patoshi
649,1905,Patoshi
650,1920,Patoshi
652,1929,Patoshi
653,1934,Patoshi
654,1946,Patoshi
655,1947,Patoshi
656,1958,Patoshi
657,1975,Patoshi
659,1977,Patoshi
660,7,Patoshi
661,13,Patoshi
662,20,Patoshi
663,21,Patoshi
664,25,Patoshi
667,35,Patoshi
668,36,Patoshi
669,41,Patoshi
670,61,Patoshi
671,69,Patoshi
672,72,Patoshi
674,75,Patoshi
675,87,Patoshi
676,90,Patoshi
677,97,Patoshi
678,98,Patoshi
679,103,Patoshi
680,104,Patoshi
681,107,Patoshi
682,116,Patoshi
683,118,Patoshi
684,128,Patoshi
686,145,Patoshi
689,170,Patoshi
690,171,Patoshi
691,173,Patoshi
692,181,Patoshi
693,192,Patoshi
694,197,Patoshi
695,233,Patoshi
696,248,Patoshi
697,254,Patoshi
698,257,Patoshi
700,265,Patoshi
701,279,Patoshi
703,281,Patoshi
704,285,Patoshi
705,289,Patoshi
706,291,Patoshi
708,292,Patoshi
709,312,Patoshi
710,314,Patoshi
711,317,Patoshi
712,5,Patoshi
714,9,Patoshi
715,11,Patoshi
716,12,Patoshi
717,15,Patoshi
718,16,Patoshi
719,18,Patoshi
721,33,Patoshi
722,46,Patoshi
723,47,Patoshi
724,49,Patoshi
725,51,Patoshi
727,53,Patoshi
729,57,Patoshi
731,65,Patoshi
732,67,Patoshi
733,72,Patoshi
734,73,Patoshi
735,79,Patoshi
736,83,Patoshi
737,86,Patoshi
738,90,Patoshi
741,121,Patoshi
742,126,Patoshi
743,139,Patoshi
744,140,Patoshi
745,148,Patoshi
746,150,Patoshi
747,158,Patoshi
749,159,Patoshi
750,160,Patoshi
751,162,Patoshi
753,165,Patoshi
754,170,Patoshi
755,179,Patoshi
756,182,Patoshi
758,185,Patoshi
759,195,Patoshi
761,196,Patoshi
762,198,Patoshi
763,199,Patoshi
764,201,Patoshi
765,213,Patoshi
766,220,Patoshi
768,225,Patoshi
769,240,Patoshi
770,241,Patoshi
771,244,Patoshi
774,251,Patoshi
775,255,Patoshi
776,257,Patoshi
778,278,Patoshi
779,287,Patoshi
780,288,Patoshi
781,289,Patoshi
783,293,Patoshi
784,317,Patoshi
785,321,Patoshi
789,323,Patoshi
790,324,Patoshi
791,329,Patoshi
792,341,Patoshi
793,343,Patoshi
794,347,Patoshi
795,360,Patoshi
796,367,Patoshi
797,372,Patoshi
798,382,Patoshi
799,383,Patoshi
800,387,Patoshi
801,394,Patoshi
802,395,Patoshi
804,397,Patoshi
805,403,Patoshi
806,412,Patoshi
807,415,Patoshi
808,423,Patoshi
810,435,Patoshi
812,448,Patoshi
815,456,Patoshi
816,458,Patoshi
817,459,Patoshi
818,465,Patoshi
820,474,Patoshi
822,475,Patoshi
823,481,Patoshi
825,484,Patoshi
826,486,Patoshi
827,487,Patoshi
829,491,Patoshi
831,494,Patoshi
832,507,Patoshi
833,512,Patoshi
834,544,Patoshi
835,549,Patoshi
836,550,Patoshi
837,552,Patoshi
838,554,Patoshi
839,557,Patoshi
840,571,Patoshi
841,573,Patoshi
843,582,Patoshi
845,588,Patoshi
846,596,Patoshi
847,602,Patoshi
848,613,Patoshi
849,625,Patoshi
851,633,Patoshi
852,635,Patoshi
853,642,Patoshi
854,656,Patoshi
855,657,Patoshi
856,662,Patoshi
857,663,Patoshi
859,672,Patoshi
860,677,Patoshi
861,684,Patoshi
862,687,Patoshi
863,696,Patoshi
864,714,Patoshi
865,719,Patoshi
867,722,Patoshi
868,727,Patoshi
870,746,Patoshi
871,757,Patoshi
872,771,Patoshi
873,783,Patoshi
874,785,Patoshi
875,789,Patoshi
876,791,Patoshi
878,804,Patoshi
879,817,Patoshi
880,836,Patoshi
881,848,Patoshi
882,849,Patoshi
883,856,Patoshi
884,858,Patoshi
886,861,Patoshi
888,862,Patoshi
889,866,Patoshi
890,887,Patoshi
891,890,Patoshi
892,893,Patoshi
893,901,Patoshi
894,918,Patoshi
895,922,Patoshi
896,928,Patoshi
897,930,Patoshi
898,932,Patoshi
900,938,Patoshi
901,939,Patoshi
902,941,Patoshi
903,953,Patoshi
904,959,Patoshi
906,972,Patoshi
908,973,Patoshi
909,974,Patoshi
910,978,Patoshi
911,979,Patoshi
912,982,Patoshi
914,985,Patoshi
916,986,Patoshi
917,992,Patoshi
918,995,Patoshi
919,1003,Patoshi
920,1004,Patoshi
921,1007,Patoshi
922,1012,Patoshi
924,1020,Patoshi
925,1024,Patoshi
926,1028,Patoshi
928,1032,Patoshi
929,1040,Patoshi
930,1044,Patoshi
931,1049,Patoshi
932,1055,Patoshi
933,1060,Patoshi
934,1063,Patoshi
936,1065,Patoshi
937,1070,Patoshi
938,1073,Patoshi
939,1084,Patoshi
942,1087,Patoshi
943,1089,Patoshi
944,1093,Patoshi
946,1097,Patoshi
947,1098,Patoshi
948,1106,Patoshi
950,1108,Patoshi
951,1113,Patoshi
952,1118,Patoshi
953,1126,Patoshi
954,1130,Patoshi
957,1137,Patoshi
960,1148,Patoshi
961,1149,Patoshi
962,1157,Patoshi
963,1158,Patoshi
965,1160,Patoshi
967,1176,Patoshi
968,1184,Patoshi
969,1194,Patoshi
970,1197,Patoshi
971,1198,Patoshi
972,1199,Patoshi
973,1205,Patoshi
974,1222,Patoshi
975,1225,Patoshi
976,1226,Patoshi
977,1229,Patoshi
978,1230,Patoshi
980,1237,Patoshi
981,1241,Patoshi
982,1246,Patoshi
983,1247,Patoshi
985,1251,Patoshi
987,1253,Patoshi
989,1257,Patoshi
990,1259,Patoshi
991,1264,Patoshi
995,1272,Patoshi
997,1274,Patoshi
1000,1277,Patoshi
1001,1279,Patoshi
1002,1305,Patoshi
1004,1306,Patoshi
1005,1314,Patoshi
1006,1325,Patoshi
1007,1332,Patoshi
1008,1333,Patoshi
1009,1342,Patoshi
1011,1343,Patoshi
1012,1344,Patoshi
1013,1346,Patoshi
1015,1353,Patoshi
1016,1360,Patoshi
1017,1379,Patoshi
1019,1421,Patoshi
1020,1423,Patoshi
1021,1430,Patoshi
1022,1431,Patoshi
1024,1439,Patoshi
1026,1440,Patoshi
1029,1441,Patoshi
1030,1445,Patoshi
1032,1446,Patoshi
1033,1447,Patoshi
1034,1457,Patoshi
1035,1459,Patoshi
1036,1463,Patoshi
1037,1465,Patoshi
1038,1470,Patoshi
1039,1474,Patoshi
1040,1500,Patoshi
1041,1512,Patoshi
1043,1514,Patoshi
1044,1519,Patoshi
1045,1520,Patoshi
1046,1524,Patoshi
1047,1531,Patoshi
1048,1535,Patoshi
1049,1536,Patoshi
1050,1538,Patoshi
1051,1546,Patoshi
1052,1548,Patoshi
1053,1549,Patoshi
1054,1552,Patoshi
1055,1554,Patoshi
1056,1562,Patoshi
1057,1564,Patoshi
1058,1569,Patoshi
1059,1582,Patoshi
1062,1599,Patoshi
1064,1606,Patoshi
1066,1616,Patoshi
1067,1617,Patoshi
1069,1620,Patoshi
1070,1631,Patoshi
1071,1636,Patoshi
1072,1643,Patoshi
1073,1654,Patoshi
1074,1657,Patoshi
1076,1670,Patoshi
1077,1695,Patoshi
1078,1696,Patoshi
1079,1713,Patoshi
1080,1717,Patoshi
1081,1727,Patoshi
1082,1734,Patoshi
1084,1736,Patoshi
1085,1737,Patoshi
1086,1742,Patoshi
1087,1743,Patoshi
1089,1763,Patoshi
1090,1764,Patoshi
1092,1775,Patoshi
1095,1793,Patoshi
1097,1796,Patoshi
1098,1813,Patoshi
1099,1817,Patoshi
1100,1825,Patoshi
1101,1827,Patoshi
1103,1832,Patoshi
1104,1833,Patoshi
1106,1842,Patoshi
1108,1843,Patoshi
1109,1845,Patoshi
1110,1848,Patoshi
1111,1850,Patoshi
1112,1851,Patoshi
1115,1858,Patoshi
1117,1870,Patoshi
1118,1873,Patoshi
1120,1878,Patoshi
1121,1881,Patoshi
1122,1885,Patoshi
1124,1887,Patoshi
1126,1891,Patoshi
1127,1893,Patoshi
1128,1902,Patoshi
1129,1904,Patoshi
1130,1908,Patoshi
1131,1911,Patoshi
1132,1917,Patoshi
1133,1927,Patoshi
1134,1934,Patoshi
1137,1941,Patoshi
1138,1945,Patoshi
1140,1949,Patoshi
1141,1963,Patoshi
1142,1964,Patoshi
1145,1974,Patoshi
1146,1983,Patoshi
1147,1987,Patoshi
1148,1992,Patoshi
1149,1998,Patoshi
1151,2000,Patoshi
1152,2002,Patoshi
1154,2005,Patoshi
1155,2008,Patoshi
1156,2025,Patoshi
1157,2032,Patoshi
1158,2037,Patoshi
1159,2041,Patoshi
1161,2043,Patoshi
1162,2045,Patoshi
1163,2046,Patoshi
1164,2047,Patoshi
1165,2059,Patoshi
1166,2063,Patoshi
1167,2064,Patoshi
1168,2067,Patoshi
1169,2069,Patoshi
1170,2083,Patoshi
1171,2089,Patoshi
1173,2093,Patoshi
1174,2095,Patoshi
1175,2096,Patoshi
1176,2113,Patoshi
1177,2120,Patoshi
1180,2122,Patoshi
1181,2132,Patoshi
1182,2136,Patoshi
1183,2138,Patoshi
1184,2141,Patoshi
1185,2150,Patoshi
1186,2168,Patoshi
1187,2173,Patoshi
1188,2177,Patoshi
1189,2179,Patoshi
1190,2188,Patoshi
1191,2191,Patoshi
1193,2195,Patoshi
1194,2199,Patoshi
1196,2201,Patoshi
1198,2203,Patoshi
1199,2209,Patoshi
1200,2215,Patoshi
1201,2225,Patoshi
1202,2227,Patoshi
1203,2232,Patoshi
1204,2234,Patoshi
1205,2237,Patoshi
1207,2238,Patoshi
1209,2243,Patoshi
1210,2244,Patoshi
1211,2255,Patoshi
1212,2262,Patoshi
1213,2270,Patoshi
1215,2273,Patoshi
1220,2287,Patoshi
1221,2289,Patoshi
1222,2291,Patoshi
1223,2297,Patoshi
1224,2304,Patoshi
1225,2317,Patoshi
1226,2319,Patoshi
1228,2320,Patoshi
1229,2324,Patoshi
1230,2335,Patoshi
1231,2341,Patoshi
1232,2343,Patoshi
1234,2344,Patoshi
1235,2345,Patoshi
1236,2350,Patoshi
1237,2353,Patoshi
1238,2356,Patoshi
1239,2364,Patoshi
1241,2378,Patoshi
1243,2383,Patoshi
1244,2390,Patoshi
1246,2396,Patoshi
1247,2401,Patoshi
1249,2413,Patoshi
1250,2414,Patoshi
1251,2417,Patoshi
1252,2421,Patoshi
1253,2428,Patoshi
1256,2430,Patoshi
1257,2433,Patoshi
1258,2456,Patoshi
1259,2468,Patoshi
1261,2472,Patoshi
1262,2480,Patoshi
1264,2486,Patoshi
1265,2487,Patoshi
1266,2490,Patoshi
1268,2502,Patoshi
1271,2522,Patoshi
1272,2524,Patoshi
1273,2528,Patoshi
1274,2546,Patoshi
1275,2550,Patoshi
1277,2551,Patoshi
1278,2552,Patoshi
1279,2556,Patoshi
1280,2557,Patoshi
1281,2558,Patoshi
1282,2563,Patoshi
1283,2564,Patoshi
1286,2572,Patoshi
1287,2576,Patoshi
1288,2590,Patoshi
1290,2591,Patoshi
1291,2602,Patoshi
1292,2607,Patoshi
1293,2610,Patoshi
1294,2612,Patoshi
1295,2614,Patoshi
1300,16,Patoshi
1301,17,Patoshi
1302,42,Patoshi
1303,43,Patoshi
1304,47,Patoshi
1305,56,Patoshi
1306,59,Patoshi
1307,70,Patoshi
1308,74,Patoshi
1310,78,Patoshi
1311,79,Patoshi
1312,86,Patoshi
1313,90,Patoshi
1314,92,Patoshi
1315,95,Patoshi
1317,105,Patoshi
1318,106,Patoshi
1319,121,Patoshi
1320,130,Patoshi
1321,136,Patoshi
1322,149,Patoshi
1323,150,Patoshi
1324,156,Patoshi
1325,159,Patoshi
1326,164,Patoshi
1327,166,Patoshi
1328,181,Patoshi
1329,185,Patoshi
1330,192,Patoshi
1331,195,Patoshi
1332,196,Patoshi
1334,199,Patoshi
1335,214,Patoshi
1336,237,Patoshi
1337,238,Patoshi
1338,254,Patoshi
1339,258,Patoshi
1340,259,Patoshi
1341,262,Patoshi
1343,268,Patoshi
1344,272,Patoshi
1345,273,Patoshi
1346,276,Patoshi
1347,278,Patoshi
1348,281,Patoshi
1349,291,Patoshi
1350,301,Patoshi
1351,304,Patoshi
1353,316,Patoshi
1354,320,Patoshi
1355,328,Patoshi
1356,334,Patoshi
1357,335,Patoshi
1358,337,Patoshi
1359,339,Patoshi
1360,342,Patoshi
1361,348,Patoshi
1362,350,Patoshi
1363,373,Patoshi
1364,375,Patoshi
1365,376,Patoshi
1366,377,Patoshi
1367,378,Patoshi
1368,388,Patoshi
1369,390,Patoshi
1370,392,Patoshi
1372,394,Patoshi
1373,402,Patoshi
1374,409,Patoshi
1375,424,Patoshi
1377,435,Patoshi
1379,445,Patoshi
1380,447,Patoshi
1381,451,Patoshi
1382,469,Patoshi
1384,475,Patoshi
1386,478,Patoshi
1400,7,Patoshi
1401,20,Patoshi
1402,21,Patoshi
1403,15,Patoshi
1404,19,Patoshi
1405,25,Patoshi
1406,30,Patoshi
1407,40,Patoshi
1410,63,Patoshi
1411,47,Patoshi
1413,73,Patoshi
1414,78,Patoshi
1415,83,Patoshi
1416,83,Patoshi
1418,86,Patoshi
1419,87,Patoshi
1420,89,Patoshi
1421,90,Patoshi
1422,87,Patoshi
1423,88,Patoshi
1424,91,Patoshi
1426,97,Patoshi
1427,100,Patoshi
1428,105,Patoshi
1429,93,Patoshi
1430,112,Patoshi
1431,98,Patoshi
1432,113,Patoshi
1433,105,Patoshi
1434,114,Patoshi
1435,106,Patoshi
1436,119,Patoshi
1437,118,Patoshi
1438,124,Patoshi
1439,120,Patoshi
1441,125,Patoshi
1442,125,Patoshi
1443,129,Patoshi
1444,130,Patoshi
1445,130,Patoshi
1446,137,Patoshi
1447,152,Patoshi
1448,156,Patoshi
1449,149,Patoshi
1450,160,Patoshi
1451,156,Patoshi
1452,176,Patoshi
1453,158,Patoshi
1454,167,Patoshi
1455,178,Patoshi
1456,179,Patoshi
1457,182,Patoshi
1458,169,Patoshi
1459,174,Patoshi
1460,222,Patoshi
1461,184,Patoshi
1462,187,Patoshi
1463,229,Patoshi
1464,188,Patoshi
1465,230,Patoshi
1466,196,Patoshi
1467,235,Patoshi
1468,208,Patoshi
1469,238,Patoshi
1470,216,Patoshi
1472,239,Patoshi
1473,227,Patoshi
1474,240,Patoshi
1475,229,Patoshi
1476,234,Patoshi
1477,241,Patoshi
1478,236,Patoshi
1480,246,Patoshi
1481,237,Patoshi
1482,245,Patoshi
1483,259,Patoshi
1484,257,Patoshi
1485,262,Patoshi
1488,270,Patoshi
1489,268,Patoshi
1490,272,Patoshi
1491,273,Patoshi
1492,284,Patoshi
1493,276,Patoshi
1494,295,Patoshi
1495,287,Patoshi
1496,300,Patoshi
1497,290,Patoshi
1498,302,Patoshi
1499,293,Patoshi
1500,300,Patoshi
1501,303,Patoshi
1502,308,Patoshi
1503,304,Patoshi
1504,310,Patoshi
1505,312,Patoshi
1506,311,Patoshi
1508,312,Patoshi
1509,315,Patoshi
1510,314,Patoshi
1511,316,Patoshi
1512,317,Patoshi
1515,330,Patoshi
1516,335,Patoshi
1517,318,Patoshi
1518,337,Patoshi
1519,320,Patoshi
1523,326,Patoshi
1524,338,Patoshi
1526,344,Patoshi
1527,341,Patoshi
1528,359,Patoshi
1529,366,Patoshi
1530,369,Patoshi
1531,362,Patoshi
1532,378,Patoshi
1533,372,Patoshi
1534,393,Patoshi
1535,400,Patoshi
1536,374,Patoshi
1537,405,Patoshi
1538,375,Patoshi
1539,379,Patoshi
1540,381,Patoshi
1541,408,Patoshi
1542,386,Patoshi
1543,409,Patoshi
1544,399,Patoshi
1545,417,Patoshi
1546,412,Patoshi
1548,420,Patoshi
1549,416,Patoshi
1550,423,Patoshi
1551,419,Patoshi
1552,428,Patoshi
1553,432,Patoshi
1554,427,Patoshi
1555,432,Patoshi
1556,435,Patoshi
1557,447,Patoshi
1558,436,Patoshi
1559,460,Patoshi
1560,442,Patoshi
1561,471,Patoshi
1562,444,Patoshi
1563,473,Patoshi
1564,450,Patoshi
1566,463,Patoshi
1567,475,Patoshi
1569,486,Patoshi
1570,466,Patoshi
1572,487,Patoshi
1573,471,Patoshi
1574,493,Patoshi
1575,478,Patoshi
1577,506,Patoshi
1578,482,Patoshi
1580,507,Patoshi
1581,488,Patoshi
1582,509,Patoshi
1583,511,Patoshi
1584,489,Patoshi
1585,512,Patoshi
1586,490,Patoshi
1587,514,Patoshi
1588,493,Patoshi
1589,520,Patoshi
1590,500,Patoshi
