block_height,recipient_hash,reward_amount
13943,1rRjbeYWa2WPWgTe5zj4jKWAfieAuQh1U,50.0
13944,13wnYPGeLhUMQqFViDLxM5WP6pfUyKFNoi,50.0
13946,1KxMA2X3WhHLM2DzR1uHfkxWSHtDVkES7G,50.0
13947,1Dmb6nz62EqqhDQfxoVHsrx5QdBYEEMVkh,50.0
13948,148mVJ4nQS2wYf3wAZUmaN2Uqdt54SYffY,50.0
13949,1M7C2zUh8GokPLp2Mad8cC5Qgvt8KisG2N,50.0
13951,17LqAnSwBCvcut9xo1CxjbnwCs4iaoG8uf,50.0
13953,1Da2N7z1tx1Y7AumYchSRsm3RcwaGbr8ZR,50.0
13954,1NWvLMLvoyqQj6xyeQCUWju6AHXYjQ6ki2,50.0
13955,18i2hyRkaZn97BRw9Emd9AVcT6oC2DjSG6,50.0
13957,1H2XDoqptNbxWf5Ys9qBH6tuVwUkjsHu4v,50.0
13958,1JAFRWq2Q9iFiT7vwoacWczA45UHR43Xhy,50.0
13959,1Necre3iMYtTRuEHTLy24ShjXJv1Fgxhsn,50.0
13960,1CoEU7k7hTxTeXsWgYNkSrJmNF9nGFFHd2,50.0
13961,1C8txm7Xh7thQY9b72NBoe3VwmVGvuXCBD,50.0
13963,1Y8FXW56AnqHP5Cvc91Uz549136NX2XvL,50.0
13964,1ANqtD7XbjEPWsdSjbfEcyhgmwQatB7EHi,50.0
13965,12P4fjs2ng9ZdY7rmiboipBXukQXntq1bB,50.0
13968,1CENfHAFLGz4D6jvjMVkTcYPUcSiPqVud9,50.0
13969,16zEbm6aic8YTHPtr8F2rPfLC1KjHs4iaS,50.0
13970,1PKyuMKepgyLJjr5iTusW8aSF28WHSxYWR,50.0
13972,17mZg2jMxK4w9CV6CrbCwTMcxuCrmAWJM3,50.0
13974,1HGcWcQMfUdWA6ButXRAq7uVsSPfqohEfQ,50.0
13975,1TwyU3mDdW3k27TgnB9byi2FUNo4REYYd,50.0
13976,13da586Q5PdFCF63XcYVBjAiQv8Gf6mzg8,50.0
13978,17US21XqoiDhA2Ht3BTYkxB3DByFDuNj32,50.0
13979,1FyAdpAQAcHqS9JR6KXNooeJ7CZDfc9igD,50.0
13980,1PRdEx3xGjkEngiSpZMAqpK8voX5GKmbWn,50.0
13981,14awKZCUNg9AoPVojwp53GpXsJSriR5P2v,50.0
13982,1MPw7GoXvceYyx6Xuc2hhbV2TSACX8h6Re,50.0
13985,14m7k6tY9u6euFzKBMNaZHHwm3qNjNPmpC,50.0
13986,16LKUaupCLQe5d1peN4VenLNHYN14zHraJ,50.0
13987,19tN8DHe7sL3UNKmsXrovZg68vgvkZSaLU,50.0
13989,1Feq45CNmXmwXMcJGANpq3XM7R9xZLUxNX,50.0
13990,1JYjbHzxdZkub95AXdMD2DAjtbVtkQem82,50.0
13991,14JtDZmcfHTJKwpyuGruGSrZ1CzQHpAhtd,50.0
13993,16GWbc4wmmXVqxbWmnR1u2pifUzqG2Tj5n,50.0
13994,1AayrMHp3imgcvq2jRAV7KRQBhNaVJXCZm,50.0
13995,1736qihMctjp3ACUgTbUB3aCaAbjCaMWkw,50.0
13996,18THWqeVEXznMVN4r8ik2px81NrQNryaQU,50.0
13998,13aLrCKevGfrWTyL8WtmDrMU2htJzR5k5e,50.0
13999,1BrW2ARoKHXxLuEyN2EvUD5ogbhPRwGGBz,50.0
14000,1PqLg3juPow1uaDbuy86kRPEiDeavce7Go,50.0
14001,1AzuppCEAsdCp9CDzc92vcbZdP5yrwdpXR,50.0
14003,17SaZe9VGVsuLmNBvdGLUza8wfJd2FUkuG,50.0
14004,17Fw6amcMqtuJMkChRY3rzcoiatFNLPeT7,50.0
14006,1J31BRhrSCpB5YvM5m67Ppi3ny7jomGiA6,50.0
14008,1HbjSYWt8HVwEWEADeBcinumuviSgXk4us,50.0
14009,1tFPW1sBghcMt2Xtxka6eq66gujkH8aqQ,50.0
14010,1Mti9Ntkqr1FcW5S5DaRS9PZqKASFH9XgE,50.0
14012,1GoJzpGX231UrRTRTVRCc3QCmqNY4QXFkE,50.0
14015,1Pyn893VtkzVfryUbQacigaWGQ7LU6nEAj,50.0
14016,1LzsGrKSqcbTR6jf33px17EmqgepsPvjEb,50.0
14019,15nEP7Lfz4b2EQuMVRL9Cryy9tcyc9udGt,50.0
14020,1MLgTfCRCWsVkaudUZtdFqdNZKvW8tbGKb,50.0
14021,1KF757LTszkF6SBtVvqTihS51fJhUHVDzm,50.0
14023,1ABBySn5DhMomXCkpcUiCrgCVTdW5ftPCy,50.0
14024,1CpoZG26vso4nXeCxNwG4XySbUzLkFb2pA,50.0
14025,1CDZMxEdBQ4JyQ7eJ9xMpqTPfqNiVWvKbN,50.0
14026,161CGMNiaWBtJUJUyciYMYEjaimWiBJ3Bq,50.0
14027,1BXan2jtWbE2DxGX6xR5c6erPtL1deQtdE,50.0
14028,1APsQvLPp1soy6YDjKhHtEpAox9q2b9nZK,50.0
14030,1BwPEw2rp9FHudiS4YFDmvCxqkEv2nagwb,50.0
14031,14PR9xLfNWf9XAx3Xcu18kUkguxPw19DZB,50.0
14032,1JBpeSecZAMvewHJb2U4PEa7oHVPob4KGo,50.0
14033,1FDfnmF8gDYWCGYZrxkQNuVcqYH1JL9i75,50.0
14034,177EbTB237QmZ6kPd21ysPberM9z3p4Xoo,50.0
14035,16uAWQ59SVeS3ZeNNSTb5zpj1W4fPhLwC2,50.0
14038,19FVPT2fFkJCpt4GKMQXSQffMYVMCUyfG1,50.0
14039,1LuaC7uxK3hxWRCzn5bYzeKhj118bVQ83i,50.0
14040,1AGZvp5SRrD6Ryv98hTJAGizctZooD8ejV,50.0
14041,1PRSWsPUWzYpYKtVW3dhDzooYu7qJk9FUS,50.0
14043,1C9T6uEiAJE4vHJQYtgZZYb9yV8xEgzmer,50.0
14045,1AnFtpbGjWckfWpQWRyhURkkc1wE5SBf4D,50.0
14046,1FTo6vXtAt3NFjQ5YbVYYzL5geRA2BdhsY,50.0
14048,1QDYyWJ9vNU3qjG8iAXuhDRbkF88U5F9QP,50.0
14049,1ME8jCMqwGSmQcJwJdiFzUGZ2inwcgWc6q,50.0
14051,1PSP3a2ZcnVoXXF5wmr9Ln6EGYRmkiUWmt,50.0
14052,15TrjNdWArXHsAmMR5EzgTM9dSucNqVWQT,50.0
14053,12FSismJSGXq7bPeCpirpSCQGCfaHn9HJa,50.0
14057,1MMCe2ETriauFLG2eTjHprJSkxfZx6g3nz,50.0
14058,15YJot1B2NDWtHvYnaBjr1jWh82pggx5VY,50.0
14059,1DtoaeTEPWunWG7BUn1XmzX5aYrsRQGUTX,50.0
14060,1CzUXk3d61kffRC6umtzxAvcDGr7KHrULj,50.0
14062,14Zw3vnJMUXFSvJREGTC93eptBbs2TEvQB,50.0
14063,18ZgQxXGg3fxMS9hShJc5i39D8FXtgPuhv,50.0
14064,12tDGbz7x6vti5bYgypBTTdMdzNwFzjXGL,50.0
14065,1BRyjFyebMbd4dvftD17ach3kFGFnbV1zp,50.0
14066,146HfwcX8piWbJ3C1Mijku82fmYGhscZqy,50.0
14067,14Q9RW1NF3oArfMqBdpiU8fn27Bg4YuYv2,50.0
14068,1GMfjrpvbje7wnNRVWmtEDU5WexgRzBfVJ,50.0
14069,1KTwfo5JUUy43gQrBZBY41HUgn2wUerAMQ,50.0
14070,1P7h5Hu5J9EkD4ERe5uiqKGAs6uCjhHXSK,50.0
14071,19h9D4NXJtMkzomKPMSrfXePx2GdsHs9ne,50.0
14072,1Q18mwXdV6RHDHn6H6jSVT8vS87TqVMUdh,50.0
14073,1KwFASYq1iNPgTdqXB5e1my7kp5ykGf298,50.0
14074,19xgt3EdHKVafTDfsiYq1jedtMx1aSGmts,50.0
14075,1HFXzLGwkxa7n3WbpqzxSCXGJe86ujTnUF,50.0
14077,1HShJkUsrrPBwnQo9Xscgw3HpcTYhWbJhL,50.0
14078,1B1QVeKsYu3nqaagvFMeTpn2Em7mpaBtBd,50.0
14080,13ANYmWyVcurnE3NyUDo78Z7CuvnXKhY3P,50.0
14081,16rvbDmznnigvMUE5RrEkH1ohKdNi6EJKZ,50.0
14082,16WaJFs5eLi9motsEtipWEGJ7FGiDzLDQH,50.0
14084,1JS3G9T3nha2W11xJ1hWAKM8JYjaWeDdt2,50.0
14086,17g1nzRad1XXBoaDWr4WHpnvPf99rEpWCw,50.0
14087,1Hw8Vr32vsyat8qqBVcx1ywnBQ9ciyPK5s,50.0
14088,179vvh6Ha4HBLRvmvDodmonEUL5Cmntzvj,50.0
14089,17iAPHnxzYNAJdgaax2nw1DboN3DHeqyYg,50.0
14091,1AF5mBtzaJGZGd341T1Fd4xZbGM4EBmHrb,50.0
14092,18icQp9z8Vw2y9pLcWZwy4FAxrjx614JdQ,50.0
14093,1KmK1iqaFrxqdJ5WanxraEStTKexiQr44M,50.0
14094,1QGw7AejkTV2qh6dXfqEBwKMKFgzbwyEmS,50.0
14095,1CVJ9k79aW226EANAQtRL9CiEBssVC1QqY,50.0
14096,1JRpE34k8TKmZc372XwLboWxd8D6w13BeR,50.0
14098,1JSyY739MCb7TYGUarHZLeZLXSmKevcS6R,50.0
14099,1Es4o54r31xqwx8HqwAsdQTeVYUqHqzpMb,50.0
14100,1Cn3JS6Xf6oKkmt8wL2XAZnUqweu1SigxL,50.0
14101,15MaimKNJ61DAd56yPk52VgnoYq5xHU9e3,50.0
14103,1Fxpk2EZj9ufdKUFYWZw81NvEgghwzeFs5,50.0
14105,1M5HXRJRnxxoqRX3fdPyoAWhd7jjfsqK4r,50.0
14107,1HnF1pv9C2BsqFVEyeybwE4JiSydr7KSpx,50.0
14108,1E7VChx7UG8NGyYTEHhjPzBiXKDJYNiLK3,50.0
14111,16kJkYXVxUNohpXn4hUJmKuTdcRaMCdgwy,50.0
14112,1AViyN9b39eWtqgMGQ3afk6ATRJb88w8VA,50.0
14114,1Aga1DxqMfpz61JRxaRzhmnrh9WDYejRki,50.0
14115,1G3yiq5Qc1avwkTkgj2VgdrEUoi2Qpb9Rz,50.0
14116,1PmpUkHBKMSyiGQeytGNWoKLuGc33zyVnX,50.0
14117,1H5vZvRwR9CPLQk1jV22fwBW2tcyvSZDPW,50.0
14118,1H7jsCpRUEEuPZN9yvsGUHcPX3VabN6Adt,50.0
14120,1NAamji1tfmJaBcWAJX31AjXhyuANeyH3C,50.0
14121,1L4ajszN7eHvcBefap3S2WqZwXVqRCDmHT,50.0
14123,1NfkicRYSg2Dj8tvXXXGzoyC8emNmyRosD,50.0
14124,1MSrLiGfVQ3HawfnAgTpg5Guh3YjbqJQ6y,50.0
14125,16KjfDhegPDfJ1eAgYR7Fv1dQ8qsYE3pdb,50.0
14127,1NeRmdK2b3bfdUVefQwYA8SfH8wR4huwVy,50.0
14129,139EY3K1E2uF9LczSoKbVCQ5dqvDBn17Mq,50.0
14131,1ANnCHiS1WnVv3HUGUVD8tpckkoNv1gDNb,50.0
14132,17j89m9vC3pfQjN5Wckrhv2jk5MacEgabq,50.0
14134,1F3PpAxdYsfeusPAMBNEL7e8P4tnk3v7ZX,50.0
14135,16KW3QwDGF9Bcu6VruAVUSngFMchqBSL25,50.0
14136,1QHtXoVnSVM5cSSc43Vrq2Z9yCrakT15bN,50.0
14137,1NDssb6mcDhC9uSDV8FT4456ET8xTNbFr4,50.0
14139,14qPia7L3FnPmy5DMep7T2B2A3rTUPWh2n,50.0
14140,1KuXqKVtaf85ZhviZpBwqZNLF5JERZ8Zg7,50.0
14141,1HcarbGGLZ3gYLnHd5w9iq28DBvnMsdpwQ,50.0
14142,1FhuuU71D2DbQyWNp5PfSHcfECUEpojaqy,50.0
14144,1PhV3aK6RxxFcgQTBgB3VZePS76qarquXe,50.0
14145,1EwbdH4kP2wEF7CPiKVWbL2e8Db4dT4MM8,50.0
14147,1JeyQMgbGUQ2uDjDyrm4PZxzLkXySgeXVV,50.0
14148,13KtDDyRi8LDXFp4wyS8EmBnhvMDwagZWr,50.0
14149,1GZDScvV7VaQZqeeU9FQHCuCDuvjvXWoWc,50.0
14152,1APR4HUKo1dUyQUYm2m9UeyP2LiZdJWe5n,50.0
14153,1Grfhh6zfWePbU4LWyZtqFcUDaJptXJLVe,50.0
14154,17uQp8ygGECk5AJ1Bs82RgH7LfcLLnxMsk,50.0
14156,17kGxM8J9mS7WPP2KZGs6peJLXDMFXon2k,50.0
14157,1NHZBJTP2WKDzkFGxnRBPTdNVR7ySeTqzV,50.0
14158,1CcrxqT7FpuBgM9BvCXS3SqabLgxAAvb3c,50.0
14160,1C1ToeEbW2PehRSkfLrjiXtXmjY9oFvojU,50.0
14161,17r12Ts3GoYKCqkzN1BcNv6R8aYiJN2BzC,50.0
14162,1EypaX6EeE86hagCb1yNzCd79xL2me94Ez,50.0
14163,1zouEgbL7b3CKRUyarQBYpVjjHXhx4Juj,50.0
14164,18f9UrBzSrFHp7JjDo5XJo3tvAFTN4PU9M,50.0
14165,1J2rLEgZLJvjg4dt5edJzbapm1SUiSGhr6,50.0
14167,1CtTKmVuLZ6SwnmWKuqnqD2STLjNREEd37,50.0
14168,1CPzehRXLkeQ52PoMkm8jx8tVYpQ3tWWZA,50.0
14169,1PyRoJsDJ7en3GaNt8bzzaTuyL9etoojd5,50.0
14172,13pcrfQH4P4nNdsqDdefwecsmF2BPK91eX,50.0
14173,1G7tEqo6qEFJCYDXdgCYg8jJXKorhWTtx3,50.0
14174,1Ph5XQtNNZAcuBykpYPEyfQQ1j7xg3DptA,50.0
14176,1AqN9saWayBKczijJKp95romGaTpxFBDn,50.0
14177,1ATDWBruf3xerfmSrArGMkf5A9ELGV3Sry,50.0
14178,1JovM55T5XafuU4rnfxJwNzWKdrqH1rY6M,50.0
14180,1Hqz7yNNyqWNCxEyc8EYYceSf7asrhK3fv,50.0
14182,1KfT1GktPCAZGEthJpz5oaNkz8V3nuHcoF,50.0
14183,1NK15CFzuNbpdk9GL8ChxnvavKtCyRZxEC,50.0
14184,15UQR3Ry7vPY32sSBRKTZzkpHTtWh1F9Vj,50.0
14185,1JYyrZckzktaF9GiG4pF6We8JUPB9LC3GP,50.0
14186,1KSrQm6dPwQkd3wtbvF5rkgj9DLQ9WJ8mE,50.0
14187,1NLGVubHf52p4AsQcUi6eERpM4dvg3pYHi,50.0
14188,1DRnVj1xfGkiaR57w7bZbknK75dgfPfJWw,50.0
14190,1569iTjEUZMXwzKfbR1vaV3UvVACCj7VKM,50.0
14192,12vKVeWcnTAkzJuNcACUNCEDvLsh79TSHF,50.0
14193,1Hr69vRor7HWfe9SAVJShEoD5rfhNMK6nw,50.0
14194,17Yq8kEtugXp9N6GAXae8sJom8M52hFGDt,50.0
14195,1GpEntUVtHRBTfA7guPwTe92r7EXyprg3S,50.0
14196,1MTjuzXdtffKvEmtbWoVPAguoYNSa5rwLZ,50.0
14197,1L1Uj5wcDbTPTzUFjtQGeNbDzmKt7Bd7cS,50.0
14198,1B7Ue7v5crvJwzgQEVgBvNXLCqBSo3sNP1,50.0
14200,1APAFy1pm9nBTRZeVkynhXNQBFAyCEEzu8,50.0
14202,1mc6j2ip8q6V2rn7Kes13WmsLgqitkuvp,50.0
14204,1PVCv7HsZrd77SA6V9CkQfnMbEV7ZjD9Y4,50.0
14206,1DBK4K4XLSTugtCy2vAxhbQt7PK7tY29Wa,50.0
14207,1KEFrnHNtUze3crwZnxuHo5zGDuBMqY45w,50.0
14208,15vsmaGxJqMgHirCc2MkTqcACQNYdBfs5G,50.0
14209,124BYmfHWJJ7B6BWFbZWRUgEGf8g1EoJ7F,50.0
14210,127CKN3o2fG6wpCzMq4ERR387oSp6WKGMZ,50.0
14211,129YqxUZMKfWaTgjJuq3ChR7otRY1PEUAq,50.0
14213,13YCvBPNgVxZVuDccZGCRu1dY9FUTK1RJq,50.0
14214,1Jof4LZEXE4ont9JR36mBMbuRzFAEuZi75,50.0
14216,17KkPu5dUZirpZfUaSXRTeT3Q4Vs31tr5v,50.0
14218,1K4CndSNFqucGWUdzEFuZkfRC7pajhWArx,50.0
14219,12E4p4k4ZGK9vB6AB4QMbrhqDc74pnWREN,50.0
14220,1FMxgSsG4iD4rm4pjpbJ3Xc8hJ1QLHC8MM,50.0
14221,1BksM57NP4SqD9hXPAJoqHZzpYyfNd1Z4F,50.0
14222,168TwifYqs1ASTEJ6pwYyUdvsMN6J3jDDr,50.0
14224,1KaFQKYc4ujShz94ShTiA7YJTJWYQYfYBJ,50.0
14225,19aqSDGspBesEzSGKbvKCWhZ3UiykrjgpA,50.0
14227,1XAKs2LpwxNfNpHfKp7FnXbphhdcHmWwx,50.0
14229,1JANdmNxrVaao3pRZxsfApivgihjE4gLmZ,50.0
14230,1LzqnDWaqi7g7nkZC1TJN1AAu58msHL7yM,50.0
14231,15txmLd9MvmcjAkkoSfAX53ybeW4jtKgDR,50.0
14233,1DkBwGrcG216RmBKtNAwiQr5bYzxet885t,50.0
14234,1EEn2mWvAWQ14SyPKSS9dMsrAr5CZw52EW,50.0
14237,1E1jGfQPo6zyVXEHs7fK1nVHA2ipxbGsR7,50.0
14238,12giLQMRDkFzxLNB2X2aujFnUuQon5T248,50.0
14240,12DnLowotAFAYyLYYDAhwxjhcvLX75wsyR,50.0
14242,1NqK84WPh2Brk1YLfFDEkfYrrsagLJSvYb,50.0
14244,1AkGBgucfb9c6fYeAyhfq9NDCUgSHXAxNp,50.0
14245,1AZrCzGqsxyWRJmd7bvidvtnF6CiYoWxC8,50.0
14246,1MfhRwywHzA9sKGkiWAhc6PRQdxygjrsvU,50.0
14248,1GUATuCNpo2My2g2L7a5hKHPuLgXqSpGrC,50.0
14249,135JPsT1tKx6duCn7eTjUwK7HuhUGXrxju,50.0
14250,19nfRe6DdJbnJd2cvaLd1vzDZhBuuiPTSE,50.0
14251,17KJuCsfvS2FjuogHtBVAq2BqDd3ZYKqcP,50.0
14252,1PmDsKm8sLhCXPUNcizyRSGJWugeseMS2N,50.0
14253,13rdt4wzydrSEqPHu8iY5dVMfjYyPyCqiH,50.0
14254,1Ly3DuqHg3G6u1RA6JQViABnkDS87Smt6T,50.0
14255,1GpqVxNEW7eAYs31wPdBy5BkbvA8CJoFgM,50.0
14256,1PgsuUjC9bY7WRNSGHoijDW3wgAhfopbNS,50.0
14258,1D5G2nc6CtVAwM7PWVGDWFwikkx7GKMj4K,50.0
14259,1F9etcauLCLZ6tDruTm7V1kTPsU8E3HiN8,50.0
14261,1KwnHyf4UsU2LMeNLybUePEpW9Rh7FDQgG,50.0
14262,18PfFwsYbFt857Eg2yVwTcuQiLbKZM2qGY,50.0
14265,1BWjBttQkvCb1SY9HX1QtNtwDzc7b16Nuc,50.0
14267,17WaKb4ZxjJm5VJCvBDTDd7v9pEw8PWrdw,50.0
14268,1LzRVagaTapFGo3jzpnPvgmsYrVan1zUKF,50.0
14269,1MqTHZGpzfU1KRxNWegX7sTzeqdrjNDGnY,50.0
14270,13vfpT7ccTsYHYmnNzzaUt9MJke6Q3DNgC,50.0
14272,18vk1kuz525kMjZVr24cE9NrsTx2vNayn3,50.0
14273,1MCX58gmUGWjLPPzV72wBhLxxYF2LJr6bX,50.0
14274,1NBhfVK7dbzsCR134rdrEECBSFdGJuYGco,50.0
14275,1KatUtDW4sYFFTNewou5LuF2WKZHxFbcfF,50.0
14277,1Fy6Nqp88vGPzs4jEYFNXwzGxNAbgiR2wa,50.0
14278,19QjeJBdps5BWpPF2mzUV9zDJeYbXwfBQ6,50.0
14280,16Sc6c1vvbqZc472n3HDLDEF3V5KMMe2d3,50.0
14281,1C7ZFEx8uiZ7ptjV9cEshVmd3XQNd7ixrg,50.0
14283,1Hgm2X29LVjd7KrtXX276eP9hUWS8QcCBv,50.0
14285,1D7VtvpQyjo8KT3KCdgthNxa4fCRsrxLiT,50.0
14286,1C6i4HFx91E587mJEMFcmVkJDGsDzaU54R,50.0
14287,1CvpDLTsyjCTMmGc7YgLCpP4raSMJGnaHc,50.0
14289,1LVSuQqn1gEteJae91VRLY9JByZpCQfPqx,50.0
14290,1EEbjTbG9b9A7nnconGfDTizSjnFMRCa4Y,50.0
14293,14XDMJNYZ67UF4eTvKkwBFdu6vJgKG8Khb,50.0
14294,1Hf1SFGRHVv3QKaUDxcDxz64t4QfyCorZc,50.0
14299,1FU513MHfBBv6c3mXwyW23pJ2v4iCpBnAX,50.0
14300,15nMsFNGxrtG7uQtksir1ZjnqpXN132D8X,50.0
14301,1LUwRNtH6YKVX9GnPbzeqYKyr1G53WWpu5,50.0
14302,1DR8dczhTEjanVbP55eAKRc84of5bWuBqH,50.0
14304,18Pj6WQozftUpU2UdSrqqaQPYuq8Q7vuET,50.0
14306,1Eb256zW94FsFHCfygTXbas1jokmGSpRwi,50.0
14307,1PBxiwN4z5xoVEAnYN6aCGT78MtVCPMF1L,50.0
14308,16vsqR3sF6aR7MSR7JhaqpWU66BKUHeGRa,50.0
14309,1Co9auV5Bn51LqWLKomSJ4ydguuN6hQ7xs,50.0
14312,1HhKbq9zgJgPcVKkSVEm9QAjjU579ixCax,50.0
14313,16pL6aCvXjM9b2K9Xp4EGSLaeHTVU1iFPQ,50.0
14314,167BVyH6WkStPEnH1HZMGWQPtT6soEF1yT,50.0
14315,1L5j5YRWHs5BeQgpSKVSc7xseMU5vYpb2a,50.0
14316,13bzRcui5RXdQxzk5GWcGesk4EGfS2icjz,50.0
14318,1Pqua4RPeKc3bgKF3KphpUpzGYqkrNPTbe,50.0
14320,1HkX3shaTaNbPQ2cuiaysooS45D9fr2TLd,50.0
14321,1E5ejQ6cGVZ6Er5waQMax6ugYTQ6dpZgWr,50.0
14322,1Dsae48CjrUCrGto6eJMtkmPgFkzM5AdM5,50.0
14326,18hzy68HTz5gVaNt5cuYpfebEVq548Vf36,50.0
14329,1BTRNJJK3FmCLTWgZRJ3nDJwjATnepGrdK,50.0
14330,1HfAwySpcm4C9cpR9ifbb1Dys39roJA2NU,50.0
14332,1C58LjtHqqhuChJqESEqG2xZEQBBbEevq9,50.0
14333,13iJ1Qvjky8CLFCwsp8djmxd1W1UbryDhb,50.0
14334,1J6kDjTGwdjYNsAtdwPRFhqXVt31zM7oKN,50.0
14335,1B5DTDF7sPVfSKpnxdB2VSddQsfiFZ88ja,50.0
14336,1HuiBR1x5J2zQGo42xbgBzf4xhhGV3WRpK,50.0
14337,1A15fU1UctiXG5GbYBmSif8WQ6wXDrRWAy,50.0
14339,1FbfWHGTMUmLGrRVLTApFfhUopgL5RZxhn,50.0
14341,1EgSRH1s7pWzqsKmTcD2kG6x1gUHUcM3DW,50.0
14342,19arYGx8g5KnCZGVpuniamn588xqynJcTf,50.0
14343,1M99ea8oNfW4r4mvggymU52iA3H9CUYdYc,50.0
14344,19woqrehLnEwMCpWNnCgmSDWUxsGFj6dVT,50.0
14345,1K2aBu5gd3UrUmXHBYBakndeYvkzeSpdom,50.0
14347,12Cj8kSJ9ULFjjwwJpAW9wkUQE9LU4qTzc,50.0
14348,1GRMY72LCkL8wqEi4rs59vCd4k1fEGS3Wb,50.0
14349,1CfiWxjq8iWvt3bR2zt7xBXRbdyFVjA2yb,50.0
14351,1Bta9qC6G5fWCXeMLDsAr9j6KPvfGNAZKs,50.0
14352,121gcgUMDCaskqJzyNoabufAJLYFonxzzM,50.0
14354,14kny5MPN2Qf1ERdzi7P3aUP5NdLgKGTWS,50.0
14357,164ypkuGBgVDmg4qyeUg1MR5ci2MTJogov,50.0
14358,1EcZ991Sp5XcVc8BMpupuPWUZMFufTpYYV,50.0
14360,18EVigoTWYYcD4q48A2TE82RNK9cWstMaH,50.0
14364,1C12mrPqYJ4thCgTGeNpDzNdBTiizVs6Af,50.0
14366,13CTRmhKs4kp8SHnLccUkTgj7thYmEZUZe,50.0
14367,1NSZX9vRYpcRVexDNtzQhorzxNo8BcufEy,50.0
14368,1JxFy8Pgi4bMtkVuzTgdKka5jizRY2jui8,50.0
14369,18iGX3oR8E5rbXzVfKeBYtMZVVAnpXUZmr,50.0
14370,12TPe6AuMANYbw7qshWbZkCVz4GLjAtLMH,50.0
14371,1APbHer1NVCPR1ZnL62kHYJdmLxqQJ1Xc5,50.0
14373,1Yt36E6gjmMH7AtDwregCFVAmtvmNTUUY,50.0
14375,14EJSK614UL71JWtwDGazk2rABkjfRJVTV,50.0
14376,12saVJzL3QHQwuueLcUzFdyxGwgxKWszXS,50.0
14377,13eBQM9vgVMLaUR3XYoiSSsVFnxLYw6BqX,50.0
14378,16JG4rUVxeeJQXG3fCj4j3NKUrxu61cuB5,50.0
14379,15nLwkKJTqT5h9Hiu3pCtv4g9Ythvc1WGY,50.0
14380,1DbUU8A4ribMS3hjWug7XF3UXSSYMPcW4n,50.0
14381,15j9vFHXXD3T41DfNRXvnfBww1vb6znhmc,50.0
14382,1B7CkQEFgzZefPc6jajPjD3XG9nersY6ue,50.0
14383,1HUmUQuktBVcyYGCCXCMhEYXvFtLxePf8Y,50.0
14384,1E71wjo8aBVAZcC2WaGwPoJrL5nqSEbw5o,50.0
14387,1DAd7qTtN2MQacSbZMCJJkQpHx57wrXCKW,50.0
14389,15YsXPr5J3wv335xTvQo3dT8APgcmbnymi,50.0
14391,1HhuYv2YrLpYtgdYDKisgcGJEsaGKUhhqE,50.0
14392,1KY6dnJCL62zq1NRyfvfL6fTiJkjVwDXFC,50.0
14393,1tfQ7vsi9SDovR3PjVHQrPYy34AWDWsVN,50.0
14396,1h2FhdLs1NX1Tqu1axJ6NjDURc2S4coMG,50.0
14398,1CuB67sMSAHuKb2AfJgAQD6aXjJuspD1fW,50.0
14400,1PcsfSuu8My1oMCBGHs6mEtchJmPNuqQzK,50.0
14402,157cehkJvxLYSwmc63uxc1R5H4s3x6VEJv,50.0
14403,1NRZuUswnxpgMnUnvmmMs86L86nCfUrJNq,50.0
14404,1KhoH9p4vQ5W5wpBY4CC9Nxxkrbpj98XbF,50.0
14405,1Cn7AMuK874NqR9TX4UGJ5sAvy4o7CmJx,50.0
14406,164zarRH7U261MhnDmg2A4AhZgue298cKU,50.0
14407,13sduiSNFhhFzmUpGjHQGS6Lf6XkM1oNiB,50.0
14408,1LTdxjqqnEdADJDXJGrBsLPrwiQyn8TGd3,50.0
14409,16rspPCe3dFqPJnx2FPWUn6ZhJT4aBf1Yx,50.0
14410,18pmWRHzCHbmiQD5mXGnq1WBAaqqGv7dy7,50.0
14411,1KiUch6q6uSgUnBC1Rx43zrmCNpcQaoQo1,50.0
14413,1AhyidVbrd6fNJy9CyYAft7sxEVKmCNJWd,50.0
14416,15ZKP958gmzvCJB9DNQ6S3MM4txK3qcwGi,50.0
14417,1PkscxHhQMGV5beCdGL4hSU4nskpoFdTVx,50.0
14419,1KWJSjTcKpUeXRV1Nza1jLScBDKe3ucP5s,50.0
14420,1ARtXdKJ3RaVRjAnxn3PJG9NFC7wMoA4pP,50.0
14422,1QLAVmS7GPfmnxpcVDzmQf9jYjpX3xWsxR,50.0
14423,1GVjLSwf158ko85TQrxNF8Pt6j8CXmdyZC,50.0
14426,13eMmZf3ivfSjUYs58tkRLDuypMWF2FiXG,50.0
14427,1CKwkXM8VsGnP8s7xbgmYAytbKPNtNspEa,50.0
14428,1Q5RAw9ZKNSijPtoUZBkhx6LcnABTJy1Wh,50.0
14429,1HFUorLnfcoTWCWY9jEtxNRHJeyM5UDvxi,50.0
14431,1A5AW24EpDDJZERNHr6xEe1E71DhjEJHTQ,50.0
14433,1Ax4AfCj7hgX1iWQuKqP9V3NW4vRrDBJPT,50.0
14435,1NmvfftcdhQtcjoRMNz51XRvdDtuTgBRAA,50.0
14436,13G1K7p4deMWSJ9N52PNNuZUSn1oksdk2Q,50.0
14445,15YCDh1zqeHDRRUEWwfXUZgV4NGyr6cQ3E,50.0
14446,15NC9PoEofsvqPss7jfirZzhWDY8S8Wo1t,50.0
