Date,Symbol,Available Supply,Unlocked Supply,Liquidity Mining,Development Fund
Jan 29 2021,SUSHI,0,189513109.67,172284645.15,17228464.52
Jan 28 2021,SUSHI,0,189083363.30,171893966.64,17189396.66
Jan 26 2021,SUSHI,0,188223870.56,171112609.60,17111260.96
Jan 24 2021,SUSHI,0,187364377.83,170331252.57,17033125.26
Jan 23 2021,SUSHI,0,186934631.46,169940574.06,16994057.41
Jan 21 2021,SUSHI,0,186075138.73,169159217.02,16915921.70
Jan 20 2021,SUSHI,0,185645392.36,168768538.51,16876853.85
Jan 18 2021,SUSHI,0,184785899.62,167987181.48,16798718.15
Jan 17 2021,SUSHI,0,184356153.26,167596502.96,16759650.30
Jan 15 2021,SUSHI,0,183496660.52,166815145.93,16681514.59
Jan 13 2021,SUSHI,0,182637167.79,166033788.90,16603378.89
Jan 12 2021,SUSHI,0,182207421.42,165643110.38,16564311.04
Jan 10 2021,SUSHI,0,181347928.68,164861753.35,16486175.33
Jan 09 2021,SUSHI,0,180918182.32,164471074.83,16447107.48
Jan 07 2021,SUSHI,0,180058689.58,163689717.80,16368971.78
Jan 06 2021,SUSHI,0,179628943.21,163299039.29,16329903.93
Jan 04 2021,SUSHI,0,178769450.48,162517682.25,16251768.23
Jan 02 2021,SUSHI,0,177838244.43,161671131.30,16167113.13
Jan 01 2021,SUSHI,0,176946505.67,160860459.70,16086045.97
Dec 30 2020,SUSHI,0,175962945.17,159966313.79,15996631.38
Dec 29 2020,SUSHI,0,175471164.92,159519240.83,15951924.08
Dec 27 2020,SUSHI,0,174487604.41,158625094.92,15862509.49
Dec 26 2020,SUSHI,0,173995824.16,158178021.97,15817802.20
Dec 24 2020,SUSHI,0,173012263.66,157283876.05,15728387.61
Dec 22 2020,SUSHI,0,172028703.16,156389730.14,15638973.01
Dec 21 2020,SUSHI,0,171536922.90,155942657.18,15594265.72
Dec 19 2020,SUSHI,0,170553362.40,155048511.27,15504851.13
Dec 18 2020,SUSHI,0,170061582.15,154601438.32,15460143.83
Dec 16 2020,SUSHI,0,169078021.64,153707292.40,15370729.24
Dec 14 2020,SUSHI,0,168086167.29,152805606.62,15280560.66
Dec 13 2020,SUSHI,0,167585898.13,152350816.48,15235081.65
Dec 11 2020,SUSHI,0,166585359.81,151441236.19,15144123.62
Dec 10 2020,SUSHI,0,166085090.65,150986446.04,15098644.60
Dec 08 2020,SUSHI,0,165084552.33,150076865.75,15007686.58
Dec 07 2020,SUSHI,0,164584283.17,149622075.61,14962207.56
Dec 05 2020,SUSHI,0,163583744.85,148712495.32,14871249.53
Dec 03 2020,SUSHI,0,162546290.23,147769354.76,14776935.48
Dec 02 2020,SUSHI,0,162025814.70,147296195.19,14729619.52
Nov 30 2020,SUSHI,0,160984863.65,146349876.04,14634987.60
Nov 29 2020,SUSHI,0,160464388.12,145876716.47,14587671.65
Nov 27 2020,SUSHI,0,159423437.06,144930397.33,14493039.73
Nov 26 2020,SUSHI,0,158902961.53,144457237.76,14445723.78
Nov 24 2020,SUSHI,0,157862010.47,143510918.61,14351091.86
Nov 22 2020,SUSHI,0,156821059.42,142564599.47,14256459.95
Nov 21 2020,SUSHI,0,156300583.89,142091439.90,14209143.99
Nov 19 2020,SUSHI,0,155259632.83,141145120.75,14114512.08
Nov 18 2020,SUSHI,0,154739157.30,140671961.18,14067196.12
Nov 16 2020,SUSHI,0,153698206.24,139725642.04,13972564.20
Nov 15 2020,SUSHI,0,153177730.71,139252482.47,13925248.25
Nov 13 2020,SUSHI,0,152136779.65,138306163.32,13830616.33
Nov 11 2020,SUSHI,0,151095828.60,137359844.18,13735984.42
Nov 10 2020,SUSHI,0,150537254.22,136852049.29,13685204.93
Nov 08 2020,SUSHI,0,149258423.88,135689476.26,13568947.63
Nov 07 2020,SUSHI,0,148610653.31,135100593.91,13510059.39
Nov 05 2020,SUSHI,0,147315112.15,133922829.23,13392282.92
Nov 04 2020,SUSHI,0,146667341.57,133333946.88,13333394.69
Nov 02 2020,SUSHI,0,145371800.41,132156182.20,13215618.22
Oct 31 2020,SUSHI,0,144076259.26,130978417.51,13097841.75
Oct 30 2020,SUSHI,0,143428488.68,130389535.16,13038953.52
Oct 28 2020,SUSHI,0,142084182.78,129167438.89,12916743.89
Oct 27 2020,SUSHI,0,141368159.50,128516508.63,12851650.86
Oct 25 2020,SUSHI,0,140082988.87,127348171.70,12734817.17
Oct 24 2020,SUSHI,0,139226079.09,126569162.81,12656916.28
Oct 22 2020,SUSHI,0,137803904.15,125276276.50,12527627.65
Oct 20 2020,SUSHI,0,136381729.21,123983390.19,12398339.02
Oct 19 2020,SUSHI,0,135670641.74,123336947.04,12333694.70
Oct 17 2020,SUSHI,0,134248466.81,122044060.73,12204406.07
Oct 16 2020,SUSHI,0,133537379.34,121397617.58,12139761.76
Oct 14 2020,SUSHI,0,132115204.40,120104731.27,12010473.13
Oct 13 2020,SUSHI,0,131404116.93,119458288.12,11945828.81
Oct 11 2020,SUSHI,0,129981941.99,118165401.81,11816540.18
Oct 09 2020,SUSHI,0,128559767.05,116872515.50,11687251.55
Oct 08 2020,SUSHI,0,127848679.58,116226072.35,11622607.23
Oct 06 2020,SUSHI,0,126426504.65,114933186.04,11493318.60
Oct 05 2020,SUSHI,0,125715417.18,114286742.89,11428674.29
Oct 03 2020,SUSHI,0,124293242.24,112993856.58,11299385.66
Oct 02 2020,SUSHI,0,123582154.77,112347413.43,11234741.34
Sep 30 2020,SUSHI,0,122159979.83,111054527.12,11105452.71
Sep 28 2020,SUSHI,0,120737804.89,109761640.81,10976164.08
Sep 27 2020,SUSHI,0,120026717.42,109115197.66,10911519.77
Sep 25 2020,SUSHI,0,118604542.49,107822311.35,10782231.14
Sep 24 2020,SUSHI,0,117893455.02,107175868.20,10717586.82
Sep 22 2020,SUSHI,0,116471280.08,105882981.89,10588298.19
Sep 21 2020,SUSHI,0,115760192.61,105236538.74,10523653.87
Sep 19 2020,SUSHI,0,114326642.28,103933311.16,10393331.12
Sep 17 2020,SUSHI,0,112892762.06,102629783.69,10262978.37
Sep 16 2020,SUSHI,0,112175821.95,101978019.96,10197802.00
Sep 14 2020,SUSHI,0,110741941.74,100674492.49,10067449.25
Sep 13 2020,SUSHI,0,110025001.63,100022728.75,10002272.88
Sep 11 2020,SUSHI,0,95889714.90,87172468.09,8717246.81
Sep 10 2020,SUSHI,0,88708739.05,80644308.22,8064430.82
Sep 08 2020,SUSHI,0,74346787.34,67587988.49,6758798.85
Sep 06 2020,SUSHI,0,59984835.63,54531668.75,5453166.88
Sep 05 2020,SUSHI,0,52803859.77,48003508.89,4800350.89
Sep 03 2020,SUSHI,0,38441908.07,34947189.15,3494718.92
Sep 02 2020,SUSHI,0,31260932.21,28419029.28,2841902.93
Aug 31 2020,SUSHI,0,16898980.50,15362709.55,1536270.95
Aug 30 2020,SUSHI,0,9718004.65,8834549.68,883454.97
Aug 28 2020,SUSHI,0.00,0.00,0,0
