Date,Symbol,Available Supply,Unlocked Supply,Community Incentives,Staking Rewards,Sky Mavis,Ecosystem Fund
Apr 27 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 23 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 19 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 16 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 12 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 08 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Apr 04 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 31 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 28 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 24 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 20 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 16 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 13 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 09 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 05 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Mar 01 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 25 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 22 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 18 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 14 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 10 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 06 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Feb 03 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Jan 30 2031,RON,1000000000.00,1000000000.00,300000000.00,250000000.00,300000000.00,150000000.00
Jan 26 2031,RON,999959666.48,999959666.48,299982467.18,249977199.31,300000000.00,150000000.00
Jan 22 2031,RON,999798332.41,999798332.41,299912335.89,249885996.53,300000000.00,150000000.00
Jan 18 2031,RON,999636998.34,999636998.34,299842204.59,249794793.75,300000000.00,150000000.00
Jan 15 2031,RON,999515997.79,999515997.79,299789606.13,249726391.67,300000000.00,150000000.00
Jan 11 2031,RON,999354663.72,999354663.72,299719474.83,249635188.89,300000000.00,150000000.00
Jan 07 2031,RON,999193329.65,999193329.65,299649343.54,249543986.11,300000000.00,150000000.00
Jan 03 2031,RON,999031995.58,999031995.58,299579212.25,249452783.33,300000000.00,150000000.00
Dec 31 2030,RON,998910995.03,998910995.03,299526613.78,249384381.25,300000000.00,150000000.00
Dec 27 2030,RON,998749660.96,998749660.96,299456482.49,249293178.47,300000000.00,150000000.00
Dec 23 2030,RON,998588326.89,998588326.89,299386351.20,249201975.69,300000000.00,150000000.00
Dec 19 2030,RON,998426992.82,998426992.82,299316219.91,249110772.91,300000000.00,150000000.00
Dec 15 2030,RON,998265658.75,998265658.75,299246088.62,249019570.13,300000000.00,150000000.00
Dec 12 2030,RON,998144658.20,998144658.20,299193490.15,248951168.05,300000000.00,150000000.00
Dec 08 2030,RON,997983324.13,997983324.13,299123358.86,248859965.27,300000000.00,150000000.00
Dec 04 2030,RON,997821990.06,997821990.06,299053227.57,248768762.49,300000000.00,150000000.00
Nov 30 2030,RON,997660655.99,997660655.99,298983096.28,248677559.72,300000000.00,150000000.00
Nov 26 2030,RON,997499321.92,997499321.92,298912964.98,248586356.94,300000000.00,150000000.00
Nov 23 2030,RON,997378321.37,997378321.37,298860366.52,248517954.85,300000000.00,150000000.00
Nov 19 2030,RON,997216987.30,997216987.30,298790235.23,248426752.08,300000000.00,150000000.00
Nov 15 2030,RON,997055653.23,997055653.23,298720103.93,248335549.30,300000000.00,150000000.00
Nov 11 2030,RON,996894319.16,996894319.16,298649972.64,248244346.52,300000000.00,150000000.00
Nov 07 2030,RON,996732985.09,996732985.09,298579841.35,248153143.74,300000000.00,150000000.00
Nov 04 2030,RON,996611984.54,996611984.54,298527242.88,248084741.66,300000000.00,150000000.00
Oct 31 2030,RON,996450650.47,996450650.47,298457111.59,247993538.88,300000000.00,150000000.00
Oct 27 2030,RON,996289316.40,996289316.40,298386980.30,247902336.10,300000000.00,150000000.00
Oct 23 2030,RON,996118204.20,996118204.20,298312598.50,247805605.71,300000000.00,150000000.00
Oct 19 2030,RON,995947092.01,995947092.01,298238216.69,247708875.32,300000000.00,150000000.00
Oct 16 2030,RON,995818757.86,995818757.86,298182430.34,247636327.52,300000000.00,150000000.00
Oct 12 2030,RON,995647645.67,995647645.67,298108048.53,247539597.13,300000000.00,150000000.00
Oct 08 2030,RON,995476533.47,995476533.47,298033666.73,247442866.74,300000000.00,150000000.00
Oct 04 2030,RON,995305421.28,995305421.28,297959284.93,247346136.35,300000000.00,150000000.00
Oct 01 2030,RON,995177087.13,995177087.13,297903498.57,247273588.56,300000000.00,150000000.00
Sep 27 2030,RON,995005974.93,995005974.93,297829116.77,247176858.17,300000000.00,150000000.00
Sep 23 2030,RON,994834862.74,994834862.74,297754734.96,247080127.77,300000000.00,150000000.00
Sep 19 2030,RON,994663750.54,994663750.54,297680353.16,246983397.38,300000000.00,150000000.00
Sep 15 2030,RON,994492638.35,994492638.35,297605971.35,246886666.99,300000000.00,150000000.00
Sep 12 2030,RON,994364304.20,994364304.20,297550185.00,246814119.20,300000000.00,150000000.00
Sep 08 2030,RON,994193192.00,994193192.00,297475803.20,246717388.81,300000000.00,150000000.00
Sep 04 2030,RON,994022079.81,994022079.81,297401421.39,246620658.42,300000000.00,150000000.00
Aug 31 2030,RON,993850967.61,993850967.61,297327039.59,246523928.02,300000000.00,150000000.00
Aug 27 2030,RON,993679855.42,993679855.42,297252657.78,246427197.63,300000000.00,150000000.00
Aug 24 2030,RON,993551521.27,993551521.27,297196871.43,246354649.84,300000000.00,150000000.00
Aug 20 2030,RON,993380409.07,993380409.07,297122489.63,246257919.45,300000000.00,150000000.00
Aug 16 2030,RON,993209296.88,993209296.88,297048107.82,246161189.06,300000000.00,150000000.00
Aug 12 2030,RON,993038184.68,993038184.68,296973726.02,246064458.67,300000000.00,150000000.00
Aug 08 2030,RON,992867072.49,992867072.49,296899344.21,245967728.27,300000000.00,150000000.00
Aug 05 2030,RON,992738738.34,992738738.34,296843557.86,245895180.48,300000000.00,150000000.00
Aug 01 2030,RON,992567626.14,992567626.14,296769176.06,245798450.09,300000000.00,150000000.00
Jul 28 2030,RON,992396513.95,992396513.95,296694794.25,245701719.70,300000000.00,150000000.00
Jul 24 2030,RON,992216127.95,992216127.95,296616381.16,245599746.79,300000000.00,150000000.00
Jul 21 2030,RON,992078520.01,992078520.01,296556563.52,245521956.49,300000000.00,150000000.00
Jul 17 2030,RON,991895042.75,991895042.75,296476806.67,245418236.08,300000000.00,150000000.00
Jul 13 2030,RON,991711565.48,991711565.48,296397049.82,245314515.67,300000000.00,150000000.00
Jul 09 2030,RON,991528088.22,991528088.22,296317292.96,245210795.26,300000000.00,150000000.00
Jul 05 2030,RON,991344610.96,991344610.96,296237536.11,245107074.85,300000000.00,150000000.00
Jul 02 2030,RON,991207003.02,991207003.02,296177718.47,245029284.55,300000000.00,150000000.00
Jun 28 2030,RON,991023525.75,991023525.75,296097961.62,244925564.14,300000000.00,150000000.00
Jun 24 2030,RON,990840048.49,990840048.49,296018204.76,244821843.73,300000000.00,150000000.00
Jun 20 2030,RON,990656571.23,990656571.23,295938447.91,244718123.32,300000000.00,150000000.00
Jun 16 2030,RON,990473093.97,990473093.97,295858691.06,244614402.91,300000000.00,150000000.00
Jun 13 2030,RON,990335486.02,990335486.02,295798873.42,244536612.60,300000000.00,150000000.00
Jun 09 2030,RON,990152008.76,990152008.76,295719116.57,244432892.19,300000000.00,150000000.00
Jun 05 2030,RON,989968531.50,989968531.50,295639359.71,244329171.79,300000000.00,150000000.00
Jun 01 2030,RON,989785054.24,989785054.24,295559602.86,244225451.38,300000000.00,150000000.00
May 28 2030,RON,989601576.98,989601576.98,295479846.01,244121730.97,300000000.00,150000000.00
May 25 2030,RON,989463969.03,989463969.03,295420028.37,244043940.66,300000000.00,150000000.00
May 21 2030,RON,989280491.77,989280491.77,295340271.52,243940220.25,300000000.00,150000000.00
May 17 2030,RON,989097014.51,989097014.51,295260514.66,243836499.84,300000000.00,150000000.00
May 13 2030,RON,988913537.25,988913537.25,295180757.81,243732779.44,300000000.00,150000000.00
May 10 2030,RON,988775929.30,988775929.30,295120940.17,243654989.13,300000000.00,150000000.00
May 06 2030,RON,988592452.04,988592452.04,295041183.32,243551268.72,300000000.00,150000000.00
May 02 2030,RON,988408974.78,988408974.78,294961426.47,243447548.31,300000000.00,150000000.00
Apr 28 2030,RON,988225497.52,988225497.52,294881669.61,243343827.90,300000000.00,150000000.00
Apr 24 2030,RON,988032058.48,988032058.48,294797582.42,243234476.06,300000000.00,150000000.00
Apr 21 2030,RON,987884488.75,987884488.75,294733434.43,243151054.32,300000000.00,150000000.00
Apr 17 2030,RON,987687729.12,987687729.12,294647903.79,243039825.33,300000000.00,150000000.00
Apr 13 2030,RON,987490969.49,987490969.49,294562373.14,242928596.35,300000000.00,150000000.00
Apr 09 2030,RON,987294209.86,987294209.86,294476842.50,242817367.36,300000000.00,150000000.00
Apr 05 2030,RON,987097450.23,987097450.23,294391311.86,242706138.37,300000000.00,150000000.00
Apr 02 2030,RON,986949880.51,986949880.51,294327163.87,242622716.63,300000000.00,150000000.00
Mar 29 2030,RON,986753120.87,986753120.87,294241633.23,242511487.65,300000000.00,150000000.00
Mar 25 2030,RON,986556361.24,986556361.24,294156102.58,242400258.66,300000000.00,150000000.00
Mar 21 2030,RON,986359601.61,986359601.61,294070571.94,242289029.67,300000000.00,150000000.00
Mar 17 2030,RON,986162841.98,986162841.98,293985041.29,242177800.69,300000000.00,150000000.00
Mar 14 2030,RON,986015272.26,986015272.26,293920893.31,242094378.95,300000000.00,150000000.00
Mar 10 2030,RON,985818512.63,985818512.63,293835362.67,241983149.96,300000000.00,150000000.00
Mar 06 2030,RON,985621753.00,985621753.00,293749832.02,241871920.97,300000000.00,150000000.00
Mar 02 2030,RON,985424993.36,985424993.36,293664301.38,241760691.99,300000000.00,150000000.00
Feb 27 2030,RON,985277423.64,985277423.64,293600153.39,241677270.25,300000000.00,150000000.00
Feb 23 2030,RON,985080664.01,985080664.01,293514622.75,241566041.26,300000000.00,150000000.00
Feb 19 2030,RON,984883904.38,984883904.38,293429092.11,241454812.27,300000000.00,150000000.00
Feb 15 2030,RON,984687144.75,984687144.75,293343561.46,241343583.29,300000000.00,150000000.00
Feb 11 2030,RON,984490385.12,984490385.12,293258030.82,241232354.30,300000000.00,150000000.00
Feb 08 2030,RON,984342815.39,984342815.39,293193882.83,241148932.56,300000000.00,150000000.00
Feb 04 2030,RON,984146055.76,984146055.76,293108352.19,241037703.57,300000000.00,150000000.00
Jan 31 2030,RON,983949296.13,983949296.13,293022821.54,240926474.59,300000000.00,150000000.00
Jan 27 2030,RON,983752536.50,983752536.50,292937290.90,240815245.60,300000000.00,150000000.00
Jan 23 2030,RON,983548388.30,983548388.30,292848548.47,240699839.83,300000000.00,150000000.00
Jan 20 2030,RON,983395277.16,983395277.16,292781991.65,240613285.50,300000000.00,150000000.00
Jan 16 2030,RON,983191128.96,983191128.96,292693249.23,240497879.73,300000000.00,150000000.00
Jan 12 2030,RON,982986980.77,982986980.77,292604506.80,240382473.96,300000000.00,150000000.00
Jan 08 2030,RON,982782832.57,982782832.57,292515764.38,240267068.19,300000000.00,150000000.00
Jan 04 2030,RON,982578684.38,982578684.38,292427021.95,240151662.43,300000000.00,150000000.00
Jan 01 2030,RON,982425573.23,982425573.23,292360465.13,240065108.10,300000000.00,150000000.00
Dec 28 2029,RON,982221425.03,982221425.03,292271722.70,239949702.33,300000000.00,150000000.00
Dec 24 2029,RON,982017276.84,982017276.84,292182980.28,239834296.56,300000000.00,150000000.00
Dec 20 2029,RON,981813128.64,981813128.64,292094237.85,239718890.79,300000000.00,150000000.00
Dec 16 2029,RON,981608980.45,981608980.45,292005495.43,239603485.02,300000000.00,150000000.00
Dec 13 2029,RON,981455869.30,981455869.30,291938938.61,239516930.69,300000000.00,150000000.00
Dec 09 2029,RON,981251721.10,981251721.10,291850196.18,239401524.92,300000000.00,150000000.00
Dec 05 2029,RON,981047572.91,981047572.91,291761453.75,239286119.15,300000000.00,150000000.00
Dec 01 2029,RON,980843424.71,980843424.71,291672711.33,239170713.38,300000000.00,150000000.00
Nov 28 2029,RON,980690313.57,980690313.57,291606154.51,239084159.06,300000000.00,150000000.00
Nov 24 2029,RON,980486165.37,980486165.37,291517412.08,238968753.29,300000000.00,150000000.00
Nov 20 2029,RON,980282017.17,980282017.17,291428669.66,238853347.52,300000000.00,150000000.00
Nov 16 2029,RON,980077868.98,980077868.98,291339927.23,238737941.75,300000000.00,150000000.00
Nov 12 2029,RON,979873720.78,979873720.78,291251184.80,238622535.98,300000000.00,150000000.00
Nov 09 2029,RON,979720609.64,979720609.64,291184627.98,238535981.65,300000000.00,150000000.00
Nov 05 2029,RON,979516461.44,979516461.44,291095885.56,238420575.88,300000000.00,150000000.00
Nov 01 2029,RON,979312313.24,979312313.24,291007143.13,238305170.11,300000000.00,150000000.00
Oct 28 2029,RON,979108165.05,979108165.05,290918400.71,238189764.34,300000000.00,150000000.00
Oct 24 2029,RON,978894737.11,978894737.11,290825624.41,238069112.70,300000000.00,150000000.00
Oct 21 2029,RON,978732346.22,978732346.22,290755033.72,237977312.50,300000000.00,150000000.00
Oct 17 2029,RON,978515825.03,978515825.03,290660912.81,237854912.23,300000000.00,150000000.00
Oct 13 2029,RON,978299303.85,978299303.85,290566791.89,237732511.96,300000000.00,150000000.00
Oct 09 2029,RON,978082782.66,978082782.66,290472670.97,237610111.69,300000000.00,150000000.00
Oct 05 2029,RON,977866261.47,977866261.47,290378550.05,237487711.42,300000000.00,150000000.00
Oct 02 2029,RON,977703870.58,977703870.58,290307959.37,237395911.22,300000000.00,150000000.00
Sep 28 2029,RON,977487349.39,977487349.39,290213838.45,237273510.95,300000000.00,150000000.00
Sep 24 2029,RON,977270828.21,977270828.21,290119717.53,237151110.68,300000000.00,150000000.00
Sep 20 2029,RON,977054307.02,977054307.02,290025596.61,237028710.41,300000000.00,150000000.00
Sep 17 2029,RON,976891916.13,976891916.13,289955005.93,236936910.20,300000000.00,150000000.00
Sep 13 2029,RON,976675394.94,976675394.94,289860885.01,236814509.93,300000000.00,150000000.00
Sep 09 2029,RON,976458873.76,976458873.76,289766764.09,236692109.67,300000000.00,150000000.00
Sep 05 2029,RON,976242352.57,976242352.57,289672643.17,236569709.40,300000000.00,150000000.00
Sep 01 2029,RON,976025831.38,976025831.38,289578522.26,236447309.13,300000000.00,150000000.00
Aug 29 2029,RON,975863440.49,975863440.49,289507931.57,236355508.92,300000000.00,150000000.00
Aug 25 2029,RON,975646919.31,975646919.31,289413810.65,236233108.65,300000000.00,150000000.00
Aug 21 2029,RON,975430398.12,975430398.12,289319689.73,236110708.38,300000000.00,150000000.00
Aug 17 2029,RON,975213876.93,975213876.93,289225568.82,235988308.12,300000000.00,150000000.00
Aug 13 2029,RON,974997355.74,974997355.74,289131447.90,235865907.85,300000000.00,150000000.00
Aug 10 2029,RON,974834964.85,974834964.85,289060857.21,235774107.64,300000000.00,150000000.00
Aug 06 2029,RON,974618443.67,974618443.67,288966736.29,235651707.37,300000000.00,150000000.00
Aug 02 2029,RON,974401922.48,974401922.48,288872615.38,235529307.10,300000000.00,150000000.00
Jul 29 2029,RON,974185401.29,974185401.29,288778494.46,235406906.83,300000000.00,150000000.00
Jul 25 2029,RON,973961056.87,973961056.87,288680972.81,235280084.06,300000000.00,150000000.00
Jul 22 2029,RON,973786931.13,973786931.13,288605281.03,235181650.10,300000000.00,150000000.00
Jul 18 2029,RON,973554763.48,973554763.48,288504358.66,235050404.82,300000000.00,150000000.00
Jul 14 2029,RON,973322595.83,973322595.83,288403436.29,234919159.54,300000000.00,150000000.00
Jul 10 2029,RON,973090428.18,973090428.18,288302513.91,234787914.26,300000000.00,150000000.00
Jul 07 2029,RON,972916302.44,972916302.44,288226822.13,234689480.30,300000000.00,150000000.00
Jul 03 2029,RON,972684134.78,972684134.78,288125899.76,234558235.03,300000000.00,150000000.00
Jun 29 2029,RON,972451967.13,972451967.13,288024977.38,234426989.75,300000000.00,150000000.00
Jun 25 2029,RON,972219799.48,972219799.48,287924055.01,234295744.47,300000000.00,150000000.00
Jun 21 2029,RON,971987631.83,971987631.83,287823132.64,234164499.19,300000000.00,150000000.00
Jun 18 2029,RON,971813506.09,971813506.09,287747440.86,234066065.23,300000000.00,150000000.00
Jun 14 2029,RON,971581338.43,971581338.43,287646518.48,233934819.95,300000000.00,150000000.00
Jun 10 2029,RON,971349170.78,971349170.78,287545596.11,233803574.67,300000000.00,150000000.00
Jun 06 2029,RON,971117003.13,971117003.13,287444673.74,233672329.39,300000000.00,150000000.00
Jun 02 2029,RON,970884835.47,970884835.47,287343751.36,233541084.11,300000000.00,150000000.00
May 30 2029,RON,970710709.74,970710709.74,287268059.58,233442650.15,300000000.00,150000000.00
May 26 2029,RON,970478542.08,970478542.08,287167137.21,233311404.87,300000000.00,150000000.00
May 22 2029,RON,970246374.43,970246374.43,287066214.84,233180159.59,300000000.00,150000000.00
May 18 2029,RON,970014206.78,970014206.78,286965292.46,233048914.32,300000000.00,150000000.00
May 14 2029,RON,969782039.12,969782039.12,286864370.09,232917669.04,300000000.00,150000000.00
May 11 2029,RON,969607913.38,969607913.38,286788678.31,232819235.08,300000000.00,150000000.00
May 07 2029,RON,969375745.73,969375745.73,286687755.93,232687989.80,300000000.00,150000000.00
May 03 2029,RON,969143578.08,969143578.08,286586833.56,232556744.52,300000000.00,150000000.00
Apr 29 2029,RON,968911410.43,968911410.43,286485911.19,232425499.24,300000000.00,150000000.00
Apr 26 2029,RON,968733082.89,968733082.89,286408392.90,232324689.99,300000000.00,150000000.00
Apr 22 2029,RON,968484108.07,968484108.07,286300164.52,232183943.55,300000000.00,150000000.00
Apr 18 2029,RON,968235133.24,968235133.24,286191936.13,232043197.11,300000000.00,150000000.00
Apr 14 2029,RON,967986158.41,967986158.41,286083707.74,231902450.67,300000000.00,150000000.00
Apr 10 2029,RON,967737183.59,967737183.59,285975479.36,231761704.23,300000000.00,150000000.00
Apr 07 2029,RON,967550452.47,967550452.47,285894308.07,231656144.40,300000000.00,150000000.00
Apr 03 2029,RON,967301477.64,967301477.64,285786079.68,231515397.96,300000000.00,150000000.00
Mar 30 2029,RON,967052502.81,967052502.81,285677851.29,231374651.52,300000000.00,150000000.00
Mar 26 2029,RON,966803527.99,966803527.99,285569622.91,231233905.08,300000000.00,150000000.00
Mar 22 2029,RON,966554553.16,966554553.16,285461394.52,231093158.64,300000000.00,150000000.00
Mar 19 2029,RON,966367822.04,966367822.04,285380223.23,230987598.81,300000000.00,150000000.00
Mar 15 2029,RON,966118847.21,966118847.21,285271994.84,230846852.37,300000000.00,150000000.00
Mar 11 2029,RON,965869872.39,965869872.39,285163766.46,230706105.93,300000000.00,150000000.00
Mar 07 2029,RON,965620897.56,965620897.56,285055538.07,230565359.49,300000000.00,150000000.00
Mar 03 2029,RON,965371922.73,965371922.73,284947309.68,230424613.05,300000000.00,150000000.00
Feb 28 2029,RON,965185191.61,965185191.61,284866138.39,230319053.22,300000000.00,150000000.00
Feb 24 2029,RON,964936216.79,964936216.79,284757910.01,230178306.78,300000000.00,150000000.00
Feb 20 2029,RON,964687241.96,964687241.96,284649681.62,230037560.34,300000000.00,150000000.00
Feb 16 2029,RON,964438267.13,964438267.13,284541453.23,229896813.90,300000000.00,150000000.00
Feb 12 2029,RON,964189292.31,964189292.31,284433224.85,229756067.46,300000000.00,150000000.00
Feb 09 2029,RON,964002561.19,964002561.19,284352053.56,229650507.63,300000000.00,150000000.00
Feb 05 2029,RON,963753586.36,963753586.36,284243825.17,229509761.19,300000000.00,150000000.00
Feb 01 2029,RON,963504611.53,963504611.53,284135596.78,229369014.75,300000000.00,150000000.00
Jan 28 2029,RON,963255636.71,963255636.71,284027368.40,229228268.31,300000000.00,150000000.00
Jan 25 2029,RON,963064230.93,963064230.93,283944165.05,229120065.88,300000000.00,150000000.00
Jan 21 2029,RON,962805906.80,962805906.80,283831872.56,228974034.24,300000000.00,150000000.00
Jan 17 2029,RON,962547582.66,962547582.66,283719580.06,228828002.60,300000000.00,150000000.00
Jan 13 2029,RON,962289258.53,962289258.53,283607287.57,228681970.96,300000000.00,150000000.00
Jan 09 2029,RON,962030934.39,962030934.39,283494995.07,228535939.32,300000000.00,150000000.00
Jan 06 2029,RON,961837191.29,961837191.29,283410775.70,228426415.59,300000000.00,150000000.00
Jan 02 2029,RON,961578867.16,961578867.16,283298483.20,228280383.96,300000000.00,150000000.00
Dec 29 2028,RON,961320543.02,961320543.02,283186190.71,228134352.32,300000000.00,150000000.00
Dec 25 2028,RON,961062218.89,961062218.89,283073898.21,227988320.68,300000000.00,150000000.00
Dec 21 2028,RON,960803894.75,960803894.75,282961605.72,227842289.04,300000000.00,150000000.00
Dec 18 2028,RON,960610151.65,960610151.65,282877386.34,227732765.31,300000000.00,150000000.00
Dec 14 2028,RON,960351827.52,960351827.52,282765093.85,227586733.67,300000000.00,150000000.00
Dec 10 2028,RON,960093503.38,960093503.38,282652801.35,227440702.03,300000000.00,150000000.00
Dec 06 2028,RON,959835179.25,959835179.25,282540508.86,227294670.39,300000000.00,150000000.00
Dec 02 2028,RON,959576855.11,959576855.11,282428216.36,227148638.75,300000000.00,150000000.00
Nov 29 2028,RON,959383112.01,959383112.01,282343996.99,227039115.02,300000000.00,150000000.00
Nov 25 2028,RON,959124787.88,959124787.88,282231704.49,226893083.38,300000000.00,150000000.00
Nov 21 2028,RON,958866463.74,958866463.74,282119412.00,226747051.74,300000000.00,150000000.00
Nov 17 2028,RON,958608139.61,958608139.61,282007119.50,226601020.11,300000000.00,150000000.00
Nov 14 2028,RON,958414396.51,958414396.51,281922900.13,226491496.38,300000000.00,150000000.00
Nov 10 2028,RON,958156072.37,958156072.37,281810607.63,226345464.74,300000000.00,150000000.00
Nov 06 2028,RON,957897748.24,957897748.24,281698315.14,226199433.10,300000000.00,150000000.00
Nov 02 2028,RON,957639424.10,957639424.10,281586022.64,226053401.46,300000000.00,150000000.00
Oct 29 2028,RON,957381099.97,957381099.97,281473730.15,225907369.82,300000000.00,150000000.00
Oct 26 2028,RON,957183442.74,957183442.74,281387809.32,225795633.42,300000000.00,150000000.00
Oct 22 2028,RON,956909462.12,956909462.12,281268711.01,225640751.11,300000000.00,150000000.00
Oct 18 2028,RON,956635481.50,956635481.50,281149612.71,225485868.80,300000000.00,150000000.00
Oct 14 2028,RON,956361500.88,956361500.88,281030514.40,225330986.48,300000000.00,150000000.00
Oct 10 2028,RON,956087520.26,956087520.26,280911416.09,225176104.17,300000000.00,150000000.00
Oct 07 2028,RON,955882034.79,955882034.79,280822092.36,225059942.43,300000000.00,150000000.00
Oct 03 2028,RON,955608054.17,955608054.17,280702994.05,224905060.12,300000000.00,150000000.00
Sep 29 2028,RON,955334073.55,955334073.55,280583895.74,224750177.81,300000000.00,150000000.00
Sep 25 2028,RON,955060092.93,955060092.93,280464797.43,224595295.50,300000000.00,150000000.00
Sep 21 2028,RON,954786112.30,954786112.30,280345699.12,224440413.18,300000000.00,150000000.00
Sep 18 2028,RON,954580626.84,954580626.84,280256375.39,224324251.45,300000000.00,150000000.00
Sep 14 2028,RON,954306646.22,954306646.22,280137277.08,224169369.13,300000000.00,150000000.00
Sep 10 2028,RON,954032665.59,954032665.59,280018178.77,224014486.82,300000000.00,150000000.00
Sep 06 2028,RON,953758684.97,953758684.97,279899080.46,223859604.51,300000000.00,150000000.00
Sep 03 2028,RON,953553199.51,953553199.51,279809756.73,223743442.77,300000000.00,150000000.00
Aug 30 2028,RON,953279218.88,953279218.88,279690658.42,223588560.46,300000000.00,150000000.00
Aug 26 2028,RON,953005238.26,953005238.26,279571560.12,223433678.15,300000000.00,150000000.00
Aug 22 2028,RON,952731257.64,952731257.64,279452461.81,223278795.83,300000000.00,150000000.00
Aug 18 2028,RON,952457277.02,952457277.02,279333363.50,223123913.52,300000000.00,150000000.00
Aug 15 2028,RON,952251791.55,952251791.55,279244039.77,223007751.79,300000000.00,150000000.00
Aug 11 2028,RON,951977810.93,951977810.93,279124941.46,222852869.47,300000000.00,150000000.00
Aug 07 2028,RON,951703830.31,951703830.31,279005843.15,222697987.16,300000000.00,150000000.00
Aug 03 2028,RON,951429849.69,951429849.69,278886744.84,222543104.85,300000000.00,150000000.00
Jul 30 2028,RON,951155869.07,951155869.07,278767646.53,222388222.53,300000000.00,150000000.00
Jul 27 2028,RON,950950383.60,950950383.60,278678322.80,222272060.80,300000000.00,150000000.00
Jul 23 2028,RON,950656604.33,950656604.33,278550618.10,222105986.24,300000000.00,150000000.00
Jul 19 2028,RON,950362825.07,950362825.07,278422913.39,221939911.67,300000000.00,150000000.00
Jul 15 2028,RON,950069045.80,950069045.80,278295208.69,221773837.11,300000000.00,150000000.00
Jul 11 2028,RON,949775266.54,949775266.54,278167503.99,221607762.55,300000000.00,150000000.00
Jul 08 2028,RON,949554932.09,949554932.09,278071725.46,221483206.63,300000000.00,150000000.00
Jul 04 2028,RON,949261152.82,949261152.82,277944020.76,221317132.06,300000000.00,150000000.00
Jun 30 2028,RON,948967373.55,948967373.55,277816316.05,221151057.50,300000000.00,150000000.00
Jun 26 2028,RON,948673594.29,948673594.29,277688611.35,220984982.94,300000000.00,150000000.00
Jun 23 2028,RON,948453259.84,948453259.84,277592832.82,220860427.02,300000000.00,150000000.00
Jun 19 2028,RON,948159480.57,948159480.57,277465128.12,220694352.45,300000000.00,150000000.00
Jun 15 2028,RON,947865701.31,947865701.31,277337423.42,220528277.89,300000000.00,150000000.00
Jun 11 2028,RON,947571922.04,947571922.04,277209718.71,220362203.33,300000000.00,150000000.00
Jun 07 2028,RON,947278142.78,947278142.78,277082014.01,220196128.77,300000000.00,150000000.00
Jun 04 2028,RON,947057808.33,947057808.33,276986235.48,220071572.85,300000000.00,150000000.00
May 31 2028,RON,946764029.06,946764029.06,276858530.78,219905498.28,300000000.00,150000000.00
May 27 2028,RON,946470249.79,946470249.79,276730826.07,219739423.72,300000000.00,150000000.00
May 23 2028,RON,946176470.53,946176470.53,276603121.37,219573349.16,300000000.00,150000000.00
May 19 2028,RON,945882691.26,945882691.26,276475416.67,219407274.59,300000000.00,150000000.00
May 16 2028,RON,945662356.81,945662356.81,276379638.14,219282718.67,300000000.00,150000000.00
May 12 2028,RON,945368577.55,945368577.55,276251933.44,219116644.11,300000000.00,150000000.00
May 08 2028,RON,945074798.28,945074798.28,276124228.73,218950569.55,300000000.00,150000000.00
May 04 2028,RON,944781019.02,944781019.02,275996524.03,218784494.98,300000000.00,150000000.00
Apr 30 2028,RON,944487239.75,944487239.75,275868819.33,218618420.42,300000000.00,150000000.00
Apr 27 2028,RON,944266905.30,944266905.30,275773040.80,218493864.50,300000000.00,150000000.00
