Date,Symbol,Available Supply,Unlocked Supply,esGMX Rewards,Contributors,GMX:ETH Uniswap Pool,Marketing and Partnerships,Floor Price Fund,XVIX and Gambit migration
Apr 10 2023,GMX,0,12402616.50,1187916.67,214699.83,2000000.00,1000000.00,2000000.00,6000000.00
Apr 07 2023,GMX,0,12400365.22,1186693.55,213671.67,2000000.00,1000000.00,2000000.00,6000000.00
Apr 04 2023,GMX,0,12398127.38,1185483.87,212643.51,2000000.00,1000000.00,2000000.00,6000000.00
Mar 31 2023,GMX,0,12395143.60,1183870.97,211272.63,2000000.00,1000000.00,2000000.00,6000000.00
Mar 28 2023,GMX,0,12392905.76,1182661.29,210244.47,2000000.00,1000000.00,2000000.00,6000000.00
Mar 25 2023,GMX,0,12390667.93,1181451.61,209216.31,2000000.00,1000000.00,2000000.00,6000000.00
Mar 22 2023,GMX,0,12388430.09,1180241.94,208188.15,2000000.00,1000000.00,2000000.00,6000000.00
Mar 19 2023,GMX,0,12386192.25,1179032.26,207159.99,2000000.00,1000000.00,2000000.00,6000000.00
Mar 16 2023,GMX,0,12383954.41,1177822.58,206131.83,2000000.00,1000000.00,2000000.00,6000000.00
Mar 13 2023,GMX,0,12381716.58,1176612.90,205103.67,2000000.00,1000000.00,2000000.00,6000000.00
Mar 10 2023,GMX,0,12379478.74,1175403.23,204075.51,2000000.00,1000000.00,2000000.00,6000000.00
Mar 07 2023,GMX,0,12376261.64,1173214.29,203047.35,2000000.00,1000000.00,2000000.00,6000000.00
Mar 04 2023,GMX,0,12372554.91,1170535.71,202019.19,2000000.00,1000000.00,2000000.00,6000000.00
Mar 01 2023,GMX,0,12368848.18,1167857.14,200991.03,2000000.00,1000000.00,2000000.00,6000000.00
Feb 26 2023,GMX,0,12365141.44,1165178.57,199962.87,2000000.00,1000000.00,2000000.00,6000000.00
Feb 23 2023,GMX,0,12361434.71,1162500.00,198934.71,2000000.00,1000000.00,2000000.00,6000000.00
Feb 20 2023,GMX,0,12357727.98,1159821.43,197906.55,2000000.00,1000000.00,2000000.00,6000000.00
Feb 17 2023,GMX,0,12354021.25,1157142.86,196878.39,2000000.00,1000000.00,2000000.00,6000000.00
Feb 14 2023,GMX,0,12350314.52,1154464.29,195850.23,2000000.00,1000000.00,2000000.00,6000000.00
Feb 11 2023,GMX,0,12346607.79,1151785.71,194822.07,2000000.00,1000000.00,2000000.00,6000000.00
Feb 08 2023,GMX,0,12342987.46,1149193.55,193793.91,2000000.00,1000000.00,2000000.00,6000000.00
Feb 05 2023,GMX,0,12339539.94,1146774.19,192765.75,2000000.00,1000000.00,2000000.00,6000000.00
Feb 02 2023,GMX,0,12336092.43,1144354.84,191737.59,2000000.00,1000000.00,2000000.00,6000000.00
Jan 30 2023,GMX,0,12332644.91,1141935.48,190709.43,2000000.00,1000000.00,2000000.00,6000000.00
Jan 27 2023,GMX,0,12329197.40,1139516.13,189681.27,2000000.00,1000000.00,2000000.00,6000000.00
Jan 24 2023,GMX,0,12325749.88,1137096.77,188653.11,2000000.00,1000000.00,2000000.00,6000000.00
Jan 21 2023,GMX,0,12322302.37,1134677.42,187624.95,2000000.00,1000000.00,2000000.00,6000000.00
Jan 18 2023,GMX,0,12318854.85,1132258.06,186596.79,2000000.00,1000000.00,2000000.00,6000000.00
Jan 15 2023,GMX,0,12315407.34,1129838.71,185568.63,2000000.00,1000000.00,2000000.00,6000000.00
Jan 12 2023,GMX,0,12311959.82,1127419.35,184540.47,2000000.00,1000000.00,2000000.00,6000000.00
Jan 09 2023,GMX,0,12308512.31,1125000.00,183512.31,2000000.00,1000000.00,2000000.00,6000000.00
Jan 06 2023,GMX,0,12297806.73,1115322.58,182484.15,2000000.00,1000000.00,2000000.00,6000000.00
Jan 03 2023,GMX,0,12287101.15,1105645.16,181455.99,2000000.00,1000000.00,2000000.00,6000000.00
Dec 31 2022,GMX,0,12276395.57,1095967.74,180427.83,2000000.00,1000000.00,2000000.00,6000000.00
Dec 28 2022,GMX,0,12265689.99,1086290.32,179399.67,2000000.00,1000000.00,2000000.00,6000000.00
Dec 25 2022,GMX,0,12254984.41,1076612.90,178371.51,2000000.00,1000000.00,2000000.00,6000000.00
Dec 22 2022,GMX,0,12244278.83,1066935.48,177343.35,2000000.00,1000000.00,2000000.00,6000000.00
Dec 19 2022,GMX,0,12233573.25,1057258.06,176315.19,2000000.00,1000000.00,2000000.00,6000000.00
Dec 16 2022,GMX,0,12222867.67,1047580.65,175287.03,2000000.00,1000000.00,2000000.00,6000000.00
Dec 13 2022,GMX,0,12212162.09,1037903.23,174258.87,2000000.00,1000000.00,2000000.00,6000000.00
Dec 09 2022,GMX,0,12197887.99,1025000.00,172887.99,2000000.00,1000000.00,2000000.00,6000000.00
Dec 06 2022,GMX,0,12186859.83,1015000.00,171859.83,2000000.00,1000000.00,2000000.00,6000000.00
Dec 03 2022,GMX,0,12175831.67,1005000.00,170831.67,2000000.00,1000000.00,2000000.00,6000000.00
Nov 30 2022,GMX,0,12164803.51,995000.00,169803.51,2000000.00,1000000.00,2000000.00,6000000.00
Nov 27 2022,GMX,0,12153775.35,985000.00,168775.35,2000000.00,1000000.00,2000000.00,6000000.00
Nov 24 2022,GMX,0,12142747.19,975000.00,167747.19,2000000.00,1000000.00,2000000.00,6000000.00
Nov 21 2022,GMX,0,12131719.03,965000.00,166719.03,2000000.00,1000000.00,2000000.00,6000000.00
Nov 18 2022,GMX,0,12120690.87,955000.00,165690.87,2000000.00,1000000.00,2000000.00,6000000.00
Nov 15 2022,GMX,0,12109662.71,945000.00,164662.71,2000000.00,1000000.00,2000000.00,6000000.00
Nov 12 2022,GMX,0,12098634.55,935000.00,163634.55,2000000.00,1000000.00,2000000.00,6000000.00
Nov 09 2022,GMX,0,12087606.39,925000.00,162606.39,2000000.00,1000000.00,2000000.00,6000000.00
Nov 06 2022,GMX,0,12076900.81,915322.58,161578.23,2000000.00,1000000.00,2000000.00,6000000.00
Nov 03 2022,GMX,0,12066195.23,905645.16,160550.07,2000000.00,1000000.00,2000000.00,6000000.00
Oct 31 2022,GMX,0,12055489.65,895967.74,159521.91,2000000.00,1000000.00,2000000.00,6000000.00
Oct 28 2022,GMX,0,12044784.07,886290.32,158493.75,2000000.00,1000000.00,2000000.00,6000000.00
Oct 25 2022,GMX,0,12034078.49,876612.90,157465.59,2000000.00,1000000.00,2000000.00,6000000.00
Oct 22 2022,GMX,0,12023372.91,866935.48,156437.43,2000000.00,1000000.00,2000000.00,6000000.00
Oct 19 2022,GMX,0,12012667.33,857258.06,155409.26,2000000.00,1000000.00,2000000.00,6000000.00
Oct 16 2022,GMX,0,12001961.75,847580.65,154381.10,2000000.00,1000000.00,2000000.00,6000000.00
Oct 13 2022,GMX,0,11991256.17,837903.23,153352.94,2000000.00,1000000.00,2000000.00,6000000.00
Oct 10 2022,GMX,0,11980550.59,828225.81,152324.78,2000000.00,1000000.00,2000000.00,6000000.00
Oct 07 2022,GMX,0,11969629.96,818333.33,151296.62,2000000.00,1000000.00,2000000.00,6000000.00
Oct 04 2022,GMX,0,11958601.80,808333.33,150268.46,2000000.00,1000000.00,2000000.00,6000000.00
Oct 01 2022,GMX,0,11947573.64,798333.33,149240.30,2000000.00,1000000.00,2000000.00,6000000.00
Sep 28 2022,GMX,0,11936545.48,788333.33,148212.14,2000000.00,1000000.00,2000000.00,6000000.00
Sep 25 2022,GMX,0,11925517.32,778333.33,147183.98,2000000.00,1000000.00,2000000.00,6000000.00
Sep 22 2022,GMX,0,11914489.16,768333.33,146155.82,2000000.00,1000000.00,2000000.00,6000000.00
Sep 19 2022,GMX,0,11903461.00,758333.33,145127.66,2000000.00,1000000.00,2000000.00,6000000.00
Sep 16 2022,GMX,0,11892432.84,748333.33,144099.50,2000000.00,1000000.00,2000000.00,6000000.00
Sep 13 2022,GMX,0,11881404.68,738333.33,143071.34,2000000.00,1000000.00,2000000.00,6000000.00
Sep 10 2022,GMX,0,11870376.52,728333.33,142043.18,2000000.00,1000000.00,2000000.00,6000000.00
Sep 07 2022,GMX,0,11856337.60,715322.58,141015.02,2000000.00,1000000.00,2000000.00,6000000.00
Sep 04 2022,GMX,0,11840793.31,700806.45,139986.86,2000000.00,1000000.00,2000000.00,6000000.00
Sep 01 2022,GMX,0,11825249.02,686290.32,138958.70,2000000.00,1000000.00,2000000.00,6000000.00
Aug 29 2022,GMX,0,11809704.74,671774.19,137930.54,2000000.00,1000000.00,2000000.00,6000000.00
Aug 26 2022,GMX,0,11794160.45,657258.06,136902.38,2000000.00,1000000.00,2000000.00,6000000.00
Aug 23 2022,GMX,0,11778616.16,642741.94,135874.22,2000000.00,1000000.00,2000000.00,6000000.00
Aug 20 2022,GMX,0,11763071.87,628225.81,134846.06,2000000.00,1000000.00,2000000.00,6000000.00
Aug 16 2022,GMX,0,11742346.15,608870.97,133475.18,2000000.00,1000000.00,2000000.00,6000000.00
Aug 13 2022,GMX,0,11726801.86,594354.84,132447.02,2000000.00,1000000.00,2000000.00,6000000.00
Aug 10 2022,GMX,0,11711257.57,579838.71,131418.86,2000000.00,1000000.00,2000000.00,6000000.00
Aug 07 2022,GMX,0,11695713.28,565322.58,130390.70,2000000.00,1000000.00,2000000.00,6000000.00
Aug 04 2022,GMX,0,11680168.99,550806.45,129362.54,2000000.00,1000000.00,2000000.00,6000000.00
Aug 01 2022,GMX,0,11664624.70,536290.32,128334.38,2000000.00,1000000.00,2000000.00,6000000.00
Jul 29 2022,GMX,0,11649080.41,521774.19,127306.22,2000000.00,1000000.00,2000000.00,6000000.00
Jul 26 2022,GMX,0,11633536.12,507258.06,126278.06,2000000.00,1000000.00,2000000.00,6000000.00
Jul 23 2022,GMX,0,11617991.84,492741.94,125249.90,2000000.00,1000000.00,2000000.00,6000000.00
Jul 20 2022,GMX,0,11602447.55,478225.81,124221.74,2000000.00,1000000.00,2000000.00,6000000.00
Jul 17 2022,GMX,0,11586903.26,463709.68,123193.58,2000000.00,1000000.00,2000000.00,6000000.00
Jul 14 2022,GMX,0,11571358.97,449193.55,122165.42,2000000.00,1000000.00,2000000.00,6000000.00
Jul 11 2022,GMX,0,11555814.68,434677.42,121137.26,2000000.00,1000000.00,2000000.00,6000000.00
Jul 08 2022,GMX,0,11539275.77,419166.67,120109.10,2000000.00,1000000.00,2000000.00,6000000.00
Jul 05 2022,GMX,0,11520747.61,401666.67,119080.94,2000000.00,1000000.00,2000000.00,6000000.00
Jul 02 2022,GMX,0,11502219.45,384166.67,118052.78,2000000.00,1000000.00,2000000.00,6000000.00
Jun 29 2022,GMX,0,11483691.29,366666.67,117024.62,2000000.00,1000000.00,2000000.00,6000000.00
Jun 26 2022,GMX,0,11465163.13,349166.67,115996.46,2000000.00,1000000.00,2000000.00,6000000.00
Jun 23 2022,GMX,0,11446634.97,331666.67,114968.30,2000000.00,1000000.00,2000000.00,6000000.00
Jun 20 2022,GMX,0,11428106.80,314166.67,113940.14,2000000.00,1000000.00,2000000.00,6000000.00
Jun 17 2022,GMX,0,11409578.64,296666.67,112911.98,2000000.00,1000000.00,2000000.00,6000000.00
Jun 14 2022,GMX,0,11391050.48,279166.67,111883.82,2000000.00,1000000.00,2000000.00,6000000.00
Jun 11 2022,GMX,0,11372522.32,261666.67,110855.66,2000000.00,1000000.00,2000000.00,6000000.00
Jun 08 2022,GMX,0,11351762.98,241935.48,109827.50,2000000.00,1000000.00,2000000.00,6000000.00
Jun 05 2022,GMX,0,11326541.27,217741.94,108799.34,2000000.00,1000000.00,2000000.00,6000000.00
Jun 02 2022,GMX,0,11301319.56,193548.39,107771.18,2000000.00,1000000.00,2000000.00,6000000.00
May 30 2022,GMX,0,11276097.86,169354.84,106743.02,2000000.00,1000000.00,2000000.00,6000000.00
May 27 2022,GMX,0,11250876.15,145161.29,105714.86,2000000.00,1000000.00,2000000.00,6000000.00
May 24 2022,GMX,0,11225654.44,120967.74,104686.70,2000000.00,1000000.00,2000000.00,6000000.00
May 21 2022,GMX,0,11200432.73,96774.19,103658.54,2000000.00,1000000.00,2000000.00,6000000.00
May 18 2022,GMX,0,11175211.02,72580.65,102630.38,2000000.00,1000000.00,2000000.00,6000000.00
May 15 2022,GMX,0,11149989.31,48387.10,101602.22,2000000.00,1000000.00,2000000.00,6000000.00
May 12 2022,GMX,0,11124767.60,24193.55,100574.06,2000000.00,1000000.00,2000000.00,6000000.00
May 09 2022,GMX,0,11099545.90,0,99545.90,2000000.00,1000000.00,2000000.00,6000000.00
May 06 2022,GMX,0,11098517.74,0,98517.74,2000000.00,1000000.00,2000000.00,6000000.00
May 03 2022,GMX,0,11097489.58,0,97489.58,2000000.00,1000000.00,2000000.00,6000000.00
Apr 30 2022,GMX,0,11096461.42,0,96461.42,2000000.00,1000000.00,2000000.00,6000000.00
Apr 26 2022,GMX,0,11095090.54,0,95090.54,2000000.00,1000000.00,2000000.00,6000000.00
Apr 23 2022,GMX,0,11094062.38,0,94062.38,2000000.00,1000000.00,2000000.00,6000000.00
Apr 20 2022,GMX,0,11093034.21,0,93034.21,2000000.00,1000000.00,2000000.00,6000000.00
Apr 17 2022,GMX,0,11092006.05,0,92006.05,2000000.00,1000000.00,2000000.00,6000000.00
Apr 14 2022,GMX,0,11090977.89,0,90977.89,2000000.00,1000000.00,2000000.00,6000000.00
Apr 11 2022,GMX,0,11089949.73,0,89949.73,2000000.00,1000000.00,2000000.00,6000000.00
Apr 08 2022,GMX,0,11088921.57,0,88921.57,2000000.00,1000000.00,2000000.00,6000000.00
Apr 05 2022,GMX,0,11087893.41,0,87893.41,2000000.00,1000000.00,2000000.00,6000000.00
Apr 02 2022,GMX,0,11086865.25,0,86865.25,2000000.00,1000000.00,2000000.00,6000000.00
Mar 30 2022,GMX,0,11085837.09,0,85837.09,2000000.00,1000000.00,2000000.00,6000000.00
Mar 27 2022,GMX,0,11084808.93,0,84808.93,2000000.00,1000000.00,2000000.00,6000000.00
Mar 24 2022,GMX,0,11083780.77,0,83780.77,2000000.00,1000000.00,2000000.00,6000000.00
Mar 21 2022,GMX,0,11082752.61,0,82752.61,2000000.00,1000000.00,2000000.00,6000000.00
Mar 18 2022,GMX,0,11081724.45,0,81724.45,2000000.00,1000000.00,2000000.00,6000000.00
Mar 15 2022,GMX,0,11080696.29,0,80696.29,2000000.00,1000000.00,2000000.00,6000000.00
Mar 12 2022,GMX,0,11079668.13,0,79668.13,2000000.00,1000000.00,2000000.00,6000000.00
Mar 09 2022,GMX,0,11078639.97,0,78639.97,2000000.00,1000000.00,2000000.00,6000000.00
Mar 06 2022,GMX,0,11077611.81,0,77611.81,2000000.00,1000000.00,2000000.00,6000000.00
Mar 03 2022,GMX,0,11076583.65,0,76583.65,2000000.00,1000000.00,2000000.00,6000000.00
Feb 28 2022,GMX,0,11075555.49,0,75555.49,2000000.00,1000000.00,2000000.00,6000000.00
Feb 25 2022,GMX,0,11074527.33,0,74527.33,2000000.00,1000000.00,2000000.00,6000000.00
Feb 22 2022,GMX,0,11073499.17,0,73499.17,2000000.00,1000000.00,2000000.00,6000000.00
Feb 19 2022,GMX,0,11072471.01,0,72471.01,2000000.00,1000000.00,2000000.00,6000000.00
Feb 16 2022,GMX,0,11071442.85,0,71442.85,2000000.00,1000000.00,2000000.00,6000000.00
Feb 13 2022,GMX,0,11070414.69,0,70414.69,2000000.00,1000000.00,2000000.00,6000000.00
Feb 10 2022,GMX,0,11069386.53,0,69386.53,2000000.00,1000000.00,2000000.00,6000000.00
Feb 07 2022,GMX,0,11068358.37,0,68358.37,2000000.00,1000000.00,2000000.00,6000000.00
Feb 04 2022,GMX,0,11067330.21,0,67330.21,2000000.00,1000000.00,2000000.00,6000000.00
Feb 01 2022,GMX,0,11066302.05,0,66302.05,2000000.00,1000000.00,2000000.00,6000000.00
Jan 29 2022,GMX,0,11065273.89,0,65273.89,2000000.00,1000000.00,2000000.00,6000000.00
Jan 26 2022,GMX,0,11064245.73,0,64245.73,2000000.00,1000000.00,2000000.00,6000000.00
Jan 23 2022,GMX,0,11063217.57,0,63217.57,2000000.00,1000000.00,2000000.00,6000000.00
Jan 20 2022,GMX,0,11062189.41,0,62189.41,2000000.00,1000000.00,2000000.00,6000000.00
Jan 17 2022,GMX,0,11061161.25,0,61161.25,2000000.00,1000000.00,2000000.00,6000000.00
Jan 14 2022,GMX,0,11060133.09,0,60133.09,2000000.00,1000000.00,2000000.00,6000000.00
Jan 11 2022,GMX,0,11059104.93,0,59104.93,2000000.00,1000000.00,2000000.00,6000000.00
Jan 08 2022,GMX,0,11058076.77,0,58076.77,2000000.00,1000000.00,2000000.00,6000000.00
Jan 04 2022,GMX,0,11056705.89,0,56705.89,2000000.00,1000000.00,2000000.00,6000000.00
Jan 01 2022,GMX,0,11055677.73,0,55677.73,2000000.00,1000000.00,2000000.00,6000000.00
Dec 29 2021,GMX,0,11054649.57,0,54649.57,2000000.00,1000000.00,2000000.00,6000000.00
Dec 26 2021,GMX,0,11053621.41,0,53621.41,2000000.00,1000000.00,2000000.00,6000000.00
Dec 23 2021,GMX,0,11052593.25,0,52593.25,2000000.00,1000000.00,2000000.00,6000000.00
Dec 20 2021,GMX,0,11051565.09,0,51565.09,2000000.00,1000000.00,2000000.00,6000000.00
Dec 17 2021,GMX,0,11050536.93,0,50536.93,2000000.00,1000000.00,2000000.00,6000000.00
Dec 14 2021,GMX,0,11049508.77,0,49508.77,2000000.00,1000000.00,2000000.00,6000000.00
Dec 11 2021,GMX,0,11048480.61,0,48480.61,2000000.00,1000000.00,2000000.00,6000000.00
Dec 08 2021,GMX,0,11047452.45,0,47452.45,2000000.00,1000000.00,2000000.00,6000000.00
Dec 05 2021,GMX,0,11046424.29,0,46424.29,2000000.00,1000000.00,2000000.00,6000000.00
Dec 02 2021,GMX,0,11045396.13,0,45396.13,2000000.00,1000000.00,2000000.00,6000000.00
Nov 29 2021,GMX,0,11044367.97,0,44367.97,2000000.00,1000000.00,2000000.00,6000000.00
Nov 26 2021,GMX,0,11043339.81,0,43339.81,2000000.00,1000000.00,2000000.00,6000000.00
Nov 23 2021,GMX,0,11042311.65,0,42311.65,2000000.00,1000000.00,2000000.00,6000000.00
Nov 20 2021,GMX,0,11041283.49,0,41283.49,2000000.00,1000000.00,2000000.00,6000000.00
Nov 17 2021,GMX,0,11040255.33,0,40255.33,2000000.00,1000000.00,2000000.00,6000000.00
Nov 14 2021,GMX,0,11039227.17,0,39227.17,2000000.00,1000000.00,2000000.00,6000000.00
Nov 11 2021,GMX,0,11038199.01,0,38199.01,2000000.00,1000000.00,2000000.00,6000000.00
Nov 08 2021,GMX,0,11037170.85,0,37170.85,2000000.00,1000000.00,2000000.00,6000000.00
Nov 05 2021,GMX,0,11036142.69,0,36142.69,2000000.00,1000000.00,2000000.00,6000000.00
Nov 02 2021,GMX,0,11035114.53,0,35114.53,2000000.00,1000000.00,2000000.00,6000000.00
Oct 30 2021,GMX,0,11034086.37,0,34086.37,2000000.00,1000000.00,2000000.00,6000000.00
Oct 27 2021,GMX,0,11033058.21,0,33058.21,2000000.00,1000000.00,2000000.00,6000000.00
Oct 24 2021,GMX,0,11032030.05,0,32030.05,2000000.00,1000000.00,2000000.00,6000000.00
Oct 21 2021,GMX,0,11031001.88,0,31001.88,2000000.00,1000000.00,2000000.00,6000000.00
Oct 18 2021,GMX,0,11029973.72,0,29973.72,2000000.00,1000000.00,2000000.00,6000000.00
Oct 15 2021,GMX,0,11028945.56,0,28945.56,2000000.00,1000000.00,2000000.00,6000000.00
Oct 12 2021,GMX,0,11027917.40,0,27917.40,2000000.00,1000000.00,2000000.00,6000000.00
Oct 09 2021,GMX,0,11026889.24,0,26889.24,2000000.00,1000000.00,2000000.00,6000000.00
Oct 06 2021,GMX,0,11025861.08,0,25861.08,2000000.00,1000000.00,2000000.00,6000000.00
Oct 03 2021,GMX,0,11024832.92,0,24832.92,2000000.00,1000000.00,2000000.00,6000000.00
Sep 30 2021,GMX,0,11023804.76,0,23804.76,2000000.00,1000000.00,2000000.00,6000000.00
Sep 27 2021,GMX,0,11022776.60,0,22776.60,2000000.00,1000000.00,2000000.00,6000000.00
Sep 24 2021,GMX,0,11021748.44,0,21748.44,2000000.00,1000000.00,2000000.00,6000000.00
Sep 21 2021,GMX,0,11020720.28,0,20720.28,2000000.00,1000000.00,2000000.00,6000000.00
Sep 18 2021,GMX,0,11019692.12,0,19692.12,2000000.00,1000000.00,2000000.00,6000000.00
Sep 14 2021,GMX,0,11018321.24,0,18321.24,2000000.00,1000000.00,2000000.00,6000000.00
Sep 11 2021,GMX,0,11017293.08,0,17293.08,2000000.00,1000000.00,2000000.00,6000000.00
Sep 08 2021,GMX,0,11016264.92,0,16264.92,2000000.00,1000000.00,2000000.00,6000000.00
Sep 05 2021,GMX,0,11015236.76,0,15236.76,2000000.00,1000000.00,2000000.00,6000000.00
Sep 02 2021,GMX,0,11014208.60,0,14208.60,2000000.00,1000000.00,2000000.00,6000000.00
Aug 30 2021,GMX,0,9013180.44,0,13180.44,0,1000000.00,2000000.00,6000000.00
Aug 27 2021,GMX,0,9012152.28,0,12152.28,0,1000000.00,2000000.00,6000000.00
Aug 24 2021,GMX,0,9011124.12,0,11124.12,0,1000000.00,2000000.00,6000000.00
Aug 21 2021,GMX,0,9010095.96,0,10095.96,0,1000000.00,2000000.00,6000000.00
Aug 18 2021,GMX,0,9009067.80,0,9067.80,0,1000000.00,2000000.00,6000000.00
Aug 15 2021,GMX,0,9008039.64,0,8039.64,0,1000000.00,2000000.00,6000000.00
Aug 12 2021,GMX,0,9007011.48,0,7011.48,0,1000000.00,2000000.00,6000000.00
Aug 09 2021,GMX,0,9005983.32,0,5983.32,0,1000000.00,2000000.00,6000000.00
Aug 06 2021,GMX,0,9004955.16,0,4955.16,0,1000000.00,2000000.00,6000000.00
Aug 03 2021,GMX,0,9003927.00,0,3927.00,0,1000000.00,2000000.00,6000000.00
Jul 31 2021,GMX,0,9002898.84,0,2898.84,0,1000000.00,2000000.00,6000000.00
Jul 28 2021,GMX,0,9001870.68,0,1870.68,0,1000000.00,2000000.00,6000000.00
Jul 25 2021,GMX,0,9000842.52,0,842.52,0,1000000.00,2000000.00,6000000.00
Jul 22 2021,GMX,0,9000000.00,0,0,0,1000000.00,2000000.00,6000000.00
