Date,Symbol,Available Supply,Unlocked Supply,Initial Core Contributors,Early Backers: Series A&B,Early Backers: Seed,R&D & Ecosystem,Public Allocation
Oct 30 2027,TIA,1000000000.00,1000000000.00,176000000.00,197000000.00,159000000.00,268000000.00,200000000.00
Oct 28 2027,TIA,999525799.09,999525799.09,176000000.00,197000000.00,159000000.00,267525799.09,200000000.00
Oct 27 2027,TIA,999342237.44,999342237.44,176000000.00,197000000.00,159000000.00,267342237.44,200000000.00
Oct 25 2027,TIA,998975114.16,998975114.16,176000000.00,197000000.00,159000000.00,266975114.16,200000000.00
Oct 23 2027,TIA,998607990.87,998607990.87,176000000.00,197000000.00,159000000.00,266607990.87,200000000.00
Oct 22 2027,TIA,998424429.22,998424429.22,176000000.00,197000000.00,159000000.00,266424429.22,200000000.00
Oct 20 2027,TIA,998057305.94,998057305.94,176000000.00,197000000.00,159000000.00,266057305.94,200000000.00
Oct 19 2027,TIA,997873744.29,997873744.29,176000000.00,197000000.00,159000000.00,265873744.29,200000000.00
Oct 17 2027,TIA,997506621.00,997506621.00,176000000.00,197000000.00,159000000.00,265506621.00,200000000.00
Oct 15 2027,TIA,997139497.72,997139497.72,176000000.00,197000000.00,159000000.00,265139497.72,200000000.00
Oct 14 2027,TIA,996955936.07,996955936.07,176000000.00,197000000.00,159000000.00,264955936.07,200000000.00
Oct 12 2027,TIA,996588812.79,996588812.79,176000000.00,197000000.00,159000000.00,264588812.79,200000000.00
Oct 10 2027,TIA,996221689.50,996221689.50,176000000.00,197000000.00,159000000.00,264221689.50,200000000.00
Oct 09 2027,TIA,996038127.85,996038127.85,176000000.00,197000000.00,159000000.00,264038127.85,200000000.00
Oct 07 2027,TIA,995671004.57,995671004.57,176000000.00,197000000.00,159000000.00,263671004.57,200000000.00
Oct 05 2027,TIA,995303881.28,995303881.28,176000000.00,197000000.00,159000000.00,263303881.28,200000000.00
Oct 04 2027,TIA,995120319.63,995120319.63,176000000.00,197000000.00,159000000.00,263120319.63,200000000.00
Oct 02 2027,TIA,994753196.35,994753196.35,176000000.00,197000000.00,159000000.00,262753196.35,200000000.00
Oct 01 2027,TIA,994569634.70,994569634.70,176000000.00,197000000.00,159000000.00,262569634.70,200000000.00
Sep 29 2027,TIA,994202511.42,994202511.42,176000000.00,197000000.00,159000000.00,262202511.42,200000000.00
Sep 27 2027,TIA,993835388.13,993835388.13,176000000.00,197000000.00,159000000.00,261835388.13,200000000.00
Sep 26 2027,TIA,993651826.48,993651826.48,176000000.00,197000000.00,159000000.00,261651826.48,200000000.00
Sep 24 2027,TIA,993284703.20,993284703.20,176000000.00,197000000.00,159000000.00,261284703.20,200000000.00
Sep 22 2027,TIA,992917579.91,992917579.91,176000000.00,197000000.00,159000000.00,260917579.91,200000000.00
Sep 21 2027,TIA,992734018.26,992734018.26,176000000.00,197000000.00,159000000.00,260734018.26,200000000.00
Sep 19 2027,TIA,992366894.98,992366894.98,176000000.00,197000000.00,159000000.00,260366894.98,200000000.00
Sep 17 2027,TIA,991999771.69,991999771.69,176000000.00,197000000.00,159000000.00,259999771.69,200000000.00
Sep 16 2027,TIA,991816210.05,991816210.05,176000000.00,197000000.00,159000000.00,259816210.05,200000000.00
Sep 14 2027,TIA,991449086.76,991449086.76,176000000.00,197000000.00,159000000.00,259449086.76,200000000.00
Sep 12 2027,TIA,991081963.47,991081963.47,176000000.00,197000000.00,159000000.00,259081963.47,200000000.00
Sep 11 2027,TIA,990898401.83,990898401.83,176000000.00,197000000.00,159000000.00,258898401.83,200000000.00
Sep 09 2027,TIA,990531278.54,990531278.54,176000000.00,197000000.00,159000000.00,258531278.54,200000000.00
Sep 08 2027,TIA,990347716.89,990347716.89,176000000.00,197000000.00,159000000.00,258347716.89,200000000.00
Sep 06 2027,TIA,989980593.61,989980593.61,176000000.00,197000000.00,159000000.00,257980593.61,200000000.00
Sep 04 2027,TIA,989613470.32,989613470.32,176000000.00,197000000.00,159000000.00,257613470.32,200000000.00
Sep 03 2027,TIA,989429908.68,989429908.68,176000000.00,197000000.00,159000000.00,257429908.68,200000000.00
Sep 01 2027,TIA,989062785.39,989062785.39,176000000.00,197000000.00,159000000.00,257062785.39,200000000.00
Aug 30 2027,TIA,988695662.10,988695662.10,176000000.00,197000000.00,159000000.00,256695662.10,200000000.00
Aug 29 2027,TIA,988512100.46,988512100.46,176000000.00,197000000.00,159000000.00,256512100.46,200000000.00
Aug 27 2027,TIA,988144977.17,988144977.17,176000000.00,197000000.00,159000000.00,256144977.17,200000000.00
Aug 25 2027,TIA,987777853.88,987777853.88,176000000.00,197000000.00,159000000.00,255777853.88,200000000.00
Aug 24 2027,TIA,987594292.24,987594292.24,176000000.00,197000000.00,159000000.00,255594292.24,200000000.00
Aug 22 2027,TIA,987227168.95,987227168.95,176000000.00,197000000.00,159000000.00,255227168.95,200000000.00
Aug 21 2027,TIA,987043607.31,987043607.31,176000000.00,197000000.00,159000000.00,255043607.31,200000000.00
Aug 19 2027,TIA,986676484.02,986676484.02,176000000.00,197000000.00,159000000.00,254676484.02,200000000.00
Aug 17 2027,TIA,986309360.73,986309360.73,176000000.00,197000000.00,159000000.00,254309360.73,200000000.00
Aug 16 2027,TIA,986125799.09,986125799.09,176000000.00,197000000.00,159000000.00,254125799.09,200000000.00
Aug 14 2027,TIA,985758675.80,985758675.80,176000000.00,197000000.00,159000000.00,253758675.80,200000000.00
Aug 12 2027,TIA,985391552.51,985391552.51,176000000.00,197000000.00,159000000.00,253391552.51,200000000.00
Aug 11 2027,TIA,985207990.87,985207990.87,176000000.00,197000000.00,159000000.00,253207990.87,200000000.00
Aug 09 2027,TIA,984840867.58,984840867.58,176000000.00,197000000.00,159000000.00,252840867.58,200000000.00
Aug 07 2027,TIA,984473744.29,984473744.29,176000000.00,197000000.00,159000000.00,252473744.29,200000000.00
Aug 06 2027,TIA,984290182.65,984290182.65,176000000.00,197000000.00,159000000.00,252290182.65,200000000.00
Aug 04 2027,TIA,983923059.36,983923059.36,176000000.00,197000000.00,159000000.00,251923059.36,200000000.00
Aug 03 2027,TIA,983739497.72,983739497.72,176000000.00,197000000.00,159000000.00,251739497.72,200000000.00
Aug 01 2027,TIA,983372374.43,983372374.43,176000000.00,197000000.00,159000000.00,251372374.43,200000000.00
Jul 30 2027,TIA,983005251.14,983005251.14,176000000.00,197000000.00,159000000.00,251005251.14,200000000.00
Jul 29 2027,TIA,982821689.50,982821689.50,176000000.00,197000000.00,159000000.00,250821689.50,200000000.00
Jul 27 2027,TIA,982454566.21,982454566.21,176000000.00,197000000.00,159000000.00,250454566.21,200000000.00
Jul 25 2027,TIA,982087442.92,982087442.92,176000000.00,197000000.00,159000000.00,250087442.92,200000000.00
Jul 24 2027,TIA,981903881.28,981903881.28,176000000.00,197000000.00,159000000.00,249903881.28,200000000.00
Jul 22 2027,TIA,981536757.99,981536757.99,176000000.00,197000000.00,159000000.00,249536757.99,200000000.00
Jul 20 2027,TIA,981169634.70,981169634.70,176000000.00,197000000.00,159000000.00,249169634.70,200000000.00
Jul 19 2027,TIA,980986073.06,980986073.06,176000000.00,197000000.00,159000000.00,248986073.06,200000000.00
Jul 17 2027,TIA,980618949.77,980618949.77,176000000.00,197000000.00,159000000.00,248618949.77,200000000.00
Jul 15 2027,TIA,980251826.48,980251826.48,176000000.00,197000000.00,159000000.00,248251826.48,200000000.00
Jul 14 2027,TIA,980068264.84,980068264.84,176000000.00,197000000.00,159000000.00,248068264.84,200000000.00
Jul 12 2027,TIA,979701141.55,979701141.55,176000000.00,197000000.00,159000000.00,247701141.55,200000000.00
Jul 11 2027,TIA,979517579.91,979517579.91,176000000.00,197000000.00,159000000.00,247517579.91,200000000.00
Jul 09 2027,TIA,979150456.62,979150456.62,176000000.00,197000000.00,159000000.00,247150456.62,200000000.00
Jul 07 2027,TIA,978783333.33,978783333.33,176000000.00,197000000.00,159000000.00,246783333.33,200000000.00
Jul 06 2027,TIA,978599771.69,978599771.69,176000000.00,197000000.00,159000000.00,246599771.69,200000000.00
Jul 04 2027,TIA,978232648.40,978232648.40,176000000.00,197000000.00,159000000.00,246232648.40,200000000.00
Jul 02 2027,TIA,977865525.11,977865525.11,176000000.00,197000000.00,159000000.00,245865525.11,200000000.00
Jul 01 2027,TIA,977681963.47,977681963.47,176000000.00,197000000.00,159000000.00,245681963.47,200000000.00
Jun 29 2027,TIA,977314840.18,977314840.18,176000000.00,197000000.00,159000000.00,245314840.18,200000000.00
Jun 27 2027,TIA,976947716.89,976947716.89,176000000.00,197000000.00,159000000.00,244947716.89,200000000.00
Jun 26 2027,TIA,976764155.25,976764155.25,176000000.00,197000000.00,159000000.00,244764155.25,200000000.00
Jun 24 2027,TIA,976397031.96,976397031.96,176000000.00,197000000.00,159000000.00,244397031.96,200000000.00
Jun 23 2027,TIA,976213470.32,976213470.32,176000000.00,197000000.00,159000000.00,244213470.32,200000000.00
Jun 21 2027,TIA,975846347.03,975846347.03,176000000.00,197000000.00,159000000.00,243846347.03,200000000.00
Jun 19 2027,TIA,975479223.74,975479223.74,176000000.00,197000000.00,159000000.00,243479223.74,200000000.00
Jun 18 2027,TIA,975295662.10,975295662.10,176000000.00,197000000.00,159000000.00,243295662.10,200000000.00
Jun 16 2027,TIA,974928538.81,974928538.81,176000000.00,197000000.00,159000000.00,242928538.81,200000000.00
Jun 14 2027,TIA,974561415.53,974561415.53,176000000.00,197000000.00,159000000.00,242561415.53,200000000.00
Jun 13 2027,TIA,974377853.88,974377853.88,176000000.00,197000000.00,159000000.00,242377853.88,200000000.00
Jun 11 2027,TIA,974010730.59,974010730.59,176000000.00,197000000.00,159000000.00,242010730.59,200000000.00
Jun 09 2027,TIA,973643607.31,973643607.31,176000000.00,197000000.00,159000000.00,241643607.31,200000000.00
Jun 08 2027,TIA,973460045.66,973460045.66,176000000.00,197000000.00,159000000.00,241460045.66,200000000.00
Jun 06 2027,TIA,973092922.37,973092922.37,176000000.00,197000000.00,159000000.00,241092922.37,200000000.00
Jun 05 2027,TIA,972909360.73,972909360.73,176000000.00,197000000.00,159000000.00,240909360.73,200000000.00
Jun 03 2027,TIA,972542237.44,972542237.44,176000000.00,197000000.00,159000000.00,240542237.44,200000000.00
Jun 01 2027,TIA,972175114.16,972175114.16,176000000.00,197000000.00,159000000.00,240175114.16,200000000.00
May 31 2027,TIA,971991552.51,971991552.51,176000000.00,197000000.00,159000000.00,239991552.51,200000000.00
May 29 2027,TIA,971624429.22,971624429.22,176000000.00,197000000.00,159000000.00,239624429.22,200000000.00
May 27 2027,TIA,971257305.94,971257305.94,176000000.00,197000000.00,159000000.00,239257305.94,200000000.00
May 26 2027,TIA,971073744.29,971073744.29,176000000.00,197000000.00,159000000.00,239073744.29,200000000.00
May 24 2027,TIA,970706621.00,970706621.00,176000000.00,197000000.00,159000000.00,238706621.00,200000000.00
May 22 2027,TIA,970339497.72,970339497.72,176000000.00,197000000.00,159000000.00,238339497.72,200000000.00
May 21 2027,TIA,970155936.07,970155936.07,176000000.00,197000000.00,159000000.00,238155936.07,200000000.00
May 19 2027,TIA,969788812.79,969788812.79,176000000.00,197000000.00,159000000.00,237788812.79,200000000.00
May 18 2027,TIA,969605251.14,969605251.14,176000000.00,197000000.00,159000000.00,237605251.14,200000000.00
May 16 2027,TIA,969238127.85,969238127.85,176000000.00,197000000.00,159000000.00,237238127.85,200000000.00
May 14 2027,TIA,968871004.57,968871004.57,176000000.00,197000000.00,159000000.00,236871004.57,200000000.00
May 13 2027,TIA,968687442.92,968687442.92,176000000.00,197000000.00,159000000.00,236687442.92,200000000.00
May 11 2027,TIA,968320319.63,968320319.63,176000000.00,197000000.00,159000000.00,236320319.63,200000000.00
May 09 2027,TIA,967953196.35,967953196.35,176000000.00,197000000.00,159000000.00,235953196.35,200000000.00
May 08 2027,TIA,967769634.70,967769634.70,176000000.00,197000000.00,159000000.00,235769634.70,200000000.00
May 06 2027,TIA,967402511.42,967402511.42,176000000.00,197000000.00,159000000.00,235402511.42,200000000.00
May 04 2027,TIA,967035388.13,967035388.13,176000000.00,197000000.00,159000000.00,235035388.13,200000000.00
May 03 2027,TIA,966851826.48,966851826.48,176000000.00,197000000.00,159000000.00,234851826.48,200000000.00
May 01 2027,TIA,966484703.20,966484703.20,176000000.00,197000000.00,159000000.00,234484703.20,200000000.00
Apr 29 2027,TIA,966117579.91,966117579.91,176000000.00,197000000.00,159000000.00,234117579.91,200000000.00
Apr 28 2027,TIA,965934018.26,965934018.26,176000000.00,197000000.00,159000000.00,233934018.26,200000000.00
Apr 26 2027,TIA,965566894.98,965566894.98,176000000.00,197000000.00,159000000.00,233566894.98,200000000.00
Apr 25 2027,TIA,965383333.33,965383333.33,176000000.00,197000000.00,159000000.00,233383333.33,200000000.00
Apr 23 2027,TIA,965016210.05,965016210.05,176000000.00,197000000.00,159000000.00,233016210.05,200000000.00
Apr 21 2027,TIA,964649086.76,964649086.76,176000000.00,197000000.00,159000000.00,232649086.76,200000000.00
Apr 20 2027,TIA,964465525.11,964465525.11,176000000.00,197000000.00,159000000.00,232465525.11,200000000.00
Apr 18 2027,TIA,964098401.83,964098401.83,176000000.00,197000000.00,159000000.00,232098401.83,200000000.00
Apr 16 2027,TIA,963731278.54,963731278.54,176000000.00,197000000.00,159000000.00,231731278.54,200000000.00
Apr 15 2027,TIA,963547716.89,963547716.89,176000000.00,197000000.00,159000000.00,231547716.89,200000000.00
Apr 13 2027,TIA,963180593.61,963180593.61,176000000.00,197000000.00,159000000.00,231180593.61,200000000.00
Apr 11 2027,TIA,962813470.32,962813470.32,176000000.00,197000000.00,159000000.00,230813470.32,200000000.00
Apr 10 2027,TIA,962629908.68,962629908.68,176000000.00,197000000.00,159000000.00,230629908.68,200000000.00
Apr 08 2027,TIA,962262785.39,962262785.39,176000000.00,197000000.00,159000000.00,230262785.39,200000000.00
Apr 07 2027,TIA,962079223.74,962079223.74,176000000.00,197000000.00,159000000.00,230079223.74,200000000.00
Apr 05 2027,TIA,961712100.46,961712100.46,176000000.00,197000000.00,159000000.00,229712100.46,200000000.00
Apr 03 2027,TIA,961344977.17,961344977.17,176000000.00,197000000.00,159000000.00,229344977.17,200000000.00
Apr 02 2027,TIA,961161415.53,961161415.53,176000000.00,197000000.00,159000000.00,229161415.53,200000000.00
Mar 31 2027,TIA,960794292.24,960794292.24,176000000.00,197000000.00,159000000.00,228794292.24,200000000.00
Mar 29 2027,TIA,960427168.95,960427168.95,176000000.00,197000000.00,159000000.00,228427168.95,200000000.00
Mar 28 2027,TIA,960243607.31,960243607.31,176000000.00,197000000.00,159000000.00,228243607.31,200000000.00
Mar 26 2027,TIA,959876484.02,959876484.02,176000000.00,197000000.00,159000000.00,227876484.02,200000000.00
Mar 24 2027,TIA,959509360.73,959509360.73,176000000.00,197000000.00,159000000.00,227509360.73,200000000.00
Mar 23 2027,TIA,959325799.09,959325799.09,176000000.00,197000000.00,159000000.00,227325799.09,200000000.00
Mar 21 2027,TIA,958958675.80,958958675.80,176000000.00,197000000.00,159000000.00,226958675.80,200000000.00
Mar 20 2027,TIA,958775114.16,958775114.16,176000000.00,197000000.00,159000000.00,226775114.16,200000000.00
Mar 18 2027,TIA,958407990.87,958407990.87,176000000.00,197000000.00,159000000.00,226407990.87,200000000.00
Mar 16 2027,TIA,958040867.58,958040867.58,176000000.00,197000000.00,159000000.00,226040867.58,200000000.00
Mar 15 2027,TIA,957857305.94,957857305.94,176000000.00,197000000.00,159000000.00,225857305.94,200000000.00
Mar 13 2027,TIA,957490182.65,957490182.65,176000000.00,197000000.00,159000000.00,225490182.65,200000000.00
Mar 11 2027,TIA,957123059.36,957123059.36,176000000.00,197000000.00,159000000.00,225123059.36,200000000.00
Mar 10 2027,TIA,956939497.72,956939497.72,176000000.00,197000000.00,159000000.00,224939497.72,200000000.00
Mar 08 2027,TIA,956572374.43,956572374.43,176000000.00,197000000.00,159000000.00,224572374.43,200000000.00
Mar 06 2027,TIA,956205251.14,956205251.14,176000000.00,197000000.00,159000000.00,224205251.14,200000000.00
Mar 05 2027,TIA,956021689.50,956021689.50,176000000.00,197000000.00,159000000.00,224021689.50,200000000.00
Mar 03 2027,TIA,955654566.21,955654566.21,176000000.00,197000000.00,159000000.00,223654566.21,200000000.00
Mar 01 2027,TIA,955287442.92,955287442.92,176000000.00,197000000.00,159000000.00,223287442.92,200000000.00
Feb 28 2027,TIA,955103881.28,955103881.28,176000000.00,197000000.00,159000000.00,223103881.28,200000000.00
Feb 26 2027,TIA,954736757.99,954736757.99,176000000.00,197000000.00,159000000.00,222736757.99,200000000.00
Feb 25 2027,TIA,954553196.35,954553196.35,176000000.00,197000000.00,159000000.00,222553196.35,200000000.00
Feb 23 2027,TIA,954186073.06,954186073.06,176000000.00,197000000.00,159000000.00,222186073.06,200000000.00
Feb 21 2027,TIA,953818949.77,953818949.77,176000000.00,197000000.00,159000000.00,221818949.77,200000000.00
Feb 20 2027,TIA,953635388.13,953635388.13,176000000.00,197000000.00,159000000.00,221635388.13,200000000.00
Feb 18 2027,TIA,953268264.84,953268264.84,176000000.00,197000000.00,159000000.00,221268264.84,200000000.00
Feb 16 2027,TIA,952901141.55,952901141.55,176000000.00,197000000.00,159000000.00,220901141.55,200000000.00
Feb 15 2027,TIA,952717579.91,952717579.91,176000000.00,197000000.00,159000000.00,220717579.91,200000000.00
Feb 13 2027,TIA,952350456.62,952350456.62,176000000.00,197000000.00,159000000.00,220350456.62,200000000.00
Feb 11 2027,TIA,951983333.33,951983333.33,176000000.00,197000000.00,159000000.00,219983333.33,200000000.00
Feb 10 2027,TIA,951799771.69,951799771.69,176000000.00,197000000.00,159000000.00,219799771.69,200000000.00
Feb 08 2027,TIA,951432648.40,951432648.40,176000000.00,197000000.00,159000000.00,219432648.40,200000000.00
Feb 07 2027,TIA,951249086.76,951249086.76,176000000.00,197000000.00,159000000.00,219249086.76,200000000.00
Feb 05 2027,TIA,950881963.47,950881963.47,176000000.00,197000000.00,159000000.00,218881963.47,200000000.00
Feb 03 2027,TIA,950514840.18,950514840.18,176000000.00,197000000.00,159000000.00,218514840.18,200000000.00
Feb 02 2027,TIA,950331278.54,950331278.54,176000000.00,197000000.00,159000000.00,218331278.54,200000000.00
Jan 31 2027,TIA,949964155.25,949964155.25,176000000.00,197000000.00,159000000.00,217964155.25,200000000.00
Jan 29 2027,TIA,949597031.96,949597031.96,176000000.00,197000000.00,159000000.00,217597031.96,200000000.00
Jan 28 2027,TIA,949413470.32,949413470.32,176000000.00,197000000.00,159000000.00,217413470.32,200000000.00
Jan 26 2027,TIA,949046347.03,949046347.03,176000000.00,197000000.00,159000000.00,217046347.03,200000000.00
Jan 24 2027,TIA,948679223.74,948679223.74,176000000.00,197000000.00,159000000.00,216679223.74,200000000.00
Jan 23 2027,TIA,948495662.10,948495662.10,176000000.00,197000000.00,159000000.00,216495662.10,200000000.00
Jan 21 2027,TIA,948128538.81,948128538.81,176000000.00,197000000.00,159000000.00,216128538.81,200000000.00
Jan 20 2027,TIA,947944977.17,947944977.17,176000000.00,197000000.00,159000000.00,215944977.17,200000000.00
Jan 18 2027,TIA,947577853.88,947577853.88,176000000.00,197000000.00,159000000.00,215577853.88,200000000.00
Jan 16 2027,TIA,947210730.59,947210730.59,176000000.00,197000000.00,159000000.00,215210730.59,200000000.00
Jan 15 2027,TIA,947027168.95,947027168.95,176000000.00,197000000.00,159000000.00,215027168.95,200000000.00
Jan 13 2027,TIA,946660045.66,946660045.66,176000000.00,197000000.00,159000000.00,214660045.66,200000000.00
Jan 11 2027,TIA,946292922.37,946292922.37,176000000.00,197000000.00,159000000.00,214292922.37,200000000.00
Jan 10 2027,TIA,946109360.73,946109360.73,176000000.00,197000000.00,159000000.00,214109360.73,200000000.00
Jan 08 2027,TIA,945742237.44,945742237.44,176000000.00,197000000.00,159000000.00,213742237.44,200000000.00
Jan 06 2027,TIA,945375114.16,945375114.16,176000000.00,197000000.00,159000000.00,213375114.16,200000000.00
Jan 05 2027,TIA,945191552.51,945191552.51,176000000.00,197000000.00,159000000.00,213191552.51,200000000.00
Jan 03 2027,TIA,944824429.22,944824429.22,176000000.00,197000000.00,159000000.00,212824429.22,200000000.00
Jan 01 2027,TIA,944457305.94,944457305.94,176000000.00,197000000.00,159000000.00,212457305.94,200000000.00
Dec 31 2026,TIA,944273744.29,944273744.29,176000000.00,197000000.00,159000000.00,212273744.29,200000000.00
Dec 29 2026,TIA,943906621.00,943906621.00,176000000.00,197000000.00,159000000.00,211906621.00,200000000.00
Dec 28 2026,TIA,943723059.36,943723059.36,176000000.00,197000000.00,159000000.00,211723059.36,200000000.00
Dec 26 2026,TIA,943355936.07,943355936.07,176000000.00,197000000.00,159000000.00,211355936.07,200000000.00
Dec 24 2026,TIA,942988812.79,942988812.79,176000000.00,197000000.00,159000000.00,210988812.79,200000000.00
Dec 23 2026,TIA,942805251.14,942805251.14,176000000.00,197000000.00,159000000.00,210805251.14,200000000.00
Dec 21 2026,TIA,942438127.85,942438127.85,176000000.00,197000000.00,159000000.00,210438127.85,200000000.00
Dec 19 2026,TIA,942071004.57,942071004.57,176000000.00,197000000.00,159000000.00,210071004.57,200000000.00
Dec 18 2026,TIA,941887442.92,941887442.92,176000000.00,197000000.00,159000000.00,209887442.92,200000000.00
Dec 16 2026,TIA,941520319.63,941520319.63,176000000.00,197000000.00,159000000.00,209520319.63,200000000.00
Dec 14 2026,TIA,941153196.35,941153196.35,176000000.00,197000000.00,159000000.00,209153196.35,200000000.00
Dec 13 2026,TIA,940969634.70,940969634.70,176000000.00,197000000.00,159000000.00,208969634.70,200000000.00
Dec 11 2026,TIA,940602511.42,940602511.42,176000000.00,197000000.00,159000000.00,208602511.42,200000000.00
Dec 10 2026,TIA,940418949.77,940418949.77,176000000.00,197000000.00,159000000.00,208418949.77,200000000.00
Dec 08 2026,TIA,940051826.48,940051826.48,176000000.00,197000000.00,159000000.00,208051826.48,200000000.00
Dec 06 2026,TIA,939684703.20,939684703.20,176000000.00,197000000.00,159000000.00,207684703.20,200000000.00
Dec 05 2026,TIA,939501141.55,939501141.55,176000000.00,197000000.00,159000000.00,207501141.55,200000000.00
Dec 03 2026,TIA,939134018.26,939134018.26,176000000.00,197000000.00,159000000.00,207134018.26,200000000.00
Dec 01 2026,TIA,938766894.98,938766894.98,176000000.00,197000000.00,159000000.00,206766894.98,200000000.00
Nov 30 2026,TIA,938583333.33,938583333.33,176000000.00,197000000.00,159000000.00,206583333.33,200000000.00
Nov 28 2026,TIA,938216210.05,938216210.05,176000000.00,197000000.00,159000000.00,206216210.05,200000000.00
Nov 26 2026,TIA,937849086.76,937849086.76,176000000.00,197000000.00,159000000.00,205849086.76,200000000.00
Nov 25 2026,TIA,937665525.11,937665525.11,176000000.00,197000000.00,159000000.00,205665525.11,200000000.00
Nov 23 2026,TIA,937298401.83,937298401.83,176000000.00,197000000.00,159000000.00,205298401.83,200000000.00
Nov 22 2026,TIA,937114840.18,937114840.18,176000000.00,197000000.00,159000000.00,205114840.18,200000000.00
Nov 20 2026,TIA,936747716.89,936747716.89,176000000.00,197000000.00,159000000.00,204747716.89,200000000.00
Nov 18 2026,TIA,936380593.61,936380593.61,176000000.00,197000000.00,159000000.00,204380593.61,200000000.00
Nov 17 2026,TIA,936197031.96,936197031.96,176000000.00,197000000.00,159000000.00,204197031.96,200000000.00
Nov 15 2026,TIA,935829908.68,935829908.68,176000000.00,197000000.00,159000000.00,203829908.68,200000000.00
Nov 13 2026,TIA,935462785.39,935462785.39,176000000.00,197000000.00,159000000.00,203462785.39,200000000.00
Nov 12 2026,TIA,935279223.74,935279223.74,176000000.00,197000000.00,159000000.00,203279223.74,200000000.00
Nov 10 2026,TIA,934912100.46,934912100.46,176000000.00,197000000.00,159000000.00,202912100.46,200000000.00
Nov 08 2026,TIA,934544977.17,934544977.17,176000000.00,197000000.00,159000000.00,202544977.17,200000000.00
Nov 07 2026,TIA,934361415.53,934361415.53,176000000.00,197000000.00,159000000.00,202361415.53,200000000.00
Nov 05 2026,TIA,933994292.24,933994292.24,176000000.00,197000000.00,159000000.00,201994292.24,200000000.00
Nov 04 2026,TIA,933810730.59,933810730.59,176000000.00,197000000.00,159000000.00,201810730.59,200000000.00
Nov 02 2026,TIA,933443607.31,933443607.31,176000000.00,197000000.00,159000000.00,201443607.31,200000000.00
Oct 31 2026,TIA,933076484.02,933076484.02,176000000.00,197000000.00,159000000.00,201076484.02,200000000.00
Oct 30 2026,TIA,932892922.37,932892922.37,176000000.00,197000000.00,159000000.00,200892922.37,200000000.00
Oct 28 2026,TIA,932108502.28,932108502.28,175582703.20,197000000.00,159000000.00,200525799.09,200000000.00
Oct 26 2026,TIA,931418310.50,931418310.50,175259634.70,197000000.00,159000000.00,200158675.80,200000000.00
Oct 25 2026,TIA,931073214.61,931073214.61,175098100.46,197000000.00,159000000.00,199975114.16,200000000.00
Oct 23 2026,TIA,930383022.83,930383022.83,174775031.96,197000000.00,159000000.00,199607990.87,200000000.00
Oct 21 2026,TIA,929692831.05,929692831.05,174451963.47,197000000.00,159000000.00,199240867.58,200000000.00
Oct 20 2026,TIA,929347735.16,929347735.16,174290429.22,197000000.00,159000000.00,199057305.94,200000000.00
Oct 18 2026,TIA,928657543.38,928657543.38,173967360.73,197000000.00,159000000.00,198690182.65,200000000.00
Oct 16 2026,TIA,927967351.60,927967351.60,173644292.24,197000000.00,159000000.00,198323059.36,200000000.00
Oct 15 2026,TIA,927622255.71,927622255.71,173482757.99,197000000.00,159000000.00,198139497.72,200000000.00
Oct 13 2026,TIA,926932063.93,926932063.93,173159689.50,197000000.00,159000000.00,197772374.43,200000000.00
Oct 12 2026,TIA,926586968.04,926586968.04,172998155.25,197000000.00,159000000.00,197588812.79,200000000.00
Oct 10 2026,TIA,925896776.26,925896776.26,172675086.76,197000000.00,159000000.00,197221689.50,200000000.00
Oct 08 2026,TIA,925206584.47,925206584.47,172352018.26,197000000.00,159000000.00,196854566.21,200000000.00
Oct 07 2026,TIA,924861488.58,924861488.58,172190484.02,197000000.00,159000000.00,196671004.57,200000000.00
Oct 05 2026,TIA,924171296.80,924171296.80,171867415.53,197000000.00,159000000.00,196303881.28,200000000.00
Oct 03 2026,TIA,923481105.02,923481105.02,171544347.03,197000000.00,159000000.00,195936757.99,200000000.00
Oct 02 2026,TIA,923136009.13,923136009.13,171382812.79,197000000.00,159000000.00,195753196.35,200000000.00
