Date,Symbol,Available Supply,Unlocked Supply,AAVE Ecosystem Reserve,LEND to AAVE Migrator
Apr 17 2021,AAVE,0,13137867.14,137867.14,13000000.00
Apr 14 2021,AAVE,0,13134195.11,134195.11,13000000.00
Apr 11 2021,AAVE,0,13130523.08,130523.08,13000000.00
Apr 08 2021,AAVE,0,13126851.05,126851.05,13000000.00
Apr 05 2021,AAVE,0,13123179.02,123179.02,13000000.00
Apr 02 2021,AAVE,0,13119506.99,119506.99,13000000.00
Mar 30 2021,AAVE,0,13115834.96,115834.96,13000000.00
Mar 27 2021,AAVE,0,13112162.93,112162.93,13000000.00
Mar 24 2021,AAVE,0,13108490.90,108490.90,13000000.00
Mar 21 2021,AAVE,0,13104818.87,104818.87,13000000.00
Mar 18 2021,AAVE,0,13101146.83,101146.83,13000000.00
Mar 15 2021,AAVE,0,13097474.80,97474.80,13000000.00
Mar 12 2021,AAVE,0,13093802.77,93802.77,13000000.00
Mar 09 2021,AAVE,0,13090130.74,90130.74,13000000.00
Mar 06 2021,AAVE,0,13086458.71,86458.71,13000000.00
Mar 03 2021,AAVE,0,13082786.68,82786.68,13000000.00
Feb 28 2021,AAVE,0,13079114.65,79114.65,13000000.00
Feb 25 2021,AAVE,0,13075442.62,75442.62,13000000.00
Feb 22 2021,AAVE,0,13071770.59,71770.59,13000000.00
Feb 20 2021,AAVE,0,13069322.57,69322.57,13000000.00
Feb 17 2021,AAVE,0,13065650.54,65650.54,13000000.00
Feb 14 2021,AAVE,0,13061978.50,61978.50,13000000.00
Feb 11 2021,AAVE,0,13058306.47,58306.47,13000000.00
Feb 08 2021,AAVE,0,13055879.79,55879.79,13000000.00
Feb 05 2021,AAVE,0,13054229.79,54229.79,13000000.00
Feb 02 2021,AAVE,0,13052579.79,52579.79,13000000.00
Jan 30 2021,AAVE,0,13050929.79,50929.79,13000000.00
Jan 27 2021,AAVE,0,13049279.79,49279.79,13000000.00
Jan 24 2021,AAVE,0,13047629.79,47629.79,13000000.00
Jan 21 2021,AAVE,0,13045979.79,45979.79,13000000.00
Jan 18 2021,AAVE,0,13044329.79,44329.79,13000000.00
Jan 15 2021,AAVE,0,13042679.79,42679.79,13000000.00
Jan 12 2021,AAVE,0,13041029.79,41029.79,13000000.00
Jan 09 2021,AAVE,0,13039656.94,39656.94,13000000.00
Jan 06 2021,AAVE,0,13038456.95,38456.95,13000000.00
Jan 03 2021,AAVE,0,13037256.96,37256.96,13000000.00
Dec 31 2020,AAVE,0,13036056.97,36056.97,13000000.00
Dec 28 2020,AAVE,0,13034856.98,34856.98,13000000.00
Dec 26 2020,AAVE,0,13034056.99,34056.99,13000000.00
Dec 23 2020,AAVE,0,13032857.00,32857.00,13000000.00
Dec 20 2020,AAVE,0,13031657.01,31657.01,13000000.00
Dec 17 2020,AAVE,0,13030457.01,30457.01,13000000.00
Dec 14 2020,AAVE,0,13029257.02,29257.02,13000000.00
Dec 11 2020,AAVE,0,13028057.03,28057.03,13000000.00
Dec 08 2020,AAVE,0,13026857.04,26857.04,13000000.00
Dec 05 2020,AAVE,0,13025657.05,25657.05,13000000.00
Dec 02 2020,AAVE,0,13024457.06,24457.06,13000000.00
Nov 29 2020,AAVE,0,13023257.07,23257.07,13000000.00
Nov 26 2020,AAVE,0,13022057.08,22057.08,13000000.00
Nov 23 2020,AAVE,0,13020857.09,20857.09,13000000.00
Nov 20 2020,AAVE,0,13019657.10,19657.10,13000000.00
Nov 17 2020,AAVE,0,13018457.11,18457.11,13000000.00
Nov 14 2020,AAVE,0,13017257.12,17257.12,13000000.00
Nov 11 2020,AAVE,0,13016057.13,16057.13,13000000.00
Nov 08 2020,AAVE,0,13014857.14,14857.14,13000000.00
Nov 05 2020,AAVE,0,13013657.15,13657.15,13000000.00
Nov 02 2020,AAVE,0,13012457.16,12457.16,13000000.00
Oct 30 2020,AAVE,0,13011257.17,11257.17,13000000.00
Oct 28 2020,AAVE,0,13010457.18,10457.18,13000000.00
Oct 25 2020,AAVE,0,13009257.18,9257.18,13000000.00
Oct 22 2020,AAVE,0,13008057.19,8057.19,13000000.00
Oct 19 2020,AAVE,0,13006857.20,6857.20,13000000.00
Oct 16 2020,AAVE,0,13005657.21,5657.21,13000000.00
Oct 13 2020,AAVE,0,13004457.22,4457.22,13000000.00
Oct 10 2020,AAVE,0,13003257.23,3257.23,13000000.00
Oct 07 2020,AAVE,0,13002057.24,2057.24,13000000.00
Oct 04 2020,AAVE,0,13000857.25,857.25,13000000.00
Oct 01 2020,AAVE,0.00,0.00,0,0
