Date,Symbol,Available Supply,Unlocked Supply,Team/Investor/VC,Community Incentives
Mar 13 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Mar 11 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Mar 09 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Mar 07 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Mar 04 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Mar 02 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 28 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 26 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 24 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 22 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 20 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 17 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 15 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 13 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 11 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 09 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 07 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 05 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Feb 03 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 31 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 29 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 27 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 25 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 23 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 21 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 19 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 16 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 14 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 12 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 10 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 08 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 06 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 04 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Jan 01 2026,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 30 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 28 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 26 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 24 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 22 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 20 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 18 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 15 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 13 2025,1INCH,1388063436.77,1388063436.77,1290563436.77,97500000.00
Dec 11 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Dec 09 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Dec 07 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Dec 05 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Dec 03 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 30 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 28 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 26 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 24 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 22 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 20 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 18 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 15 2025,1INCH,1388048436.77,1388048436.77,1290548436.77,97500000.00
Nov 13 2025,1INCH,1388027007.77,1388027007.77,1290527007.77,97500000.00
Nov 11 2025,1INCH,1388027007.77,1388027007.77,1290527007.77,97500000.00
Nov 09 2025,1INCH,1388027007.77,1388027007.77,1290527007.77,97500000.00
Nov 07 2025,1INCH,1388012007.77,1388012007.77,1290512007.77,97500000.00
Nov 05 2025,1INCH,1388012007.77,1388012007.77,1290512007.77,97500000.00
Nov 03 2025,1INCH,1388012007.77,1388012007.77,1290512007.77,97500000.00
Nov 01 2025,1INCH,1387997007.77,1387997007.77,1290497007.77,97500000.00
Oct 29 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 27 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 25 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 23 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 21 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 19 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 17 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 14 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 12 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 10 2025,1INCH,1387896292.77,1387896292.77,1290396292.77,97500000.00
Oct 08 2025,1INCH,1387682006.77,1387682006.77,1290182006.77,97500000.00
Oct 06 2025,1INCH,1387682006.77,1387682006.77,1290182006.77,97500000.00
Oct 04 2025,1INCH,1387682006.77,1387682006.77,1290182006.77,97500000.00
Oct 02 2025,1INCH,1387682006.77,1387682006.77,1290182006.77,97500000.00
Sep 29 2025,1INCH,1387667006.77,1387667006.77,1290167006.77,97500000.00
Sep 27 2025,1INCH,1387667006.77,1387667006.77,1290167006.77,97500000.00
Sep 25 2025,1INCH,1387667006.77,1387667006.77,1290167006.77,97500000.00
Sep 23 2025,1INCH,1387667006.77,1387667006.77,1290167006.77,97500000.00
Sep 21 2025,1INCH,1387667006.77,1387667006.77,1290167006.77,97500000.00
Sep 19 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 17 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 10 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 08 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 06 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 04 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Sep 02 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 31 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 28 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 26 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 24 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 22 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 20 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 18 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 16 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 13 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 11 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 09 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 07 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 05 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 03 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Aug 01 2025,1INCH,1387613434.77,1387613434.77,1290113434.77,97500000.00
Jul 29 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 27 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 25 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 23 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 21 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 19 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 17 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 15 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 12 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 10 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 08 2025,1INCH,1387598434.77,1387598434.77,1290098434.77,97500000.00
Jul 06 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jul 04 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jul 02 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 30 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 27 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 25 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 23 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 21 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 19 2025,1INCH,1387566291.77,1387566291.77,1290066291.77,97500000.00
Jun 17 2025,1INCH,1387551291.77,1387551291.77,1290051291.77,97500000.00
Jun 15 2025,1INCH,1387551291.77,1387551291.77,1290051291.77,97500000.00
Jun 12 2025,1INCH,1387536291.77,1387536291.77,1290036291.77,97500000.00
Jun 10 2025,1INCH,1387536291.77,1387536291.77,1290036291.77,97500000.00
Jun 08 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
Jun 06 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
Jun 04 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
Jun 02 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
May 31 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
May 29 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
May 26 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
May 24 2025,1INCH,1387514862.77,1387514862.77,1290014862.77,97500000.00
May 22 2025,1INCH,1387493433.77,1387493433.77,1289993433.77,97500000.00
May 20 2025,1INCH,1387493433.77,1387493433.77,1289993433.77,97500000.00
May 18 2025,1INCH,1387493433.77,1387493433.77,1289993433.77,97500000.00
May 16 2025,1INCH,1387472004.77,1387472004.77,1289972004.77,97500000.00
May 14 2025,1INCH,1387472004.77,1387472004.77,1289972004.77,97500000.00
May 11 2025,1INCH,1387472004.77,1387472004.77,1289972004.77,97500000.00
May 09 2025,1INCH,1387435575.77,1387435575.77,1289935575.77,97500000.00
May 07 2025,1INCH,1387435575.77,1387435575.77,1289935575.77,97500000.00
May 05 2025,1INCH,1387435575.77,1387435575.77,1289935575.77,97500000.00
May 03 2025,1INCH,1387399146.77,1387399146.77,1289899146.77,97500000.00
May 01 2025,1INCH,1387345574.77,1387345574.77,1289845574.77,97500000.00
Apr 29 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 26 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 24 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 22 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 20 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 18 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 16 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 14 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 12 2025,1INCH,1387255573.77,1387255573.77,1289755573.77,97500000.00
Apr 09 2025,1INCH,1387009144.77,1387009144.77,1289509144.77,97500000.00
Apr 07 2025,1INCH,1387009144.77,1387009144.77,1289509144.77,97500000.00
Apr 05 2025,1INCH,1387009144.77,1387009144.77,1289509144.77,97500000.00
Apr 03 2025,1INCH,1386722001.97,1386722001.97,1289222001.97,97500000.00
Apr 01 2025,1INCH,1386722001.97,1386722001.97,1289222001.97,97500000.00
Mar 30 2025,1INCH,1386707001.97,1386707001.97,1289207001.97,97500000.00
Mar 28 2025,1INCH,1386707001.97,1386707001.97,1289207001.97,97500000.00
Mar 25 2025,1INCH,1386707001.97,1386707001.97,1289207001.97,97500000.00
Mar 23 2025,1INCH,1386707001.97,1386707001.97,1289207001.97,97500000.00
Mar 21 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 19 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 17 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 15 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 13 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 10 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 08 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 06 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 04 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Mar 02 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Feb 28 2025,1INCH,1386653429.97,1386653429.97,1289153429.97,97500000.00
Feb 26 2025,1INCH,1386589143.97,1386589143.97,1289089143.97,97500000.00
Feb 23 2025,1INCH,1386589143.97,1386589143.97,1289089143.97,97500000.00
Feb 21 2025,1INCH,1386589143.97,1386589143.97,1289089143.97,97500000.00
Feb 19 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 17 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 15 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 13 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 11 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 09 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 06 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 04 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Feb 02 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Jan 31 2025,1INCH,1386314857.97,1386314857.97,1288814857.97,97500000.00
Jan 29 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 27 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 25 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 22 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 20 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 18 2025,1INCH,1386235571.97,1386235571.97,1288735571.97,97500000.00
Jan 16 2025,1INCH,1385871286.37,1385871286.37,1288371286.37,97500000.00
Jan 14 2025,1INCH,1385871286.37,1385871286.37,1288371286.37,97500000.00
Jan 12 2025,1INCH,1385871286.37,1385871286.37,1288371286.37,97500000.00
Jan 10 2025,1INCH,1385871286.37,1385871286.37,1288371286.37,97500000.00
Jan 07 2025,1INCH,1385871286.37,1385871286.37,1288371286.37,97500000.00
Jan 05 2025,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Jan 03 2025,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Jan 01 2025,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Dec 30 2024,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Dec 28 2024,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Dec 26 2024,1INCH,1385839143.37,1385839143.37,1288339143.37,97500000.00
Dec 24 2024,1INCH,1385774857.37,1385774857.37,1288274857.37,97500000.00
Dec 21 2024,1INCH,1385774857.37,1385774857.37,1288274857.37,97500000.00
Dec 19 2024,1INCH,1385774857.37,1385774857.37,1288274857.37,97500000.00
Dec 17 2024,1INCH,1385759857.37,1385759857.37,1288259857.37,97500000.00
Dec 15 2024,1INCH,1385759857.37,1385759857.37,1288259857.37,97500000.00
Dec 13 2024,1INCH,1385759857.37,1385759857.37,1288259857.37,97500000.00
Dec 11 2024,1INCH,1385744857.37,1385744857.37,1288244857.37,97500000.00
Dec 09 2024,1INCH,1385744857.37,1385744857.37,1288244857.37,97500000.00
Dec 06 2024,1INCH,1385723428.37,1385723428.37,1288223428.37,97500000.00
Dec 04 2024,1INCH,1385723428.37,1385723428.37,1288223428.37,97500000.00
Dec 02 2024,1INCH,1385723428.37,1385723428.37,1288223428.37,97500000.00
Nov 30 2024,1INCH,1385723428.37,1385723428.37,1288223428.37,97500000.00
Nov 28 2024,1INCH,1286982391.77,1286982391.77,1189482391.77,97500000.00
Nov 26 2024,1INCH,1286982391.77,1286982391.77,1189482391.77,97500000.00
Nov 24 2024,1INCH,1286982391.77,1286982391.77,1189482391.77,97500000.00
Nov 21 2024,1INCH,1286982391.77,1286982391.77,1189482391.77,97500000.00
Nov 19 2024,1INCH,1286960962.77,1286960962.77,1189460962.77,97500000.00
Nov 17 2024,1INCH,1286960962.77,1286960962.77,1189460962.77,97500000.00
Nov 13 2024,1INCH,1286939533.77,1286939533.77,1189439533.77,97500000.00
Nov 13 2024,1INCH,1286939533.77,1286939533.77,1189439533.77,97500000.00
Nov 11 2024,1INCH,1286939533.77,1286939533.77,1189439533.77,97500000.00
Nov 09 2024,1INCH,1286939533.77,1286939533.77,1189439533.77,97500000.00
Nov 07 2024,1INCH,1286903104.77,1286903104.77,1189403104.77,97500000.00
Nov 04 2024,1INCH,1286903104.77,1286903104.77,1189403104.77,97500000.00
Nov 02 2024,1INCH,1286866675.77,1286866675.77,1189366675.77,97500000.00
Oct 31 2024,1INCH,1286866675.77,1286866675.77,1189366675.77,97500000.00
Oct 29 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 27 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 25 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 23 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 20 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 18 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 16 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 14 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 12 2024,1INCH,1286723102.77,1286723102.77,1189223102.77,97500000.00
Oct 10 2024,1INCH,1286690959.77,1286690959.77,1189190959.77,97500000.00
Oct 08 2024,1INCH,1286476673.77,1286476673.77,1188976673.77,97500000.00
Oct 05 2024,1INCH,1286476673.77,1286476673.77,1188976673.77,97500000.00
Oct 03 2024,1INCH,1286189530.97,1286189530.97,1188689530.97,97500000.00
Oct 01 2024,1INCH,1286189530.97,1286189530.97,1188689530.97,97500000.00
Sep 29 2024,1INCH,1286174530.97,1286174530.97,1188674530.97,97500000.00
Sep 27 2024,1INCH,1286174530.97,1286174530.97,1188674530.97,97500000.00
Sep 25 2024,1INCH,1286174530.97,1286174530.97,1188674530.97,97500000.00
Sep 23 2024,1INCH,1286174530.97,1286174530.97,1188674530.97,97500000.00
Sep 20 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 18 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 16 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 14 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 12 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 10 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 08 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 06 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 03 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Sep 01 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Aug 30 2024,1INCH,1286120958.97,1286120958.97,1188620958.97,97500000.00
Aug 28 2024,1INCH,1286056672.97,1286056672.97,1188556672.97,97500000.00
Aug 26 2024,1INCH,1286056672.97,1286056672.97,1188556672.97,97500000.00
Aug 24 2024,1INCH,1286056672.97,1286056672.97,1188556672.97,97500000.00
Aug 22 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 19 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 17 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 15 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 13 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 11 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 09 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 07 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 04 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Aug 02 2024,1INCH,1285782386.97,1285782386.97,1188282386.97,97500000.00
Jul 31 2024,1INCH,1285718100.97,1285718100.97,1188218100.97,97500000.00
Jul 29 2024,1INCH,1285703100.97,1285703100.97,1188203100.97,97500000.00
Jul 27 2024,1INCH,1285703100.97,1285703100.97,1188203100.97,97500000.00
Jul 25 2024,1INCH,1285703100.97,1285703100.97,1188203100.97,97500000.00
Jul 23 2024,1INCH,1285703100.97,1285703100.97,1188203100.97,97500000.00
Jul 21 2024,1INCH,1285703100.97,1285703100.97,1188203100.97,97500000.00
Jul 18 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 16 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 14 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 12 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 10 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 08 2024,1INCH,1285338815.37,1285338815.37,1187838815.37,97500000.00
Jul 06 2024,1INCH,1285306672.37,1285306672.37,1187806672.37,97500000.00
Jul 03 2024,1INCH,1285306672.37,1285306672.37,1187806672.37,97500000.00
Jul 01 2024,1INCH,1285306672.37,1285306672.37,1187806672.37,97500000.00
Jun 29 2024,1INCH,1285306672.37,1285306672.37,1187806672.37,97500000.00
Jun 27 2024,1INCH,1285306672.37,1285306672.37,1187806672.37,97500000.00
Jun 25 2024,1INCH,1285242386.37,1285242386.37,1187742386.37,97500000.00
Jun 23 2024,1INCH,1285242386.37,1285242386.37,1187742386.37,97500000.00
Jun 21 2024,1INCH,1285242386.37,1285242386.37,1187742386.37,97500000.00
Jun 18 2024,1INCH,1285227386.37,1285227386.37,1187727386.37,97500000.00
Jun 16 2024,1INCH,1285227386.37,1285227386.37,1187727386.37,97500000.00
Jun 14 2024,1INCH,1285227386.37,1285227386.37,1187727386.37,97500000.00
Jun 12 2024,1INCH,1285212386.37,1285212386.37,1187712386.37,97500000.00
Jun 10 2024,1INCH,1285212386.37,1285212386.37,1187712386.37,97500000.00
Jun 08 2024,1INCH,1285190957.37,1285190957.37,1187690957.37,97500000.00
Jun 06 2024,1INCH,1285190957.37,1285190957.37,1187690957.37,97500000.00
Jun 04 2024,1INCH,1285190957.37,1285190957.37,1187690957.37,97500000.00
Jun 01 2024,1INCH,1285190957.37,1285190957.37,1187690957.37,97500000.00
May 30 2024,1INCH,1186449920.77,1186449920.77,1088949920.77,97500000.00
May 28 2024,1INCH,1186449920.77,1186449920.77,1088949920.77,97500000.00
May 26 2024,1INCH,1186449920.77,1186449920.77,1088949920.77,97500000.00
May 24 2024,1INCH,1186449920.77,1186449920.77,1088949920.77,97500000.00
May 22 2024,1INCH,1186428491.77,1186428491.77,1088928491.77,97500000.00
May 20 2024,1INCH,1186428491.77,1186428491.77,1088928491.77,97500000.00
May 17 2024,1INCH,1186428491.77,1186428491.77,1088928491.77,97500000.00
May 15 2024,1INCH,1186407062.77,1186407062.77,1088907062.77,97500000.00
May 13 2024,1INCH,1186407062.77,1186407062.77,1088907062.77,97500000.00
May 11 2024,1INCH,1186407062.77,1186407062.77,1088907062.77,97500000.00
May 09 2024,1INCH,1186370633.77,1186370633.77,1088870633.77,97500000.00
May 07 2024,1INCH,1186370633.77,1186370633.77,1088870633.77,97500000.00
May 05 2024,1INCH,1186370633.77,1186370633.77,1088870633.77,97500000.00
May 02 2024,1INCH,1186334204.77,1186334204.77,1088834204.77,97500000.00
Apr 30 2024,1INCH,1186212060.77,1186212060.77,1088712060.77,97500000.00
Apr 28 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 26 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 24 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 22 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 20 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 17 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 15 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 13 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 11 2024,1INCH,1186190631.77,1186190631.77,1088690631.77,97500000.00
Apr 09 2024,1INCH,1185944202.77,1185944202.77,1088444202.77,97500000.00
Apr 07 2024,1INCH,1185944202.77,1185944202.77,1088444202.77,97500000.00
Apr 05 2024,1INCH,1185944202.77,1185944202.77,1088444202.77,97500000.00
Apr 03 2024,1INCH,1185657059.97,1185657059.97,1088157059.97,97500000.00
Mar 31 2024,1INCH,1185657059.97,1185657059.97,1088157059.97,97500000.00
Mar 29 2024,1INCH,0,1185642059.97,1088142059.97,97500000.00
Mar 27 2024,1INCH,0,1185642059.97,1088142059.97,97500000.00
Mar 25 2024,1INCH,0,1185642059.97,1088142059.97,97500000.00
Mar 23 2024,1INCH,0,1185642059.97,1088142059.97,97500000.00
Mar 21 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 19 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 16 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 14 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 12 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 10 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
Mar 08 2024,1INCH,0,1185588487.97,1088088487.97,97500000.00
