Date,Symbol,Available Supply,Unlocked Supply,Community,Mina Foundation,O(1) Labs,Backers,Core Contributors
May 30 2028,MINA,987200000.00,987200000.00,423000000.00,48000000.00,75000000.00,205200000.00,236000000.00
May 27 2028,MINA,987019178.08,987019178.08,422819178.08,48000000.00,75000000.00,205200000.00,236000000.00
May 24 2028,MINA,986838356.16,986838356.16,422638356.16,48000000.00,75000000.00,205200000.00,236000000.00
May 21 2028,MINA,986657534.25,986657534.25,422457534.25,48000000.00,75000000.00,205200000.00,236000000.00
May 18 2028,MINA,986476712.33,986476712.33,422276712.33,48000000.00,75000000.00,205200000.00,236000000.00
May 15 2028,MINA,986295890.41,986295890.41,422095890.41,48000000.00,75000000.00,205200000.00,236000000.00
May 12 2028,MINA,986115068.49,986115068.49,421915068.49,48000000.00,75000000.00,205200000.00,236000000.00
May 09 2028,MINA,985934246.58,985934246.58,421734246.58,48000000.00,75000000.00,205200000.00,236000000.00
May 06 2028,MINA,985753424.66,985753424.66,421553424.66,48000000.00,75000000.00,205200000.00,236000000.00
May 03 2028,MINA,985572602.74,985572602.74,421372602.74,48000000.00,75000000.00,205200000.00,236000000.00
May 01 2028,MINA,985452054.79,985452054.79,421252054.79,48000000.00,75000000.00,205200000.00,236000000.00
Apr 28 2028,MINA,985271232.88,985271232.88,421071232.88,48000000.00,75000000.00,205200000.00,236000000.00
Apr 25 2028,MINA,985090410.96,985090410.96,420890410.96,48000000.00,75000000.00,205200000.00,236000000.00
Apr 22 2028,MINA,984909589.04,984909589.04,420709589.04,48000000.00,75000000.00,205200000.00,236000000.00
Apr 19 2028,MINA,984728767.12,984728767.12,420528767.12,48000000.00,75000000.00,205200000.00,236000000.00
Apr 16 2028,MINA,984547945.21,984547945.21,420347945.21,48000000.00,75000000.00,205200000.00,236000000.00
Apr 13 2028,MINA,984367123.29,984367123.29,420167123.29,48000000.00,75000000.00,205200000.00,236000000.00
Apr 10 2028,MINA,984186301.37,984186301.37,419986301.37,48000000.00,75000000.00,205200000.00,236000000.00
Apr 07 2028,MINA,984005479.45,984005479.45,419805479.45,48000000.00,75000000.00,205200000.00,236000000.00
Apr 04 2028,MINA,983824657.53,983824657.53,419624657.53,48000000.00,75000000.00,205200000.00,236000000.00
Apr 01 2028,MINA,983643835.62,983643835.62,419443835.62,48000000.00,75000000.00,205200000.00,236000000.00
Mar 29 2028,MINA,983463013.70,983463013.70,419263013.70,48000000.00,75000000.00,205200000.00,236000000.00
Mar 26 2028,MINA,983282191.78,983282191.78,419082191.78,48000000.00,75000000.00,205200000.00,236000000.00
Mar 23 2028,MINA,983101369.86,983101369.86,418901369.86,48000000.00,75000000.00,205200000.00,236000000.00
Mar 20 2028,MINA,982920547.95,982920547.95,418720547.95,48000000.00,75000000.00,205200000.00,236000000.00
Mar 17 2028,MINA,982739726.03,982739726.03,418539726.03,48000000.00,75000000.00,205200000.00,236000000.00
Mar 14 2028,MINA,982558904.11,982558904.11,418358904.11,48000000.00,75000000.00,205200000.00,236000000.00
Mar 11 2028,MINA,982378082.19,982378082.19,418178082.19,48000000.00,75000000.00,205200000.00,236000000.00
Mar 09 2028,MINA,982257534.25,982257534.25,418057534.25,48000000.00,75000000.00,205200000.00,236000000.00
Mar 06 2028,MINA,982076712.33,982076712.33,417876712.33,48000000.00,75000000.00,205200000.00,236000000.00
Mar 03 2028,MINA,981895890.41,981895890.41,417695890.41,48000000.00,75000000.00,205200000.00,236000000.00
Feb 29 2028,MINA,981715068.49,981715068.49,417515068.49,48000000.00,75000000.00,205200000.00,236000000.00
Feb 26 2028,MINA,981534246.58,981534246.58,417334246.58,48000000.00,75000000.00,205200000.00,236000000.00
Feb 23 2028,MINA,981353424.66,981353424.66,417153424.66,48000000.00,75000000.00,205200000.00,236000000.00
Feb 20 2028,MINA,981172602.74,981172602.74,416972602.74,48000000.00,75000000.00,205200000.00,236000000.00
Feb 17 2028,MINA,980991780.82,980991780.82,416791780.82,48000000.00,75000000.00,205200000.00,236000000.00
Feb 14 2028,MINA,980810958.90,980810958.90,416610958.90,48000000.00,75000000.00,205200000.00,236000000.00
Feb 11 2028,MINA,980630136.99,980630136.99,416430136.99,48000000.00,75000000.00,205200000.00,236000000.00
Feb 08 2028,MINA,980449315.07,980449315.07,416249315.07,48000000.00,75000000.00,205200000.00,236000000.00
Feb 05 2028,MINA,980268493.15,980268493.15,416068493.15,48000000.00,75000000.00,205200000.00,236000000.00
Feb 02 2028,MINA,980087671.23,980087671.23,415887671.23,48000000.00,75000000.00,205200000.00,236000000.00
Jan 30 2028,MINA,979906849.32,979906849.32,415706849.32,48000000.00,75000000.00,205200000.00,236000000.00
Jan 27 2028,MINA,979726027.40,979726027.40,415526027.40,48000000.00,75000000.00,205200000.00,236000000.00
Jan 24 2028,MINA,979545205.48,979545205.48,415345205.48,48000000.00,75000000.00,205200000.00,236000000.00
Jan 21 2028,MINA,979364383.56,979364383.56,415164383.56,48000000.00,75000000.00,205200000.00,236000000.00
Jan 18 2028,MINA,979183561.64,979183561.64,414983561.64,48000000.00,75000000.00,205200000.00,236000000.00
Jan 15 2028,MINA,979002739.73,979002739.73,414802739.73,48000000.00,75000000.00,205200000.00,236000000.00
Jan 13 2028,MINA,978882191.78,978882191.78,414682191.78,48000000.00,75000000.00,205200000.00,236000000.00
Jan 10 2028,MINA,978701369.86,978701369.86,414501369.86,48000000.00,75000000.00,205200000.00,236000000.00
Jan 07 2028,MINA,978520547.95,978520547.95,414320547.95,48000000.00,75000000.00,205200000.00,236000000.00
Jan 04 2028,MINA,978339726.03,978339726.03,414139726.03,48000000.00,75000000.00,205200000.00,236000000.00
Jan 01 2028,MINA,978158904.11,978158904.11,413958904.11,48000000.00,75000000.00,205200000.00,236000000.00
Dec 29 2027,MINA,977978082.19,977978082.19,413778082.19,48000000.00,75000000.00,205200000.00,236000000.00
Dec 26 2027,MINA,977797260.27,977797260.27,413597260.27,48000000.00,75000000.00,205200000.00,236000000.00
Dec 23 2027,MINA,977616438.36,977616438.36,413416438.36,48000000.00,75000000.00,205200000.00,236000000.00
Dec 20 2027,MINA,977435616.44,977435616.44,413235616.44,48000000.00,75000000.00,205200000.00,236000000.00
Dec 17 2027,MINA,977254794.52,977254794.52,413054794.52,48000000.00,75000000.00,205200000.00,236000000.00
Dec 14 2027,MINA,977073972.60,977073972.60,412873972.60,48000000.00,75000000.00,205200000.00,236000000.00
Dec 11 2027,MINA,976893150.68,976893150.68,412693150.68,48000000.00,75000000.00,205200000.00,236000000.00
Dec 08 2027,MINA,976712328.77,976712328.77,412512328.77,48000000.00,75000000.00,205200000.00,236000000.00
Dec 05 2027,MINA,976531506.85,976531506.85,412331506.85,48000000.00,75000000.00,205200000.00,236000000.00
Dec 02 2027,MINA,976350684.93,976350684.93,412150684.93,48000000.00,75000000.00,205200000.00,236000000.00
Nov 29 2027,MINA,976169863.01,976169863.01,411969863.01,48000000.00,75000000.00,205200000.00,236000000.00
Nov 26 2027,MINA,975989041.10,975989041.10,411789041.10,48000000.00,75000000.00,205200000.00,236000000.00
Nov 23 2027,MINA,975808219.18,975808219.18,411608219.18,48000000.00,75000000.00,205200000.00,236000000.00
Nov 21 2027,MINA,975687671.23,975687671.23,411487671.23,48000000.00,75000000.00,205200000.00,236000000.00
Nov 18 2027,MINA,975506849.32,975506849.32,411306849.32,48000000.00,75000000.00,205200000.00,236000000.00
Nov 15 2027,MINA,975326027.40,975326027.40,411126027.40,48000000.00,75000000.00,205200000.00,236000000.00
Nov 12 2027,MINA,975145205.48,975145205.48,410945205.48,48000000.00,75000000.00,205200000.00,236000000.00
Nov 09 2027,MINA,974964383.56,974964383.56,410764383.56,48000000.00,75000000.00,205200000.00,236000000.00
Nov 06 2027,MINA,974783561.64,974783561.64,410583561.64,48000000.00,75000000.00,205200000.00,236000000.00
Nov 03 2027,MINA,974602739.73,974602739.73,410402739.73,48000000.00,75000000.00,205200000.00,236000000.00
Oct 31 2027,MINA,974421917.81,974421917.81,410221917.81,48000000.00,75000000.00,205200000.00,236000000.00
Oct 28 2027,MINA,974241095.89,974241095.89,410041095.89,48000000.00,75000000.00,205200000.00,236000000.00
Oct 25 2027,MINA,974060273.97,974060273.97,409860273.97,48000000.00,75000000.00,205200000.00,236000000.00
Oct 22 2027,MINA,973879452.05,973879452.05,409679452.05,48000000.00,75000000.00,205200000.00,236000000.00
Oct 19 2027,MINA,973698630.14,973698630.14,409498630.14,48000000.00,75000000.00,205200000.00,236000000.00
Oct 16 2027,MINA,973517808.22,973517808.22,409317808.22,48000000.00,75000000.00,205200000.00,236000000.00
Oct 13 2027,MINA,973336986.30,973336986.30,409136986.30,48000000.00,75000000.00,205200000.00,236000000.00
Oct 10 2027,MINA,973156164.38,973156164.38,408956164.38,48000000.00,75000000.00,205200000.00,236000000.00
Oct 07 2027,MINA,972975342.47,972975342.47,408775342.47,48000000.00,75000000.00,205200000.00,236000000.00
Oct 04 2027,MINA,972794520.55,972794520.55,408594520.55,48000000.00,75000000.00,205200000.00,236000000.00
Oct 01 2027,MINA,972613698.63,972613698.63,408413698.63,48000000.00,75000000.00,205200000.00,236000000.00
Sep 28 2027,MINA,972432876.71,972432876.71,408232876.71,48000000.00,75000000.00,205200000.00,236000000.00
Sep 26 2027,MINA,972312328.77,972312328.77,408112328.77,48000000.00,75000000.00,205200000.00,236000000.00
Sep 23 2027,MINA,972131506.85,972131506.85,407931506.85,48000000.00,75000000.00,205200000.00,236000000.00
Sep 20 2027,MINA,971950684.93,971950684.93,407750684.93,48000000.00,75000000.00,205200000.00,236000000.00
Sep 17 2027,MINA,971769863.01,971769863.01,407569863.01,48000000.00,75000000.00,205200000.00,236000000.00
Sep 14 2027,MINA,971589041.10,971589041.10,407389041.10,48000000.00,75000000.00,205200000.00,236000000.00
Sep 11 2027,MINA,971408219.18,971408219.18,407208219.18,48000000.00,75000000.00,205200000.00,236000000.00
Sep 08 2027,MINA,971227397.26,971227397.26,407027397.26,48000000.00,75000000.00,205200000.00,236000000.00
Sep 05 2027,MINA,971046575.34,971046575.34,406846575.34,48000000.00,75000000.00,205200000.00,236000000.00
Sep 02 2027,MINA,970865753.42,970865753.42,406665753.42,48000000.00,75000000.00,205200000.00,236000000.00
Aug 30 2027,MINA,970684931.51,970684931.51,406484931.51,48000000.00,75000000.00,205200000.00,236000000.00
Aug 27 2027,MINA,970504109.59,970504109.59,406304109.59,48000000.00,75000000.00,205200000.00,236000000.00
Aug 24 2027,MINA,970323287.67,970323287.67,406123287.67,48000000.00,75000000.00,205200000.00,236000000.00
Aug 21 2027,MINA,970142465.75,970142465.75,405942465.75,48000000.00,75000000.00,205200000.00,236000000.00
Aug 18 2027,MINA,969961643.84,969961643.84,405761643.84,48000000.00,75000000.00,205200000.00,236000000.00
Aug 15 2027,MINA,969780821.92,969780821.92,405580821.92,48000000.00,75000000.00,205200000.00,236000000.00
Aug 12 2027,MINA,969600000.00,969600000.00,405400000.00,48000000.00,75000000.00,205200000.00,236000000.00
Aug 09 2027,MINA,969419178.08,969419178.08,405219178.08,48000000.00,75000000.00,205200000.00,236000000.00
Aug 06 2027,MINA,969238356.16,969238356.16,405038356.16,48000000.00,75000000.00,205200000.00,236000000.00
Aug 03 2027,MINA,969057534.25,969057534.25,404857534.25,48000000.00,75000000.00,205200000.00,236000000.00
Aug 01 2027,MINA,968936986.30,968936986.30,404736986.30,48000000.00,75000000.00,205200000.00,236000000.00
Jul 29 2027,MINA,968756164.38,968756164.38,404556164.38,48000000.00,75000000.00,205200000.00,236000000.00
Jul 26 2027,MINA,968575342.47,968575342.47,404375342.47,48000000.00,75000000.00,205200000.00,236000000.00
Jul 23 2027,MINA,968394520.55,968394520.55,404194520.55,48000000.00,75000000.00,205200000.00,236000000.00
Jul 20 2027,MINA,968213698.63,968213698.63,404013698.63,48000000.00,75000000.00,205200000.00,236000000.00
Jul 17 2027,MINA,968032876.71,968032876.71,403832876.71,48000000.00,75000000.00,205200000.00,236000000.00
Jul 14 2027,MINA,967852054.79,967852054.79,403652054.79,48000000.00,75000000.00,205200000.00,236000000.00
Jul 11 2027,MINA,967671232.88,967671232.88,403471232.88,48000000.00,75000000.00,205200000.00,236000000.00
Jul 08 2027,MINA,967490410.96,967490410.96,403290410.96,48000000.00,75000000.00,205200000.00,236000000.00
Jul 05 2027,MINA,967309589.04,967309589.04,403109589.04,48000000.00,75000000.00,205200000.00,236000000.00
Jul 02 2027,MINA,967128767.12,967128767.12,402928767.12,48000000.00,75000000.00,205200000.00,236000000.00
Jun 29 2027,MINA,966947945.21,966947945.21,402747945.21,48000000.00,75000000.00,205200000.00,236000000.00
Jun 26 2027,MINA,966767123.29,966767123.29,402567123.29,48000000.00,75000000.00,205200000.00,236000000.00
Jun 23 2027,MINA,966586301.37,966586301.37,402386301.37,48000000.00,75000000.00,205200000.00,236000000.00
Jun 20 2027,MINA,966405479.45,966405479.45,402205479.45,48000000.00,75000000.00,205200000.00,236000000.00
Jun 17 2027,MINA,966224657.53,966224657.53,402024657.53,48000000.00,75000000.00,205200000.00,236000000.00
Jun 14 2027,MINA,966043835.62,966043835.62,401843835.62,48000000.00,75000000.00,205200000.00,236000000.00
Jun 11 2027,MINA,965863013.70,965863013.70,401663013.70,48000000.00,75000000.00,205200000.00,236000000.00
Jun 09 2027,MINA,965742465.75,965742465.75,401542465.75,48000000.00,75000000.00,205200000.00,236000000.00
Jun 06 2027,MINA,965561643.84,965561643.84,401361643.84,48000000.00,75000000.00,205200000.00,236000000.00
Jun 03 2027,MINA,965380821.92,965380821.92,401180821.92,48000000.00,75000000.00,205200000.00,236000000.00
May 31 2027,MINA,965200000.00,965200000.00,401000000.00,48000000.00,75000000.00,205200000.00,236000000.00
May 28 2027,MINA,965019178.08,965019178.08,400819178.08,48000000.00,75000000.00,205200000.00,236000000.00
May 25 2027,MINA,964838356.16,964838356.16,400638356.16,48000000.00,75000000.00,205200000.00,236000000.00
May 22 2027,MINA,964657534.25,964657534.25,400457534.25,48000000.00,75000000.00,205200000.00,236000000.00
May 19 2027,MINA,964476712.33,964476712.33,400276712.33,48000000.00,75000000.00,205200000.00,236000000.00
May 16 2027,MINA,964295890.41,964295890.41,400095890.41,48000000.00,75000000.00,205200000.00,236000000.00
May 13 2027,MINA,964115068.49,964115068.49,399915068.49,48000000.00,75000000.00,205200000.00,236000000.00
May 10 2027,MINA,963934246.58,963934246.58,399734246.58,48000000.00,75000000.00,205200000.00,236000000.00
May 07 2027,MINA,963753424.66,963753424.66,399553424.66,48000000.00,75000000.00,205200000.00,236000000.00
May 04 2027,MINA,963572602.74,963572602.74,399372602.74,48000000.00,75000000.00,205200000.00,236000000.00
May 01 2027,MINA,963391780.82,963391780.82,399191780.82,48000000.00,75000000.00,205200000.00,236000000.00
Apr 28 2027,MINA,963210958.90,963210958.90,399010958.90,48000000.00,75000000.00,205200000.00,236000000.00
Apr 25 2027,MINA,963030136.99,963030136.99,398830136.99,48000000.00,75000000.00,205200000.00,236000000.00
Apr 22 2027,MINA,962849315.07,962849315.07,398649315.07,48000000.00,75000000.00,205200000.00,236000000.00
Apr 19 2027,MINA,962668493.15,962668493.15,398468493.15,48000000.00,75000000.00,205200000.00,236000000.00
Apr 16 2027,MINA,962487671.23,962487671.23,398287671.23,48000000.00,75000000.00,205200000.00,236000000.00
Apr 14 2027,MINA,962367123.29,962367123.29,398167123.29,48000000.00,75000000.00,205200000.00,236000000.00
Apr 11 2027,MINA,962186301.37,962186301.37,397986301.37,48000000.00,75000000.00,205200000.00,236000000.00
Apr 08 2027,MINA,962005479.45,962005479.45,397805479.45,48000000.00,75000000.00,205200000.00,236000000.00
Apr 05 2027,MINA,961824657.53,961824657.53,397624657.53,48000000.00,75000000.00,205200000.00,236000000.00
Apr 02 2027,MINA,961643835.62,961643835.62,397443835.62,48000000.00,75000000.00,205200000.00,236000000.00
Mar 30 2027,MINA,961463013.70,961463013.70,397263013.70,48000000.00,75000000.00,205200000.00,236000000.00
Mar 27 2027,MINA,961282191.78,961282191.78,397082191.78,48000000.00,75000000.00,205200000.00,236000000.00
Mar 24 2027,MINA,961101369.86,961101369.86,396901369.86,48000000.00,75000000.00,205200000.00,236000000.00
Mar 21 2027,MINA,960920547.95,960920547.95,396720547.95,48000000.00,75000000.00,205200000.00,236000000.00
Mar 18 2027,MINA,960739726.03,960739726.03,396539726.03,48000000.00,75000000.00,205200000.00,236000000.00
Mar 15 2027,MINA,960558904.11,960558904.11,396358904.11,48000000.00,75000000.00,205200000.00,236000000.00
Mar 12 2027,MINA,960378082.19,960378082.19,396178082.19,48000000.00,75000000.00,205200000.00,236000000.00
Mar 09 2027,MINA,960197260.27,960197260.27,395997260.27,48000000.00,75000000.00,205200000.00,236000000.00
Mar 06 2027,MINA,960016438.36,960016438.36,395816438.36,48000000.00,75000000.00,205200000.00,236000000.00
Mar 03 2027,MINA,959835616.44,959835616.44,395635616.44,48000000.00,75000000.00,205200000.00,236000000.00
Feb 28 2027,MINA,959654794.52,959654794.52,395454794.52,48000000.00,75000000.00,205200000.00,236000000.00
Feb 25 2027,MINA,959473972.60,959473972.60,395273972.60,48000000.00,75000000.00,205200000.00,236000000.00
Feb 22 2027,MINA,959293150.68,959293150.68,395093150.68,48000000.00,75000000.00,205200000.00,236000000.00
Feb 20 2027,MINA,959172602.74,959172602.74,394972602.74,48000000.00,75000000.00,205200000.00,236000000.00
Feb 17 2027,MINA,958991780.82,958991780.82,394791780.82,48000000.00,75000000.00,205200000.00,236000000.00
Feb 14 2027,MINA,958810958.90,958810958.90,394610958.90,48000000.00,75000000.00,205200000.00,236000000.00
Feb 11 2027,MINA,958630136.99,958630136.99,394430136.99,48000000.00,75000000.00,205200000.00,236000000.00
Feb 08 2027,MINA,958449315.07,958449315.07,394249315.07,48000000.00,75000000.00,205200000.00,236000000.00
Feb 05 2027,MINA,958268493.15,958268493.15,394068493.15,48000000.00,75000000.00,205200000.00,236000000.00
Feb 02 2027,MINA,958087671.23,958087671.23,393887671.23,48000000.00,75000000.00,205200000.00,236000000.00
Jan 30 2027,MINA,957906849.32,957906849.32,393706849.32,48000000.00,75000000.00,205200000.00,236000000.00
Jan 27 2027,MINA,957726027.40,957726027.40,393526027.40,48000000.00,75000000.00,205200000.00,236000000.00
Jan 24 2027,MINA,957545205.48,957545205.48,393345205.48,48000000.00,75000000.00,205200000.00,236000000.00
Jan 21 2027,MINA,957364383.56,957364383.56,393164383.56,48000000.00,75000000.00,205200000.00,236000000.00
Jan 18 2027,MINA,957183561.64,957183561.64,392983561.64,48000000.00,75000000.00,205200000.00,236000000.00
Jan 15 2027,MINA,957002739.73,957002739.73,392802739.73,48000000.00,75000000.00,205200000.00,236000000.00
