Date,Symbol,Available Supply,Unlocked Supply,Block Rewards,Interchain Foundation,Seed Contributors,Public Fund Raisers,All in Bits Inc (Tendermint Inc.),Strategic and Early Adopters
Dec 31 2030,ATOM,746827992.79,746827992.79,510629034.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 25 2030,ATOM,745699057.33,745699057.33,509500099.33,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 20 2030,ATOM,744758277.79,744758277.79,508559319.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 14 2030,ATOM,743629342.33,743629342.33,507430384.33,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 08 2030,ATOM,742500406.88,742500406.88,506301448.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 03 2030,ATOM,741559627.34,741559627.34,505360669.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 27 2030,ATOM,740430691.88,740430691.88,504231733.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 22 2030,ATOM,739489912.34,739489912.34,503290954.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 16 2030,ATOM,738360976.88,738360976.88,502162018.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 10 2030,ATOM,737232041.43,737232041.43,501033083.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 05 2030,ATOM,736291261.88,736291261.88,500092303.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 30 2030,ATOM,735162326.43,735162326.43,498963368.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 24 2030,ATOM,734033390.97,734033390.97,497834432.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 19 2030,ATOM,733092611.43,733092611.43,496893653.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 13 2030,ATOM,731963675.97,731963675.97,495764717.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 08 2030,ATOM,731022896.43,731022896.43,494823938.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 02 2030,ATOM,729893960.97,729893960.97,493695002.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 26 2030,ATOM,728765025.52,728765025.52,492566067.52,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 21 2030,ATOM,727824245.97,727824245.97,491625287.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 15 2030,ATOM,726695310.52,726695310.52,490496352.52,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 09 2030,ATOM,725566375.07,725566375.07,489367417.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 04 2030,ATOM,724625595.52,724625595.52,488426637.52,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 29 2030,ATOM,723496660.07,723496660.07,487297702.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 23 2030,ATOM,722367724.61,722367724.61,486168766.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 18 2030,ATOM,721426945.07,721426945.07,485227987.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 12 2030,ATOM,720298009.61,720298009.61,484099051.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 07 2030,ATOM,719357230.07,719357230.07,483158272.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 01 2030,ATOM,718228294.61,718228294.61,482029336.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 26 2030,ATOM,717099359.16,717099359.16,480900401.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 21 2030,ATOM,716158579.61,716158579.61,479959621.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 15 2030,ATOM,715029644.16,715029644.16,478830686.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 09 2030,ATOM,713900708.70,713900708.70,477701750.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 04 2030,ATOM,712959929.16,712959929.16,476760971.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 28 2030,ATOM,711830993.71,711830993.71,475632035.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 23 2030,ATOM,710890214.16,710890214.16,474691256.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 17 2030,ATOM,709761278.71,709761278.71,473562320.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 11 2030,ATOM,708632343.25,708632343.25,472433385.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 06 2030,ATOM,707691563.71,707691563.71,471492605.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 31 2030,ATOM,706562628.25,706562628.25,470363670.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 25 2030,ATOM,705433692.80,705433692.80,469234734.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 20 2030,ATOM,704492913.25,704492913.25,468293955.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 14 2030,ATOM,703363977.80,703363977.80,467165019.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 09 2030,ATOM,702423198.25,702423198.25,466224240.25,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 03 2030,ATOM,701294262.80,701294262.80,465095304.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 27 2030,ATOM,700165327.34,700165327.34,463966369.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 22 2030,ATOM,699224547.80,699224547.80,463025589.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 16 2030,ATOM,698095612.34,698095612.34,461896654.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 10 2030,ATOM,696966676.89,696966676.89,460767718.89,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 05 2030,ATOM,696025897.35,696025897.35,459826939.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 30 2030,ATOM,694896961.89,694896961.89,458698003.89,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 24 2030,ATOM,693846145.16,693846145.16,457647187.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 19 2030,ATOM,692980964.38,692980964.38,456782006.38,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 13 2030,ATOM,691942747.45,691942747.45,455743789.45,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 08 2030,ATOM,691077566.67,691077566.67,454878608.67,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 02 2030,ATOM,690039349.73,690039349.73,453840391.73,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 24 2030,ATOM,689001132.80,689001132.80,452802174.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 19 2030,ATOM,688135952.02,688135952.02,451936994.02,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 13 2030,ATOM,687097735.09,687097735.09,450898777.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 07 2030,ATOM,686059518.15,686059518.15,449860560.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 02 2030,ATOM,685194337.37,685194337.37,448995379.37,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 27 2030,ATOM,684156120.44,684156120.44,447957162.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 22 2030,ATOM,683290939.66,683290939.66,447091981.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 16 2030,ATOM,682252722.72,682252722.72,446053764.72,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 10 2030,ATOM,681214505.79,681214505.79,445015547.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 05 2030,ATOM,680349325.01,680349325.01,444150367.01,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 30 2029,ATOM,679311108.08,679311108.08,443112150.08,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 24 2029,ATOM,678272891.14,678272891.14,442073933.14,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 19 2029,ATOM,677407710.36,677407710.36,441208752.36,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 13 2029,ATOM,676369493.43,676369493.43,440170535.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 07 2029,ATOM,675331276.49,675331276.49,439132318.49,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 02 2029,ATOM,674466095.71,674466095.71,438267137.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 26 2029,ATOM,673427878.78,673427878.78,437228920.78,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 21 2029,ATOM,672562698.00,672562698.00,436363740.00,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 15 2029,ATOM,671524481.07,671524481.07,435325523.07,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 09 2029,ATOM,670486264.13,670486264.13,434287306.13,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 04 2029,ATOM,669621083.35,669621083.35,433422125.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 29 2029,ATOM,668582866.42,668582866.42,432383908.42,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 23 2029,ATOM,667544649.48,667544649.48,431345691.48,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 18 2029,ATOM,666679468.70,666679468.70,430480510.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 12 2029,ATOM,665641251.77,665641251.77,429442293.77,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 07 2029,ATOM,664776070.99,664776070.99,428577112.99,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 01 2029,ATOM,663737854.06,663737854.06,427538896.06,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 25 2029,ATOM,662699637.12,662699637.12,426500679.12,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 20 2029,ATOM,661834456.34,661834456.34,425635498.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 14 2029,ATOM,660796239.41,660796239.41,424597281.41,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 08 2029,ATOM,659758022.47,659758022.47,423559064.47,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 03 2029,ATOM,658892841.69,658892841.69,422693883.69,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 28 2029,ATOM,657854624.76,657854624.76,421655666.76,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 22 2029,ATOM,656816407.82,656816407.82,420617449.82,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 17 2029,ATOM,655951227.05,655951227.05,419752269.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 11 2029,ATOM,654913010.11,654913010.11,418714052.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 06 2029,ATOM,654047829.33,654047829.33,417848871.33,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 31 2029,ATOM,653009612.40,653009612.40,416810654.40,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 25 2029,ATOM,651971395.46,651971395.46,415772437.46,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 20 2029,ATOM,651106214.68,651106214.68,414907256.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 14 2029,ATOM,650067997.75,650067997.75,413869039.75,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 08 2029,ATOM,649029780.81,649029780.81,412830822.81,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 03 2029,ATOM,648164600.04,648164600.04,411965642.04,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 27 2029,ATOM,647126383.10,647126383.10,410927425.10,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 22 2029,ATOM,646261202.32,646261202.32,410062244.32,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 16 2029,ATOM,645222985.39,645222985.39,409024027.39,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 10 2029,ATOM,644184768.45,644184768.45,407985810.45,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 05 2029,ATOM,643319587.67,643319587.67,407120629.67,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 30 2029,ATOM,642281370.74,642281370.74,406082412.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 24 2029,ATOM,641243153.80,641243153.80,405044195.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 19 2029,ATOM,640377973.03,640377973.03,404179015.03,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 13 2029,ATOM,639339756.09,639339756.09,403140798.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 08 2029,ATOM,638474575.31,638474575.31,402275617.31,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 02 2029,ATOM,637436358.38,637436358.38,401237400.38,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 26 2029,ATOM,636398141.44,636398141.44,400199183.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 21 2029,ATOM,635532960.66,635532960.66,399334002.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 15 2029,ATOM,634494743.73,634494743.73,398295785.73,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 09 2029,ATOM,633456526.79,633456526.79,397257568.79,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 04 2029,ATOM,632591346.02,632591346.02,396392388.02,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 29 2029,ATOM,631581968.44,631581968.44,395383010.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 23 2029,ATOM,630611917.26,630611917.26,394412959.26,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 18 2029,ATOM,629825389.28,629825389.28,393626431.28,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 12 2029,ATOM,628881555.71,628881555.71,392682597.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 07 2029,ATOM,628095027.73,628095027.73,391896069.73,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 01 2029,ATOM,627151194.15,627151194.15,390952236.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 23 2029,ATOM,626207360.57,626207360.57,390008402.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 18 2029,ATOM,625420832.59,625420832.59,389221874.59,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 12 2029,ATOM,624476999.01,624476999.01,388278041.01,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 06 2029,ATOM,623533165.44,623533165.44,387334207.44,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 01 2029,ATOM,622746637.46,622746637.46,386547679.46,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 26 2029,ATOM,621802803.88,621802803.88,385603845.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 21 2029,ATOM,621016275.90,621016275.90,384817317.90,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 15 2029,ATOM,620072442.32,620072442.32,383873484.32,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 09 2029,ATOM,619128608.74,619128608.74,382929650.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 04 2029,ATOM,618342080.76,618342080.76,382143122.76,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 29 2028,ATOM,617398247.19,617398247.19,381199289.19,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 23 2028,ATOM,616454413.61,616454413.61,380255455.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 18 2028,ATOM,615667885.63,615667885.63,379468927.63,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 12 2028,ATOM,614724052.05,614724052.05,378525094.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 06 2028,ATOM,613780218.47,613780218.47,377581260.47,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 01 2028,ATOM,612993690.49,612993690.49,376794732.49,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 25 2028,ATOM,612049856.92,612049856.92,375850898.92,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 20 2028,ATOM,611263328.94,611263328.94,375064370.94,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 14 2028,ATOM,610319495.36,610319495.36,374120537.36,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 08 2028,ATOM,609375661.78,609375661.78,373176703.78,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 03 2028,ATOM,608589133.80,608589133.80,372390175.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 28 2028,ATOM,607645300.22,607645300.22,371446342.22,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 22 2028,ATOM,606701466.65,606701466.65,370502508.65,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 17 2028,ATOM,605914938.67,605914938.67,369715980.67,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 11 2028,ATOM,604971105.09,604971105.09,368772147.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 06 2028,ATOM,604184577.11,604184577.11,367985619.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 30 2028,ATOM,603240743.53,603240743.53,367041785.53,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 24 2028,ATOM,602296909.95,602296909.95,366097951.95,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 19 2028,ATOM,601510381.97,601510381.97,365311423.97,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 13 2028,ATOM,600566548.40,600566548.40,364367590.40,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 07 2028,ATOM,599622714.82,599622714.82,363423756.82,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 02 2028,ATOM,598836186.84,598836186.84,362637228.84,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 27 2028,ATOM,597892353.26,597892353.26,361693395.26,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 21 2028,ATOM,596948519.68,596948519.68,360749561.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 16 2028,ATOM,596161991.70,596161991.70,359963033.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 10 2028,ATOM,595218158.13,595218158.13,359019200.13,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 05 2028,ATOM,594431630.15,594431630.15,358232672.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 30 2028,ATOM,593487796.57,593487796.57,357288838.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 24 2028,ATOM,592543962.99,592543962.99,356345004.99,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 19 2028,ATOM,591757435.01,591757435.01,355558477.01,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 13 2028,ATOM,590813601.43,590813601.43,354614643.43,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 07 2028,ATOM,589869767.86,589869767.86,353670809.86,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 02 2028,ATOM,589083239.88,589083239.88,352884281.88,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 26 2028,ATOM,588139406.30,588139406.30,351940448.30,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 21 2028,ATOM,587352878.32,587352878.32,351153920.32,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 15 2028,ATOM,586409044.74,586409044.74,350210086.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 09 2028,ATOM,585465211.16,585465211.16,349266253.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jun 04 2028,ATOM,584678683.18,584678683.18,348479725.18,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 29 2028,ATOM,583734849.61,583734849.61,347535891.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 23 2028,ATOM,582791016.03,582791016.03,346592058.03,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 18 2028,ATOM,582004488.05,582004488.05,345805530.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 12 2028,ATOM,581060654.47,581060654.47,344861696.47,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 07 2028,ATOM,580274126.49,580274126.49,344075168.49,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
May 01 2028,ATOM,579330292.91,579330292.91,343131334.91,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 25 2028,ATOM,578386459.34,578386459.34,342187501.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 20 2028,ATOM,577599931.36,577599931.36,341400973.36,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 14 2028,ATOM,576656097.78,576656097.78,340457139.78,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 08 2028,ATOM,575712264.20,575712264.20,339513306.20,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Apr 03 2028,ATOM,574925736.22,574925736.22,338726778.22,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 28 2028,ATOM,573998586.57,573998586.57,337799628.57,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 22 2028,ATOM,573140556.05,573140556.05,336941598.05,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 17 2028,ATOM,572425530.61,572425530.61,336226572.61,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 11 2028,ATOM,571567500.09,571567500.09,335368542.09,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Mar 06 2028,ATOM,570852474.65,570852474.65,334653516.65,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 29 2028,ATOM,569994444.12,569994444.12,333795486.12,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 23 2028,ATOM,569136413.60,569136413.60,332937455.60,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 18 2028,ATOM,568421388.16,568421388.16,332222430.16,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 12 2028,ATOM,567563357.64,567563357.64,331364399.64,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 06 2028,ATOM,566705327.11,566705327.11,330506369.11,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Feb 01 2028,ATOM,565990301.68,565990301.68,329791343.68,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 26 2028,ATOM,565132271.15,565132271.15,328933313.15,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 21 2028,ATOM,564417245.71,564417245.71,328218287.71,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 15 2028,ATOM,563559215.19,563559215.19,327360257.19,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 09 2028,ATOM,562701184.66,562701184.66,326502226.66,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jan 04 2028,ATOM,561986159.23,561986159.23,325787201.23,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 29 2027,ATOM,561128128.70,561128128.70,324929170.70,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 23 2027,ATOM,560270098.18,560270098.18,324071140.18,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 18 2027,ATOM,559555072.74,559555072.74,323356114.74,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 12 2027,ATOM,558697042.22,558697042.22,322498084.22,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 06 2027,ATOM,557839011.69,557839011.69,321640053.69,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Dec 01 2027,ATOM,557123986.26,557123986.26,320925028.26,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 25 2027,ATOM,556265955.73,556265955.73,320066997.73,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 20 2027,ATOM,555550930.29,555550930.29,319351972.29,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 14 2027,ATOM,554692899.77,554692899.77,318493941.77,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 08 2027,ATOM,553834869.24,553834869.24,317635911.24,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Nov 03 2027,ATOM,553119843.81,553119843.81,316920885.81,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 28 2027,ATOM,552261813.28,552261813.28,316062855.28,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 22 2027,ATOM,551403782.76,551403782.76,315204824.76,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 17 2027,ATOM,550688757.32,550688757.32,314489799.32,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 11 2027,ATOM,549830726.80,549830726.80,313631768.80,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Oct 06 2027,ATOM,549115701.36,549115701.36,312916743.36,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 30 2027,ATOM,548257670.83,548257670.83,312058712.83,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 24 2027,ATOM,547399640.31,547399640.31,311200682.31,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 19 2027,ATOM,546684614.87,546684614.87,310485656.87,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 13 2027,ATOM,545826584.35,545826584.35,309627626.35,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 07 2027,ATOM,544968553.82,544968553.82,308769595.82,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Sep 02 2027,ATOM,544253528.39,544253528.39,308054570.39,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 27 2027,ATOM,543395497.86,543395497.86,307196539.86,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 21 2027,ATOM,542537467.34,542537467.34,306338509.34,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 16 2027,ATOM,541822441.90,541822441.90,305623483.90,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 10 2027,ATOM,540964411.38,540964411.38,304765453.38,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Aug 05 2027,ATOM,540249385.94,540249385.94,304050427.94,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 30 2027,ATOM,539391355.41,539391355.41,303192397.41,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
Jul 24 2027,ATOM,538533324.89,538533324.89,302334366.89,23619896.00,11998907.00,160284613.00,23690755.00,16604787.00
