Date,Symbol,Available Supply,Unlocked Supply,Post-Attack LUNA holders,Pre-Attack aUST holders,Post-Attack UST holders,Pre-Attack LUNA holders,Community Pool
May 27 2024,LUNA,1000000000.00,1000000000.00,100000000.00,100000000.00,150000000.00,350000000.00,300000000.00
May 26 2024,LUNA,999109090.91,999109090.91,99872727.27,99872727.27,149809090.91,349554545.45,300000000.00
May 25 2024,LUNA,998218181.82,998218181.82,99745454.55,99745454.55,149618181.82,349109090.91,300000000.00
May 25 2024,LUNA,998218181.82,998218181.82,99745454.55,99745454.55,149618181.82,349109090.91,300000000.00
May 24 2024,LUNA,997327272.73,997327272.73,99618181.82,99618181.82,149427272.73,348663636.36,300000000.00
May 23 2024,LUNA,996436363.64,996436363.64,99490909.09,99490909.09,149236363.64,348218181.82,300000000.00
May 22 2024,LUNA,995545454.55,995545454.55,99363636.36,99363636.36,149045454.55,347772727.27,300000000.00
May 21 2024,LUNA,994654545.45,994654545.45,99236363.64,99236363.64,148854545.45,347327272.73,300000000.00
May 20 2024,LUNA,993763636.36,993763636.36,99109090.91,99109090.91,148663636.36,346881818.18,300000000.00
May 20 2024,LUNA,993763636.36,993763636.36,99109090.91,99109090.91,148663636.36,346881818.18,300000000.00
May 19 2024,LUNA,992872727.27,992872727.27,98981818.18,98981818.18,148472727.27,346436363.64,300000000.00
May 18 2024,LUNA,991981818.18,991981818.18,98854545.45,98854545.45,148281818.18,345990909.09,300000000.00
May 17 2024,LUNA,991090909.09,991090909.09,98727272.73,98727272.73,148090909.09,345545454.55,300000000.00
May 16 2024,LUNA,990200000.00,990200000.00,98600000.00,98600000.00,147900000.00,345100000.00,300000000.00
May 16 2024,LUNA,990200000.00,990200000.00,98600000.00,98600000.00,147900000.00,345100000.00,300000000.00
May 15 2024,LUNA,989309090.91,989309090.91,98472727.27,98472727.27,147709090.91,344654545.45,300000000.00
May 14 2024,LUNA,988418181.82,988418181.82,98345454.55,98345454.55,147518181.82,344209090.91,300000000.00
May 13 2024,LUNA,987527272.73,987527272.73,98218181.82,98218181.82,147327272.73,343763636.36,300000000.00
May 12 2024,LUNA,986636363.64,986636363.64,98090909.09,98090909.09,147136363.64,343318181.82,300000000.00
May 11 2024,LUNA,985745454.55,985745454.55,97963636.36,97963636.36,146945454.55,342872727.27,300000000.00
May 11 2024,LUNA,985745454.55,985745454.55,97963636.36,97963636.36,146945454.55,342872727.27,300000000.00
May 10 2024,LUNA,984854545.45,984854545.45,97836363.64,97836363.64,146754545.45,342427272.73,300000000.00
May 09 2024,LUNA,983963636.36,983963636.36,97709090.91,97709090.91,146563636.36,341981818.18,300000000.00
May 08 2024,LUNA,983072727.27,983072727.27,97581818.18,97581818.18,146372727.27,341536363.64,300000000.00
May 07 2024,LUNA,982181818.18,982181818.18,97454545.45,97454545.45,146181818.18,341090909.09,300000000.00
May 07 2024,LUNA,982181818.18,982181818.18,97454545.45,97454545.45,146181818.18,341090909.09,300000000.00
May 06 2024,LUNA,981290909.09,981290909.09,97327272.73,97327272.73,145990909.09,340645454.55,300000000.00
May 05 2024,LUNA,980400000.00,980400000.00,97200000.00,97200000.00,145800000.00,340200000.00,300000000.00
May 04 2024,LUNA,979509090.91,979509090.91,97072727.27,97072727.27,145609090.91,339754545.45,300000000.00
May 03 2024,LUNA,978618181.82,978618181.82,96945454.55,96945454.55,145418181.82,339309090.91,300000000.00
May 02 2024,LUNA,977727272.73,977727272.73,96818181.82,96818181.82,145227272.73,338863636.36,300000000.00
May 02 2024,LUNA,977727272.73,977727272.73,96818181.82,96818181.82,145227272.73,338863636.36,300000000.00
May 01 2024,LUNA,976836363.64,976836363.64,96690909.09,96690909.09,145036363.64,338418181.82,300000000.00
Apr 30 2024,LUNA,975945454.55,975945454.55,96563636.36,96563636.36,144845454.55,337972727.27,300000000.00
Apr 29 2024,LUNA,975054545.45,975054545.45,96436363.64,96436363.64,144654545.45,337527272.73,300000000.00
Apr 28 2024,LUNA,974163636.36,974163636.36,96309090.91,96309090.91,144463636.36,337081818.18,300000000.00
Apr 28 2024,LUNA,974163636.36,974163636.36,96309090.91,96309090.91,144463636.36,337081818.18,300000000.00
Apr 27 2024,LUNA,973272727.27,973272727.27,96181818.18,96181818.18,144272727.27,336636363.64,300000000.00
Apr 26 2024,LUNA,972381818.18,972381818.18,96054545.45,96054545.45,144081818.18,336190909.09,300000000.00
Apr 25 2024,LUNA,971490909.09,971490909.09,95927272.73,95927272.73,143890909.09,335745454.55,300000000.00
Apr 24 2024,LUNA,970600000.00,970600000.00,95800000.00,95800000.00,143700000.00,335300000.00,300000000.00
Apr 23 2024,LUNA,969709090.91,969709090.91,95672727.27,95672727.27,143509090.91,334854545.45,300000000.00
Apr 23 2024,LUNA,969709090.91,969709090.91,95672727.27,95672727.27,143509090.91,334854545.45,300000000.00
Apr 22 2024,LUNA,968818181.82,968818181.82,95545454.55,95545454.55,143318181.82,334409090.91,300000000.00
Apr 21 2024,LUNA,967927272.73,967927272.73,95418181.82,95418181.82,143127272.73,333963636.36,300000000.00
Apr 20 2024,LUNA,967036363.64,967036363.64,95290909.09,95290909.09,142936363.64,333518181.82,300000000.00
Apr 19 2024,LUNA,966145454.55,966145454.55,95163636.36,95163636.36,142745454.55,333072727.27,300000000.00
Apr 18 2024,LUNA,965254545.45,965254545.45,95036363.64,95036363.64,142554545.45,332627272.73,300000000.00
Apr 18 2024,LUNA,965254545.45,965254545.45,95036363.64,95036363.64,142554545.45,332627272.73,300000000.00
Apr 17 2024,LUNA,964363636.36,964363636.36,94909090.91,94909090.91,142363636.36,332181818.18,300000000.00
Apr 16 2024,LUNA,963472727.27,963472727.27,94781818.18,94781818.18,142172727.27,331736363.64,300000000.00
Apr 15 2024,LUNA,962581818.18,962581818.18,94654545.45,94654545.45,141981818.18,331290909.09,300000000.00
Apr 14 2024,LUNA,961690909.09,961690909.09,94527272.73,94527272.73,141790909.09,330845454.55,300000000.00
Apr 14 2024,LUNA,961690909.09,961690909.09,94527272.73,94527272.73,141790909.09,330845454.55,300000000.00
Apr 13 2024,LUNA,960800000.00,960800000.00,94400000.00,94400000.00,141600000.00,330400000.00,300000000.00
Apr 12 2024,LUNA,959909090.91,959909090.91,94272727.27,94272727.27,141409090.91,329954545.45,300000000.00
Apr 11 2024,LUNA,959018181.82,959018181.82,94145454.55,94145454.55,141218181.82,329509090.91,300000000.00
Apr 10 2024,LUNA,958127272.73,958127272.73,94018181.82,94018181.82,141027272.73,329063636.36,300000000.00
Apr 09 2024,LUNA,957236363.64,957236363.64,93890909.09,93890909.09,140836363.64,328618181.82,300000000.00
Apr 09 2024,LUNA,957236363.64,957236363.64,93890909.09,93890909.09,140836363.64,328618181.82,300000000.00
Apr 08 2024,LUNA,956345454.55,956345454.55,93763636.36,93763636.36,140645454.55,328172727.27,300000000.00
Apr 07 2024,LUNA,955454545.45,955454545.45,93636363.64,93636363.64,140454545.45,327727272.73,300000000.00
Apr 06 2024,LUNA,954563636.36,954563636.36,93509090.91,93509090.91,140263636.36,327281818.18,300000000.00
Apr 05 2024,LUNA,953672727.27,953672727.27,93381818.18,93381818.18,140072727.27,326836363.64,300000000.00
Apr 05 2024,LUNA,953672727.27,953672727.27,93381818.18,93381818.18,140072727.27,326836363.64,300000000.00
Apr 04 2024,LUNA,952781818.18,952781818.18,93254545.45,93254545.45,139881818.18,326390909.09,300000000.00
Apr 03 2024,LUNA,951890909.09,951890909.09,93127272.73,93127272.73,139690909.09,325945454.55,300000000.00
Apr 02 2024,LUNA,951000000.00,951000000.00,93000000.00,93000000.00,139500000.00,325500000.00,300000000.00
Apr 01 2024,LUNA,950109090.91,950109090.91,92872727.27,92872727.27,139309090.91,325054545.45,300000000.00
Mar 31 2024,LUNA,949218181.82,949218181.82,92745454.55,92745454.55,139118181.82,324609090.91,300000000.00
Mar 31 2024,LUNA,949218181.82,949218181.82,92745454.55,92745454.55,139118181.82,324609090.91,300000000.00
Mar 30 2024,LUNA,0,948327272.73,92618181.82,92618181.82,138927272.73,324163636.36,300000000.00
Mar 29 2024,LUNA,0,947436363.64,92490909.09,92490909.09,138736363.64,323718181.82,300000000.00
Mar 28 2024,LUNA,0,946545454.55,92363636.36,92363636.36,138545454.55,323272727.27,300000000.00
Mar 27 2024,LUNA,0,945654545.45,92236363.64,92236363.64,138354545.45,322827272.73,300000000.00
Mar 27 2024,LUNA,0,945654545.45,92236363.64,92236363.64,138354545.45,322827272.73,300000000.00
Mar 26 2024,LUNA,0,944763636.36,92109090.91,92109090.91,138163636.36,322381818.18,300000000.00
Mar 25 2024,LUNA,0,943872727.27,91981818.18,91981818.18,137972727.27,321936363.64,300000000.00
Mar 24 2024,LUNA,0,942981818.18,91854545.45,91854545.45,137781818.18,321490909.09,300000000.00
Mar 23 2024,LUNA,0,942090909.09,91727272.73,91727272.73,137590909.09,321045454.55,300000000.00
Mar 22 2024,LUNA,0,941200000.00,91600000.00,91600000.00,137400000.00,320600000.00,300000000.00
Mar 22 2024,LUNA,0,941200000.00,91600000.00,91600000.00,137400000.00,320600000.00,300000000.00
Mar 21 2024,LUNA,0,940309090.91,91472727.27,91472727.27,137209090.91,320154545.45,300000000.00
Mar 20 2024,LUNA,0,939418181.82,91345454.55,91345454.55,137018181.82,319709090.91,300000000.00
Mar 19 2024,LUNA,0,938527272.73,91218181.82,91218181.82,136827272.73,319263636.36,300000000.00
Mar 18 2024,LUNA,0,937636363.64,91090909.09,91090909.09,136636363.64,318818181.82,300000000.00
Mar 18 2024,LUNA,0,937636363.64,91090909.09,91090909.09,136636363.64,318818181.82,300000000.00
Mar 17 2024,LUNA,0,936745454.55,90963636.36,90963636.36,136445454.55,318372727.27,300000000.00
Mar 16 2024,LUNA,0,935854545.45,90836363.64,90836363.64,136254545.45,317927272.73,300000000.00
Mar 15 2024,LUNA,0,934963636.36,90709090.91,90709090.91,136063636.36,317481818.18,300000000.00
Mar 14 2024,LUNA,0,934072727.27,90581818.18,90581818.18,135872727.27,317036363.64,300000000.00
Mar 13 2024,LUNA,0,933181818.18,90454545.45,90454545.45,135681818.18,316590909.09,300000000.00
Mar 13 2024,LUNA,0,933181818.18,90454545.45,90454545.45,135681818.18,316590909.09,300000000.00
Mar 12 2024,LUNA,0,932290909.09,90327272.73,90327272.73,135490909.09,316145454.55,300000000.00
Mar 11 2024,LUNA,0,931400000.00,90200000.00,90200000.00,135300000.00,315700000.00,300000000.00
Mar 10 2024,LUNA,0,930509090.91,90072727.27,90072727.27,135109090.91,315254545.45,300000000.00
Mar 09 2024,LUNA,0,929618181.82,89945454.55,89945454.55,134918181.82,314809090.91,300000000.00
Mar 09 2024,LUNA,0,929618181.82,89945454.55,89945454.55,134918181.82,314809090.91,300000000.00
Mar 08 2024,LUNA,0,928727272.73,89818181.82,89818181.82,134727272.73,314363636.36,300000000.00
Mar 07 2024,LUNA,0,927836363.64,89690909.09,89690909.09,134536363.64,313918181.82,300000000.00
Mar 06 2024,LUNA,0,926945454.55,89563636.36,89563636.36,134345454.55,313472727.27,300000000.00
Mar 05 2024,LUNA,0,926054545.45,89436363.64,89436363.64,134154545.45,313027272.73,300000000.00
Mar 04 2024,LUNA,0,925163636.36,89309090.91,89309090.91,133963636.36,312581818.18,300000000.00
Mar 04 2024,LUNA,0,925163636.36,89309090.91,89309090.91,133963636.36,312581818.18,300000000.00
Mar 03 2024,LUNA,0,924272727.27,89181818.18,89181818.18,133772727.27,312136363.64,300000000.00
Mar 02 2024,LUNA,0,923381818.18,89054545.45,89054545.45,133581818.18,311690909.09,300000000.00
Mar 01 2024,LUNA,0,922490909.09,88927272.73,88927272.73,133390909.09,311245454.55,300000000.00
Feb 29 2024,LUNA,0,921600000.00,88800000.00,88800000.00,133200000.00,310800000.00,300000000.00
Feb 29 2024,LUNA,0,921600000.00,88800000.00,88800000.00,133200000.00,310800000.00,300000000.00
Feb 28 2024,LUNA,0,920709090.91,88672727.27,88672727.27,133009090.91,310354545.45,300000000.00
Feb 27 2024,LUNA,0,919818181.82,88545454.55,88545454.55,132818181.82,309909090.91,300000000.00
Feb 26 2024,LUNA,0,918927272.73,88418181.82,88418181.82,132627272.73,309463636.36,300000000.00
Feb 25 2024,LUNA,0,918036363.64,88290909.09,88290909.09,132436363.64,309018181.82,300000000.00
Feb 24 2024,LUNA,0,917145454.55,88163636.36,88163636.36,132245454.55,308572727.27,300000000.00
Feb 24 2024,LUNA,0,917145454.55,88163636.36,88163636.36,132245454.55,308572727.27,300000000.00
Feb 23 2024,LUNA,0,916254545.45,88036363.64,88036363.64,132054545.45,308127272.73,300000000.00
Feb 22 2024,LUNA,0,915363636.36,87909090.91,87909090.91,131863636.36,307681818.18,300000000.00
Feb 21 2024,LUNA,0,914472727.27,87781818.18,87781818.18,131672727.27,307236363.64,300000000.00
Feb 20 2024,LUNA,0,913581818.18,87654545.45,87654545.45,131481818.18,306790909.09,300000000.00
Feb 20 2024,LUNA,0,913581818.18,87654545.45,87654545.45,131481818.18,306790909.09,300000000.00
Feb 19 2024,LUNA,0,912690909.09,87527272.73,87527272.73,131290909.09,306345454.55,300000000.00
Feb 18 2024,LUNA,0,911800000.00,87400000.00,87400000.00,131100000.00,305900000.00,300000000.00
Feb 17 2024,LUNA,0,910909090.91,87272727.27,87272727.27,130909090.91,305454545.45,300000000.00
Feb 16 2024,LUNA,0,910018181.82,87145454.55,87145454.55,130718181.82,305009090.91,300000000.00
Feb 15 2024,LUNA,0,909127272.73,87018181.82,87018181.82,130527272.73,304563636.36,300000000.00
Feb 15 2024,LUNA,0,909127272.73,87018181.82,87018181.82,130527272.73,304563636.36,300000000.00
Feb 14 2024,LUNA,0,908236363.64,86890909.09,86890909.09,130336363.64,304118181.82,300000000.00
Feb 13 2024,LUNA,0,907345454.55,86763636.36,86763636.36,130145454.55,303672727.27,300000000.00
Feb 12 2024,LUNA,0,906454545.45,86636363.64,86636363.64,129954545.45,303227272.73,300000000.00
Feb 11 2024,LUNA,0,905563636.36,86509090.91,86509090.91,129763636.36,302781818.18,300000000.00
Feb 10 2024,LUNA,0,904672727.27,86381818.18,86381818.18,129572727.27,302336363.64,300000000.00
Feb 10 2024,LUNA,0,904672727.27,86381818.18,86381818.18,129572727.27,302336363.64,300000000.00
Feb 09 2024,LUNA,0,903781818.18,86254545.45,86254545.45,129381818.18,301890909.09,300000000.00
Feb 08 2024,LUNA,0,902890909.09,86127272.73,86127272.73,129190909.09,301445454.55,300000000.00
Feb 07 2024,LUNA,0,902000000.00,86000000.00,86000000.00,129000000.00,301000000.00,300000000.00
Feb 06 2024,LUNA,0,901109090.91,85872727.27,85872727.27,128809090.91,300554545.45,300000000.00
Feb 06 2024,LUNA,0,901109090.91,85872727.27,85872727.27,128809090.91,300554545.45,300000000.00
Feb 05 2024,LUNA,0,900218181.82,85745454.55,85745454.55,128618181.82,300109090.91,300000000.00
Feb 04 2024,LUNA,0,899327272.73,85618181.82,85618181.82,128427272.73,299663636.36,300000000.00
Feb 03 2024,LUNA,0,898436363.64,85490909.09,85490909.09,128236363.64,299218181.82,300000000.00
Feb 02 2024,LUNA,0,897545454.55,85363636.36,85363636.36,128045454.55,298772727.27,300000000.00
Feb 01 2024,LUNA,0,896654545.45,85236363.64,85236363.64,127854545.45,298327272.73,300000000.00
Feb 01 2024,LUNA,0,896654545.45,85236363.64,85236363.64,127854545.45,298327272.73,300000000.00
Jan 31 2024,LUNA,0,895763636.36,85109090.91,85109090.91,127663636.36,297881818.18,300000000.00
Jan 30 2024,LUNA,0,894872727.27,84981818.18,84981818.18,127472727.27,297436363.64,300000000.00
Jan 29 2024,LUNA,0,893981818.18,84854545.45,84854545.45,127281818.18,296990909.09,300000000.00
Jan 28 2024,LUNA,0,893090909.09,84727272.73,84727272.73,127090909.09,296545454.55,300000000.00
Jan 28 2024,LUNA,0,893090909.09,84727272.73,84727272.73,127090909.09,296545454.55,300000000.00
Jan 27 2024,LUNA,0,892200000.00,84600000.00,84600000.00,126900000.00,296100000.00,300000000.00
Jan 26 2024,LUNA,0,891309090.91,84472727.27,84472727.27,126709090.91,295654545.45,300000000.00
Jan 25 2024,LUNA,0,890418181.82,84345454.55,84345454.55,126518181.82,295209090.91,300000000.00
Jan 24 2024,LUNA,0,889527272.73,84218181.82,84218181.82,126327272.73,294763636.36,300000000.00
Jan 23 2024,LUNA,0,888636363.64,84090909.09,84090909.09,126136363.64,294318181.82,300000000.00
Jan 23 2024,LUNA,0,888636363.64,84090909.09,84090909.09,126136363.64,294318181.82,300000000.00
Jan 22 2024,LUNA,0,887745454.55,83963636.36,83963636.36,125945454.55,293872727.27,300000000.00
Jan 21 2024,LUNA,0,886854545.45,83836363.64,83836363.64,125754545.45,293427272.73,300000000.00
Jan 20 2024,LUNA,0,885963636.36,83709090.91,83709090.91,125563636.36,292981818.18,300000000.00
Jan 19 2024,LUNA,0,885072727.27,83581818.18,83581818.18,125372727.27,292536363.64,300000000.00
Jan 19 2024,LUNA,0,885072727.27,83581818.18,83581818.18,125372727.27,292536363.64,300000000.00
Jan 18 2024,LUNA,0,884181818.18,83454545.45,83454545.45,125181818.18,292090909.09,300000000.00
Jan 17 2024,LUNA,0,883290909.09,83327272.73,83327272.73,124990909.09,291645454.55,300000000.00
Jan 16 2024,LUNA,0,882400000.00,83200000.00,83200000.00,124800000.00,291200000.00,300000000.00
Jan 15 2024,LUNA,0,881509090.91,83072727.27,83072727.27,124609090.91,290754545.45,300000000.00
Jan 14 2024,LUNA,0,880618181.82,82945454.55,82945454.55,124418181.82,290309090.91,300000000.00
Jan 14 2024,LUNA,0,880618181.82,82945454.55,82945454.55,124418181.82,290309090.91,300000000.00
Jan 13 2024,LUNA,0,879727272.73,82818181.82,82818181.82,124227272.73,289863636.36,300000000.00
Jan 12 2024,LUNA,0,878836363.64,82690909.09,82690909.09,124036363.64,289418181.82,300000000.00
Jan 11 2024,LUNA,0,877945454.55,82563636.36,82563636.36,123845454.55,288972727.27,300000000.00
Jan 10 2024,LUNA,0,877054545.45,82436363.64,82436363.64,123654545.45,288527272.73,300000000.00
Jan 10 2024,LUNA,0,877054545.45,82436363.64,82436363.64,123654545.45,288527272.73,300000000.00
Jan 09 2024,LUNA,0,876163636.36,82309090.91,82309090.91,123463636.36,288081818.18,300000000.00
Jan 08 2024,LUNA,0,875272727.27,82181818.18,82181818.18,123272727.27,287636363.64,300000000.00
Jan 07 2024,LUNA,0,874381818.18,82054545.45,82054545.45,123081818.18,287190909.09,300000000.00
Jan 06 2024,LUNA,0,873490909.09,81927272.73,81927272.73,122890909.09,286745454.55,300000000.00
Jan 05 2024,LUNA,0,872600000.00,81800000.00,81800000.00,122700000.00,286300000.00,300000000.00
Jan 05 2024,LUNA,0,872600000.00,81800000.00,81800000.00,122700000.00,286300000.00,300000000.00
Jan 04 2024,LUNA,0,871709090.91,81672727.27,81672727.27,122509090.91,285854545.45,300000000.00
Jan 03 2024,LUNA,0,870818181.82,81545454.55,81545454.55,122318181.82,285409090.91,300000000.00
Jan 02 2024,LUNA,0,869927272.73,81418181.82,81418181.82,122127272.73,284963636.36,300000000.00
Jan 01 2024,LUNA,0,869036363.64,81290909.09,81290909.09,121936363.64,284518181.82,300000000.00
Jan 01 2024,LUNA,0,869036363.64,81290909.09,81290909.09,121936363.64,284518181.82,300000000.00
Dec 31 2023,LUNA,0,868145454.55,81163636.36,81163636.36,121745454.55,284072727.27,300000000.00
Dec 30 2023,LUNA,0,867254545.45,81036363.64,81036363.64,121554545.45,283627272.73,300000000.00
Dec 29 2023,LUNA,0,866363636.36,80909090.91,80909090.91,121363636.36,283181818.18,300000000.00
Dec 28 2023,LUNA,0,865472727.27,80781818.18,80781818.18,121172727.27,282736363.64,300000000.00
Dec 27 2023,LUNA,0,864581818.18,80654545.45,80654545.45,120981818.18,282290909.09,300000000.00
Dec 27 2023,LUNA,0,864581818.18,80654545.45,80654545.45,120981818.18,282290909.09,300000000.00
Dec 26 2023,LUNA,0,863690909.09,80527272.73,80527272.73,120790909.09,281845454.55,300000000.00
Dec 25 2023,LUNA,0,862800000.00,80400000.00,80400000.00,120600000.00,281400000.00,300000000.00
Dec 24 2023,LUNA,0,861909090.91,80272727.27,80272727.27,120409090.91,280954545.45,300000000.00
Dec 23 2023,LUNA,0,861018181.82,80145454.55,80145454.55,120218181.82,280509090.91,300000000.00
Dec 23 2023,LUNA,0,861018181.82,80145454.55,80145454.55,120218181.82,280509090.91,300000000.00
Dec 22 2023,LUNA,0,860127272.73,80018181.82,80018181.82,120027272.73,280063636.36,300000000.00
Dec 21 2023,LUNA,0,859236363.64,79890909.09,79890909.09,119836363.64,279618181.82,300000000.00
Dec 20 2023,LUNA,0,858345454.55,79763636.36,79763636.36,119645454.55,279172727.27,300000000.00
Dec 19 2023,LUNA,0,857454545.45,79636363.64,79636363.64,119454545.45,278727272.73,300000000.00
Dec 18 2023,LUNA,0,856563636.36,79509090.91,79509090.91,119263636.36,278281818.18,300000000.00
Dec 18 2023,LUNA,0,856563636.36,79509090.91,79509090.91,119263636.36,278281818.18,300000000.00
Dec 17 2023,LUNA,0,855672727.27,79381818.18,79381818.18,119072727.27,277836363.64,300000000.00
Dec 16 2023,LUNA,0,854781818.18,79254545.45,79254545.45,118881818.18,277390909.09,300000000.00
Dec 15 2023,LUNA,0,853890909.09,79127272.73,79127272.73,118690909.09,276945454.55,300000000.00
Dec 14 2023,LUNA,0,853000000.00,79000000.00,79000000.00,118500000.00,276500000.00,300000000.00
Dec 14 2023,LUNA,0,853000000.00,79000000.00,79000000.00,118500000.00,276500000.00,300000000.00
Dec 13 2023,LUNA,0,852109090.91,78872727.27,78872727.27,118309090.91,276054545.45,300000000.00
Dec 12 2023,LUNA,0,851218181.82,78745454.55,78745454.55,118118181.82,275609090.91,300000000.00
Dec 11 2023,LUNA,0,850327272.73,78618181.82,78618181.82,117927272.73,275163636.36,300000000.00
Dec 10 2023,LUNA,0,849436363.64,78490909.09,78490909.09,117736363.64,274718181.82,300000000.00
Dec 09 2023,LUNA,0,848545454.55,78363636.36,78363636.36,117545454.55,274272727.27,300000000.00
Dec 09 2023,LUNA,0,848545454.55,78363636.36,78363636.36,117545454.55,274272727.27,300000000.00
Dec 08 2023,LUNA,0,847654545.45,78236363.64,78236363.64,117354545.45,273827272.73,300000000.00
Dec 07 2023,LUNA,0,846763636.36,78109090.91,78109090.91,117163636.36,273381818.18,300000000.00
Dec 06 2023,LUNA,0,845872727.27,77981818.18,77981818.18,116972727.27,272936363.64,300000000.00
Dec 05 2023,LUNA,0,844981818.18,77854545.45,77854545.45,116781818.18,272490909.09,300000000.00
Dec 04 2023,LUNA,0,844090909.09,77727272.73,77727272.73,116590909.09,272045454.55,300000000.00
Dec 04 2023,LUNA,0,844090909.09,77727272.73,77727272.73,116590909.09,272045454.55,300000000.00
Dec 03 2023,LUNA,0,843200000.00,77600000.00,77600000.00,116400000.00,271600000.00,300000000.00
Dec 02 2023,LUNA,0,842309090.91,77472727.27,77472727.27,116209090.91,271154545.45,300000000.00
Dec 01 2023,LUNA,0,841418181.82,77345454.55,77345454.55,116018181.82,270709090.91,300000000.00
Nov 30 2023,LUNA,0,840527272.73,77218181.82,77218181.82,115827272.73,270263636.36,300000000.00
Nov 30 2023,LUNA,0,840527272.73,77218181.82,77218181.82,115827272.73,270263636.36,300000000.00
Nov 29 2023,LUNA,0,839636363.64,77090909.09,77090909.09,115636363.64,269818181.82,300000000.00
Nov 28 2023,LUNA,0,838745454.55,76963636.36,76963636.36,115445454.55,269372727.27,300000000.00
Nov 27 2023,LUNA,0,837854545.45,76836363.64,76836363.64,115254545.45,268927272.73,300000000.00
Nov 26 2023,LUNA,0,836963636.36,76709090.91,76709090.91,115063636.36,268481818.18,300000000.00
Nov 25 2023,LUNA,0,836072727.27,76581818.18,76581818.18,114872727.27,268036363.64,300000000.00
Nov 25 2023,LUNA,0,836072727.27,76581818.18,76581818.18,114872727.27,268036363.64,300000000.00
Nov 24 2023,LUNA,0,835181818.18,76454545.45,76454545.45,114681818.18,267590909.09,300000000.00
Nov 23 2023,LUNA,0,834290909.09,76327272.73,76327272.73,114490909.09,267145454.55,300000000.00
Nov 22 2023,LUNA,0,833400000.00,76200000.00,76200000.00,114300000.00,266700000.00,300000000.00
Nov 21 2023,LUNA,0,832509090.91,76072727.27,76072727.27,114109090.91,266254545.45,300000000.00
Nov 21 2023,LUNA,0,832509090.91,76072727.27,76072727.27,114109090.91,266254545.45,300000000.00
Nov 20 2023,LUNA,0,831618181.82,75945454.55,75945454.55,113918181.82,265809090.91,300000000.00
Nov 19 2023,LUNA,0,830727272.73,75818181.82,75818181.82,113727272.73,265363636.36,300000000.00
Nov 18 2023,LUNA,0,829836363.64,75690909.09,75690909.09,113536363.64,264918181.82,300000000.00
Nov 17 2023,LUNA,0,828945454.55,75563636.36,75563636.36,113345454.55,264472727.27,300000000.00
Nov 16 2023,LUNA,0,828054545.45,75436363.64,75436363.64,113154545.45,264027272.73,300000000.00
Nov 16 2023,LUNA,0,828054545.45,75436363.64,75436363.64,113154545.45,264027272.73,300000000.00
Nov 15 2023,LUNA,0,827163636.36,75309090.91,75309090.91,112963636.36,263581818.18,300000000.00
Nov 14 2023,LUNA,0,826272727.27,75181818.18,75181818.18,112772727.27,263136363.64,300000000.00
Nov 13 2023,LUNA,0,825381818.18,75054545.45,75054545.45,112581818.18,262690909.09,300000000.00
Nov 12 2023,LUNA,0,824490909.09,74927272.73,74927272.73,112390909.09,262245454.55,300000000.00
Nov 12 2023,LUNA,0,824490909.09,74927272.73,74927272.73,112390909.09,262245454.55,300000000.00
Nov 11 2023,LUNA,0,823600000.00,74800000.00,74800000.00,112200000.00,261800000.00,300000000.00
Nov 10 2023,LUNA,0,822709090.91,74672727.27,74672727.27,112009090.91,261354545.45,300000000.00
Nov 09 2023,LUNA,0,821818181.82,74545454.55,74545454.55,111818181.82,260909090.91,300000000.00
Nov 08 2023,LUNA,0,820927272.73,74418181.82,74418181.82,111627272.73,260463636.36,300000000.00
Nov 07 2023,LUNA,0,820036363.64,74290909.09,74290909.09,111436363.64,260018181.82,300000000.00
Nov 07 2023,LUNA,0,820036363.64,74290909.09,74290909.09,111436363.64,260018181.82,300000000.00
Nov 06 2023,LUNA,0,819145454.55,74163636.36,74163636.36,111245454.55,259572727.27,300000000.00
Nov 05 2023,LUNA,0,818254545.45,74036363.64,74036363.64,111054545.45,259127272.73,300000000.00
Nov 04 2023,LUNA,0,817363636.36,73909090.91,73909090.91,110863636.36,258681818.18,300000000.00
Nov 03 2023,LUNA,0,816472727.27,73781818.18,73781818.18,110672727.27,258236363.64,300000000.00
Nov 03 2023,LUNA,0,816472727.27,73781818.18,73781818.18,110672727.27,258236363.64,300000000.00
Nov 02 2023,LUNA,0,815581818.18,73654545.45,73654545.45,110481818.18,257790909.09,300000000.00
Nov 01 2023,LUNA,0,814690909.09,73527272.73,73527272.73,110290909.09,257345454.55,300000000.00
Oct 31 2023,LUNA,0,813800000.00,73400000.00,73400000.00,110100000.00,256900000.00,300000000.00
Oct 30 2023,LUNA,0,812909090.91,73272727.27,73272727.27,109909090.91,256454545.45,300000000.00
Oct 29 2023,LUNA,0,812018181.82,73145454.55,73145454.55,109718181.82,256009090.91,300000000.00
Oct 29 2023,LUNA,0,812018181.82,73145454.55,73145454.55,109718181.82,256009090.91,300000000.00
Oct 28 2023,LUNA,0,811127272.73,73018181.82,73018181.82,109527272.73,255563636.36,300000000.00
Oct 27 2023,LUNA,0,810236363.64,72890909.09,72890909.09,109336363.64,255118181.82,300000000.00
Oct 26 2023,LUNA,0,809345454.55,72763636.36,72763636.36,109145454.55,254672727.27,300000000.00
Oct 25 2023,LUNA,0,808454545.45,72636363.64,72636363.64,108954545.45,254227272.73,300000000.00
