Date,Symbol,Available Supply,Unlocked Supply,Decentraland DAO,Decentraland Foundation,Team,Crowdsale
Aug 07 2022,MANA,0,1455434024.00,54543888.43,54543888.43,226346247.14,1120000000.00
Aug 02 2022,MANA,0,1453057975.79,54240360.95,54240360.95,224577253.89,1120000000.00
Jul 28 2022,MANA,0,1450681927.58,53936833.47,53936833.47,222808260.64,1120000000.00
Jul 22 2022,MANA,0,1447830669.72,53572600.49,53572600.49,220685468.74,1120000000.00
Jul 17 2022,MANA,0,1445454621.51,53269073.01,53269073.01,218916475.49,1120000000.00
Jul 12 2022,MANA,0,1443078573.29,52965545.53,52965545.53,217147482.24,1120000000.00
Jul 07 2022,MANA,0,1440702525.08,52662018.05,52662018.05,215378488.99,1120000000.00
Jul 01 2022,MANA,0,1437851267.22,52297785.07,52297785.07,213255697.09,1120000000.00
Jun 26 2022,MANA,0,1435475219.01,51994257.59,51994257.59,211486703.84,1120000000.00
Jun 21 2022,MANA,0,1433099170.80,51690730.11,51690730.11,209717710.59,1120000000.00
Jun 16 2022,MANA,0,1430723122.59,51387202.63,51387202.63,207948717.34,1120000000.00
Jun 10 2022,MANA,0,1427871864.73,51022969.65,51022969.65,205825925.44,1120000000.00
Jun 05 2022,MANA,0,1425495816.52,50719442.17,50719442.17,204056932.19,1120000000.00
May 31 2022,MANA,0,1423119768.30,50415914.68,50415914.68,202287938.94,1120000000.00
May 26 2022,MANA,0,1420743720.09,50112387.20,50112387.20,200518945.69,1120000000.00
May 21 2022,MANA,0,1418367671.88,49808859.72,49808859.72,198749952.44,1120000000.00
May 15 2022,MANA,0,1415516414.02,49444626.74,49444626.74,196627160.54,1120000000.00
May 10 2022,MANA,0,1413140365.81,49141099.26,49141099.26,194858167.29,1120000000.00
May 05 2022,MANA,0,1410764317.60,48837571.78,48837571.78,193089174.04,1120000000.00
Apr 30 2022,MANA,0,1408388269.38,48534044.30,48534044.30,191320180.79,1120000000.00
Apr 24 2022,MANA,0,1405537011.53,48169811.32,48169811.32,189197388.89,1120000000.00
Apr 19 2022,MANA,0,1403160963.31,47866283.84,47866283.84,187428395.64,1120000000.00
Apr 14 2022,MANA,0,1400784915.10,47562756.36,47562756.36,185659402.39,1120000000.00
Apr 09 2022,MANA,0,1398408866.89,47259228.88,47259228.88,183890409.14,1120000000.00
Apr 03 2022,MANA,0,1395557609.03,46894995.90,46894995.90,181767617.24,1120000000.00
Mar 29 2022,MANA,0,1393181560.82,46591468.42,46591468.42,179998623.99,1120000000.00
Mar 24 2022,MANA,0,1390805512.61,46287940.94,46287940.94,178229630.74,1120000000.00
Mar 19 2022,MANA,0,1388429464.39,45984413.45,45984413.45,176460637.49,1120000000.00
Mar 13 2022,MANA,0,1385578206.54,45620180.48,45620180.48,174337845.59,1120000000.00
Mar 08 2022,MANA,0,1383202158.33,45316652.99,45316652.99,172568852.34,1120000000.00
Mar 03 2022,MANA,0,1380826110.11,45013125.51,45013125.51,170799859.09,1120000000.00
Feb 26 2022,MANA,0,1378450061.90,44709598.03,44709598.03,169030865.84,1120000000.00
Feb 21 2022,MANA,0,1376074013.69,44406070.55,44406070.55,167261872.59,1120000000.00
Feb 15 2022,MANA,0,1373222755.83,44041837.57,44041837.57,165139080.69,1120000000.00
Feb 10 2022,MANA,0,1370846707.62,43738310.09,43738310.09,163370087.44,1120000000.00
Feb 05 2022,MANA,0,1368470659.40,43434782.61,43434782.61,161601094.19,1120000000.00
Jan 31 2022,MANA,0,1366094611.19,43131255.13,43131255.13,159832100.94,1120000000.00
Jan 25 2022,MANA,0,1363243353.34,42767022.15,42767022.15,157709309.04,1120000000.00
Jan 20 2022,MANA,0,1360867305.12,42463494.67,42463494.67,155940315.79,1120000000.00
Jan 15 2022,MANA,0,1358491256.91,42159967.19,42159967.19,154171322.54,1120000000.00
Jan 10 2022,MANA,0,1356115208.70,41856439.70,41856439.70,152402329.29,1120000000.00
Jan 04 2022,MANA,0,1353263950.84,41492206.73,41492206.73,150279537.39,1120000000.00
Dec 30 2021,MANA,0,1350887902.63,41188679.25,41188679.25,148510544.14,1120000000.00
Dec 25 2021,MANA,0,1348511854.41,40885151.76,40885151.76,146741550.89,1120000000.00
Dec 20 2021,MANA,0,1346135806.20,40581624.28,40581624.28,144972557.64,1120000000.00
Dec 15 2021,MANA,0,1343834060.92,40278096.80,40278096.80,143277867.32,1120000000.00
Dec 09 2021,MANA,0,1341081873.65,39913863.82,39913863.82,141254146.00,1120000000.00
Dec 04 2021,MANA,0,1338788384.25,39610336.34,39610336.34,139567711.57,1120000000.00
Nov 29 2021,MANA,0,1336494894.86,39306808.86,39306808.86,137881277.14,1120000000.00
Nov 24 2021,MANA,0,1334201405.46,39003281.38,39003281.38,136194842.71,1120000000.00
Nov 18 2021,MANA,0,1331449218.19,38639048.40,38639048.40,134171121.39,1120000000.00
Nov 13 2021,MANA,0,1329155728.79,38335520.92,38335520.92,132484686.95,1120000000.00
Nov 08 2021,MANA,0,1326862239.40,38031993.44,38031993.44,130798252.52,1120000000.00
Nov 03 2021,MANA,0,1324568750.00,37728465.96,37728465.96,129111818.09,1120000000.00
Oct 28 2021,MANA,0,1321816562.73,37364232.98,37364232.98,127088096.77,1120000000.00
Oct 23 2021,MANA,0,1319523073.33,37060705.50,37060705.50,125401662.34,1120000000.00
Oct 18 2021,MANA,0,1317229583.93,36757178.01,36757178.01,123715227.91,1120000000.00
Oct 13 2021,MANA,0,1314936094.54,36453650.53,36453650.53,122028793.47,1120000000.00
Oct 07 2021,MANA,0,1312183907.26,36089417.56,36089417.56,120005072.15,1120000000.00
Oct 02 2021,MANA,0,1309890417.87,35785890.07,35785890.07,118318637.72,1120000000.00
Sep 27 2021,MANA,0,1307596928.47,35482362.59,35482362.59,116632203.29,1120000000.00
Sep 22 2021,MANA,0,1305303439.08,35178835.11,35178835.11,114945768.86,1120000000.00
Sep 17 2021,MANA,0,1303009949.68,34875307.63,34875307.63,113259334.42,1120000000.00
Sep 11 2021,MANA,0,1300257762.41,34511074.65,34511074.65,111235613.10,1120000000.00
Sep 06 2021,MANA,0,1297964273.01,34207547.17,34207547.17,109549178.67,1120000000.00
Sep 01 2021,MANA,0,1295670783.62,33904019.69,33904019.69,107862744.24,1120000000.00
Aug 27 2021,MANA,0,1293377294.22,33600492.21,33600492.21,106176309.81,1120000000.00
Aug 21 2021,MANA,0,1290625106.94,33236259.23,33236259.23,104152588.49,1120000000.00
Aug 16 2021,MANA,0,1288331617.55,32932731.75,32932731.75,102466154.05,1120000000.00
Aug 11 2021,MANA,0,1286038128.15,32629204.27,32629204.27,100779719.62,1120000000.00
Aug 06 2021,MANA,0,1283744638.76,32325676.78,32325676.78,99093285.19,1120000000.00
Jul 31 2021,MANA,0,1281556417.96,31961443.81,31961443.81,97633530.35,1120000000.00
Jul 26 2021,MANA,0,1279775625.36,31657916.32,31657916.32,96459792.71,1120000000.00
Jul 21 2021,MANA,0,1277994832.76,31354388.84,31354388.84,95286055.08,1120000000.00
Jul 16 2021,MANA,0,1276214040.16,31050861.36,31050861.36,94112317.44,1120000000.00
Jul 10 2021,MANA,0,1274077089.04,30686628.38,30686628.38,92703832.28,1120000000.00
Jul 05 2021,MANA,0,1272296296.45,30383100.90,30383100.90,91530094.64,1120000000.00
Jun 30 2021,MANA,0,1270857896.79,30079573.42,30079573.42,90698749.95,1120000000.00
Jun 25 2021,MANA,0,1270218414.01,29776045.94,29776045.94,90666322.14,1120000000.00
Jun 20 2021,MANA,0,1269578931.24,29472518.46,29472518.46,90633894.32,1120000000.00
Jun 14 2021,MANA,0,1268811551.90,29108285.48,29108285.48,90594980.94,1120000000.00
Jun 09 2021,MANA,0,1268172069.12,28804758.00,28804758.00,90562553.13,1120000000.00
Jun 04 2021,MANA,0,1267532586.35,28501230.52,28501230.52,90530125.31,1120000000.00
May 30 2021,MANA,0,1266893103.57,28197703.04,28197703.04,90497697.50,1120000000.00
May 24 2021,MANA,0,1266125724.23,27833470.06,27833470.06,90458784.12,1120000000.00
May 19 2021,MANA,0,1265486241.46,27529942.58,27529942.58,90426356.30,1120000000.00
May 14 2021,MANA,0,1264846758.68,27226415.09,27226415.09,90393928.49,1120000000.00
May 09 2021,MANA,0,1264207275.90,26922887.61,26922887.61,90361500.67,1120000000.00
May 03 2021,MANA,0,1263439896.57,26558654.63,26558654.63,90322587.30,1120000000.00
Apr 28 2021,MANA,0,1262800413.79,26255127.15,26255127.15,90290159.48,1120000000.00
Apr 23 2021,MANA,0,1262160931.01,25951599.67,25951599.67,90257731.67,1120000000.00
Apr 18 2021,MANA,0,1261521448.23,25648072.19,25648072.19,90225303.85,1120000000.00
Apr 13 2021,MANA,0,1260881965.45,25344544.71,25344544.71,90192876.04,1120000000.00
Apr 07 2021,MANA,0,1260114586.12,24980311.73,24980311.73,90153962.66,1120000000.00
Apr 02 2021,MANA,0,1259475103.34,24676784.25,24676784.25,90121534.84,1120000000.00
Mar 28 2021,MANA,0,1258835620.56,24373256.77,24373256.77,90089107.03,1120000000.00
Mar 23 2021,MANA,0,1258196137.79,24069729.29,24069729.29,90056679.21,1120000000.00
Mar 17 2021,MANA,0,1257428758.45,23705496.31,23705496.31,90017765.83,1120000000.00
Mar 12 2021,MANA,0,1256789275.67,23401968.83,23401968.83,89985338.02,1120000000.00
Mar 07 2021,MANA,0,1256149792.90,23098441.35,23098441.35,89952910.20,1120000000.00
Mar 02 2021,MANA,0,1255510310.12,22794913.86,22794913.86,89920482.39,1120000000.00
Feb 24 2021,MANA,0,1254742930.78,22430680.89,22430680.89,89881569.01,1120000000.00
Feb 19 2021,MANA,0,1254103448.01,22127153.40,22127153.40,89849141.20,1120000000.00
Feb 14 2021,MANA,0,1253463965.23,21823625.92,21823625.92,89816713.38,1120000000.00
Feb 09 2021,MANA,0,1252824482.45,21520098.44,21520098.44,89784285.57,1120000000.00
Feb 03 2021,MANA,0,1252057103.12,21155865.46,21155865.46,89745372.19,1120000000.00
Jan 29 2021,MANA,0,1251417620.34,20852337.98,20852337.98,89712944.37,1120000000.00
Jan 24 2021,MANA,0,1250778137.56,20548810.50,20548810.50,89680516.56,1120000000.00
Jan 19 2021,MANA,0,1250138654.78,20245283.02,20245283.02,89648088.74,1120000000.00
Jan 14 2021,MANA,0,1249499172.00,19941755.54,19941755.54,89615660.93,1120000000.00
Jan 08 2021,MANA,0,1248731792.67,19577522.56,19577522.56,89576747.55,1120000000.00
Jan 03 2021,MANA,0,1248092309.89,19273995.08,19273995.08,89544319.73,1120000000.00
Dec 29 2020,MANA,0,1247456251.77,18970467.60,18970467.60,89515316.58,1120000000.00
Dec 24 2020,MANA,0,1246823618.31,18666940.11,18666940.11,89489738.08,1120000000.00
Dec 18 2020,MANA,0,1246064458.15,18302707.14,18302707.14,89459043.88,1120000000.00
Dec 13 2020,MANA,0,1245431824.69,17999179.66,17999179.66,89433465.38,1120000000.00
Dec 08 2020,MANA,0,1244799191.23,17695652.17,17695652.17,89407886.88,1120000000.00
Dec 03 2020,MANA,0,1244166557.76,17392124.69,17392124.69,89382308.38,1120000000.00
Nov 27 2020,MANA,0,1243407397.61,17027891.71,17027891.71,89351614.18,1120000000.00
Nov 22 2020,MANA,0,1242774764.14,16724364.23,16724364.23,89326035.68,1120000000.00
Nov 17 2020,MANA,0,1242142130.68,16420836.75,16420836.75,89300457.18,1120000000.00
Nov 12 2020,MANA,0,1241509497.22,16117309.27,16117309.27,89274878.68,1120000000.00
Nov 07 2020,MANA,0,1240876863.75,15813781.79,15813781.79,89249300.18,1120000000.00
Nov 01 2020,MANA,0,1240117703.60,15449548.81,15449548.81,89218605.98,1120000000.00
Oct 27 2020,MANA,0,1239485070.14,15146021.33,15146021.33,89193027.48,1120000000.00
Oct 22 2020,MANA,0,1238852436.67,14842493.85,14842493.85,89167448.98,1120000000.00
Oct 17 2020,MANA,0,1238219803.21,14538966.37,14538966.37,89141870.48,1120000000.00
Oct 11 2020,MANA,0,1237460643.05,14174733.39,14174733.39,89111176.28,1120000000.00
Oct 06 2020,MANA,0,1236828009.59,13871205.91,13871205.91,89085597.78,1120000000.00
Oct 01 2020,MANA,0,1236195376.13,13567678.42,13567678.42,89060019.28,1120000000.00
Sep 26 2020,MANA,0,1235562742.66,13264150.94,13264150.94,89034440.78,1120000000.00
Sep 20 2020,MANA,0,1234803582.51,12899917.97,12899917.97,89003746.58,1120000000.00
Sep 15 2020,MANA,0,1234170949.05,12596390.48,12596390.48,88978168.08,1120000000.00
Sep 10 2020,MANA,0,1233538315.58,12292863.00,12292863.00,88952589.58,1120000000.00
Sep 05 2020,MANA,0,1232905682.12,11989335.52,11989335.52,88927011.08,1120000000.00
Aug 30 2020,MANA,0,1232146521.96,11625102.54,11625102.54,88896316.88,1120000000.00
Aug 25 2020,MANA,0,1231513888.50,11321575.06,11321575.06,88870738.38,1120000000.00
Aug 20 2020,MANA,0,1230881255.04,11018047.58,11018047.58,88845159.88,1120000000.00
Aug 15 2020,MANA,0,1230051391.62,10714520.10,10714520.10,88622351.42,1120000000.00
Aug 10 2020,MANA,0,1229043055.43,10410992.62,10410992.62,88221070.20,1120000000.00
Aug 04 2020,MANA,0,1227833052.00,10046759.64,10046759.64,87739532.73,1120000000.00
Jul 30 2020,MANA,0,1226824715.81,9743232.16,9743232.16,87338251.50,1120000000.00
Jul 25 2020,MANA,0,1225816379.63,9439704.68,9439704.68,86936970.27,1120000000.00
Jul 20 2020,MANA,0,1224808043.44,9136177.19,9136177.19,86535689.05,1120000000.00
Jul 14 2020,MANA,0,1223598040.01,8771944.22,8771944.22,86054151.58,1120000000.00
Jul 09 2020,MANA,0,1222589703.82,8468416.74,8468416.74,85652870.35,1120000000.00
Jul 04 2020,MANA,0,1221581367.63,8164889.25,8164889.25,85251589.12,1120000000.00
Jun 29 2020,MANA,0,1220573031.44,7861361.77,7861361.77,84850307.90,1120000000.00
Jun 23 2020,MANA,0,1219363028.02,7497128.79,7497128.79,84368770.43,1120000000.00
Jun 18 2020,MANA,0,1218354691.83,7193601.31,7193601.31,83967489.20,1120000000.00
Jun 13 2020,MANA,0,1217346355.64,6890073.83,6890073.83,83566207.98,1120000000.00
Jun 08 2020,MANA,0,1216338019.45,6586546.35,6586546.35,83164926.75,1120000000.00
Jun 03 2020,MANA,0,1215329683.26,6283018.87,6283018.87,82763645.52,1120000000.00
May 28 2020,MANA,0,1214119679.83,5918785.89,5918785.89,82282108.05,1120000000.00
May 23 2020,MANA,0,1213111343.64,5615258.41,5615258.41,81880826.83,1120000000.00
May 18 2020,MANA,0,1212103007.45,5311730.93,5311730.93,81479545.60,1120000000.00
May 13 2020,MANA,0,1211094671.27,5008203.45,5008203.45,81078264.37,1120000000.00
May 07 2020,MANA,0,1209884667.84,4643970.47,4643970.47,80596726.90,1120000000.00
May 02 2020,MANA,0,1208876331.65,4340442.99,4340442.99,80195445.68,1120000000.00
Apr 27 2020,MANA,0,1207863336.27,4036915.50,4036915.50,79789505.26,1120000000.00
Apr 22 2020,MANA,0,1206845681.69,3733388.02,3733388.02,79378905.64,1120000000.00
Apr 16 2020,MANA,0,1205624496.19,3369155.05,3369155.05,78886186.10,1120000000.00
Apr 11 2020,MANA,0,1204606841.61,3065627.56,3065627.56,78475586.48,1120000000.00
Apr 06 2020,MANA,0,1203589187.03,2762100.08,2762100.08,78064986.87,1120000000.00
Apr 01 2020,MANA,0,1202571532.45,2458572.60,2458572.60,77654387.25,1120000000.00
Mar 26 2020,MANA,0,1201350346.96,2094339.62,2094339.62,77161667.71,1120000000.00
Mar 21 2020,MANA,0,1200332692.38,1790812.14,1790812.14,76751068.09,1120000000.00
Mar 16 2020,MANA,0,1199315037.80,1487284.66,1487284.66,76340468.48,1120000000.00
Mar 11 2020,MANA,0,1198297383.22,1183757.18,1183757.18,75929868.86,1120000000.00
Mar 06 2020,MANA,0,1197279728.64,880229.70,880229.70,75519269.25,1120000000.00
Feb 29 2020,MANA,0,1196058543.14,515996.72,515996.72,75026549.71,1120000000.00
Feb 24 2020,MANA,0,1195040888.56,212469.24,212469.24,74615950.09,1120000000.00
Feb 19 2020,MANA,0,1194205350.47,0,0,74205350.47,1120000000.00
Feb 14 2020,MANA,0,1193794750.86,0,0,73794750.86,1120000000.00
Feb 08 2020,MANA,0,1193302031.32,0,0,73302031.32,1120000000.00
Feb 03 2020,MANA,0,1192891431.70,0,0,72891431.70,1120000000.00
Jan 29 2020,MANA,0,1192480832.08,0,0,72480832.08,1120000000.00
Jan 24 2020,MANA,0,1192070232.47,0,0,72070232.47,1120000000.00
Jan 18 2020,MANA,0,1191577512.93,0,0,71577512.93,1120000000.00
Jan 13 2020,MANA,0,1191166913.31,0,0,71166913.31,1120000000.00
Jan 08 2020,MANA,0,1190756313.70,0,0,70756313.70,1120000000.00
Jan 03 2020,MANA,0,1190345714.08,0,0,70345714.08,1120000000.00
Dec 29 2019,MANA,0,1189935114.46,0,0,69935114.46,1120000000.00
Dec 23 2019,MANA,0,1189442394.92,0,0,69442394.92,1120000000.00
Dec 18 2019,MANA,0,1189031795.31,0,0,69031795.31,1120000000.00
Dec 13 2019,MANA,0,1188621195.69,0,0,68621195.69,1120000000.00
Dec 08 2019,MANA,0,1188210596.07,0,0,68210596.07,1120000000.00
Dec 02 2019,MANA,0,1187717876.53,0,0,67717876.53,1120000000.00
Nov 27 2019,MANA,0,1187307276.92,0,0,67307276.92,1120000000.00
Nov 22 2019,MANA,0,1186896677.30,0,0,66896677.30,1120000000.00
Nov 17 2019,MANA,0,1186486077.69,0,0,66486077.69,1120000000.00
Nov 11 2019,MANA,0,1185993358.15,0,0,65993358.15,1120000000.00
Nov 06 2019,MANA,0,1185582758.53,0,0,65582758.53,1120000000.00
Nov 01 2019,MANA,0,1185174332.39,0,0,65174332.39,1120000000.00
Oct 27 2019,MANA,0,1184785467.60,0,0,64785467.60,1120000000.00
Oct 21 2019,MANA,0,1184318829.85,0,0,64318829.85,1120000000.00
Oct 16 2019,MANA,0,1183929965.05,0,0,63929965.05,1120000000.00
Oct 11 2019,MANA,0,1183541100.26,0,0,63541100.26,1120000000.00
Oct 06 2019,MANA,0,1183152235.46,0,0,63152235.46,1120000000.00
Oct 01 2019,MANA,0,1182763370.67,0,0,62763370.67,1120000000.00
Sep 25 2019,MANA,0,1182296732.92,0,0,62296732.92,1120000000.00
Sep 20 2019,MANA,0,1181907868.12,0,0,61907868.12,1120000000.00
Sep 15 2019,MANA,0,1181519003.33,0,0,61519003.33,1120000000.00
Sep 10 2019,MANA,0,1181130138.53,0,0,61130138.53,1120000000.00
Sep 04 2019,MANA,0,1180663500.78,0,0,60663500.78,1120000000.00
Aug 30 2019,MANA,0,1180274635.98,0,0,60274635.98,1120000000.00
Aug 25 2019,MANA,0,1179885771.19,0,0,59885771.19,1120000000.00
Aug 20 2019,MANA,0,1179496906.40,0,0,59496906.40,1120000000.00
Aug 14 2019,MANA,0,1179030268.64,0,0,59030268.64,1120000000.00
Aug 09 2019,MANA,0,1178641403.85,0,0,58641403.85,1120000000.00
Aug 04 2019,MANA,0,1178252539.05,0,0,58252539.05,1120000000.00
Jul 30 2019,MANA,0,1177863674.26,0,0,57863674.26,1120000000.00
Jul 25 2019,MANA,0,1177474809.46,0,0,57474809.46,1120000000.00
Jul 19 2019,MANA,0,1177008171.71,0,0,57008171.71,1120000000.00
Jul 14 2019,MANA,0,1176619306.92,0,0,56619306.92,1120000000.00
Jul 09 2019,MANA,0,1176230442.12,0,0,56230442.12,1120000000.00
Jul 04 2019,MANA,0,1175841577.33,0,0,55841577.33,1120000000.00
Jun 28 2019,MANA,0,1175374939.57,0,0,55374939.57,1120000000.00
Jun 23 2019,MANA,0,1174986074.78,0,0,54986074.78,1120000000.00
Jun 18 2019,MANA,0,1174597209.99,0,0,54597209.99,1120000000.00
Jun 13 2019,MANA,0,1174208345.19,0,0,54208345.19,1120000000.00
Jun 07 2019,MANA,0,1173741707.44,0,0,53741707.44,1120000000.00
Jun 02 2019,MANA,0,1173352842.64,0,0,53352842.64,1120000000.00
May 28 2019,MANA,0,1172963977.85,0,0,52963977.85,1120000000.00
May 23 2019,MANA,0,1172575113.05,0,0,52575113.05,1120000000.00
May 17 2019,MANA,0,1172108475.30,0,0,52108475.30,1120000000.00
May 12 2019,MANA,0,1171719610.51,0,0,51719610.51,1120000000.00
May 07 2019,MANA,0,1171330745.71,0,0,51330745.71,1120000000.00
May 02 2019,MANA,0,1170941880.92,0,0,50941880.92,1120000000.00
Apr 27 2019,MANA,0,1170553016.12,0,0,50553016.12,1120000000.00
Apr 21 2019,MANA,0,1170086378.37,0,0,50086378.37,1120000000.00
Apr 16 2019,MANA,0,1169697513.58,0,0,49697513.58,1120000000.00
Apr 11 2019,MANA,0,1169308648.78,0,0,49308648.78,1120000000.00
Apr 06 2019,MANA,0,1168919783.99,0,0,48919783.99,1120000000.00
Mar 31 2019,MANA,0,1168453146.23,0,0,48453146.23,1120000000.00
Mar 26 2019,MANA,0,1168064281.44,0,0,48064281.44,1120000000.00
Mar 21 2019,MANA,0,1167675416.64,0,0,47675416.64,1120000000.00
Mar 16 2019,MANA,0,1167286551.85,0,0,47286551.85,1120000000.00
Mar 10 2019,MANA,0,1166819914.10,0,0,46819914.10,1120000000.00
Mar 05 2019,MANA,0,1166431049.30,0,0,46431049.30,1120000000.00
Feb 28 2019,MANA,0,1166042184.51,0,0,46042184.51,1120000000.00
Feb 23 2019,MANA,0,1165653319.71,0,0,45653319.71,1120000000.00
Feb 18 2019,MANA,0,1165264454.92,0,0,45264454.92,1120000000.00
Feb 12 2019,MANA,0,1164745703.28,0,0,44745703.28,1120000000.00
Feb 07 2019,MANA,0,1164279964.89,0,0,44279964.89,1120000000.00
Feb 02 2019,MANA,0,1163814226.51,0,0,43814226.51,1120000000.00
Jan 28 2019,MANA,0,1163348488.13,0,0,43348488.13,1120000000.00
Jan 22 2019,MANA,0,1162789602.07,0,0,42789602.07,1120000000.00
Jan 17 2019,MANA,0,1162323863.68,0,0,42323863.68,1120000000.00
Jan 12 2019,MANA,0,1161858125.30,0,0,41858125.30,1120000000.00
Jan 07 2019,MANA,0,1161392386.92,0,0,41392386.92,1120000000.00
Jan 01 2019,MANA,0,1160833885.22,0,0,40833885.22,1120000000.00
Dec 27 2018,MANA,0,1160371990.52,0,0,40371990.52,1120000000.00
Dec 22 2018,MANA,0,1159910095.81,0,0,39910095.81,1120000000.00
Dec 17 2018,MANA,0,1159448201.11,0,0,39448201.11,1120000000.00
Dec 11 2018,MANA,0,1158893927.46,0,0,38893927.46,1120000000.00
Dec 06 2018,MANA,0,1158432032.76,0,0,38432032.76,1120000000.00
Dec 01 2018,MANA,0,1157970138.05,0,0,37970138.05,1120000000.00
Nov 26 2018,MANA,0,1157508243.34,0,0,37508243.34,1120000000.00
Nov 21 2018,MANA,0,1157046348.64,0,0,37046348.64,1120000000.00
Nov 15 2018,MANA,0,1156492074.99,0,0,36492074.99,1120000000.00
Nov 10 2018,MANA,0,1156030180.29,0,0,36030180.29,1120000000.00
Nov 05 2018,MANA,0,1155568285.58,0,0,35568285.58,1120000000.00
Oct 31 2018,MANA,0,1155106390.88,0,0,35106390.88,1120000000.00
Oct 25 2018,MANA,0,1154552117.23,0,0,34552117.23,1120000000.00
Oct 20 2018,MANA,0,1154090222.52,0,0,34090222.52,1120000000.00
Oct 15 2018,MANA,0,1153628327.82,0,0,33628327.82,1120000000.00
Oct 10 2018,MANA,0,1153166433.11,0,0,33166433.11,1120000000.00
Oct 04 2018,MANA,0,1152612159.47,0,0,32612159.47,1120000000.00
Sep 29 2018,MANA,0,1152150264.76,0,0,32150264.76,1120000000.00
Sep 24 2018,MANA,0,1151688370.06,0,0,31688370.06,1120000000.00
Sep 19 2018,MANA,0,1151226475.35,0,0,31226475.35,1120000000.00
Sep 14 2018,MANA,0,1150764580.65,0,0,30764580.65,1120000000.00
Sep 08 2018,MANA,0,1150210307.00,0,0,30210307.00,1120000000.00
Sep 03 2018,MANA,0,1149748412.29,0,0,29748412.29,1120000000.00
Aug 29 2018,MANA,0,1149286517.59,0,0,29286517.59,1120000000.00
Aug 24 2018,MANA,0,1148824622.88,0,0,28824622.88,1120000000.00
Aug 18 2018,MANA,0,1148270349.24,0,0,28270349.24,1120000000.00
Aug 13 2018,MANA,0,1147808454.53,0,0,27808454.53,1120000000.00
Aug 08 2018,MANA,0,1147346559.83,0,0,27346559.83,1120000000.00
Aug 03 2018,MANA,0,1146884665.12,0,0,26884665.12,1120000000.00
Jul 28 2018,MANA,0,1146330391.47,0,0,26330391.47,1120000000.00
Jul 23 2018,MANA,0,1145868496.77,0,0,25868496.77,1120000000.00
Jul 18 2018,MANA,0,1145406602.06,0,0,25406602.06,1120000000.00
Jul 13 2018,MANA,0,1144944707.36,0,0,24944707.36,1120000000.00
Jul 07 2018,MANA,0,1144390433.71,0,0,24390433.71,1120000000.00
Jul 02 2018,MANA,0,1143928539.01,0,0,23928539.01,1120000000.00
Jun 27 2018,MANA,0,1143466644.30,0,0,23466644.30,1120000000.00
Jun 22 2018,MANA,0,1143004749.59,0,0,23004749.59,1120000000.00
Jun 17 2018,MANA,0,1142542854.89,0,0,22542854.89,1120000000.00
Jun 11 2018,MANA,0,1141988581.24,0,0,21988581.24,1120000000.00
Jun 06 2018,MANA,0,1141526686.54,0,0,21526686.54,1120000000.00
Jun 01 2018,MANA,0,1141064791.83,0,0,21064791.83,1120000000.00
May 27 2018,MANA,0,1140602897.13,0,0,20602897.13,1120000000.00
May 21 2018,MANA,0,1140048623.48,0,0,20048623.48,1120000000.00
May 16 2018,MANA,0,1139586728.77,0,0,19586728.77,1120000000.00
May 11 2018,MANA,0,1139124834.07,0,0,19124834.07,1120000000.00
May 06 2018,MANA,0,1138662939.36,0,0,18662939.36,1120000000.00
Apr 30 2018,MANA,0,1138109597.56,0,0,18109597.56,1120000000.00
Apr 25 2018,MANA,0,1137657021.24,0,0,17657021.24,1120000000.00
Apr 20 2018,MANA,0,1137204444.93,0,0,17204444.93,1120000000.00
Apr 15 2018,MANA,0,1136751868.61,0,0,16751868.61,1120000000.00
Apr 10 2018,MANA,0,1136299292.30,0,0,16299292.30,1120000000.00
Apr 04 2018,MANA,0,1135756200.72,0,0,15756200.72,1120000000.00
Mar 30 2018,MANA,0,1135303624.40,0,0,15303624.40,1120000000.00
Mar 25 2018,MANA,0,1134851048.09,0,0,14851048.09,1120000000.00
Mar 20 2018,MANA,0,1134398471.77,0,0,14398471.77,1120000000.00
Mar 14 2018,MANA,0,1133855380.19,0,0,13855380.19,1120000000.00
Mar 09 2018,MANA,0,1133402803.88,0,0,13402803.88,1120000000.00
Mar 04 2018,MANA,0,1132950227.56,0,0,12950227.56,1120000000.00
Feb 27 2018,MANA,0,1132497651.25,0,0,12497651.25,1120000000.00
Feb 21 2018,MANA,0,1131954559.67,0,0,11954559.67,1120000000.00
Feb 16 2018,MANA,0,1131501983.36,0,0,11501983.36,1120000000.00
Feb 11 2018,MANA,0,1131116895.65,0,0,11116895.65,1120000000.00
Feb 06 2018,MANA,0,1130741192.92,0,0,10741192.92,1120000000.00
Jan 31 2018,MANA,0,1130290349.65,0,0,10290349.65,1120000000.00
Jan 26 2018,MANA,0,1129914646.92,0,0,9914646.92,1120000000.00
Jan 21 2018,MANA,0,1129538944.20,0,0,9538944.20,1120000000.00
Jan 16 2018,MANA,0,1129163241.47,0,0,9163241.47,1120000000.00
Jan 11 2018,MANA,0,1128787538.75,0,0,8787538.75,1120000000.00
Jan 05 2018,MANA,0,1128336695.47,0,0,8336695.47,1120000000.00
Dec 31 2017,MANA,0,1127960992.75,0,0,7960992.75,1120000000.00
Dec 26 2017,MANA,0,1127585290.02,0,0,7585290.02,1120000000.00
Dec 21 2017,MANA,0,1127209587.30,0,0,7209587.30,1120000000.00
