Date,Symbol,Available Supply,Unlocked Supply,Mining Reserve (TBD),Simple Minting,Baseline Minting,Protocol Labs Team and Contributors,Filecoin Foundation,Protocol Labs,Fundraising 36 months,Fundraising 24 months,Fundraising 12 months,Fundraising 6 months
Oct 06 2027,FIL,1353277023.79,1053277023.79,300000000.00,184804744.53,268472279.26,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 25 2027,FIL,1351690992.88,1051690992.88,300000000.00,184378193.43,267312799.45,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 14 2027,FIL,1350104961.98,1050104961.98,300000000.00,183951642.34,266153319.64,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Sep 03 2027,FIL,1348518931.08,1048518931.08,300000000.00,183525091.24,264993839.84,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 23 2027,FIL,1346932900.17,1046932900.17,300000000.00,183098540.15,263834360.03,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Aug 11 2027,FIL,1345202684.64,1045202684.64,300000000.00,182633211.68,262569472.96,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 31 2027,FIL,1343616653.74,1043616653.74,300000000.00,182206660.58,261409993.16,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 20 2027,FIL,1342030622.84,1042030622.84,300000000.00,181780109.49,260250513.35,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jul 09 2027,FIL,1340444591.93,1040444591.93,300000000.00,181353558.39,259091033.54,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 27 2027,FIL,1338714376.40,1038714376.40,300000000.00,180888229.93,257826146.48,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 16 2027,FIL,1337128345.50,1037128345.50,300000000.00,180461678.83,256666666.67,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 05 2027,FIL,1335542314.60,1035542314.60,300000000.00,180035127.74,255507186.86,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 25 2027,FIL,1333956283.69,1033956283.69,300000000.00,179608576.64,254347707.05,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 14 2027,FIL,1332370252.79,1032370252.79,300000000.00,179182025.55,253188227.24,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
May 02 2027,FIL,1330640037.26,1030640037.26,300000000.00,178716697.08,251923340.18,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 21 2027,FIL,1329054006.36,1029054006.36,300000000.00,178290145.99,250763860.37,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Apr 10 2027,FIL,1327467975.45,1027467975.45,300000000.00,177863594.89,249604380.56,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 30 2027,FIL,1325881944.55,1025881944.55,300000000.00,177437043.80,248444900.75,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 18 2027,FIL,1324151729.02,1024151729.02,300000000.00,176971715.33,247180013.69,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Mar 07 2027,FIL,1322565698.11,1022565698.11,300000000.00,176545164.23,246020533.88,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 24 2027,FIL,1320979667.21,1020979667.21,300000000.00,176118613.14,244861054.07,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 13 2027,FIL,1319393636.31,1019393636.31,300000000.00,175692062.04,243701574.26,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Feb 02 2027,FIL,1317807605.40,1017807605.40,300000000.00,175265510.95,242542094.46,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 21 2027,FIL,1316077389.87,1016077389.87,300000000.00,174800182.48,241277207.39,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Jan 10 2027,FIL,1314491358.97,1014491358.97,300000000.00,174373631.39,240117727.58,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 30 2026,FIL,1312905328.07,1012905328.07,300000000.00,173947080.29,238958247.78,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 19 2026,FIL,1311319297.16,1011319297.16,300000000.00,173520529.20,237798767.97,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Dec 07 2026,FIL,1309589081.63,1009589081.63,300000000.00,173055200.73,236533880.90,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 26 2026,FIL,1308003050.73,1008003050.73,300000000.00,172628649.64,235374401.10,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 15 2026,FIL,1306417019.83,1006417019.83,300000000.00,172202098.54,234214921.29,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Nov 04 2026,FIL,1304830988.92,1004830988.92,300000000.00,171775547.45,233055441.48,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 24 2026,FIL,1303244958.02,1003244958.02,300000000.00,171348996.35,231895961.67,90000000.00,100000000.00,210000000.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 12 2026,FIL,1300986163.61,1000986163.61,300000000.00,170765860.34,230631074.61,89876768.60,100000000.00,209712460.06,116000000.00,10000000.00,30000000.00,44000000.00
Oct 01 2026,FIL,1297462010.13,997462010.13,300000000.00,169907348.24,229471594.80,89424920.13,100000000.00,208658146.96,116000000.00,10000000.00,30000000.00,44000000.00
Sep 20 2026,FIL,1293937856.66,993937856.66,300000000.00,169048836.15,228312114.99,88973071.66,100000000.00,207603833.87,116000000.00,10000000.00,30000000.00,44000000.00
Sep 09 2026,FIL,1290413703.19,990413703.19,300000000.00,168190324.05,227152635.18,88521223.19,100000000.00,206549520.77,116000000.00,10000000.00,30000000.00,44000000.00
Aug 28 2026,FIL,1286569172.13,986569172.13,300000000.00,167253765.40,225887748.12,88028297.58,100000000.00,205399361.02,116000000.00,10000000.00,30000000.00,44000000.00
Aug 17 2026,FIL,1283045018.65,983045018.65,300000000.00,166395253.31,224728268.31,87576449.11,100000000.00,204345047.92,116000000.00,10000000.00,30000000.00,44000000.00
Aug 06 2026,FIL,1279520865.18,979520865.18,300000000.00,165536741.21,223568788.50,87124600.64,100000000.00,203290734.82,116000000.00,10000000.00,30000000.00,44000000.00
Jul 26 2026,FIL,1275996711.71,975996711.71,300000000.00,164678229.12,222409308.69,86672752.17,100000000.00,202236421.73,116000000.00,10000000.00,30000000.00,44000000.00
Jul 15 2026,FIL,1272472558.23,972472558.23,300000000.00,163819717.02,221249828.88,86220903.70,100000000.00,201182108.63,116000000.00,10000000.00,30000000.00,44000000.00
Jul 03 2026,FIL,1268628027.17,968628027.17,300000000.00,162883158.38,219984941.82,85727978.09,100000000.00,200031948.88,116000000.00,10000000.00,30000000.00,44000000.00
Jun 22 2026,FIL,1265103873.70,965103873.70,300000000.00,162024646.28,218825462.01,85276129.62,100000000.00,198977635.78,116000000.00,10000000.00,30000000.00,44000000.00
Jun 11 2026,FIL,1261579720.22,961579720.22,300000000.00,161166134.19,217665982.20,84824281.15,100000000.00,197923322.68,116000000.00,10000000.00,30000000.00,44000000.00
May 31 2026,FIL,1258055566.75,958055566.75,300000000.00,160307622.09,216506502.40,84372432.68,100000000.00,196869009.58,116000000.00,10000000.00,30000000.00,44000000.00
May 19 2026,FIL,1254211035.69,954211035.69,300000000.00,159371063.44,215241615.33,83879507.07,100000000.00,195718849.84,116000000.00,10000000.00,30000000.00,44000000.00
May 08 2026,FIL,1250686882.21,950686882.21,300000000.00,158512551.35,214082135.52,83427658.60,100000000.00,194664536.74,116000000.00,10000000.00,30000000.00,44000000.00
Apr 27 2026,FIL,1247162728.74,947162728.74,300000000.00,157654039.25,212922655.72,82975810.13,100000000.00,193610223.64,116000000.00,10000000.00,30000000.00,44000000.00
Apr 16 2026,FIL,1243638575.27,943638575.27,300000000.00,156795527.16,211763175.91,82523961.66,100000000.00,192555910.54,116000000.00,10000000.00,30000000.00,44000000.00
Apr 05 2026,FIL,1240114421.79,940114421.79,300000000.00,155937015.06,210603696.10,82072113.19,100000000.00,191501597.44,116000000.00,10000000.00,30000000.00,44000000.00
Mar 24 2026,FIL,1236269890.73,936269890.73,300000000.00,155000456.41,209338809.03,81579187.59,100000000.00,190351437.70,116000000.00,10000000.00,30000000.00,44000000.00
Mar 13 2026,FIL,1232745737.26,932745737.26,300000000.00,154141944.32,208179329.23,81127339.11,100000000.00,189297124.60,116000000.00,10000000.00,30000000.00,44000000.00
Mar 02 2026,FIL,1229221583.79,929221583.79,300000000.00,153283432.22,207019849.42,80675490.64,100000000.00,188242811.50,116000000.00,10000000.00,30000000.00,44000000.00
Feb 19 2026,FIL,1225697430.31,925697430.31,300000000.00,152424920.13,205860369.61,80223642.17,100000000.00,187188498.40,116000000.00,10000000.00,30000000.00,44000000.00
Feb 07 2026,FIL,1221852899.25,921852899.25,300000000.00,151488361.48,204595482.55,79730716.57,100000000.00,186038338.66,116000000.00,10000000.00,30000000.00,44000000.00
Jan 27 2026,FIL,1218328745.78,918328745.78,300000000.00,150629849.38,203436002.74,79278868.10,100000000.00,184984025.56,116000000.00,10000000.00,30000000.00,44000000.00
Jan 16 2026,FIL,1214804592.30,914804592.30,300000000.00,149771337.29,202276522.93,78827019.63,100000000.00,183929712.46,116000000.00,10000000.00,30000000.00,44000000.00
Jan 05 2026,FIL,1211280438.83,911280438.83,300000000.00,148912825.19,201117043.12,78375171.15,100000000.00,182875399.36,116000000.00,10000000.00,30000000.00,44000000.00
Dec 25 2025,FIL,1207756285.36,907756285.36,300000000.00,148054313.10,199957563.31,77923322.68,100000000.00,181821086.26,116000000.00,10000000.00,30000000.00,44000000.00
Dec 13 2025,FIL,1203911754.30,903911754.30,300000000.00,147117754.45,198692676.25,77430397.08,100000000.00,180670926.52,116000000.00,10000000.00,30000000.00,44000000.00
Dec 02 2025,FIL,1200387600.82,900387600.82,300000000.00,146259242.36,197533196.44,76978548.61,100000000.00,179616613.42,116000000.00,10000000.00,30000000.00,44000000.00
Nov 21 2025,FIL,1196863447.35,896863447.35,300000000.00,145400730.26,196373716.63,76526700.14,100000000.00,178562300.32,116000000.00,10000000.00,30000000.00,44000000.00
Nov 10 2025,FIL,1193339293.88,893339293.88,300000000.00,144542218.17,195214236.82,76074851.67,100000000.00,177507987.22,116000000.00,10000000.00,30000000.00,44000000.00
Oct 29 2025,FIL,1189494762.81,889494762.81,300000000.00,143605659.52,193949349.76,75581926.06,100000000.00,176357827.48,116000000.00,10000000.00,30000000.00,44000000.00
Oct 18 2025,FIL,1185970609.34,885970609.34,300000000.00,142747147.42,192789869.95,75130077.59,100000000.00,175303514.38,116000000.00,10000000.00,30000000.00,44000000.00
Oct 07 2025,FIL,1182446455.87,882446455.87,300000000.00,141888635.33,191630390.14,74678229.12,100000000.00,174249201.28,116000000.00,10000000.00,30000000.00,44000000.00
Sep 26 2025,FIL,1178922302.39,878922302.39,300000000.00,141030123.23,190470910.34,74226380.65,100000000.00,173194888.18,116000000.00,10000000.00,30000000.00,44000000.00
Sep 15 2025,FIL,1175398148.92,875398148.92,300000000.00,140171611.14,189311430.53,73774532.18,100000000.00,172140575.08,116000000.00,10000000.00,30000000.00,44000000.00
Sep 03 2025,FIL,1171553617.86,871553617.86,300000000.00,139235052.49,188046543.46,73281606.57,100000000.00,170990415.34,116000000.00,10000000.00,30000000.00,44000000.00
Aug 23 2025,FIL,1168029464.39,868029464.39,300000000.00,138376540.39,186887063.66,72829758.10,100000000.00,169936102.24,116000000.00,10000000.00,30000000.00,44000000.00
Aug 12 2025,FIL,1164505310.91,864505310.91,300000000.00,137518028.30,185727583.85,72377909.63,100000000.00,168881789.14,116000000.00,10000000.00,30000000.00,44000000.00
Aug 01 2025,FIL,1160981157.44,860981157.44,300000000.00,136659516.20,184568104.04,71926061.16,100000000.00,167827476.04,116000000.00,10000000.00,30000000.00,44000000.00
Jul 20 2025,FIL,1157136626.38,857136626.38,300000000.00,135722957.55,183303216.97,71433135.55,100000000.00,166677316.29,116000000.00,10000000.00,30000000.00,44000000.00
Jul 09 2025,FIL,1153612472.90,853612472.90,300000000.00,134864445.46,182143737.17,70981287.08,100000000.00,165623003.19,116000000.00,10000000.00,30000000.00,44000000.00
Jun 28 2025,FIL,1150088319.43,850088319.43,300000000.00,134005933.36,180984257.36,70529438.61,100000000.00,164568690.10,116000000.00,10000000.00,30000000.00,44000000.00
Jun 17 2025,FIL,1146564165.96,846564165.96,300000000.00,133147421.27,179824777.55,70077590.14,100000000.00,163514377.00,116000000.00,10000000.00,30000000.00,44000000.00
Jun 06 2025,FIL,1143040012.48,843040012.48,300000000.00,132288909.17,178665297.74,69625741.67,100000000.00,162460063.90,116000000.00,10000000.00,30000000.00,44000000.00
May 25 2025,FIL,1139195481.42,839195481.42,300000000.00,131352350.52,177400410.68,69132816.07,100000000.00,161309904.15,116000000.00,10000000.00,30000000.00,44000000.00
May 14 2025,FIL,1135671327.95,835671327.95,300000000.00,130493838.43,176240930.87,68680967.59,100000000.00,160255591.05,116000000.00,10000000.00,30000000.00,44000000.00
May 03 2025,FIL,1132147174.47,832147174.47,300000000.00,129635326.34,175081451.06,68229119.12,100000000.00,159201277.96,116000000.00,10000000.00,30000000.00,44000000.00
Apr 22 2025,FIL,1128623021.00,828623021.00,300000000.00,128776814.24,173921971.25,67777270.65,100000000.00,158146964.86,116000000.00,10000000.00,30000000.00,44000000.00
Apr 10 2025,FIL,1124778489.94,824778489.94,300000000.00,127840255.59,172657084.19,67284345.05,100000000.00,156996805.11,116000000.00,10000000.00,30000000.00,44000000.00
Mar 30 2025,FIL,1121254336.47,821254336.47,300000000.00,126981743.50,171497604.38,66832496.58,100000000.00,155942492.01,116000000.00,10000000.00,30000000.00,44000000.00
Mar 19 2025,FIL,1117730182.99,817730182.99,300000000.00,126123231.40,170338124.57,66380648.11,100000000.00,154888178.91,116000000.00,10000000.00,30000000.00,44000000.00
Mar 08 2025,FIL,1114206029.52,814206029.52,300000000.00,125264719.31,169178644.76,65928799.63,100000000.00,153833865.81,116000000.00,10000000.00,30000000.00,44000000.00
Feb 25 2025,FIL,1110681876.05,810681876.05,300000000.00,124406207.21,168019164.96,65476951.16,100000000.00,152779552.72,116000000.00,10000000.00,30000000.00,44000000.00
Feb 13 2025,FIL,1106837344.98,806837344.98,300000000.00,123469648.56,166754277.89,64984025.56,100000000.00,151629392.97,116000000.00,10000000.00,30000000.00,44000000.00
Feb 02 2025,FIL,1103313191.51,803313191.51,300000000.00,122611136.47,165594798.08,64532177.09,100000000.00,150575079.87,116000000.00,10000000.00,30000000.00,44000000.00
Jan 22 2025,FIL,1099789038.04,799789038.04,300000000.00,121752624.37,164435318.28,64080328.62,100000000.00,149520766.77,116000000.00,10000000.00,30000000.00,44000000.00
Jan 11 2025,FIL,1096264884.56,796264884.56,300000000.00,120894112.28,163275838.47,63628480.15,100000000.00,148466453.67,116000000.00,10000000.00,30000000.00,44000000.00
Dec 30 2024,FIL,1092420353.50,792420353.50,300000000.00,119957553.63,162010951.40,63135554.54,100000000.00,147316293.93,116000000.00,10000000.00,30000000.00,44000000.00
Dec 19 2024,FIL,1088896200.03,788896200.03,300000000.00,119099041.53,160851471.59,62683706.07,100000000.00,146261980.83,116000000.00,10000000.00,30000000.00,44000000.00
Dec 08 2024,FIL,1085372046.56,785372046.56,300000000.00,118240529.44,159691991.79,62231857.60,100000000.00,145207667.73,116000000.00,10000000.00,30000000.00,44000000.00
Nov 27 2024,FIL,1081847893.08,781847893.08,300000000.00,117382017.34,158532511.98,61780009.13,100000000.00,144153354.63,116000000.00,10000000.00,30000000.00,44000000.00
Nov 16 2024,FIL,1078323739.61,778323739.61,300000000.00,116523505.25,157373032.17,61328160.66,100000000.00,143099041.53,116000000.00,10000000.00,30000000.00,44000000.00
Nov 04 2024,FIL,1074479208.55,774479208.55,300000000.00,115586946.60,156108145.11,60835235.05,100000000.00,141948881.79,116000000.00,10000000.00,30000000.00,44000000.00
Oct 24 2024,FIL,1070955055.07,770955055.07,300000000.00,114728434.50,154948665.30,60383386.58,100000000.00,140894568.69,116000000.00,10000000.00,30000000.00,44000000.00
Oct 13 2024,FIL,1067430901.60,767430901.60,300000000.00,113869922.41,153789185.49,59931538.11,100000000.00,139840255.59,116000000.00,10000000.00,30000000.00,44000000.00
Oct 02 2024,FIL,1063906748.13,763906748.13,300000000.00,113011410.31,152629705.68,59479689.64,100000000.00,138785942.49,116000000.00,10000000.00,30000000.00,44000000.00
Sep 20 2024,FIL,1060062217.07,760062217.07,300000000.00,112074851.67,151364818.62,58986764.03,100000000.00,137635782.75,116000000.00,10000000.00,30000000.00,44000000.00
Sep 09 2024,FIL,1056538063.59,756538063.59,300000000.00,111216339.57,150205338.81,58534915.56,100000000.00,136581469.65,116000000.00,10000000.00,30000000.00,44000000.00
Aug 29 2024,FIL,1053013910.12,753013910.12,300000000.00,110357827.48,149045859.00,58083067.09,100000000.00,135527156.55,116000000.00,10000000.00,30000000.00,44000000.00
Aug 18 2024,FIL,1049489756.65,749489756.65,300000000.00,109499315.38,147886379.19,57631218.62,100000000.00,134472843.45,116000000.00,10000000.00,30000000.00,44000000.00
Aug 07 2024,FIL,1045965603.17,745965603.17,300000000.00,108640803.29,146726899.38,57179370.15,100000000.00,133418530.35,116000000.00,10000000.00,30000000.00,44000000.00
Jul 26 2024,FIL,1042121072.11,742121072.11,300000000.00,107704244.64,145462012.32,56686444.55,100000000.00,132268370.61,116000000.00,10000000.00,30000000.00,44000000.00
Jul 15 2024,FIL,1038596918.64,738596918.64,300000000.00,106845732.54,144302532.51,56234596.07,100000000.00,131214057.51,116000000.00,10000000.00,30000000.00,44000000.00
Jul 04 2024,FIL,1035072765.16,735072765.16,300000000.00,105987220.45,143143052.70,55782747.60,100000000.00,130159744.41,116000000.00,10000000.00,30000000.00,44000000.00
Jun 23 2024,FIL,1031548611.69,731548611.69,300000000.00,105128708.35,141983572.90,55330899.13,100000000.00,129105431.31,116000000.00,10000000.00,30000000.00,44000000.00
Jun 11 2024,FIL,1027704080.63,727704080.63,300000000.00,104192149.70,140718685.83,54837973.53,100000000.00,127955271.57,116000000.00,10000000.00,30000000.00,44000000.00
May 31 2024,FIL,1024179927.16,724179927.16,300000000.00,103333637.61,139559206.02,54386125.06,100000000.00,126900958.47,116000000.00,10000000.00,30000000.00,44000000.00
May 20 2024,FIL,1020655773.68,720655773.68,300000000.00,102475125.51,138399726.21,53934276.59,100000000.00,125846645.37,116000000.00,10000000.00,30000000.00,44000000.00
May 09 2024,FIL,1017131620.21,717131620.21,300000000.00,101616613.42,137240246.41,53482428.12,100000000.00,124792332.27,116000000.00,10000000.00,30000000.00,44000000.00
Apr 28 2024,FIL,1013607466.74,713607466.74,300000000.00,100758101.32,136080766.60,53030579.64,100000000.00,123738019.17,116000000.00,10000000.00,30000000.00,44000000.00
Apr 16 2024,FIL,1009762935.67,709762935.67,300000000.00,99821542.67,134815879.53,52537654.04,100000000.00,122587859.42,116000000.00,10000000.00,30000000.00,44000000.00
Apr 05 2024,FIL,1006238782.20,706238782.20,300000000.00,98963030.58,133656399.73,52085805.57,100000000.00,121533546.33,116000000.00,10000000.00,30000000.00,44000000.00
Mar 25 2024,FIL,0,702714628.73,0,98104518.48,132496919.92,51633957.10,100000000.00,120479233.23,116000000.00,10000000.00,30000000.00,44000000.00
Mar 14 2024,FIL,0,699190475.25,0,97246006.39,131337440.11,51182108.63,100000000.00,119424920.13,116000000.00,10000000.00,30000000.00,44000000.00
Mar 02 2024,FIL,0,695345944.19,0,96309447.74,130072553.05,50689183.02,100000000.00,118274760.38,116000000.00,10000000.00,30000000.00,44000000.00
Feb 20 2024,FIL,0,691821790.72,0,95450935.65,128913073.24,50237334.55,100000000.00,117220447.28,116000000.00,10000000.00,30000000.00,44000000.00
Feb 09 2024,FIL,0,688297637.24,0,94592423.55,127753593.43,49785486.08,100000000.00,116166134.19,116000000.00,10000000.00,30000000.00,44000000.00
Jan 29 2024,FIL,0,684773483.77,0,93733911.46,126594113.62,49333637.61,100000000.00,115111821.09,116000000.00,10000000.00,30000000.00,44000000.00
Jan 18 2024,FIL,0,681249330.30,0,92875399.36,125434633.81,48881789.14,100000000.00,114057507.99,116000000.00,10000000.00,30000000.00,44000000.00
Jan 06 2024,FIL,0,677404799.24,0,91938840.71,124169746.75,48388863.53,100000000.00,112907348.24,116000000.00,10000000.00,30000000.00,44000000.00
Dec 26 2023,FIL,0,673880645.76,0,91080328.62,123010266.94,47937015.06,100000000.00,111853035.14,116000000.00,10000000.00,30000000.00,44000000.00
Dec 15 2023,FIL,0,670356492.29,0,90221816.52,121850787.13,47485166.59,100000000.00,110798722.04,116000000.00,10000000.00,30000000.00,44000000.00
Dec 04 2023,FIL,0,666832338.82,0,89363304.43,120691307.32,47033318.12,100000000.00,109744408.95,116000000.00,10000000.00,30000000.00,44000000.00
Nov 22 2023,FIL,0,662987807.75,0,88426745.78,119426420.26,46540392.51,100000000.00,108594249.20,116000000.00,10000000.00,30000000.00,44000000.00
Nov 11 2023,FIL,0,659463654.28,0,87568233.68,118266940.45,46088544.04,100000000.00,107539936.10,116000000.00,10000000.00,30000000.00,44000000.00
Oct 31 2023,FIL,0,655939500.81,0,86709721.59,117107460.64,45636695.57,100000000.00,106485623.00,116000000.00,10000000.00,30000000.00,44000000.00
Oct 20 2023,FIL,0,652415347.33,0,85851209.49,115947980.84,45184847.10,100000000.00,105431309.90,116000000.00,10000000.00,30000000.00,44000000.00
Oct 09 2023,FIL,0,647707632.22,0,84992697.40,114788501.03,44732998.63,99452054.79,104376996.81,115364383.56,10000000.00,30000000.00,44000000.00
Sep 27 2023,FIL,0,641495977.87,0,84056138.75,113523613.96,44240073.03,98356164.38,103226837.06,114093150.68,10000000.00,30000000.00,44000000.00
Sep 16 2023,FIL,0,635801961.38,0,83197626.65,112364134.15,43788224.56,97351598.17,102172523.96,112927853.88,10000000.00,30000000.00,44000000.00
Sep 05 2023,FIL,0,630107944.89,0,82339114.56,111204654.35,43336376.08,96347031.96,101118210.86,111762557.08,10000000.00,30000000.00,44000000.00
Aug 25 2023,FIL,0,624413928.41,0,81480602.46,110045174.54,42884527.61,95342465.75,100063897.76,110597260.27,10000000.00,30000000.00,44000000.00
Aug 13 2023,FIL,0,618202274.06,0,80544043.82,108780287.47,42391602.01,94246575.34,98913738.02,109326027.40,10000000.00,30000000.00,44000000.00
Aug 02 2023,FIL,0,612508257.57,0,79685531.72,107620807.67,41939753.54,93242009.13,97859424.92,108160730.59,10000000.00,30000000.00,44000000.00
Jul 22 2023,FIL,0,606814241.08,0,78827019.63,106461327.86,41487905.07,92237442.92,96805111.82,106995433.79,10000000.00,30000000.00,44000000.00
Jul 11 2023,FIL,0,601120224.60,0,77968507.53,105301848.05,41036056.60,91232876.71,95750798.72,105830136.99,10000000.00,30000000.00,44000000.00
Jun 30 2023,FIL,0,595426208.11,0,77109995.44,104142368.24,40584208.12,90228310.50,94696485.62,104664840.18,10000000.00,30000000.00,44000000.00
Jun 18 2023,FIL,0,589214553.76,0,76173436.79,102877481.18,40091282.52,89132420.09,93546325.88,103393607.31,10000000.00,30000000.00,44000000.00
Jun 07 2023,FIL,0,583520537.27,0,75314924.69,101718001.37,39639434.05,88127853.88,92492012.78,102228310.50,10000000.00,30000000.00,44000000.00
May 27 2023,FIL,0,577826520.79,0,74456412.60,100558521.56,39187585.58,87123287.67,91437699.68,101063013.70,10000000.00,30000000.00,44000000.00
May 16 2023,FIL,0,572132504.30,0,73597900.50,99399041.75,38735737.11,86118721.46,90383386.58,99897716.89,10000000.00,30000000.00,44000000.00
May 04 2023,FIL,0,565920849.95,0,72661341.85,98134154.69,38242811.50,85022831.05,89233226.84,98626484.02,10000000.00,30000000.00,44000000.00
Apr 23 2023,FIL,0,560226833.46,0,71802829.76,96974674.88,37790963.03,84018264.84,88178913.74,97461187.21,10000000.00,30000000.00,44000000.00
Apr 12 2023,FIL,0,554532816.97,0,70944317.66,95815195.07,37339114.56,83013698.63,87124600.64,96295890.41,10000000.00,30000000.00,44000000.00
Apr 01 2023,FIL,0,548838800.49,0,70085805.57,94655715.26,36887266.09,82009132.42,86070287.54,95130593.61,10000000.00,30000000.00,44000000.00
Mar 21 2023,FIL,0,543144784.00,0,69227293.47,93496235.46,36435417.62,81004566.21,85015974.44,93965296.80,10000000.00,30000000.00,44000000.00
Mar 09 2023,FIL,0,536933129.65,0,68290734.82,92231348.39,35942492.01,79908675.80,83865814.70,92694063.93,10000000.00,30000000.00,44000000.00
Feb 26 2023,FIL,0,531239113.16,0,67432222.73,91071868.58,35490643.54,78904109.59,82811501.60,91528767.12,10000000.00,30000000.00,44000000.00
Feb 15 2023,FIL,0,525545096.68,0,66573710.63,89912388.77,35038795.07,77899543.38,81757188.50,90363470.32,10000000.00,30000000.00,44000000.00
Feb 04 2023,FIL,0,519851080.19,0,65715198.54,88752908.97,34586946.60,76894977.17,80702875.40,89198173.52,10000000.00,30000000.00,44000000.00
Jan 23 2023,FIL,0,513639425.84,0,64778639.89,87488021.90,34094020.99,75799086.76,79552715.65,87926940.64,10000000.00,30000000.00,44000000.00
Jan 12 2023,FIL,0,507945409.35,0,63920127.80,86328542.09,33642172.52,74794520.55,78498402.56,86761643.84,10000000.00,30000000.00,44000000.00
Jan 01 2023,FIL,0,502251392.87,0,63061615.70,85169062.29,33190324.05,73789954.34,77444089.46,85596347.03,10000000.00,30000000.00,44000000.00
Dec 21 2022,FIL,0,496557376.38,0,62203103.61,84009582.48,32738475.58,72785388.13,76389776.36,84431050.23,10000000.00,30000000.00,44000000.00
Dec 10 2022,FIL,0,490863359.89,0,61344591.51,82850102.67,32286627.11,71780821.92,75335463.26,83265753.42,10000000.00,30000000.00,44000000.00
Nov 28 2022,FIL,0,484651705.54,0,60408032.86,81585215.61,31793701.51,70684931.51,74185303.51,81994520.55,10000000.00,30000000.00,44000000.00
Nov 17 2022,FIL,0,478957689.06,0,59549520.77,80425735.80,31341853.04,69680365.30,73130990.42,80829223.74,10000000.00,30000000.00,44000000.00
Nov 06 2022,FIL,0,473263672.57,0,58691008.67,79266255.99,30890004.56,68675799.09,72076677.32,79663926.94,10000000.00,30000000.00,44000000.00
Oct 26 2022,FIL,0,467569656.08,0,57832496.58,78106776.18,30438156.09,67671232.88,71022364.22,78498630.14,10000000.00,30000000.00,44000000.00
Oct 14 2022,FIL,0,461344303.10,0,56895937.93,76841889.12,29945230.49,66575342.47,69872204.47,77227397.26,9986301.37,30000000.00,44000000.00
Oct 03 2022,FIL,0,455499601.68,0,56037425.83,75682409.31,29493382.02,65570776.26,68817891.37,76062100.46,9835616.44,30000000.00,44000000.00
Sep 22 2022,FIL,0,449654900.26,0,55178913.74,74522929.50,29041533.55,64566210.05,67763578.27,74896803.65,9684931.51,30000000.00,44000000.00
Sep 11 2022,FIL,0,443810198.85,0,54320401.64,73363449.69,28589685.08,63561643.84,66709265.18,73731506.85,9534246.58,30000000.00,44000000.00
