Date,Symbol,Available Supply,Unlocked Supply,Community Issuance,Team and Advisors,Service Providers,Liquity AG Endowment,Investors,LUSD:ETH Uniswap LPs,Community Reserve
Aug 18 2029,LQTY,99898116.44,99898116.44,31898116.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 12 2029,LQTY,99897089.04,99897089.04,31897089.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 05 2029,LQTY,99895890.41,99895890.41,31895890.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 30 2029,LQTY,99894863.01,99894863.01,31894863.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 24 2029,LQTY,99893835.62,99893835.62,31893835.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 18 2029,LQTY,99892808.22,99892808.22,31892808.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 11 2029,LQTY,99891609.59,99891609.59,31891609.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 05 2029,LQTY,99890582.19,99890582.19,31890582.19,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 29 2029,LQTY,99889554.79,99889554.79,31889554.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 23 2029,LQTY,99888527.40,99888527.40,31888527.40,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 16 2029,LQTY,99887328.77,99887328.77,31887328.77,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 10 2029,LQTY,99886301.37,99886301.37,31886301.37,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 04 2029,LQTY,99885273.97,99885273.97,31885273.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 29 2029,LQTY,99884246.58,99884246.58,31884246.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 22 2029,LQTY,99883047.95,99883047.95,31883047.95,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 16 2029,LQTY,99882020.55,99882020.55,31882020.55,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 10 2029,LQTY,99880993.15,99880993.15,31880993.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 04 2029,LQTY,99879965.75,99879965.75,31879965.75,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 27 2029,LQTY,99878767.12,99878767.12,31878767.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 21 2029,LQTY,99877739.73,99877739.73,31877739.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 15 2029,LQTY,99876712.33,99876712.33,31876712.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 09 2029,LQTY,99875684.93,99875684.93,31875684.93,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 02 2029,LQTY,99873972.60,99873972.60,31873972.60,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 27 2029,LQTY,99871917.81,99871917.81,31871917.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 21 2029,LQTY,99869863.01,99869863.01,31869863.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 15 2029,LQTY,99867808.22,99867808.22,31867808.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 08 2029,LQTY,99865410.96,99865410.96,31865410.96,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 02 2029,LQTY,99863356.16,99863356.16,31863356.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 24 2029,LQTY,99861301.37,99861301.37,31861301.37,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 18 2029,LQTY,99859246.58,99859246.58,31859246.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 11 2029,LQTY,99856849.32,99856849.32,31856849.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 05 2029,LQTY,99854794.52,99854794.52,31854794.52,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 30 2029,LQTY,99852739.73,99852739.73,31852739.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 24 2029,LQTY,99850684.93,99850684.93,31850684.93,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 17 2029,LQTY,99848287.67,99848287.67,31848287.67,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 11 2029,LQTY,99846232.88,99846232.88,31846232.88,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 05 2029,LQTY,99844178.08,99844178.08,31844178.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 30 2028,LQTY,99842123.29,99842123.29,31842123.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 23 2028,LQTY,99839726.03,99839726.03,31839726.03,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 17 2028,LQTY,99837671.23,99837671.23,31837671.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 11 2028,LQTY,99835616.44,99835616.44,31835616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 05 2028,LQTY,99833561.64,99833561.64,31833561.64,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 28 2028,LQTY,99831164.38,99831164.38,31831164.38,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 22 2028,LQTY,99829109.59,99829109.59,31829109.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 16 2028,LQTY,99827054.79,99827054.79,31827054.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 10 2028,LQTY,99825000.00,99825000.00,31825000.00,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 03 2028,LQTY,99822602.74,99822602.74,31822602.74,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 28 2028,LQTY,99820547.95,99820547.95,31820547.95,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 22 2028,LQTY,99818493.15,99818493.15,31818493.15,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 16 2028,LQTY,99816438.36,99816438.36,31816438.36,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 09 2028,LQTY,99814041.10,99814041.10,31814041.10,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 03 2028,LQTY,99811986.30,99811986.30,31811986.30,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 27 2028,LQTY,99809931.51,99809931.51,31809931.51,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 21 2028,LQTY,99807876.71,99807876.71,31807876.71,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 14 2028,LQTY,99805479.45,99805479.45,31805479.45,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 08 2028,LQTY,99803424.66,99803424.66,31803424.66,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 02 2028,LQTY,99801369.86,99801369.86,31801369.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 27 2028,LQTY,99799315.07,99799315.07,31799315.07,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 20 2028,LQTY,99796917.81,99796917.81,31796917.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 14 2028,LQTY,99794863.01,99794863.01,31794863.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 08 2028,LQTY,99792808.22,99792808.22,31792808.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 02 2028,LQTY,99790753.42,99790753.42,31790753.42,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 26 2028,LQTY,99788356.16,99788356.16,31788356.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 20 2028,LQTY,99786301.37,99786301.37,31786301.37,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 14 2028,LQTY,99784246.58,99784246.58,31784246.58,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 08 2028,LQTY,99782191.78,99782191.78,31782191.78,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 01 2028,LQTY,99779794.52,99779794.52,31779794.52,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 25 2028,LQTY,99777739.73,99777739.73,31777739.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 25 2028,LQTY,99777739.73,99777739.73,31777739.73,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 19 2028,LQTY,99775684.93,99775684.93,31775684.93,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 13 2028,LQTY,99773630.14,99773630.14,31773630.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 06 2028,LQTY,99771232.88,99771232.88,31771232.88,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 31 2028,LQTY,99769178.08,99769178.08,31769178.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 25 2028,LQTY,99767123.29,99767123.29,31767123.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 19 2028,LQTY,99765068.49,99765068.49,31765068.49,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 12 2028,LQTY,99762671.23,99762671.23,31762671.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 06 2028,LQTY,99760616.44,99760616.44,31760616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 30 2028,LQTY,99758561.64,99758561.64,31758561.64,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 24 2028,LQTY,99756506.85,99756506.85,31756506.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 17 2028,LQTY,99754109.59,99754109.59,31754109.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 11 2028,LQTY,99752054.79,99752054.79,31752054.79,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 05 2028,LQTY,99750000.00,99750000.00,31750000.00,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 30 2028,LQTY,99745901.64,99745901.64,31745901.64,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 23 2028,LQTY,99741120.22,99741120.22,31741120.22,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 17 2028,LQTY,99737021.86,99737021.86,31737021.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 11 2028,LQTY,99732923.50,99732923.50,31732923.50,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 05 2028,LQTY,99728825.14,99728825.14,31728825.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 27 2028,LQTY,99724043.72,99724043.72,31724043.72,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 21 2028,LQTY,99719945.36,99719945.36,31719945.36,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 15 2028,LQTY,99715846.99,99715846.99,31715846.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 09 2028,LQTY,99711748.63,99711748.63,31711748.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 02 2028,LQTY,99706967.21,99706967.21,31706967.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 27 2028,LQTY,99702868.85,99702868.85,31702868.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 21 2028,LQTY,99698770.49,99698770.49,31698770.49,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 15 2028,LQTY,99694672.13,99694672.13,31694672.13,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 08 2028,LQTY,99689890.71,99689890.71,31689890.71,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 02 2028,LQTY,99685792.35,99685792.35,31685792.35,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 27 2027,LQTY,99681693.99,99681693.99,31681693.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 21 2027,LQTY,99677595.63,99677595.63,31677595.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 14 2027,LQTY,99672814.21,99672814.21,31672814.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 08 2027,LQTY,99668715.85,99668715.85,31668715.85,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 02 2027,LQTY,99664617.49,99664617.49,31664617.49,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 26 2027,LQTY,99660519.13,99660519.13,31660519.13,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 19 2027,LQTY,99655737.70,99655737.70,31655737.70,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 13 2027,LQTY,99651639.34,99651639.34,31651639.34,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 07 2027,LQTY,99647540.98,99647540.98,31647540.98,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 01 2027,LQTY,99643442.62,99643442.62,31643442.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 25 2027,LQTY,99638661.20,99638661.20,31638661.20,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 19 2027,LQTY,99634562.84,99634562.84,31634562.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 13 2027,LQTY,99630464.48,99630464.48,31630464.48,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 07 2027,LQTY,99626366.12,99626366.12,31626366.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 30 2027,LQTY,99621584.70,99621584.70,31621584.70,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 24 2027,LQTY,99617486.34,99617486.34,31617486.34,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 18 2027,LQTY,99613387.98,99613387.98,31613387.98,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 12 2027,LQTY,99609289.62,99609289.62,31609289.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 05 2027,LQTY,99604508.20,99604508.20,31604508.20,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 30 2027,LQTY,99600409.84,99600409.84,31600409.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 24 2027,LQTY,99596311.48,99596311.48,31596311.48,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 18 2027,LQTY,99592213.11,99592213.11,31592213.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 11 2027,LQTY,99587431.69,99587431.69,31587431.69,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 05 2027,LQTY,99583333.33,99583333.33,31583333.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 30 2027,LQTY,99579234.97,99579234.97,31579234.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 24 2027,LQTY,99575136.61,99575136.61,31575136.61,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 17 2027,LQTY,99570355.19,99570355.19,31570355.19,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 11 2027,LQTY,99566256.83,99566256.83,31566256.83,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 05 2027,LQTY,99562158.47,99562158.47,31562158.47,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 29 2027,LQTY,99558060.11,99558060.11,31558060.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 22 2027,LQTY,99553278.69,99553278.69,31553278.69,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 16 2027,LQTY,99549180.33,99549180.33,31549180.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 10 2027,LQTY,99545081.97,99545081.97,31545081.97,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 04 2027,LQTY,99540983.61,99540983.61,31540983.61,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 28 2027,LQTY,99536202.19,99536202.19,31536202.19,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 22 2027,LQTY,99532103.83,99532103.83,31532103.83,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 16 2027,LQTY,99528005.46,99528005.46,31528005.46,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 09 2027,LQTY,99523224.04,99523224.04,31523224.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 03 2027,LQTY,99519125.68,99519125.68,31519125.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 27 2027,LQTY,99515027.32,99515027.32,31515027.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 21 2027,LQTY,99510928.96,99510928.96,31510928.96,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 14 2027,LQTY,99506147.54,99506147.54,31506147.54,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 08 2027,LQTY,99502049.18,99502049.18,31502049.18,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 02 2027,LQTY,99495890.41,99495890.41,31495890.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 27 2027,LQTY,99487671.23,99487671.23,31487671.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 20 2027,LQTY,99478082.19,99478082.19,31478082.19,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 14 2027,LQTY,99469863.01,99469863.01,31469863.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 08 2027,LQTY,99461643.84,99461643.84,31461643.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 02 2027,LQTY,99453424.66,99453424.66,31453424.66,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 23 2027,LQTY,99443835.62,99443835.62,31443835.62,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 17 2027,LQTY,99435616.44,99435616.44,31435616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 11 2027,LQTY,99427397.26,99427397.26,31427397.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 05 2027,LQTY,99419178.08,99419178.08,31419178.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 29 2027,LQTY,99409589.04,99409589.04,31409589.04,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 23 2027,LQTY,99401369.86,99401369.86,31401369.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 17 2027,LQTY,99393150.68,99393150.68,31393150.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 11 2027,LQTY,99384931.51,99384931.51,31384931.51,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jan 04 2027,LQTY,99375342.47,99375342.47,31375342.47,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 29 2026,LQTY,99367123.29,99367123.29,31367123.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 23 2026,LQTY,99358904.11,99358904.11,31358904.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 17 2026,LQTY,99350684.93,99350684.93,31350684.93,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 10 2026,LQTY,99341095.89,99341095.89,31341095.89,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Dec 04 2026,LQTY,99332876.71,99332876.71,31332876.71,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 28 2026,LQTY,99324657.53,99324657.53,31324657.53,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 22 2026,LQTY,99316438.36,99316438.36,31316438.36,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 15 2026,LQTY,99306849.32,99306849.32,31306849.32,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 09 2026,LQTY,99298630.14,99298630.14,31298630.14,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Nov 03 2026,LQTY,99290410.96,99290410.96,31290410.96,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 28 2026,LQTY,99282191.78,99282191.78,31282191.78,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 21 2026,LQTY,99272602.74,99272602.74,31272602.74,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 15 2026,LQTY,99264383.56,99264383.56,31264383.56,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 09 2026,LQTY,99256164.38,99256164.38,31256164.38,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Oct 03 2026,LQTY,99247945.21,99247945.21,31247945.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 26 2026,LQTY,99238356.16,99238356.16,31238356.16,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 20 2026,LQTY,99230136.99,99230136.99,31230136.99,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 14 2026,LQTY,99221917.81,99221917.81,31221917.81,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 08 2026,LQTY,99213698.63,99213698.63,31213698.63,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Sep 01 2026,LQTY,99204109.59,99204109.59,31204109.59,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 26 2026,LQTY,99195890.41,99195890.41,31195890.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 20 2026,LQTY,99187671.23,99187671.23,31187671.23,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 14 2026,LQTY,99179452.05,99179452.05,31179452.05,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 07 2026,LQTY,99169863.01,99169863.01,31169863.01,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Aug 01 2026,LQTY,99161643.84,99161643.84,31161643.84,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 26 2026,LQTY,99153424.66,99153424.66,31153424.66,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 20 2026,LQTY,99145205.48,99145205.48,31145205.48,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 13 2026,LQTY,99135616.44,99135616.44,31135616.44,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 07 2026,LQTY,99127397.26,99127397.26,31127397.26,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jul 01 2026,LQTY,99119178.08,99119178.08,31119178.08,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 25 2026,LQTY,99110958.90,99110958.90,31110958.90,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 18 2026,LQTY,99101369.86,99101369.86,31101369.86,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 12 2026,LQTY,99093150.68,99093150.68,31093150.68,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Jun 06 2026,LQTY,99084931.51,99084931.51,31084931.51,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 31 2026,LQTY,99076712.33,99076712.33,31076712.33,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 24 2026,LQTY,99067123.29,99067123.29,31067123.29,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 18 2026,LQTY,99058904.11,99058904.11,31058904.11,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 12 2026,LQTY,99050684.93,99050684.93,31050684.93,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
May 06 2026,LQTY,99042465.75,99042465.75,31042465.75,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 29 2026,LQTY,99032876.71,99032876.71,31032876.71,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 23 2026,LQTY,99024657.53,99024657.53,31024657.53,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 17 2026,LQTY,99016438.36,99016438.36,31016438.36,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 11 2026,LQTY,99008219.18,99008219.18,31008219.18,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Apr 04 2026,LQTY,98997260.27,98997260.27,30997260.27,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 29 2026,LQTY,98980821.92,98980821.92,30980821.92,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 23 2026,LQTY,98964383.56,98964383.56,30964383.56,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 17 2026,LQTY,98947945.21,98947945.21,30947945.21,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 10 2026,LQTY,98928767.12,98928767.12,30928767.12,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Mar 04 2026,LQTY,98912328.77,98912328.77,30912328.77,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
Feb 26 2026,LQTY,98895890.41,98895890.41,30895890.41,23664633.00,1035367.00,6063988.00,33902679.00,1333333.00,2000000.00
