Date,Symbol,Available Supply,Unlocked Supply,Team Managed Wallets (TBD),Team Managed Wallets,Public Token Sale
Dec 23 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 19 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 16 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 13 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 09 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 06 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 03 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 29 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 26 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 23 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 19 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 16 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 13 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 09 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 06 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 03 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 30 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 27 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 24 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 20 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 17 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 14 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 10 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 07 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 04 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 30 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 27 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 24 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 21 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 17 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 14 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 11 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 07 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 04 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 01 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 28 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 25 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 22 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 18 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 15 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 12 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 08 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 05 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Aug 02 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 29 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 26 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 23 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 19 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 16 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 13 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 09 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 06 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jul 03 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 29 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 26 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 23 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 19 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 16 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 13 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 09 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 06 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jun 03 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 30 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 27 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 24 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 20 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 17 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 14 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 10 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 07 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
May 04 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 30 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 27 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 24 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 20 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 17 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 14 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 10 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 07 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Apr 04 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 31 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 28 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 25 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 21 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 18 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 15 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 11 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 08 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 05 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Mar 01 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 26 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 23 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 19 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 16 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 13 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 09 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 06 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Feb 03 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 30 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 27 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 24 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 20 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 17 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 14 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 11 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 07 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 04 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Jan 01 2018,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 28 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 25 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 22 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 18 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 15 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 12 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 08 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 05 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Dec 02 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 28 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 25 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 22 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 18 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 15 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 12 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 08 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 05 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Nov 02 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 29 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 26 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 23 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 19 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 16 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 13 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 09 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 06 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Oct 03 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 29 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 26 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 23 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 19 2017,LINK,0,400000000.00,0,50000000.00,350000000.00
Sep 16 2017,LINK,0,50000000.00,0,50000000.00,0
