Date,Symbol,Available Supply,Unlocked Supply,Consensus,Founders and Investors,Data Transfer,Proof of Coverage
Nov 01 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 27 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 23 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 18 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 14 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 09 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Oct 04 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 30 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 25 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 20 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 16 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 11 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 07 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Sep 02 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 28 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 24 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 19 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 15 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 10 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 05 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Aug 01 2030,HNT,217375000.00,217375000.00,13042500.00,70831250.00,78337500.00,55163750.00
Jul 27 2030,HNT,217349315.07,217349315.07,13040958.90,70824828.77,78323373.29,55160154.11
Jul 23 2030,HNT,217328767.12,217328767.12,13039726.03,70819691.78,78312071.92,55157277.40
Jul 18 2030,HNT,217303082.19,217303082.19,13038184.93,70813270.55,78297945.21,55153681.51
Jul 13 2030,HNT,217277397.26,217277397.26,13036643.84,70806849.32,78283818.49,55150085.62
Jul 09 2030,HNT,217256849.32,217256849.32,13035410.96,70801712.33,78272517.12,55147208.90
Jul 04 2030,HNT,217231164.38,217231164.38,13033869.86,70795291.10,78258390.41,55143613.01
Jun 29 2030,HNT,217205479.45,217205479.45,13032328.77,70788869.86,78244263.70,55140017.12
Jun 25 2030,HNT,217184931.51,217184931.51,13031095.89,70783732.88,78232962.33,55137140.41
Jun 20 2030,HNT,217159246.58,217159246.58,13029554.79,70777311.64,78218835.62,55133544.52
Jun 16 2030,HNT,217138698.63,217138698.63,13028321.92,70772174.66,78207534.25,55130667.81
Jun 11 2030,HNT,217113013.70,217113013.70,13026780.82,70765753.42,78193407.53,55127071.92
Jun 06 2030,HNT,217087328.77,217087328.77,13025239.73,70759332.19,78179280.82,55123476.03
Jun 02 2030,HNT,217066780.82,217066780.82,13024006.85,70754195.21,78167979.45,55120599.32
May 28 2030,HNT,217041095.89,217041095.89,13022465.75,70747773.97,78153852.74,55117003.42
May 24 2030,HNT,217020547.95,217020547.95,13021232.88,70742636.99,78142551.37,55114126.71
May 19 2030,HNT,216994863.01,216994863.01,13019691.78,70736215.75,78128424.66,55110530.82
May 14 2030,HNT,216969178.08,216969178.08,13018150.68,70729794.52,78114297.95,55106934.93
May 10 2030,HNT,216948630.14,216948630.14,13016917.81,70724657.53,78102996.58,55104058.22
May 05 2030,HNT,216922945.21,216922945.21,13015376.71,70718236.30,78088869.86,55100462.33
Apr 30 2030,HNT,216897260.27,216897260.27,13013835.62,70711815.07,78074743.15,55096866.44
Apr 26 2030,HNT,216876712.33,216876712.33,13012602.74,70706678.08,78063441.78,55093989.73
Apr 21 2030,HNT,216851027.40,216851027.40,13011061.64,70700256.85,78049315.07,55090393.84
Apr 17 2030,HNT,216830479.45,216830479.45,13009828.77,70695119.86,78038013.70,55087517.12
Apr 12 2030,HNT,216804794.52,216804794.52,13008287.67,70688698.63,78023886.99,55083921.23
Apr 07 2030,HNT,216779109.59,216779109.59,13006746.58,70682277.40,78009760.27,55080325.34
Apr 03 2030,HNT,216758561.64,216758561.64,13005513.70,70677140.41,77998458.90,55077448.63
Mar 29 2030,HNT,216732876.71,216732876.71,13003972.60,70670719.18,77984332.19,55073852.74
Mar 25 2030,HNT,216712328.77,216712328.77,13002739.73,70665582.19,77973030.82,55070976.03
Mar 20 2030,HNT,216686643.84,216686643.84,13001198.63,70659160.96,77958904.11,55067380.14
Mar 15 2030,HNT,216660958.90,216660958.90,12999657.53,70652739.73,77944777.40,55063784.25
Mar 11 2030,HNT,216640410.96,216640410.96,12998424.66,70647602.74,77933476.03,55060907.53
Mar 06 2030,HNT,216614726.03,216614726.03,12996883.56,70641181.51,77919349.32,55057311.64
Mar 02 2030,HNT,216594178.08,216594178.08,12995650.68,70636044.52,77908047.95,55054434.93
Feb 25 2030,HNT,216568493.15,216568493.15,12994109.59,70629623.29,77893921.23,55050839.04
Feb 20 2030,HNT,216542808.22,216542808.22,12992568.49,70623202.05,77879794.52,55047243.15
Feb 16 2030,HNT,216522260.27,216522260.27,12991335.62,70618065.07,77868493.15,55044366.44
Feb 11 2030,HNT,216496575.34,216496575.34,12989794.52,70611643.84,77854366.44,55040770.55
Feb 06 2030,HNT,216470890.41,216470890.41,12988253.42,70605222.60,77840239.73,55037174.66
Feb 02 2030,HNT,216450342.47,216450342.47,12987020.55,70600085.62,77828938.36,55034297.95
Jan 28 2030,HNT,216424657.53,216424657.53,12985479.45,70593664.38,77814811.64,55030702.05
Jan 24 2030,HNT,216404109.59,216404109.59,12984246.58,70588527.40,77803510.27,55027825.34
Jan 19 2030,HNT,216378424.66,216378424.66,12982705.48,70582106.16,77789383.56,55024229.45
Jan 14 2030,HNT,216352739.73,216352739.73,12981164.38,70575684.93,77775256.85,55020633.56
Jan 10 2030,HNT,216332191.78,216332191.78,12979931.51,70570547.95,77763955.48,55017756.85
Jan 05 2030,HNT,216306506.85,216306506.85,12978390.41,70564126.71,77749828.77,55014160.96
Jan 01 2030,HNT,216285958.90,216285958.90,12977157.53,70558989.73,77738527.40,55011284.25
Dec 27 2029,HNT,216260273.97,216260273.97,12975616.44,70552568.49,77724400.68,55007688.36
Dec 22 2029,HNT,216234589.04,216234589.04,12974075.34,70546147.26,77710273.97,55004092.47
Dec 18 2029,HNT,216214041.10,216214041.10,12972842.47,70541010.27,77698972.60,55001215.75
Dec 13 2029,HNT,216188356.16,216188356.16,12971301.37,70534589.04,77684845.89,54997619.86
Dec 08 2029,HNT,216162671.23,216162671.23,12969760.27,70528167.81,77670719.18,54994023.97
Dec 04 2029,HNT,216142123.29,216142123.29,12968527.40,70523030.82,77659417.81,54991147.26
Nov 29 2029,HNT,216116438.36,216116438.36,12966986.30,70516609.59,77645291.10,54987551.37
Nov 25 2029,HNT,216095890.41,216095890.41,12965753.42,70511472.60,77633989.73,54984674.66
Nov 20 2029,HNT,216070205.48,216070205.48,12964212.33,70505051.37,77619863.01,54981078.77
Nov 15 2029,HNT,216044520.55,216044520.55,12962671.23,70498630.14,77605736.30,54977482.88
Nov 11 2029,HNT,216023972.60,216023972.60,12961438.36,70493493.15,77594434.93,54974606.16
Nov 06 2029,HNT,215998287.67,215998287.67,12959897.26,70487071.92,77580308.22,54971010.27
Nov 02 2029,HNT,215977739.73,215977739.73,12958664.38,70481934.93,77569006.85,54968133.56
Oct 28 2029,HNT,215952054.79,215952054.79,12957123.29,70475513.70,77554880.14,54964537.67
Oct 23 2029,HNT,215926369.86,215926369.86,12955582.19,70469092.47,77540753.42,54960941.78
Oct 19 2029,HNT,215905821.92,215905821.92,12954349.32,70463955.48,77529452.05,54958065.07
Oct 14 2029,HNT,215880136.99,215880136.99,12952808.22,70457534.25,77515325.34,54954469.18
Oct 10 2029,HNT,215859589.04,215859589.04,12951575.34,70452397.26,77504023.97,54951592.47
Oct 05 2029,HNT,215833904.11,215833904.11,12950034.25,70445976.03,77489897.26,54947996.58
Sep 30 2029,HNT,215808219.18,215808219.18,12948493.15,70439554.79,77475770.55,54944400.68
Sep 26 2029,HNT,215787671.23,215787671.23,12947260.27,70434417.81,77464469.18,54941523.97
Sep 21 2029,HNT,215761986.30,215761986.30,12945719.18,70427996.58,77450342.47,54937928.08
Sep 16 2029,HNT,215736301.37,215736301.37,12944178.08,70421575.34,77436215.75,54934332.19
Sep 12 2029,HNT,215715753.42,215715753.42,12942945.21,70416438.36,77424914.38,54931455.48
Sep 07 2029,HNT,215690068.49,215690068.49,12941404.11,70410017.12,77410787.67,54927859.59
Sep 03 2029,HNT,215669520.55,215669520.55,12940171.23,70404880.14,77399486.30,54924982.88
Aug 29 2029,HNT,215643835.62,215643835.62,12938630.14,70398458.90,77385359.59,54921386.99
Aug 24 2029,HNT,215618150.68,215618150.68,12937089.04,70392037.67,77371232.88,54917791.10
Aug 20 2029,HNT,215597602.74,215597602.74,12935856.16,70386900.68,77359931.51,54914914.38
Aug 15 2029,HNT,215571917.81,215571917.81,12934315.07,70380479.45,77345804.79,54911318.49
Aug 11 2029,HNT,215551369.86,215551369.86,12933082.19,70375342.47,77334503.42,54908441.78
Aug 06 2029,HNT,215525684.93,215525684.93,12931541.10,70368921.23,77320376.71,54904845.89
Aug 01 2029,HNT,215500000.00,215500000.00,12930000.00,70362500.00,77306250.00,54901250.00
Jul 28 2029,HNT,215458904.11,215458904.11,12927534.25,70351815.07,77284674.66,54894880.14
Jul 23 2029,HNT,215407534.25,215407534.25,12924452.05,70338458.90,77257705.48,54886917.81
Jul 18 2029,HNT,215356164.38,215356164.38,12921369.86,70325102.74,77230736.30,54878955.48
Jul 14 2029,HNT,215315068.49,215315068.49,12918904.11,70314417.81,77209160.96,54872585.62
Jul 09 2029,HNT,215263698.63,215263698.63,12915821.92,70301061.64,77182191.78,54864623.29
Jul 05 2029,HNT,215222602.74,215222602.74,12913356.16,70290376.71,77160616.44,54858253.42
Jun 30 2029,HNT,215171232.88,215171232.88,12910273.97,70277020.55,77133647.26,54850291.10
Jun 25 2029,HNT,215119863.01,215119863.01,12907191.78,70263664.38,77106678.08,54842328.77
Jun 21 2029,HNT,215078767.12,215078767.12,12904726.03,70252979.45,77085102.74,54835958.90
Jun 16 2029,HNT,215027397.26,215027397.26,12901643.84,70239623.29,77058133.56,54827996.58
Jun 12 2029,HNT,214986301.37,214986301.37,12899178.08,70228938.36,77036558.22,54821626.71
Jun 07 2029,HNT,214934931.51,214934931.51,12896095.89,70215582.19,77009589.04,54813664.38
Jun 02 2029,HNT,214883561.64,214883561.64,12893013.70,70202226.03,76982619.86,54805702.05
May 29 2029,HNT,214842465.75,214842465.75,12890547.95,70191541.10,76961044.52,54799332.19
May 24 2029,HNT,214791095.89,214791095.89,12887465.75,70178184.93,76934075.34,54791369.86
May 20 2029,HNT,214750000.00,214750000.00,12885000.00,70167500.00,76912500.00,54785000.00
May 15 2029,HNT,214698630.14,214698630.14,12881917.81,70154143.84,76885530.82,54777037.67
May 10 2029,HNT,214647260.27,214647260.27,12878835.62,70140787.67,76858561.64,54769075.34
May 06 2029,HNT,214606164.38,214606164.38,12876369.86,70130102.74,76836986.30,54762705.48
May 01 2029,HNT,214554794.52,214554794.52,12873287.67,70116746.58,76810017.12,54754743.15
Apr 26 2029,HNT,214503424.66,214503424.66,12870205.48,70103390.41,76783047.95,54746780.82
Apr 22 2029,HNT,214462328.77,214462328.77,12867739.73,70092705.48,76761472.60,54740410.96
Apr 17 2029,HNT,214410958.90,214410958.90,12864657.53,70079349.32,76734503.42,54732448.63
Apr 13 2029,HNT,214369863.01,214369863.01,12862191.78,70068664.38,76712928.08,54726078.77
Apr 08 2029,HNT,214318493.15,214318493.15,12859109.59,70055308.22,76685958.90,54718116.44
Apr 03 2029,HNT,214267123.29,214267123.29,12856027.40,70041952.05,76658989.73,54710154.11
Mar 30 2029,HNT,214226027.40,214226027.40,12853561.64,70031267.12,76637414.38,54703784.25
Mar 25 2029,HNT,214174657.53,214174657.53,12850479.45,70017910.96,76610445.21,54695821.92
Mar 21 2029,HNT,214133561.64,214133561.64,12848013.70,70007226.03,76588869.86,54689452.05
Mar 16 2029,HNT,214082191.78,214082191.78,12844931.51,69993869.86,76561900.68,54681489.73
Mar 11 2029,HNT,214030821.92,214030821.92,12841849.32,69980513.70,76534931.51,54673527.40
Mar 07 2029,HNT,213989726.03,213989726.03,12839383.56,69969828.77,76513356.16,54667157.53
Mar 02 2029,HNT,213938356.16,213938356.16,12836301.37,69956472.60,76486386.99,54659195.21
Feb 25 2029,HNT,213886986.30,213886986.30,12833219.18,69943116.44,76459417.81,54651232.88
Feb 21 2029,HNT,213845890.41,213845890.41,12830753.42,69932431.51,76437842.47,54644863.01
Feb 16 2029,HNT,213794520.55,213794520.55,12827671.23,69919075.34,76410873.29,54636900.68
Feb 12 2029,HNT,213753424.66,213753424.66,12825205.48,69908390.41,76389297.95,54630530.82
Feb 07 2029,HNT,213702054.79,213702054.79,12822123.29,69895034.25,76362328.77,54622568.49
Feb 02 2029,HNT,213650684.93,213650684.93,12819041.10,69881678.08,76335359.59,54614606.16
Jan 29 2029,HNT,213609589.04,213609589.04,12816575.34,69870993.15,76313784.25,54608236.30
Jan 24 2029,HNT,213558219.18,213558219.18,12813493.15,69857636.99,76286815.07,54600273.97
Jan 20 2029,HNT,213517123.29,213517123.29,12811027.40,69846952.05,76265239.73,54593904.11
Jan 15 2029,HNT,213465753.42,213465753.42,12807945.21,69833595.89,76238270.55,54585941.78
Jan 10 2029,HNT,213414383.56,213414383.56,12804863.01,69820239.73,76211301.37,54577979.45
Jan 06 2029,HNT,213373287.67,213373287.67,12802397.26,69809554.79,76189726.03,54571609.59
Jan 01 2029,HNT,213321917.81,213321917.81,12799315.07,69796198.63,76162756.85,54563647.26
Dec 28 2028,HNT,213280821.92,213280821.92,12796849.32,69785513.70,76141181.51,54557277.40
Dec 23 2028,HNT,213229452.05,213229452.05,12793767.12,69772157.53,76114212.33,54549315.07
Dec 18 2028,HNT,213178082.19,213178082.19,12790684.93,69758801.37,76087243.15,54541352.74
Dec 14 2028,HNT,213136986.30,213136986.30,12788219.18,69748116.44,76065667.81,54534982.88
Dec 09 2028,HNT,213085616.44,213085616.44,12785136.99,69734760.27,76038698.63,54527020.55
Dec 04 2028,HNT,213034246.58,213034246.58,12782054.79,69721404.11,76011729.45,54519058.22
Nov 30 2028,HNT,212993150.68,212993150.68,12779589.04,69710719.18,75990154.11,54512688.36
Nov 25 2028,HNT,212941780.82,212941780.82,12776506.85,69697363.01,75963184.93,54504726.03
Nov 21 2028,HNT,212900684.93,212900684.93,12774041.10,69686678.08,75941609.59,54498356.16
Nov 16 2028,HNT,212849315.07,212849315.07,12770958.90,69673321.92,75914640.41,54490393.84
Nov 11 2028,HNT,212797945.21,212797945.21,12767876.71,69659965.75,75887671.23,54482431.51
Nov 07 2028,HNT,212756849.32,212756849.32,12765410.96,69649280.82,75866095.89,54476061.64
Nov 02 2028,HNT,212705479.45,212705479.45,12762328.77,69635924.66,75839126.71,54468099.32
Oct 29 2028,HNT,212664383.56,212664383.56,12759863.01,69625239.73,75817551.37,54461729.45
Oct 24 2028,HNT,212613013.70,212613013.70,12756780.82,69611883.56,75790582.19,54453767.12
Oct 19 2028,HNT,212561643.84,212561643.84,12753698.63,69598527.40,75763613.01,54445804.79
Oct 15 2028,HNT,212520547.95,212520547.95,12751232.88,69587842.47,75742037.67,54439434.93
Oct 10 2028,HNT,212469178.08,212469178.08,12748150.68,69574486.30,75715068.49,54431472.60
Oct 06 2028,HNT,212428082.19,212428082.19,12745684.93,69563801.37,75693493.15,54425102.74
Oct 01 2028,HNT,212376712.33,212376712.33,12742602.74,69550445.21,75666523.97,54417140.41
Sep 26 2028,HNT,212325342.47,212325342.47,12739520.55,69537089.04,75639554.79,54409178.08
Sep 22 2028,HNT,212284246.58,212284246.58,12737054.79,69526404.11,75617979.45,54402808.22
Sep 17 2028,HNT,212232876.71,212232876.71,12733972.60,69513047.95,75591010.27,54394845.89
Sep 12 2028,HNT,212181506.85,212181506.85,12730890.41,69499691.78,75564041.10,54386883.56
Sep 08 2028,HNT,212140410.96,212140410.96,12728424.66,69489006.85,75542465.75,54380513.70
Sep 03 2028,HNT,212089041.10,212089041.10,12725342.47,69475650.68,75515496.58,54372551.37
Aug 30 2028,HNT,212047945.21,212047945.21,12722876.71,69464965.75,75493921.23,54366181.51
Aug 25 2028,HNT,211996575.34,211996575.34,12719794.52,69451609.59,75466952.05,54358219.18
Aug 20 2028,HNT,211945205.48,211945205.48,12716712.33,69438253.42,75439982.88,54350256.85
Aug 16 2028,HNT,211904109.59,211904109.59,12714246.58,69427568.49,75418407.53,54343886.99
Aug 11 2028,HNT,211852739.73,211852739.73,12711164.38,69414212.33,75391438.36,54335924.66
Aug 07 2028,HNT,211811643.84,211811643.84,12708698.63,69403527.40,75369863.01,54329554.79
Aug 02 2028,HNT,211760273.97,211760273.97,12705616.44,69390171.23,75342893.84,54321592.47
Jul 28 2028,HNT,211709016.39,211709016.39,12702540.98,69376434.43,75317008.20,54313032.79
Jul 24 2028,HNT,211668032.79,211668032.79,12700081.97,69365368.85,75296516.39,54306065.57
Jul 19 2028,HNT,211616803.28,211616803.28,12697008.20,69351536.89,75270901.64,54297356.56
Jul 14 2028,HNT,211565573.77,211565573.77,12693934.43,69337704.92,75245286.89,54288647.54
Jul 10 2028,HNT,211524590.16,211524590.16,12691475.41,69326639.34,75224795.08,54281680.33
Jul 05 2028,HNT,211473360.66,211473360.66,12688401.64,69312807.38,75199180.33,54272971.31
Jul 01 2028,HNT,211432377.05,211432377.05,12685942.62,69301741.80,75178688.52,54266004.10
Jun 26 2028,HNT,211381147.54,211381147.54,12682868.85,69287909.84,75153073.77,54257295.08
Jun 21 2028,HNT,211329918.03,211329918.03,12679795.08,69274077.87,75127459.02,54248586.07
Jun 17 2028,HNT,211288934.43,211288934.43,12677336.07,69263012.30,75106967.21,54241618.85
Jun 12 2028,HNT,211237704.92,211237704.92,12674262.30,69249180.33,75081352.46,54232909.84
Jun 08 2028,HNT,211196721.31,211196721.31,12671803.28,69238114.75,75060860.66,54225942.62
Jun 03 2028,HNT,211145491.80,211145491.80,12668729.51,69224282.79,75035245.90,54217233.61
May 29 2028,HNT,211094262.30,211094262.30,12665655.74,69210450.82,75009631.15,54208524.59
May 25 2028,HNT,211053278.69,211053278.69,12663196.72,69199385.25,74989139.34,54201557.38
May 20 2028,HNT,211002049.18,211002049.18,12660122.95,69185553.28,74963524.59,54192848.36
May 16 2028,HNT,210961065.57,210961065.57,12657663.93,69174487.70,74943032.79,54185881.15
May 11 2028,HNT,210909836.07,210909836.07,12654590.16,69160655.74,74917418.03,54177172.13
May 06 2028,HNT,210858606.56,210858606.56,12651516.39,69146823.77,74891803.28,54168463.11
May 02 2028,HNT,210817622.95,210817622.95,12649057.38,69135758.20,74871311.48,54161495.90
Apr 27 2028,HNT,210766393.44,210766393.44,12645983.61,69121926.23,74845696.72,54152786.89
Apr 22 2028,HNT,210715163.93,210715163.93,12642909.84,69108094.26,74820081.97,54144077.87
Apr 18 2028,HNT,210674180.33,210674180.33,12640450.82,69097028.69,74799590.16,54137110.66
Apr 13 2028,HNT,210622950.82,210622950.82,12637377.05,69083196.72,74773975.41,54128401.64
Apr 09 2028,HNT,210581967.21,210581967.21,12634918.03,69072131.15,74753483.61,54121434.43
Apr 04 2028,HNT,210530737.70,210530737.70,12631844.26,69058299.18,74727868.85,54112725.41
Mar 30 2028,HNT,210479508.20,210479508.20,12628770.49,69044467.21,74702254.10,54104016.39
Mar 26 2028,HNT,210438524.59,210438524.59,12626311.48,69033401.64,74681762.30,54097049.18
Mar 21 2028,HNT,210387295.08,210387295.08,12623237.70,69019569.67,74656147.54,54088340.16
Mar 17 2028,HNT,210346311.48,210346311.48,12620778.69,69008504.10,74635655.74,54081372.95
Mar 12 2028,HNT,210295081.97,210295081.97,12617704.92,68994672.13,74610040.98,54072663.93
Mar 07 2028,HNT,210243852.46,210243852.46,12614631.15,68980840.16,74584426.23,54063954.92
Mar 03 2028,HNT,210202868.85,210202868.85,12612172.13,68969774.59,74563934.43,54056987.70
Feb 27 2028,HNT,210151639.34,210151639.34,12609098.36,68955942.62,74538319.67,54048278.69
Feb 22 2028,HNT,210100409.84,210100409.84,12606024.59,68942110.66,74512704.92,54039569.67
Feb 18 2028,HNT,210059426.23,210059426.23,12603565.57,68931045.08,74492213.11,54032602.46
Feb 13 2028,HNT,210008196.72,210008196.72,12600491.80,68917213.11,74466598.36,54023893.44
Feb 09 2028,HNT,209967213.11,209967213.11,12598032.79,68906147.54,74446106.56,54016926.23
Feb 04 2028,HNT,209915983.61,209915983.61,12594959.02,68892315.57,74420491.80,54008217.21
Jan 30 2028,HNT,209864754.10,209864754.10,12591885.25,68878483.61,74394877.05,53999508.20
Jan 26 2028,HNT,209823770.49,209823770.49,12589426.23,68867418.03,74374385.25,53992540.98
Jan 21 2028,HNT,209772540.98,209772540.98,12586352.46,68853586.07,74348770.49,53983831.97
Jan 17 2028,HNT,209731557.38,209731557.38,12583893.44,68842520.49,74328278.69,53976864.75
Jan 12 2028,HNT,209680327.87,209680327.87,12580819.67,68828688.52,74302663.93,53968155.74
Jan 07 2028,HNT,209629098.36,209629098.36,12577745.90,68814856.56,74277049.18,53959446.72
Jan 03 2028,HNT,209588114.75,209588114.75,12575286.89,68803790.98,74256557.38,53952479.51
Dec 29 2027,HNT,209536885.25,209536885.25,12572213.11,68789959.02,74230942.62,53943770.49
Dec 25 2027,HNT,209495901.64,209495901.64,12569754.10,68778893.44,74210450.82,53936803.28
Dec 20 2027,HNT,209444672.13,209444672.13,12566680.33,68765061.48,74184836.07,53928094.26
Dec 15 2027,HNT,209393442.62,209393442.62,12563606.56,68751229.51,74159221.31,53919385.25
Dec 11 2027,HNT,209352459.02,209352459.02,12561147.54,68740163.93,74138729.51,53912418.03
Dec 06 2027,HNT,209301229.51,209301229.51,12558073.77,68726331.97,74113114.75,53903709.02
Dec 01 2027,HNT,209250000.00,209250000.00,12555000.00,68712500.00,74087500.00,53895000.00
Nov 27 2027,HNT,209209016.39,209209016.39,12552540.98,68701434.43,74067008.20,53888032.79
Nov 22 2027,HNT,209157786.89,209157786.89,12549467.21,68687602.46,74041393.44,53879323.77
Nov 18 2027,HNT,209116803.28,209116803.28,12547008.20,68676536.89,74020901.64,53872356.56
Nov 13 2027,HNT,209065573.77,209065573.77,12543934.43,68662704.92,73995286.89,53863647.54
Nov 08 2027,HNT,209014344.26,209014344.26,12540860.66,68648872.95,73969672.13,53854938.52
Nov 04 2027,HNT,208973360.66,208973360.66,12538401.64,68637807.38,73949180.33,53847971.31
Oct 30 2027,HNT,208922131.15,208922131.15,12535327.87,68623975.41,73923565.57,53839262.30
Oct 26 2027,HNT,208881147.54,208881147.54,12532868.85,68612909.84,73903073.77,53832295.08
Oct 21 2027,HNT,208829918.03,208829918.03,12529795.08,68599077.87,73877459.02,53823586.07
Oct 16 2027,HNT,208778688.52,208778688.52,12526721.31,68585245.90,73851844.26,53814877.05
Oct 12 2027,HNT,208737704.92,208737704.92,12524262.30,68574180.33,73831352.46,53807909.84
Oct 07 2027,HNT,208686475.41,208686475.41,12521188.52,68560348.36,73805737.70,53799200.82
Oct 02 2027,HNT,208635245.90,208635245.90,12518114.75,68546516.39,73780122.95,53790491.80
Sep 28 2027,HNT,208594262.30,208594262.30,12515655.74,68535450.82,73759631.15,53783524.59
Sep 23 2027,HNT,208543032.79,208543032.79,12512581.97,68521618.85,73734016.39,53774815.57
Sep 19 2027,HNT,208502049.18,208502049.18,12510122.95,68510553.28,73713524.59,53767848.36
Sep 14 2027,HNT,208450819.67,208450819.67,12507049.18,68496721.31,73687909.84,53759139.34
Sep 09 2027,HNT,208399590.16,208399590.16,12503975.41,68482889.34,73662295.08,53750430.33
Sep 05 2027,HNT,208358606.56,208358606.56,12501516.39,68471823.77,73641803.28,53743463.11
Aug 31 2027,HNT,208307377.05,208307377.05,12498442.62,68457991.80,73616188.52,53734754.10
Aug 27 2027,HNT,208266393.44,208266393.44,12495983.61,68446926.23,73595696.72,53727786.89
Aug 22 2027,HNT,208215163.93,208215163.93,12492909.84,68433094.26,73570081.97,53719077.87
Aug 17 2027,HNT,208163934.43,208163934.43,12489836.07,68419262.30,73544467.21,53710368.85
Aug 13 2027,HNT,208122950.82,208122950.82,12487377.05,68408196.72,73523975.41,53703401.64
Aug 08 2027,HNT,208071721.31,208071721.31,12484303.28,68394364.75,73498360.66,53694692.62
Aug 04 2027,HNT,208030737.70,208030737.70,12481844.26,68383299.18,73477868.85,53687725.41
Jul 30 2027,HNT,207958904.11,207958904.11,12477534.25,68363493.15,73442979.45,53674897.26
Jul 25 2027,HNT,207856164.38,207856164.38,12471369.86,68334726.03,73394178.08,53655890.41
Jul 21 2027,HNT,207773972.60,207773972.60,12466438.36,68311712.33,73355136.99,53640684.93
Jul 16 2027,HNT,207671232.88,207671232.88,12460273.97,68282945.21,73306335.62,53621678.08
Jul 11 2027,HNT,207568493.15,207568493.15,12454109.59,68254178.08,73257534.25,53602671.23
Jul 07 2027,HNT,207486301.37,207486301.37,12449178.08,68231164.38,73218493.15,53587465.75
Jul 02 2027,HNT,207383561.64,207383561.64,12443013.70,68202397.26,73169691.78,53568458.90
Jun 28 2027,HNT,207301369.86,207301369.86,12438082.19,68179383.56,73130650.68,53553253.42
Jun 23 2027,HNT,207198630.14,207198630.14,12431917.81,68150616.44,73081849.32,53534246.58
Jun 18 2027,HNT,207095890.41,207095890.41,12425753.42,68121849.32,73033047.95,53515239.73
Jun 14 2027,HNT,207013698.63,207013698.63,12420821.92,68098835.62,72994006.85,53500034.25
Jun 09 2027,HNT,206910958.90,206910958.90,12414657.53,68070068.49,72945205.48,53481027.40
Jun 05 2027,HNT,206828767.12,206828767.12,12409726.03,68047054.79,72906164.38,53465821.92
May 31 2027,HNT,206726027.40,206726027.40,12403561.64,68018287.67,72857363.01,53446815.07
May 26 2027,HNT,206623287.67,206623287.67,12397397.26,67989520.55,72808561.64,53427808.22
May 22 2027,HNT,206541095.89,206541095.89,12392465.75,67966506.85,72769520.55,53412602.74
May 17 2027,HNT,206438356.16,206438356.16,12386301.37,67937739.73,72720719.18,53393595.89
May 12 2027,HNT,206335616.44,206335616.44,12380136.99,67908972.60,72671917.81,53374589.04
May 08 2027,HNT,206253424.66,206253424.66,12375205.48,67885958.90,72632876.71,53359383.56
May 03 2027,HNT,206150684.93,206150684.93,12369041.10,67857191.78,72584075.34,53340376.71
Apr 29 2027,HNT,206068493.15,206068493.15,12364109.59,67834178.08,72545034.25,53325171.23
Apr 24 2027,HNT,205965753.42,205965753.42,12357945.21,67805410.96,72496232.88,53306164.38
Apr 19 2027,HNT,205863013.70,205863013.70,12351780.82,67776643.84,72447431.51,53287157.53
Apr 15 2027,HNT,205780821.92,205780821.92,12346849.32,67753630.14,72408390.41,53271952.05
Apr 10 2027,HNT,205678082.19,205678082.19,12340684.93,67724863.01,72359589.04,53252945.21
Apr 06 2027,HNT,205595890.41,205595890.41,12335753.42,67701849.32,72320547.95,53237739.73
Apr 01 2027,HNT,205493150.68,205493150.68,12329589.04,67673082.19,72271746.58,53218732.88
