Date,Symbol,Available Supply,Unlocked Supply,Investors,Team and Validators,DAO Treasury
Jul 10 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 09 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 07 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 06 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 04 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 03 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jul 01 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 30 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 28 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 27 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 25 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 24 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 22 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 21 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 20 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 18 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 17 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 15 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 14 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 12 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 11 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 09 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 08 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 06 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 05 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 03 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 02 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Jun 01 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 30 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 29 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 27 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 26 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 24 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 23 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 21 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 20 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 18 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 17 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 16 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 14 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 13 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 11 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 10 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 08 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 07 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 05 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 04 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 02 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
May 01 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 29 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 28 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 27 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 25 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 24 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 22 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 21 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 19 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 18 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 16 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 15 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 13 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 12 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 10 2024,LDO,999999999.81,999999999.81,346117314.81,400400000.00,253482685.00
Apr 09 2024,LDO,999998258.47,999998258.47,346115573.47,400400000.00,253482685.00
Apr 08 2024,LDO,999997369.28,999997369.28,346114684.28,400400000.00,253482685.00
Apr 06 2024,LDO,999995590.90,999995590.90,346112905.90,400400000.00,253482685.00
Apr 05 2024,LDO,999994701.70,999994701.70,346112016.70,400400000.00,253482685.00
Apr 03 2024,LDO,999992923.32,999992923.32,346110238.32,400400000.00,253482685.00
Apr 02 2024,LDO,999992034.12,999992034.12,346109349.12,400400000.00,253482685.00
Mar 31 2024,LDO,999990255.74,999990255.74,346107570.74,400400000.00,253482685.00
Mar 30 2024,LDO,0,999989366.55,346106681.55,400400000.00,253482685.00
Mar 28 2024,LDO,0,999987588.16,346104903.16,400400000.00,253482685.00
Mar 27 2024,LDO,0,999986698.97,346104013.97,400400000.00,253482685.00
Mar 25 2024,LDO,0,999984920.58,346102235.58,400400000.00,253482685.00
Mar 24 2024,LDO,0,999984031.39,346101346.39,400400000.00,253482685.00
Mar 22 2024,LDO,0,999982253.00,346099568.00,400400000.00,253482685.00
Mar 21 2024,LDO,0,999981363.81,346098678.81,400400000.00,253482685.00
Mar 20 2024,LDO,0,999980474.62,346097789.62,400400000.00,253482685.00
Mar 18 2024,LDO,0,999978696.23,346096011.23,400400000.00,253482685.00
Mar 17 2024,LDO,0,999977807.04,346095122.04,400400000.00,253482685.00
Mar 15 2024,LDO,0,999976028.65,346093343.65,400400000.00,253482685.00
Mar 14 2024,LDO,0,999975139.46,346092454.46,400400000.00,253482685.00
Mar 12 2024,LDO,0,999973361.07,346090676.07,400400000.00,253482685.00
Mar 11 2024,LDO,0,999972471.88,346089786.88,400400000.00,253482685.00
Mar 09 2024,LDO,0,999970693.49,346088008.49,400400000.00,253482685.00
Mar 08 2024,LDO,0,999969804.30,346087119.30,400400000.00,253482685.00
Mar 06 2024,LDO,0,999968025.92,346085340.92,400400000.00,253482685.00
Mar 05 2024,LDO,0,999967136.72,346084451.72,400400000.00,253482685.00
Mar 04 2024,LDO,0,999966247.53,346083562.53,400400000.00,253482685.00
Mar 02 2024,LDO,0,999964469.14,346081784.14,400400000.00,253482685.00
Mar 01 2024,LDO,0,999963579.95,346080894.95,400400000.00,253482685.00
Feb 28 2024,LDO,0,999961801.57,346079116.57,400400000.00,253482685.00
Feb 27 2024,LDO,0,999960912.37,346078227.37,400400000.00,253482685.00
Feb 25 2024,LDO,0,999959133.99,346076448.99,400400000.00,253482685.00
Feb 24 2024,LDO,0,999958244.79,346075559.79,400400000.00,253482685.00
Feb 22 2024,LDO,0,999956466.41,346073781.41,400400000.00,253482685.00
Feb 21 2024,LDO,0,999955577.22,346072892.22,400400000.00,253482685.00
Feb 19 2024,LDO,0,999953798.83,346071113.83,400400000.00,253482685.00
Feb 18 2024,LDO,0,999952909.64,346070224.64,400400000.00,253482685.00
Feb 16 2024,LDO,0,999951131.25,346068446.25,400400000.00,253482685.00
Feb 15 2024,LDO,0,999950242.06,346067557.06,400400000.00,253482685.00
Feb 14 2024,LDO,0,999949352.87,346066667.87,400400000.00,253482685.00
Feb 12 2024,LDO,0,999947574.48,346064889.48,400400000.00,253482685.00
Feb 11 2024,LDO,0,999946685.29,346064000.29,400400000.00,253482685.00
Feb 09 2024,LDO,0,999944906.90,346062221.90,400400000.00,253482685.00
Feb 08 2024,LDO,0,999944017.71,346061332.71,400400000.00,253482685.00
Feb 06 2024,LDO,0,999942239.32,346059554.32,400400000.00,253482685.00
Feb 05 2024,LDO,0,999941350.13,346058665.13,400400000.00,253482685.00
Feb 03 2024,LDO,0,999939571.74,346056886.74,400400000.00,253482685.00
Feb 02 2024,LDO,0,999938682.55,346055997.55,400400000.00,253482685.00
Jan 31 2024,LDO,0,999936904.16,346054219.16,400400000.00,253482685.00
Jan 30 2024,LDO,0,999936014.97,346053329.97,400400000.00,253482685.00
Jan 28 2024,LDO,0,999934236.59,346051551.59,400400000.00,253482685.00
Jan 27 2024,LDO,0,999933347.39,346050662.39,400400000.00,253482685.00
Jan 26 2024,LDO,0,999932458.20,346049773.20,400400000.00,253482685.00
Jan 24 2024,LDO,0,999930679.81,346047994.81,400400000.00,253482685.00
Jan 23 2024,LDO,0,999929790.62,346047105.62,400400000.00,253482685.00
Jan 21 2024,LDO,0,999928012.24,346045327.24,400400000.00,253482685.00
Jan 20 2024,LDO,0,999927123.04,346044438.04,400400000.00,253482685.00
Jan 18 2024,LDO,0,999925344.66,346042659.66,400400000.00,253482685.00
Jan 17 2024,LDO,0,999924455.46,346041770.46,400400000.00,253482685.00
Jan 15 2024,LDO,0,999922677.08,346039992.08,400400000.00,253482685.00
Jan 14 2024,LDO,0,999921787.89,346039102.89,400400000.00,253482685.00
Jan 12 2024,LDO,0,999920009.50,346037324.50,400400000.00,253482685.00
Jan 11 2024,LDO,0,999919120.31,346036435.31,400400000.00,253482685.00
Jan 09 2024,LDO,0,999917341.92,346034656.92,400400000.00,253482685.00
Jan 08 2024,LDO,0,999916452.73,346033767.73,400400000.00,253482685.00
Jan 07 2024,LDO,0,999915563.54,346032878.54,400400000.00,253482685.00
Jan 05 2024,LDO,0,999913785.15,346031100.15,400400000.00,253482685.00
Jan 04 2024,LDO,0,999912895.96,346030210.96,400400000.00,253482685.00
Jan 02 2024,LDO,0,999911117.57,346028432.57,400400000.00,253482685.00
Jan 01 2024,LDO,0,999910228.38,346027543.38,400400000.00,253482685.00
Dec 30 2023,LDO,0,999908449.99,346025764.99,400400000.00,253482685.00
Dec 29 2023,LDO,0,999907560.80,346024875.80,400400000.00,253482685.00
Dec 27 2023,LDO,0,999905782.41,346023097.41,400400000.00,253482685.00
Dec 26 2023,LDO,0,999904893.22,346022208.22,400400000.00,253482685.00
Dec 24 2023,LDO,0,999903114.84,346020429.84,400400000.00,253482685.00
Dec 23 2023,LDO,0,999902225.64,346019540.64,400400000.00,253482685.00
Dec 21 2023,LDO,0,999900447.26,346017762.26,400400000.00,253482685.00
Dec 20 2023,LDO,0,999899558.06,346016873.06,400400000.00,253482685.00
Dec 19 2023,LDO,0,999898668.87,346015983.87,400400000.00,253482685.00
Dec 17 2023,LDO,0,999896890.48,346014205.48,400400000.00,253482685.00
Dec 16 2023,LDO,0,999896001.29,346013316.29,400400000.00,253482685.00
Dec 14 2023,LDO,0,999894222.91,346011537.91,400400000.00,253482685.00
Dec 13 2023,LDO,0,999893333.71,346010648.71,400400000.00,253482685.00
Dec 11 2023,LDO,0,999891555.33,346008870.33,400400000.00,253482685.00
Dec 10 2023,LDO,0,999890666.13,346007981.13,400400000.00,253482685.00
Dec 08 2023,LDO,0,999888887.75,346006202.75,400400000.00,253482685.00
Dec 07 2023,LDO,0,999887998.56,346005313.56,400400000.00,253482685.00
Dec 05 2023,LDO,0,999886220.17,346003535.17,400400000.00,253482685.00
Dec 04 2023,LDO,0,999885330.98,346002645.98,400400000.00,253482685.00
Dec 03 2023,LDO,0,999884441.78,346001756.78,400400000.00,253482685.00
Dec 01 2023,LDO,0,999882663.40,345999978.40,400400000.00,253482685.00
Nov 30 2023,LDO,0,999881774.21,345999089.21,400400000.00,253482685.00
Nov 28 2023,LDO,0,999879995.82,345997310.82,400400000.00,253482685.00
Nov 27 2023,LDO,0,999879106.63,345996421.63,400400000.00,253482685.00
Nov 25 2023,LDO,0,999877328.24,345994643.24,400400000.00,253482685.00
Nov 24 2023,LDO,0,999876439.05,345993754.05,400400000.00,253482685.00
Nov 22 2023,LDO,0,999874660.66,345991975.66,400400000.00,253482685.00
Nov 21 2023,LDO,0,999873771.47,345991086.47,400400000.00,253482685.00
Nov 19 2023,LDO,0,999871993.08,345989308.08,400400000.00,253482685.00
Nov 18 2023,LDO,0,999871103.89,345988418.89,400400000.00,253482685.00
Nov 16 2023,LDO,0,999869325.51,345986640.51,400400000.00,253482685.00
Nov 15 2023,LDO,0,999868436.31,345985751.31,400400000.00,253482685.00
Nov 14 2023,LDO,0,999867547.12,345984862.12,400400000.00,253482685.00
Nov 12 2023,LDO,0,999865768.73,345983083.73,400400000.00,253482685.00
Nov 11 2023,LDO,0,999864879.54,345982194.54,400400000.00,253482685.00
Nov 09 2023,LDO,0,999863101.16,345980416.16,400400000.00,253482685.00
Nov 08 2023,LDO,0,999862211.96,345979526.96,400400000.00,253482685.00
Nov 06 2023,LDO,0,999860433.58,345977748.58,400400000.00,253482685.00
Nov 05 2023,LDO,0,999859544.38,345976859.38,400400000.00,253482685.00
Nov 03 2023,LDO,0,999857766.00,345975081.00,400400000.00,253482685.00
Nov 02 2023,LDO,0,999856876.80,345974191.80,400400000.00,253482685.00
Oct 31 2023,LDO,0,999854724.39,345972039.39,400400000.00,253482685.00
Oct 30 2023,LDO,0,999853518.10,345970833.10,400400000.00,253482685.00
Oct 28 2023,LDO,0,999851105.52,345968420.52,400400000.00,253482685.00
Oct 27 2023,LDO,0,999849899.23,345967214.23,400400000.00,253482685.00
Oct 26 2023,LDO,0,999848692.94,345966007.94,400400000.00,253482685.00
Oct 24 2023,LDO,0,999846280.36,345963595.36,400400000.00,253482685.00
Oct 23 2023,LDO,0,999845074.07,345962389.07,400400000.00,253482685.00
Oct 21 2023,LDO,0,999842661.49,345959976.49,400400000.00,253482685.00
Oct 20 2023,LDO,0,999841455.20,345958770.20,400400000.00,253482685.00
Oct 18 2023,LDO,0,999839042.61,345956357.61,400400000.00,253482685.00
Oct 17 2023,LDO,0,999837836.32,345955151.32,400400000.00,253482685.00
Oct 15 2023,LDO,0,999835423.74,345952738.74,400400000.00,253482685.00
Oct 14 2023,LDO,0,999832702.08,345950017.08,400400000.00,253482685.00
Oct 12 2023,LDO,0,999828767.43,345946082.43,400400000.00,253482685.00
Oct 11 2023,LDO,0,999826800.11,345944115.11,400400000.00,253482685.00
Oct 09 2023,LDO,0,999822865.45,345940180.45,400400000.00,253482685.00
Oct 08 2023,LDO,0,999820616.08,345937931.08,400400000.00,253482685.00
Oct 07 2023,LDO,0,999818458.50,345935773.50,400400000.00,253482685.00
Oct 05 2023,LDO,0,999814143.33,345931458.33,400400000.00,253482685.00
Oct 04 2023,LDO,0,999811985.74,345929300.74,400400000.00,253482685.00
Oct 02 2023,LDO,0,999807670.57,345924985.57,400400000.00,253482685.00
Oct 01 2023,LDO,0,999805512.99,345922827.99,400400000.00,253482685.00
Sep 29 2023,LDO,0,999801197.82,345918512.82,400400000.00,253482685.00
Sep 28 2023,LDO,0,999799040.24,345916355.24,400400000.00,253482685.00
Sep 26 2023,LDO,0,999794725.07,345912040.07,400400000.00,253482685.00
Sep 25 2023,LDO,0,999792567.48,345909882.48,400400000.00,253482685.00
Sep 23 2023,LDO,0,999788252.31,345905567.31,400400000.00,253482685.00
Sep 22 2023,LDO,0,999786094.73,345903409.73,400400000.00,253482685.00
Sep 21 2023,LDO,0,999783937.14,345901252.14,400400000.00,253482685.00
Sep 19 2023,LDO,0,999779621.97,345896936.97,400400000.00,253482685.00
Sep 18 2023,LDO,0,999777464.39,345894779.39,400400000.00,253482685.00
Sep 16 2023,LDO,0,999773149.22,345890464.22,400400000.00,253482685.00
Sep 15 2023,LDO,0,999770991.64,345888306.64,400400000.00,253482685.00
Sep 13 2023,LDO,0,999766676.47,345883991.47,400400000.00,253482685.00
Sep 12 2023,LDO,0,998264518.88,344381833.88,400400000.00,253482685.00
Sep 10 2023,LDO,0,998260203.71,344377518.71,400400000.00,253482685.00
Sep 09 2023,LDO,0,998258046.13,344375361.13,400400000.00,253482685.00
Sep 07 2023,LDO,0,998253730.96,344371045.96,400400000.00,253482685.00
Sep 06 2023,LDO,0,998251573.38,344368888.38,400400000.00,253482685.00
Sep 04 2023,LDO,0,998247258.21,344364573.21,400400000.00,253482685.00
Sep 03 2023,LDO,0,998245100.62,344362415.62,400400000.00,253482685.00
Sep 02 2023,LDO,0,998242943.04,344360258.04,400400000.00,253482685.00
Aug 31 2023,LDO,0,998238627.87,344355942.87,400400000.00,253482685.00
Aug 30 2023,LDO,0,998236470.28,344353785.28,400400000.00,253482685.00
Aug 28 2023,LDO,0,998232155.11,344349470.11,400400000.00,253482685.00
Aug 27 2023,LDO,0,998229997.53,344347312.53,400400000.00,253482685.00
Aug 25 2023,LDO,0,998225682.36,344342997.36,400400000.00,253482685.00
Aug 24 2023,LDO,0,989723524.78,335840839.78,400400000.00,253482685.00
Aug 22 2023,LDO,0,989719209.61,335836524.61,400400000.00,253482685.00
Aug 21 2023,LDO,0,989717052.02,335834367.02,400400000.00,253482685.00
Aug 19 2023,LDO,0,989712736.85,335830051.85,400400000.00,253482685.00
Aug 18 2023,LDO,0,989710579.27,335827894.27,400400000.00,253482685.00
Aug 16 2023,LDO,0,989706264.10,335823579.10,400400000.00,253482685.00
Aug 15 2023,LDO,0,989704106.51,335821421.51,400400000.00,253482685.00
Aug 14 2023,LDO,0,989701948.93,335819263.93,400400000.00,253482685.00
Aug 12 2023,LDO,0,989697633.76,335814948.76,400400000.00,253482685.00
Aug 11 2023,LDO,0,989695476.18,335812791.18,400400000.00,253482685.00
Aug 09 2023,LDO,0,989691161.01,335808476.01,400400000.00,253482685.00
Aug 08 2023,LDO,0,989689003.42,335806318.42,400400000.00,253482685.00
Aug 06 2023,LDO,0,989684688.25,335802003.25,400400000.00,253482685.00
Aug 05 2023,LDO,0,989682530.67,335799845.67,400400000.00,253482685.00
Aug 03 2023,LDO,0,989678215.50,335795530.50,400400000.00,253482685.00
Aug 02 2023,LDO,0,989676057.92,335793372.92,400400000.00,253482685.00
Jul 31 2023,LDO,0,989671742.75,335789057.75,400400000.00,253482685.00
Jul 30 2023,LDO,0,989669585.16,335786900.16,400400000.00,253482685.00
Jul 28 2023,LDO,0,989665269.99,335782584.99,400400000.00,253482685.00
Jul 27 2023,LDO,0,989663112.41,335780427.41,400400000.00,253482685.00
Jul 26 2023,LDO,0,989660954.82,335778269.82,400400000.00,253482685.00
Jul 24 2023,LDO,0,989656639.65,335773954.65,400400000.00,253482685.00
Jul 23 2023,LDO,0,989654482.07,335771797.07,400400000.00,253482685.00
Jul 21 2023,LDO,0,989650166.90,335767481.90,400400000.00,253482685.00
Jul 20 2023,LDO,0,989648009.32,335765324.32,400400000.00,253482685.00
Jul 18 2023,LDO,0,989643694.15,335761009.15,400400000.00,253482685.00
Jul 17 2023,LDO,0,989641536.56,335758851.56,400400000.00,253482685.00
Jul 15 2023,LDO,0,989637221.39,335754536.39,400400000.00,253482685.00
Jul 14 2023,LDO,0,989635063.81,335752378.81,400400000.00,253482685.00
Jul 12 2023,LDO,0,989630748.64,335748063.64,400400000.00,253482685.00
Jul 11 2023,LDO,0,989628591.06,335745906.06,400400000.00,253482685.00
Jul 10 2023,LDO,0,989626433.47,335743748.47,400400000.00,253482685.00
Jul 08 2023,LDO,0,989622118.30,335739433.30,400400000.00,253482685.00
Jul 07 2023,LDO,0,989619960.72,335737275.72,400400000.00,253482685.00
Jul 05 2023,LDO,0,989615645.55,335732960.55,400400000.00,253482685.00
Jul 04 2023,LDO,0,989613487.96,335730802.96,400400000.00,253482685.00
Jul 02 2023,LDO,0,989609172.79,335726487.79,400400000.00,253482685.00
Jul 01 2023,LDO,0,989607015.21,335724330.21,400400000.00,253482685.00
Jun 29 2023,LDO,0,989602700.04,335720015.04,400400000.00,253482685.00
Jun 28 2023,LDO,0,989600542.46,335717857.46,400400000.00,253482685.00
Jun 26 2023,LDO,0,989596227.29,335713542.29,400400000.00,253482685.00
Jun 25 2023,LDO,0,989594069.70,335711384.70,400400000.00,253482685.00
Jun 23 2023,LDO,0,989589754.53,335707069.53,400400000.00,253482685.00
Jun 22 2023,LDO,0,989587596.95,335704911.95,400400000.00,253482685.00
Jun 21 2023,LDO,0,989585439.36,335702754.36,400400000.00,253482685.00
Jun 19 2023,LDO,0,989581124.20,335698439.20,400400000.00,253482685.00
Jun 18 2023,LDO,0,989578966.61,335696281.61,400400000.00,253482685.00
Jun 16 2023,LDO,0,989574651.44,335691966.44,400400000.00,253482685.00
Jun 15 2023,LDO,0,989572493.86,335689808.86,400400000.00,253482685.00
Jun 13 2023,LDO,0,989568178.69,335685493.69,400400000.00,253482685.00
Jun 12 2023,LDO,0,989566021.10,335683336.10,400400000.00,253482685.00
Jun 10 2023,LDO,0,989561705.93,335679020.93,400400000.00,253482685.00
Jun 09 2023,LDO,0,989559548.35,335676863.35,400400000.00,253482685.00
Jun 07 2023,LDO,0,989555233.18,335672548.18,400400000.00,253482685.00
Jun 06 2023,LDO,0,989553075.60,335670390.60,400400000.00,253482685.00
Jun 04 2023,LDO,0,989548760.43,335666075.43,400400000.00,253482685.00
Jun 03 2023,LDO,0,989546602.84,335663917.84,400400000.00,253482685.00
Jun 02 2023,LDO,0,989544445.26,335661760.26,400400000.00,253482685.00
May 31 2023,LDO,0,989540130.09,335657445.09,400400000.00,253482685.00
May 30 2023,LDO,0,989537972.50,335655287.50,400400000.00,253482685.00
May 28 2023,LDO,0,989533657.33,335650972.33,400400000.00,253482685.00
May 27 2023,LDO,0,989531499.75,335648814.75,400400000.00,253482685.00
May 25 2023,LDO,0,989527184.58,335644499.58,400400000.00,253482685.00
May 24 2023,LDO,0,989525027.00,335642342.00,400400000.00,253482685.00
May 22 2023,LDO,0,989520711.83,335638026.83,400400000.00,253482685.00
May 21 2023,LDO,0,989518554.24,335635869.24,400400000.00,253482685.00
May 19 2023,LDO,0,989513724.27,335631039.27,400400000.00,253482685.00
May 18 2023,LDO,0,989511083.66,335628398.66,400400000.00,253482685.00
May 16 2023,LDO,0,989505945.32,335623260.32,400400000.00,253482685.00
May 15 2023,LDO,0,989503381.85,335620696.85,400400000.00,253482685.00
May 14 2023,LDO,0,989500818.38,335618133.38,400400000.00,253482685.00
May 12 2023,LDO,0,989495691.44,335613006.44,400400000.00,253482685.00
May 11 2023,LDO,0,989492465.34,335609780.34,400400000.00,253482685.00
May 09 2023,LDO,0,989448549.14,335565864.14,400400000.00,253482685.00
May 08 2023,LDO,0,989423636.61,335540951.61,400400000.00,253482685.00
May 06 2023,LDO,0,989350975.44,335468290.44,400400000.00,253482685.00
May 05 2023,LDO,0,989307740.28,335425055.28,400400000.00,253482685.00
