Date,Symbol,Available Supply,Unlocked Supply,Community Pool,Staking Rewards,Developer Vesting,Liquidity Mining Incentives,Airdrop,Strategic Reserve
Nov 11 2021,OSMO,0,218356164.38,6690821.92,29589041.10,29589041.10,52487260.27,50000000.00,50000000.00
Oct 31 2021,OSMO,0,209315068.49,6198082.19,27328767.13,27328767.13,48459452.05,50000000.00,50000000.00
Oct 19 2021,OSMO,0,199452054.79,5671643.84,24863013.70,24863013.70,44054383.56,50000000.00,50000000.00
Oct 08 2021,OSMO,0,190410958.91,5178904.11,22602739.72,22602739.72,40026575.35,50000000.00,50000000.00
Sep 27 2021,OSMO,0,181369863.02,4686164.38,20342465.75,20342465.75,35998767.13,50000000.00,50000000.00
Sep 16 2021,OSMO,0,172328767.13,4193424.66,18082191.78,18082191.78,31970958.91,50000000.00,50000000.00
Sep 05 2021,OSMO,0,163287671.24,3700684.93,15821917.81,15821917.81,27943150.69,50000000.00,50000000.00
Aug 24 2021,OSMO,0,153424657.54,3163150.68,13356164.39,13356164.39,23549178.08,50000000.00,50000000.00
Aug 13 2021,OSMO,0,144383561.65,2670410.96,11095890.42,11095890.42,19521369.86,50000000.00,50000000.00
Aug 02 2021,OSMO,0,135342465.76,2177671.23,8835616.44,8835616.44,15493561.64,50000000.00,50000000.00
Jul 22 2021,OSMO,0,126301369.87,1684931.51,6575342.47,6575342.47,11465753.42,50000000.00,50000000.00
Jul 10 2021,OSMO,0,116438356.17,1147397.26,4109589.05,4109589.05,7071780.82,50000000.00,50000000.00
Jun 29 2021,OSMO,0,107397260.28,536301.37,1849315.07,1849315.07,3162328.77,50000000.00,50000000.00
Jun 18 2021,OSMO,0,100000000.00,0,0,0,0,50000000.00,50000000.00
