Date,Symbol,Available Supply,Unlocked Supply,Epoch Rewards,Community Grants,Core Contributors,Operation Grants,Small and Large Backers,Foundation Endowment,Community Sale,Early Ecosystem
Jul 26 2023,NEAR,0,938973116.03,149249589.04,95702081.05,62381930.18,63430449.07,231209066.68,100000000.00,120000000.00,117000000.00
Jul 24 2023,NEAR,0,938019676.57,148939452.05,95513691.13,62190280.63,63305585.98,231070666.77,100000000.00,120000000.00,117000000.00
Jul 22 2023,NEAR,0,937066237.11,148629315.07,95325301.20,61998631.07,63180722.89,230932266.87,100000000.00,120000000.00,117000000.00
Jul 20 2023,NEAR,0,936112797.64,148319178.08,95136911.28,61806981.52,63055859.80,230793866.96,100000000.00,120000000.00,117000000.00
Jul 18 2023,NEAR,0,935159358.18,148009041.10,94948521.36,61615331.96,62930996.71,230655467.05,100000000.00,120000000.00,117000000.00
Jul 16 2023,NEAR,0,934205918.72,147698904.11,94760131.43,61423682.41,62806133.63,230517067.15,100000000.00,120000000.00,117000000.00
Jul 14 2023,NEAR,0,933252479.26,147388767.12,94571741.51,61232032.85,62681270.54,230378667.24,100000000.00,120000000.00,117000000.00
Jul 12 2023,NEAR,0,932299039.80,147078630.14,94383351.59,61040383.30,62556407.45,230240267.33,100000000.00,120000000.00,117000000.00
Jul 10 2023,NEAR,0,931345600.34,146768493.15,94194961.66,60848733.74,62431544.36,230101867.42,100000000.00,120000000.00,117000000.00
Jul 08 2023,NEAR,0,930392160.88,146458356.16,94006571.74,60657084.19,62306681.27,229963467.52,100000000.00,120000000.00,117000000.00
Jul 06 2023,NEAR,0,929438721.42,146148219.18,93818181.82,60465434.63,62181818.18,229825067.61,100000000.00,120000000.00,117000000.00
Jul 04 2023,NEAR,0,928485281.96,145838082.19,93629791.89,60273785.08,62056955.09,229686667.70,100000000.00,120000000.00,117000000.00
Jul 02 2023,NEAR,0,927531842.50,145527945.21,93441401.97,60082135.52,61932092.00,229548267.80,100000000.00,120000000.00,117000000.00
Jun 30 2023,NEAR,0,926578403.04,145217808.22,93253012.05,59890485.97,61807228.92,229409867.89,100000000.00,120000000.00,117000000.00
Jun 28 2023,NEAR,0,925624963.58,144907671.23,93064622.12,59698836.41,61682365.83,229271467.98,100000000.00,120000000.00,117000000.00
Jun 26 2023,NEAR,0,924671524.12,144597534.25,92876232.20,59507186.86,61557502.74,229133068.08,100000000.00,120000000.00,117000000.00
Jun 24 2023,NEAR,0,923718084.66,144287397.26,92687842.28,59315537.30,61432639.65,228994668.17,100000000.00,120000000.00,117000000.00
Jun 22 2023,NEAR,0,922764645.20,143977260.27,92499452.35,59123887.75,61307776.56,228856268.26,100000000.00,120000000.00,117000000.00
Jun 20 2023,NEAR,0,921811205.74,143667123.29,92311062.43,58932238.19,61182913.47,228717868.36,100000000.00,120000000.00,117000000.00
Jun 18 2023,NEAR,0,920857766.28,143356986.30,92122672.51,58740588.64,61058050.38,228579468.45,100000000.00,120000000.00,117000000.00
Jun 16 2023,NEAR,0,919904326.82,143046849.32,91934282.58,58548939.08,60933187.29,228441068.54,100000000.00,120000000.00,117000000.00
Jun 13 2023,NEAR,0,918474167.63,142581643.84,91651697.70,58261464.75,60745892.66,228233468.68,100000000.00,120000000.00,117000000.00
Jun 11 2023,NEAR,0,917520728.17,142271506.85,91463307.78,58069815.20,60621029.57,228095068.78,100000000.00,120000000.00,117000000.00
Jun 09 2023,NEAR,0,916567288.71,141961369.86,91274917.85,57878165.64,60496166.48,227956668.87,100000000.00,120000000.00,117000000.00
Jun 07 2023,NEAR,0,915613849.25,141651232.88,91086527.93,57686516.08,60371303.40,227818268.96,100000000.00,120000000.00,117000000.00
Jun 05 2023,NEAR,0,914660409.79,141341095.89,90898138.01,57494866.53,60246440.31,227679869.05,100000000.00,120000000.00,117000000.00
Jun 03 2023,NEAR,0,913706970.33,141030958.90,90709748.08,57303216.97,60121577.22,227541469.15,100000000.00,120000000.00,117000000.00
Jun 01 2023,NEAR,0,912753530.87,140720821.92,90521358.16,57111567.42,59996714.13,227403069.24,100000000.00,120000000.00,117000000.00
May 30 2023,NEAR,0,911800091.41,140410684.93,90332968.24,56919917.86,59871851.04,227264669.33,100000000.00,120000000.00,117000000.00
May 28 2023,NEAR,0,910846651.95,140100547.95,90144578.31,56728268.31,59746987.95,227126269.43,100000000.00,120000000.00,117000000.00
May 26 2023,NEAR,0,909893212.49,139790410.96,89956188.39,56536618.75,59622124.86,226987869.52,100000000.00,120000000.00,117000000.00
May 24 2023,NEAR,0,908939773.03,139480273.97,89767798.47,56344969.20,59497261.77,226849469.61,100000000.00,120000000.00,117000000.00
May 22 2023,NEAR,0,907986333.57,139170136.99,89579408.54,56153319.64,59372398.69,226711069.71,100000000.00,120000000.00,117000000.00
May 20 2023,NEAR,0,907032894.11,138860000.00,89391018.62,55961670.09,59247535.60,226572669.80,100000000.00,120000000.00,117000000.00
May 18 2023,NEAR,0,906079454.65,138549863.01,89202628.70,55770020.53,59122672.51,226434269.89,100000000.00,120000000.00,117000000.00
May 16 2023,NEAR,0,905126015.19,138239726.03,89014238.77,55578370.98,58997809.42,226295869.99,100000000.00,120000000.00,117000000.00
May 14 2023,NEAR,0,904172575.72,137929589.04,88825848.85,55386721.42,58872946.33,226157470.08,100000000.00,120000000.00,117000000.00
May 12 2023,NEAR,0,903219136.26,137619452.05,88637458.93,55195071.87,58748083.24,226019070.17,100000000.00,120000000.00,117000000.00
May 10 2023,NEAR,0,902265696.80,137309315.07,88449069.00,55003422.31,58623220.15,225880670.27,100000000.00,120000000.00,117000000.00
May 08 2023,NEAR,0,901312257.34,136999178.08,88260679.08,54811772.76,58498357.06,225742270.36,100000000.00,120000000.00,117000000.00
May 06 2023,NEAR,0,900358817.88,136689041.10,88072289.16,54620123.20,58373493.98,225603870.45,100000000.00,120000000.00,117000000.00
May 03 2023,NEAR,0,898928658.69,136223835.62,87789704.27,54332648.87,58186199.34,225396270.59,100000000.00,120000000.00,117000000.00
May 01 2023,NEAR,0,897975219.23,135913698.63,87601314.35,54140999.32,58061336.25,225257870.68,100000000.00,120000000.00,117000000.00
Apr 29 2023,NEAR,0,897021779.77,135603561.64,87412924.42,53949349.76,57936473.17,225119470.78,100000000.00,120000000.00,117000000.00
Apr 27 2023,NEAR,0,896068340.31,135293424.66,87224534.50,53757700.21,57811610.08,224981070.87,100000000.00,120000000.00,117000000.00
Apr 25 2023,NEAR,0,895114900.85,134983287.67,87036144.58,53566050.65,57686746.99,224842670.96,100000000.00,120000000.00,117000000.00
Apr 23 2023,NEAR,0,894161461.39,134673150.68,86847754.65,53374401.10,57561883.90,224704271.06,100000000.00,120000000.00,117000000.00
Apr 21 2023,NEAR,0,893208021.93,134363013.70,86659364.73,53182751.54,57437020.81,224565871.15,100000000.00,120000000.00,117000000.00
Apr 19 2023,NEAR,0,892254582.47,134052876.71,86470974.81,52991101.98,57312157.72,224427471.24,100000000.00,120000000.00,117000000.00
Apr 17 2023,NEAR,0,891301143.01,133742739.73,86282584.88,52799452.43,57187294.63,224289071.34,100000000.00,120000000.00,117000000.00
Apr 15 2023,NEAR,0,890347703.55,133432602.74,86094194.96,52607802.87,57062431.54,224150671.43,100000000.00,120000000.00,117000000.00
Apr 13 2023,NEAR,0,889394264.09,133122465.75,85905805.04,52416153.32,56937568.46,224012271.52,100000000.00,120000000.00,117000000.00
Apr 11 2023,NEAR,0,888440824.63,132812328.77,85717415.12,52224503.76,56812705.37,223873871.62,100000000.00,120000000.00,117000000.00
Apr 09 2023,NEAR,0,887487385.17,132502191.78,85529025.19,52032854.21,56687842.28,223735471.71,100000000.00,120000000.00,117000000.00
Apr 07 2023,NEAR,0,886533945.71,132192054.79,85340635.27,51841204.65,56562979.19,223597071.80,100000000.00,120000000.00,117000000.00
Apr 05 2023,NEAR,0,885580506.25,131881917.81,85152245.35,51649555.10,56438116.10,223458671.90,100000000.00,120000000.00,117000000.00
Apr 03 2023,NEAR,0,884627066.79,131571780.82,84963855.42,51457905.54,56313253.01,223320271.99,100000000.00,120000000.00,117000000.00
Apr 01 2023,NEAR,0,883673627.33,131261643.84,84775465.50,51266255.99,56188389.92,223181872.08,100000000.00,120000000.00,117000000.00
Mar 30 2023,NEAR,0,882720187.87,130951506.85,84587075.58,51074606.43,56063526.83,223043472.18,100000000.00,120000000.00,117000000.00
Mar 28 2023,NEAR,0,881766748.41,130641369.86,84398685.65,50882956.88,55938663.75,222905072.27,100000000.00,120000000.00,117000000.00
Mar 26 2023,NEAR,0,880813308.95,130331232.88,84210295.73,50691307.32,55813800.66,222766672.36,100000000.00,120000000.00,117000000.00
Mar 23 2023,NEAR,0,879383149.76,129866027.40,83927710.84,50403832.99,55626506.02,222559072.50,100000000.00,120000000.00,117000000.00
Mar 21 2023,NEAR,0,878429710.30,129555890.41,83739320.92,50212183.44,55501642.94,222420672.59,100000000.00,120000000.00,117000000.00
Mar 19 2023,NEAR,0,877476270.84,129245753.42,83550931.00,50020533.88,55376779.85,222282272.69,100000000.00,120000000.00,117000000.00
Mar 17 2023,NEAR,0,876522831.38,128935616.44,83362541.07,49828884.33,55251916.76,222143872.78,100000000.00,120000000.00,117000000.00
Mar 15 2023,NEAR,0,875569391.92,128625479.45,83174151.15,49637234.77,55127053.67,222005472.87,100000000.00,120000000.00,117000000.00
Mar 13 2023,NEAR,0,874615952.46,128315342.47,82985761.23,49445585.22,55002190.58,221867072.97,100000000.00,120000000.00,117000000.00
Mar 11 2023,NEAR,0,873662513.00,128005205.48,82797371.30,49253935.66,54877327.49,221728673.06,100000000.00,120000000.00,117000000.00
Mar 09 2023,NEAR,0,872709073.54,127695068.49,82608981.38,49062286.11,54752464.40,221590273.15,100000000.00,120000000.00,117000000.00
Mar 07 2023,NEAR,0,871755634.07,127384931.51,82420591.46,48870636.55,54627601.31,221451873.25,100000000.00,120000000.00,117000000.00
Mar 05 2023,NEAR,0,870802194.61,127074794.52,82232201.53,48678987.00,54502738.23,221313473.34,100000000.00,120000000.00,117000000.00
Mar 03 2023,NEAR,0,869848755.15,126764657.53,82043811.61,48487337.44,54377875.14,221175073.43,100000000.00,120000000.00,117000000.00
Mar 01 2023,NEAR,0,868895315.69,126454520.55,81855421.69,48295687.89,54253012.05,221036673.53,100000000.00,120000000.00,117000000.00
Feb 27 2023,NEAR,0,867941876.23,126144383.56,81667031.76,48104038.33,54128148.96,220898273.62,100000000.00,120000000.00,117000000.00
Feb 25 2023,NEAR,0,866988436.77,125834246.58,81478641.84,47912388.77,54003285.87,220759873.71,100000000.00,120000000.00,117000000.00
Feb 25 2023,NEAR,0,866988436.77,125834246.58,81478641.84,47912388.77,54003285.87,220759873.71,100000000.00,120000000.00,117000000.00
Feb 23 2023,NEAR,0,866034997.31,125524109.59,81290251.92,47720739.22,53878422.78,220621473.81,100000000.00,120000000.00,117000000.00
Feb 21 2023,NEAR,0,865081557.85,125213972.60,81101861.99,47529089.66,53753559.69,220483073.90,100000000.00,120000000.00,117000000.00
Feb 19 2023,NEAR,0,864128118.39,124903835.62,80913472.07,47337440.11,53628696.60,220344673.99,100000000.00,120000000.00,117000000.00
Feb 17 2023,NEAR,0,863174678.93,124593698.63,80725082.15,47145790.55,53503833.52,220206274.08,100000000.00,120000000.00,117000000.00
Feb 15 2023,NEAR,0,862221239.47,124283561.64,80536692.22,46954141.00,53378970.43,220067874.18,100000000.00,120000000.00,117000000.00
Feb 13 2023,NEAR,0,861267800.01,123973424.66,80348302.30,46762491.44,53254107.34,219929474.27,100000000.00,120000000.00,117000000.00
Feb 10 2023,NEAR,0,859837640.82,123508219.18,80065717.42,46475017.11,53066812.71,219721874.41,100000000.00,120000000.00,117000000.00
Feb 08 2023,NEAR,0,858884201.36,123198082.19,79877327.49,46283367.56,52941949.62,219583474.50,100000000.00,120000000.00,117000000.00
Feb 06 2023,NEAR,0,857930761.90,122887945.21,79688937.57,46091718.00,52817086.53,219445074.60,100000000.00,120000000.00,117000000.00
Feb 04 2023,NEAR,0,856977322.44,122577808.22,79500547.65,45900068.45,52692223.44,219306674.69,100000000.00,120000000.00,117000000.00
Feb 02 2023,NEAR,0,856023882.98,122267671.23,79312157.72,45708418.89,52567360.35,219168274.78,100000000.00,120000000.00,117000000.00
Jan 31 2023,NEAR,0,855070443.52,121957534.25,79123767.80,45516769.34,52442497.26,219029874.88,100000000.00,120000000.00,117000000.00
Jan 29 2023,NEAR,0,854117004.06,121647397.26,78935377.88,45325119.78,52317634.17,218891474.97,100000000.00,120000000.00,117000000.00
Jan 27 2023,NEAR,0,853163564.60,121337260.27,78746987.95,45133470.23,52192771.08,218753075.06,100000000.00,120000000.00,117000000.00
Jan 25 2023,NEAR,0,852210125.14,121027123.29,78558598.03,44941820.67,52067908.00,218614675.16,100000000.00,120000000.00,117000000.00
Jan 23 2023,NEAR,0,851256685.68,120716986.30,78370208.11,44750171.12,51943044.91,218476275.25,100000000.00,120000000.00,117000000.00
Jan 21 2023,NEAR,0,850303246.22,120406849.32,78181818.18,44558521.56,51818181.82,218337875.34,100000000.00,120000000.00,117000000.00
Jan 19 2023,NEAR,0,849349806.76,120096712.33,77993428.26,44366872.01,51693318.73,218199475.44,100000000.00,120000000.00,117000000.00
Jan 17 2023,NEAR,0,848396367.30,119786575.34,77805038.34,44175222.45,51568455.64,218061075.53,100000000.00,120000000.00,117000000.00
Jan 15 2023,NEAR,0,847442927.84,119476438.36,77616648.41,43983572.90,51443592.55,217922675.62,100000000.00,120000000.00,117000000.00
Jan 13 2023,NEAR,0,846489488.38,119166301.37,77428258.49,43791923.34,51318729.46,217784275.72,100000000.00,120000000.00,117000000.00
Jan 11 2023,NEAR,0,845536048.92,118856164.38,77239868.57,43600273.79,51193866.37,217645875.81,100000000.00,120000000.00,117000000.00
Jan 09 2023,NEAR,0,844582609.46,118546027.40,77051478.64,43408624.23,51069003.29,217507475.90,100000000.00,120000000.00,117000000.00
Jan 07 2023,NEAR,0,843629170.00,118235890.41,76863088.72,43216974.67,50944140.20,217369075.99,100000000.00,120000000.00,117000000.00
Jan 05 2023,NEAR,0,842675730.54,117925753.42,76674698.80,43025325.12,50819277.11,217230676.09,100000000.00,120000000.00,117000000.00
Jan 03 2023,NEAR,0,841722291.08,117615616.44,76486308.87,42833675.56,50694414.02,217092276.18,100000000.00,120000000.00,117000000.00
Jan 01 2023,NEAR,0,840768851.62,117305479.45,76297918.95,42642026.01,50569550.93,216953876.27,100000000.00,120000000.00,117000000.00
Dec 29 2022,NEAR,0,839338692.42,116840273.97,76015334.06,42354551.68,50382256.30,216746276.41,100000000.00,120000000.00,117000000.00
Dec 27 2022,NEAR,0,838385252.96,116530136.99,75826944.14,42162902.12,50257393.21,216607876.51,100000000.00,120000000.00,117000000.00
Dec 25 2022,NEAR,0,837431813.50,116220000.00,75638554.22,41971252.57,50132530.12,216469476.60,100000000.00,120000000.00,117000000.00
Dec 23 2022,NEAR,0,836478374.04,115909863.01,75450164.29,41779603.01,50007667.03,216331076.69,100000000.00,120000000.00,117000000.00
Dec 21 2022,NEAR,0,835524934.58,115599726.03,75261774.37,41587953.46,49882803.94,216192676.79,100000000.00,120000000.00,117000000.00
Dec 19 2022,NEAR,0,834571495.12,115289589.04,75073384.45,41396303.90,49757940.85,216054276.88,100000000.00,120000000.00,117000000.00
Dec 17 2022,NEAR,0,833618055.66,114979452.05,74884994.52,41204654.35,49633077.77,215915876.97,100000000.00,120000000.00,117000000.00
Dec 15 2022,NEAR,0,832664616.20,114669315.07,74696604.60,41013004.79,49508214.68,215777477.07,100000000.00,120000000.00,117000000.00
Dec 13 2022,NEAR,0,831711176.74,114359178.08,74508214.68,40821355.24,49383351.59,215639077.16,100000000.00,120000000.00,117000000.00
Dec 11 2022,NEAR,0,830757737.28,114049041.10,74319824.75,40629705.68,49258488.50,215500677.25,100000000.00,120000000.00,117000000.00
Dec 09 2022,NEAR,0,829804297.82,113738904.11,74131434.83,40438056.13,49133625.41,215362277.35,100000000.00,120000000.00,117000000.00
Dec 07 2022,NEAR,0,828850858.36,113428767.12,73943044.91,40246406.57,49008762.32,215223877.44,100000000.00,120000000.00,117000000.00
Dec 05 2022,NEAR,0,827897418.90,113118630.14,73754654.98,40054757.02,48883899.23,215085477.53,100000000.00,120000000.00,117000000.00
Dec 03 2022,NEAR,0,826943979.44,112808493.15,73566265.06,39863107.46,48759036.14,214947077.62,100000000.00,120000000.00,117000000.00
Dec 01 2022,NEAR,0,825990539.98,112498356.16,73377875.14,39671457.91,48634173.06,214808677.72,100000000.00,120000000.00,117000000.00
Nov 29 2022,NEAR,0,825037100.52,112188219.18,73189485.21,39479808.35,48509309.97,214670277.81,100000000.00,120000000.00,117000000.00
Nov 27 2022,NEAR,0,824083661.06,111878082.19,73001095.29,39288158.80,48384446.88,214531877.90,100000000.00,120000000.00,117000000.00
Nov 25 2022,NEAR,0,823130221.60,111567945.21,72812705.37,39096509.24,48259583.79,214393478.00,100000000.00,120000000.00,117000000.00
Nov 23 2022,NEAR,0,822176782.14,111257808.22,72624315.44,38904859.69,48134720.70,214255078.09,100000000.00,120000000.00,117000000.00
Nov 21 2022,NEAR,0,821223342.68,110947671.23,72435925.52,38713210.13,48009857.61,214116678.18,100000000.00,120000000.00,117000000.00
Nov 18 2022,NEAR,0,819793183.49,110482465.75,72153340.64,38425735.80,47822562.98,213909078.32,100000000.00,120000000.00,117000000.00
Nov 16 2022,NEAR,0,818839744.03,110172328.77,71964950.71,38234086.24,47697699.89,213770678.42,100000000.00,120000000.00,117000000.00
Nov 14 2022,NEAR,0,817886304.57,109862191.78,71776560.79,38042436.69,47572836.80,213632278.51,100000000.00,120000000.00,117000000.00
Nov 12 2022,NEAR,0,816932865.11,109552054.79,71588170.87,37850787.13,47447973.71,213493878.60,100000000.00,120000000.00,117000000.00
Nov 10 2022,NEAR,0,815979425.65,109241917.81,71399780.94,37659137.58,47323110.62,213355478.70,100000000.00,120000000.00,117000000.00
Nov 08 2022,NEAR,0,815025986.19,108931780.82,71211391.02,37467488.02,47198247.54,213217078.79,100000000.00,120000000.00,117000000.00
Nov 06 2022,NEAR,0,814072546.73,108621643.84,71023001.10,37275838.47,47073384.45,213078678.88,100000000.00,120000000.00,117000000.00
Nov 04 2022,NEAR,0,813119107.27,108311506.85,70834611.17,37084188.91,46948521.36,212940278.98,100000000.00,120000000.00,117000000.00
Nov 02 2022,NEAR,0,812165667.81,108001369.86,70646221.25,36892539.36,46823658.27,212801879.07,100000000.00,120000000.00,117000000.00
Oct 31 2022,NEAR,0,811212228.35,107691232.88,70457831.33,36700889.80,46698795.18,212663479.16,100000000.00,120000000.00,117000000.00
Oct 29 2022,NEAR,0,810258788.89,107381095.89,70269441.40,36509240.25,46573932.09,212525079.25,100000000.00,120000000.00,117000000.00
Oct 27 2022,NEAR,0,809305349.43,107070958.90,70081051.48,36317590.69,46449069.00,212386679.35,100000000.00,120000000.00,117000000.00
Oct 25 2022,NEAR,0,808351909.96,106760821.92,69892661.56,36125941.14,46324205.91,212248279.44,100000000.00,120000000.00,117000000.00
Oct 23 2022,NEAR,0,807398470.50,106450684.93,69704271.63,35934291.58,46199342.83,212109879.53,100000000.00,120000000.00,117000000.00
Oct 21 2022,NEAR,0,806445031.04,106140547.95,69515881.71,35742642.03,46074479.74,211971479.63,100000000.00,120000000.00,117000000.00
Oct 19 2022,NEAR,0,805491591.58,105830410.96,69327491.79,35550992.47,45949616.65,211833079.72,100000000.00,120000000.00,117000000.00
Oct 17 2022,NEAR,0,804538152.12,105520273.97,69139101.86,35359342.92,45824753.56,211694679.81,100000000.00,120000000.00,117000000.00
Oct 15 2022,NEAR,0,803584712.66,105210136.99,68950711.94,35167693.36,45699890.47,211556279.91,100000000.00,120000000.00,117000000.00
Oct 13 2022,NEAR,0,802631273.20,104900000.00,68762322.02,34976043.81,45575027.38,211417880.00,100000000.00,120000000.00,117000000.00
Oct 11 2022,NEAR,0,801133060.99,104605753.42,68573932.09,34784394.25,45450164.29,210855803.23,99863013.70,120000000.00,117000000.00
Oct 08 2022,NEAR,0,798885742.67,104164383.56,68291347.21,34496919.92,45262869.66,210012688.08,99657534.25,120000000.00,117000000.00
Oct 06 2022,NEAR,0,797387530.46,103870136.99,68102957.28,34305270.36,45138006.57,209450611.31,99520547.95,120000000.00,117000000.00
Oct 04 2022,NEAR,0,795889318.24,103575890.41,67914567.36,34113620.81,45013143.48,208888534.54,99383561.64,120000000.00,117000000.00
Oct 02 2022,NEAR,0,794391106.03,103281643.84,67726177.44,33921971.25,44888280.39,208326457.77,99246575.34,120000000.00,117000000.00
Sep 30 2022,NEAR,0,792892893.81,102987397.26,67537787.51,33730321.70,44763417.31,207764381.00,99109589.04,120000000.00,117000000.00
Sep 28 2022,NEAR,0,791394681.60,102693150.68,67349397.59,33538672.14,44638554.22,207202304.23,98972602.74,120000000.00,117000000.00
Sep 26 2022,NEAR,0,789896469.39,102398904.11,67161007.67,33347022.59,44513691.13,206640227.46,98835616.44,120000000.00,117000000.00
Sep 24 2022,NEAR,0,788398257.17,102104657.53,66972617.74,33155373.03,44388828.04,206078150.69,98698630.14,120000000.00,117000000.00
Sep 22 2022,NEAR,0,786900044.96,101810410.96,66784227.82,32963723.48,44263964.95,205516073.92,98561643.84,120000000.00,117000000.00
Sep 20 2022,NEAR,0,785401832.75,101516164.38,66595837.90,32772073.92,44139101.86,204953997.15,98424657.53,120000000.00,117000000.00
Sep 18 2022,NEAR,0,783903620.53,101221917.81,66407447.97,32580424.37,44014238.77,204391920.38,98287671.23,120000000.00,117000000.00
Sep 16 2022,NEAR,0,782405408.32,100927671.23,66219058.05,32388774.81,43889375.68,203829843.61,98150684.93,120000000.00,117000000.00
Sep 14 2022,NEAR,0,780907196.10,100633424.66,66030668.13,32197125.26,43764512.60,203267766.84,98013698.63,120000000.00,117000000.00
Sep 12 2022,NEAR,0,779408983.89,100339178.08,65842278.20,32005475.70,43639649.51,202705690.07,97876712.33,120000000.00,117000000.00
Sep 10 2022,NEAR,0,777910771.68,100044931.51,65653888.28,31813826.15,43514786.42,202143613.30,97739726.03,120000000.00,117000000.00
Sep 08 2022,NEAR,0,776412559.46,99750684.93,65465498.36,31622176.59,43389923.33,201581536.53,97602739.73,120000000.00,117000000.00
Sep 06 2022,NEAR,0,774914347.25,99456438.36,65277108.43,31430527.04,43265060.24,201019459.76,97465753.42,120000000.00,117000000.00
Sep 04 2022,NEAR,0,773416135.04,99162191.78,65088718.51,31238877.48,43140197.15,200457382.99,97328767.12,120000000.00,117000000.00
Sep 02 2022,NEAR,0,771917922.82,98867945.21,64900328.59,31047227.93,43015334.06,199895306.22,97191780.82,120000000.00,117000000.00
Aug 31 2022,NEAR,0,770419710.61,98573698.63,64711938.66,30855578.37,42890470.97,199333229.45,97054794.52,120000000.00,117000000.00
Aug 28 2022,NEAR,0,768172392.29,98132328.77,64429353.78,30568104.04,42703176.34,198490114.29,96849315.07,120000000.00,117000000.00
Aug 26 2022,NEAR,0,766674180.07,97838082.19,64240963.86,30376454.48,42578313.25,197928037.52,96712328.77,120000000.00,117000000.00
Aug 24 2022,NEAR,0,765175967.86,97543835.62,64052573.93,30184804.93,42453450.16,197365960.75,96575342.47,120000000.00,117000000.00
Aug 22 2022,NEAR,0,763677755.65,97249589.04,63864184.01,29993155.37,42328587.08,196803883.98,96438356.16,120000000.00,117000000.00
Aug 20 2022,NEAR,0,762179543.43,96955342.47,63675794.09,29801505.82,42203723.99,196241807.21,96301369.86,120000000.00,117000000.00
Aug 18 2022,NEAR,0,760681331.22,96661095.89,63487404.16,29609856.26,42078860.90,195679730.44,96164383.56,120000000.00,117000000.00
Aug 16 2022,NEAR,0,759183119.01,96366849.32,63299014.24,29418206.71,41953997.81,195117653.67,96027397.26,120000000.00,117000000.00
Aug 14 2022,NEAR,0,757684906.79,96072602.74,63110624.32,29226557.15,41829134.72,194555576.90,95890410.96,120000000.00,117000000.00
Aug 12 2022,NEAR,0,756186694.58,95778356.16,62922234.39,29034907.60,41704271.63,193993500.13,95753424.66,120000000.00,117000000.00
Aug 10 2022,NEAR,0,754688482.36,95484109.59,62733844.47,28843258.04,41579408.54,193431423.36,95616438.36,120000000.00,117000000.00
Aug 08 2022,NEAR,0,753190270.15,95189863.01,62545454.55,28651608.49,41454545.45,192869346.59,95479452.05,120000000.00,117000000.00
Aug 06 2022,NEAR,0,751692057.94,94895616.44,62357064.62,28459958.93,41329682.37,192307269.82,95342465.75,120000000.00,117000000.00
Aug 04 2022,NEAR,0,750193845.72,94601369.86,62168674.70,28268309.38,41204819.28,191745193.05,95205479.45,120000000.00,117000000.00
Aug 02 2022,NEAR,0,748695633.51,94307123.29,61980284.78,28076659.82,41079956.19,191183116.28,95068493.15,120000000.00,117000000.00
Jul 31 2022,NEAR,0,747197421.30,94012876.71,61791894.85,27885010.27,40955093.10,190621039.52,94931506.85,120000000.00,117000000.00
Jul 29 2022,NEAR,0,745699209.08,93718630.14,61603504.93,27693360.71,40830230.01,190058962.75,94794520.55,120000000.00,117000000.00
Jul 27 2022,NEAR,0,744200996.87,93424383.56,61415115.01,27501711.16,40705366.92,189496885.98,94657534.25,120000000.00,117000000.00
Jul 25 2022,NEAR,0,742702784.65,93130136.99,61226725.08,27310061.60,40580503.83,188934809.21,94520547.95,120000000.00,117000000.00
Jul 23 2022,NEAR,0,741204572.44,92835890.41,61038335.16,27118412.05,40455640.74,188372732.44,94383561.64,120000000.00,117000000.00
Jul 21 2022,NEAR,0,739706360.23,92541643.84,60849945.24,26926762.49,40330777.66,187810655.67,94246575.34,120000000.00,117000000.00
Jul 19 2022,NEAR,0,738208148.01,92247397.26,60661555.31,26735112.94,40205914.57,187248578.90,94109589.04,120000000.00,117000000.00
Jul 16 2022,NEAR,0,735960829.69,91806027.40,60378970.43,26447638.60,40018619.93,186405463.74,93904109.59,120000000.00,117000000.00
Jul 14 2022,NEAR,0,734462617.48,91511780.82,60190580.50,26255989.05,39893756.85,185843386.97,93767123.29,120000000.00,117000000.00
Jul 12 2022,NEAR,0,732964405.27,91217534.25,60002190.58,26064339.49,39768893.76,185281310.20,93630136.99,120000000.00,117000000.00
Jul 10 2022,NEAR,0,731466193.05,90923287.67,59813800.66,25872689.94,39644030.67,184719233.43,93493150.68,120000000.00,117000000.00
Jul 08 2022,NEAR,0,729967980.84,90629041.10,59625410.73,25681040.38,39519167.58,184157156.66,93356164.38,120000000.00,117000000.00
Jul 06 2022,NEAR,0,728469768.62,90334794.52,59437020.81,25489390.83,39394304.49,183595079.89,93219178.08,120000000.00,117000000.00
Jul 04 2022,NEAR,0,726971556.41,90040547.95,59248630.89,25297741.27,39269441.40,183033003.12,93082191.78,120000000.00,117000000.00
Jul 02 2022,NEAR,0,725473344.20,89746301.37,59060240.96,25106091.72,39144578.31,182470926.35,92945205.48,120000000.00,117000000.00
Jun 30 2022,NEAR,0,723975131.98,89452054.79,58871851.04,24914442.16,39019715.22,181908849.58,92808219.18,120000000.00,117000000.00
Jun 28 2022,NEAR,0,722476919.77,89157808.22,58683461.12,24722792.61,38894852.14,181346772.81,92671232.88,120000000.00,117000000.00
Jun 26 2022,NEAR,0,720978707.56,88863561.64,58495071.19,24531143.05,38769989.05,180784696.04,92534246.58,120000000.00,117000000.00
Jun 24 2022,NEAR,0,719480495.34,88569315.07,58306681.27,24339493.50,38645125.96,180222619.27,92397260.27,120000000.00,117000000.00
Jun 22 2022,NEAR,0,717982283.13,88275068.49,58118291.35,24147843.94,38520262.87,179660542.50,92260273.97,120000000.00,117000000.00
Jun 20 2022,NEAR,0,716484070.91,87980821.92,57929901.42,23956194.39,38395399.78,179098465.73,92123287.67,120000000.00,117000000.00
Jun 18 2022,NEAR,0,714985858.70,87686575.34,57741511.50,23764544.83,38270536.69,178536388.96,91986301.37,120000000.00,117000000.00
