Date,Symbol,Price,Available Supply,Unlocked Supply,Liquidity Mining,Founder advisors investor,Initial Liquidity Mining,Options,Ecosystem,Fundraising
Nov 19 2033,BAL,0,94831874.74,94831874.74,54396874.74,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 18 2033,BAL,0,94828795.54,94828795.54,54393795.54,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 17 2033,BAL,0,94825716.34,94825716.34,54390716.34,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 17 2033,BAL,0,94825716.34,94825716.34,54390716.34,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 16 2033,BAL,0,94822637.15,94822637.15,54387637.15,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 15 2033,BAL,0,94819557.95,94819557.95,54384557.95,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 14 2033,BAL,0,94816478.75,94816478.75,54381478.75,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 13 2033,BAL,0,94813399.55,94813399.55,54378399.55,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 12 2033,BAL,0,94810320.36,94810320.36,54375320.36,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 11 2033,BAL,0,94807241.16,94807241.16,54372241.16,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 10 2033,BAL,0,94804161.96,94804161.96,54369161.96,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 09 2033,BAL,0,94801082.76,94801082.76,54366082.76,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 08 2033,BAL,0,94798003.57,94798003.57,54363003.57,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 07 2033,BAL,0,94794924.37,94794924.37,54359924.37,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 06 2033,BAL,0,94791845.17,94791845.17,54356845.17,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 06 2033,BAL,0,94791845.17,94791845.17,54356845.17,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 05 2033,BAL,0,94788765.98,94788765.98,54353765.98,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 04 2033,BAL,0,94785686.78,94785686.78,54350686.78,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 03 2033,BAL,0,94782607.58,94782607.58,54347607.58,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 02 2033,BAL,0,94779528.38,94779528.38,54344528.38,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Nov 01 2033,BAL,0,94776449.19,94776449.19,54341449.19,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 31 2033,BAL,0,94773369.99,94773369.99,54338369.99,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 30 2033,BAL,0,94770290.79,94770290.79,54335290.79,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 29 2033,BAL,0,94767211.59,94767211.59,54332211.59,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 28 2033,BAL,0,94764132.40,94764132.40,54329132.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 27 2033,BAL,0,94761053.20,94761053.20,54326053.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 27 2033,BAL,0,94761053.20,94761053.20,54326053.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 26 2033,BAL,0,94757974.00,94757974.00,54322974.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 25 2033,BAL,0,94754894.81,94754894.81,54319894.81,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 24 2033,BAL,0,94751815.61,94751815.61,54316815.61,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 23 2033,BAL,0,94748736.41,94748736.41,54313736.41,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 22 2033,BAL,0,94745657.21,94745657.21,54310657.21,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 21 2033,BAL,0,94742578.02,94742578.02,54307578.02,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 20 2033,BAL,0,94739498.82,94739498.82,54304498.82,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 19 2033,BAL,0,94736419.62,94736419.62,54301419.62,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 18 2033,BAL,0,94733340.42,94733340.42,54298340.42,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 17 2033,BAL,0,94730261.23,94730261.23,54295261.23,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 16 2033,BAL,0,94727182.03,94727182.03,54292182.03,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 16 2033,BAL,0,94727182.03,94727182.03,54292182.03,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 15 2033,BAL,0,94724102.83,94724102.83,54289102.83,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 14 2033,BAL,0,94721023.64,94721023.64,54286023.64,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 13 2033,BAL,0,94717944.44,94717944.44,54282944.44,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 12 2033,BAL,0,94714865.24,94714865.24,54279865.24,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 11 2033,BAL,0,94711786.04,94711786.04,54276786.04,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 10 2033,BAL,0,94708706.85,94708706.85,54273706.85,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 09 2033,BAL,0,94705627.65,94705627.65,54270627.65,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 08 2033,BAL,0,94702548.45,94702548.45,54267548.45,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 07 2033,BAL,0,94699469.25,94699469.25,54264469.25,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 06 2033,BAL,0,94696390.06,94696390.06,54261390.06,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 06 2033,BAL,0,94696390.06,94696390.06,54261390.06,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 05 2033,BAL,0,94693310.86,94693310.86,54258310.86,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 04 2033,BAL,0,94690231.66,94690231.66,54255231.66,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 03 2033,BAL,0,94687152.47,94687152.47,54252152.47,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 02 2033,BAL,0,94684073.27,94684073.27,54249073.27,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Oct 01 2033,BAL,0,94680994.07,94680994.07,54245994.07,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 30 2033,BAL,0,94677914.87,94677914.87,54242914.87,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 29 2033,BAL,0,94674835.68,94674835.68,54239835.68,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 28 2033,BAL,0,94671756.48,94671756.48,54236756.48,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 27 2033,BAL,0,94668677.28,94668677.28,54233677.28,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 26 2033,BAL,0,94665598.08,94665598.08,54230598.08,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 25 2033,BAL,0,94662518.89,94662518.89,54227518.89,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 25 2033,BAL,0,94662518.89,94662518.89,54227518.89,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 24 2033,BAL,0,94659439.69,94659439.69,54224439.69,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 23 2033,BAL,0,94656360.49,94656360.49,54221360.49,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 22 2033,BAL,0,94653281.30,94653281.30,54218281.30,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 21 2033,BAL,0,94650202.10,94650202.10,54215202.10,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 20 2033,BAL,0,94647122.90,94647122.90,54212122.90,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 19 2033,BAL,0,94644043.70,94644043.70,54209043.70,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 18 2033,BAL,0,94640964.51,94640964.51,54205964.51,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 17 2033,BAL,0,94637885.31,94637885.31,54202885.31,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 16 2033,BAL,0,94634806.11,94634806.11,54199806.11,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 15 2033,BAL,0,94631726.92,94631726.92,54196726.92,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 15 2033,BAL,0,94631726.92,94631726.92,54196726.92,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 14 2033,BAL,0,94628647.72,94628647.72,54193647.72,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 13 2033,BAL,0,94625568.52,94625568.52,54190568.52,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 12 2033,BAL,0,94622489.32,94622489.32,54187489.32,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 11 2033,BAL,0,94619410.13,94619410.13,54184410.13,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 10 2033,BAL,0,94616330.93,94616330.93,54181330.93,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 09 2033,BAL,0,94613251.73,94613251.73,54178251.73,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 08 2033,BAL,0,94610172.53,94610172.53,54175172.53,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 07 2033,BAL,0,94607093.34,94607093.34,54172093.34,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 06 2033,BAL,0,94604014.14,94604014.14,54169014.14,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 05 2033,BAL,0,94600934.94,94600934.94,54165934.94,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 04 2033,BAL,0,94597855.75,94597855.75,54162855.75,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 04 2033,BAL,0,94597855.75,94597855.75,54162855.75,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 03 2033,BAL,0,94594776.55,94594776.55,54159776.55,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 02 2033,BAL,0,94591697.35,94591697.35,54156697.35,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Sep 01 2033,BAL,0,94588618.15,94588618.15,54153618.15,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 31 2033,BAL,0,94585538.96,94585538.96,54150538.96,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 30 2033,BAL,0,94582459.76,94582459.76,54147459.76,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 30 2033,BAL,0,94582459.76,94582459.76,54147459.76,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 29 2033,BAL,0,94579380.56,94579380.56,54144380.56,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 28 2033,BAL,0,94576301.36,94576301.36,54141301.36,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 27 2033,BAL,0,94573222.17,94573222.17,54138222.17,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 26 2033,BAL,0,94570142.97,94570142.97,54135142.97,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 25 2033,BAL,0,94567063.77,94567063.77,54132063.77,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 25 2033,BAL,0,94567063.77,94567063.77,54132063.77,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 24 2033,BAL,0,94563984.58,94563984.58,54128984.58,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 23 2033,BAL,0,94560905.38,94560905.38,54125905.38,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 22 2033,BAL,0,94557826.18,94557826.18,54122826.18,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 21 2033,BAL,0,94554746.98,94554746.98,54119746.98,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 20 2033,BAL,0,94551667.79,94551667.79,54116667.79,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 19 2033,BAL,0,94548588.59,94548588.59,54113588.59,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 18 2033,BAL,0,94545509.39,94545509.39,54110509.39,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 17 2033,BAL,0,94542430.19,94542430.19,54107430.19,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 16 2033,BAL,0,94539351.00,94539351.00,54104351.00,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 15 2033,BAL,0,94536271.80,94536271.80,54101271.80,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 14 2033,BAL,0,94533192.60,94533192.60,54098192.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 14 2033,BAL,0,94533192.60,94533192.60,54098192.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 13 2033,BAL,0,94530113.41,94530113.41,54095113.41,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 12 2033,BAL,0,94527034.21,94527034.21,54092034.21,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 11 2033,BAL,0,94523955.01,94523955.01,54088955.01,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 10 2033,BAL,0,94520875.81,94520875.81,54085875.81,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 09 2033,BAL,0,94517796.62,94517796.62,54082796.62,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 08 2033,BAL,0,94514717.42,94514717.42,54079717.42,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 07 2033,BAL,0,94511638.22,94511638.22,54076638.22,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 06 2033,BAL,0,94508559.02,94508559.02,54073559.02,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 05 2033,BAL,0,94505479.83,94505479.83,54070479.83,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 04 2033,BAL,0,94502400.63,94502400.63,54067400.63,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 04 2033,BAL,0,94502400.63,94502400.63,54067400.63,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 03 2033,BAL,0,94499321.43,94499321.43,54064321.43,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 02 2033,BAL,0,94496242.24,94496242.24,54061242.24,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Aug 01 2033,BAL,0,94493163.04,94493163.04,54058163.04,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 31 2033,BAL,0,94490083.84,94490083.84,54055083.84,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 30 2033,BAL,0,94487004.64,94487004.64,54052004.64,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 29 2033,BAL,0,94483925.45,94483925.45,54048925.45,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 28 2033,BAL,0,94480846.25,94480846.25,54045846.25,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 27 2033,BAL,0,94477767.05,94477767.05,54042767.05,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 26 2033,BAL,0,94474687.85,94474687.85,54039687.85,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 25 2033,BAL,0,94471608.66,94471608.66,54036608.66,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 24 2033,BAL,0,94468529.46,94468529.46,54033529.46,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 24 2033,BAL,0,94468529.46,94468529.46,54033529.46,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 23 2033,BAL,0,94465450.26,94465450.26,54030450.26,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 22 2033,BAL,0,94462371.07,94462371.07,54027371.07,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 21 2033,BAL,0,94459291.87,94459291.87,54024291.87,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 20 2033,BAL,0,94456212.67,94456212.67,54021212.67,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 19 2033,BAL,0,94453133.47,94453133.47,54018133.47,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 18 2033,BAL,0,94450054.28,94450054.28,54015054.28,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 17 2033,BAL,0,94446975.08,94446975.08,54011975.08,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 16 2033,BAL,0,94443895.88,94443895.88,54008895.88,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 15 2033,BAL,0,94440816.68,94440816.68,54005816.68,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 14 2033,BAL,0,94437737.49,94437737.49,54002737.49,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 14 2033,BAL,0,94437737.49,94437737.49,54002737.49,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 13 2033,BAL,0,94434658.29,94434658.29,53999658.29,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 12 2033,BAL,0,94431579.09,94431579.09,53996579.09,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 11 2033,BAL,0,94428499.90,94428499.90,53993499.90,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 10 2033,BAL,0,94425420.70,94425420.70,53990420.70,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 09 2033,BAL,0,94422341.50,94422341.50,53987341.50,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 08 2033,BAL,0,94419262.30,94419262.30,53984262.30,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 07 2033,BAL,0,94416183.11,94416183.11,53981183.11,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 06 2033,BAL,0,94413103.91,94413103.91,53978103.91,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 05 2033,BAL,0,94410024.71,94410024.71,53975024.71,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 04 2033,BAL,0,94406945.52,94406945.52,53971945.52,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 03 2033,BAL,0,94403866.32,94403866.32,53968866.32,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 03 2033,BAL,0,94403866.32,94403866.32,53968866.32,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 02 2033,BAL,0,94400787.12,94400787.12,53965787.12,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jul 01 2033,BAL,0,94397707.92,94397707.92,53962707.92,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 30 2033,BAL,0,94394628.73,94394628.73,53959628.73,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 29 2033,BAL,0,94391549.53,94391549.53,53956549.53,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 28 2033,BAL,0,94388470.33,94388470.33,53953470.33,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 27 2033,BAL,0,94385391.13,94385391.13,53950391.13,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 26 2033,BAL,0,94382311.94,94382311.94,53947311.94,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 25 2033,BAL,0,94379232.74,94379232.74,53944232.74,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 24 2033,BAL,0,94376153.54,94376153.54,53941153.54,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 23 2033,BAL,0,94373074.35,94373074.35,53938074.35,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 22 2033,BAL,0,94369995.15,94369995.15,53934995.15,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 22 2033,BAL,0,94369995.15,94369995.15,53934995.15,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 21 2033,BAL,0,94366915.95,94366915.95,53931915.95,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 20 2033,BAL,0,94363836.75,94363836.75,53928836.75,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 19 2033,BAL,0,94360757.56,94360757.56,53925757.56,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 18 2033,BAL,0,94357678.36,94357678.36,53922678.36,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 17 2033,BAL,0,94354599.16,94354599.16,53919599.16,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 16 2033,BAL,0,94351519.96,94351519.96,53916519.96,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 15 2033,BAL,0,94348440.77,94348440.77,53913440.77,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 14 2033,BAL,0,94345361.57,94345361.57,53910361.57,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 13 2033,BAL,0,94342282.37,94342282.37,53907282.37,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 12 2033,BAL,0,94339203.18,94339203.18,53904203.18,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 12 2033,BAL,0,94339203.18,94339203.18,53904203.18,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 11 2033,BAL,0,94336123.98,94336123.98,53901123.98,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 10 2033,BAL,0,94333044.78,94333044.78,53898044.78,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 09 2033,BAL,0,94329965.58,94329965.58,53894965.58,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 08 2033,BAL,0,94326886.39,94326886.39,53891886.39,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 07 2033,BAL,0,94323807.19,94323807.19,53888807.19,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 06 2033,BAL,0,94320727.99,94320727.99,53885727.99,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 05 2033,BAL,0,94317648.79,94317648.79,53882648.79,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 04 2033,BAL,0,94314569.60,94314569.60,53879569.60,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 03 2033,BAL,0,94311490.40,94311490.40,53876490.40,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 02 2033,BAL,0,94308411.20,94308411.20,53873411.20,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 01 2033,BAL,0,94305332.01,94305332.01,53870332.01,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Jun 01 2033,BAL,0,94305332.01,94305332.01,53870332.01,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 31 2033,BAL,0,94302252.81,94302252.81,53867252.81,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 30 2033,BAL,0,94299173.61,94299173.61,53864173.61,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 29 2033,BAL,0,94296094.41,94296094.41,53861094.41,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 28 2033,BAL,0,94293015.22,94293015.22,53858015.22,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 27 2033,BAL,0,94289936.02,94289936.02,53854936.02,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 26 2033,BAL,0,94286856.82,94286856.82,53851856.82,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 25 2033,BAL,0,94283777.62,94283777.62,53848777.62,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 24 2033,BAL,0,94280698.43,94280698.43,53845698.43,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 23 2033,BAL,0,94277619.23,94277619.23,53842619.23,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 22 2033,BAL,0,94274540.03,94274540.03,53839540.03,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 22 2033,BAL,0,94274540.03,94274540.03,53839540.03,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 21 2033,BAL,0,94271460.84,94271460.84,53836460.84,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 20 2033,BAL,0,94268381.64,94268381.64,53833381.64,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 19 2033,BAL,0,94265302.44,94265302.44,53830302.44,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 18 2033,BAL,0,94262223.24,94262223.24,53827223.24,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 17 2033,BAL,0,94259144.05,94259144.05,53824144.05,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 16 2033,BAL,0,94256064.85,94256064.85,53821064.85,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 15 2033,BAL,0,94252985.65,94252985.65,53817985.65,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 14 2033,BAL,0,94249906.45,94249906.45,53814906.45,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 13 2033,BAL,0,94246827.26,94246827.26,53811827.26,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 12 2033,BAL,0,94243748.06,94243748.06,53808748.06,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 11 2033,BAL,0,94240668.86,94240668.86,53805668.86,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 11 2033,BAL,0,94240668.86,94240668.86,53805668.86,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 10 2033,BAL,0,94237589.67,94237589.67,53802589.67,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 09 2033,BAL,0,94234510.47,94234510.47,53799510.47,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 08 2033,BAL,0,94231431.27,94231431.27,53796431.27,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 07 2033,BAL,0,94228352.07,94228352.07,53793352.07,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 06 2033,BAL,0,94225272.88,94225272.88,53790272.88,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 05 2033,BAL,0,94222193.68,94222193.68,53787193.68,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 04 2033,BAL,0,94219114.48,94219114.48,53784114.48,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 03 2033,BAL,0,94216035.28,94216035.28,53781035.28,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 02 2033,BAL,0,94212956.09,94212956.09,53777956.09,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 01 2033,BAL,0,94209876.89,94209876.89,53774876.89,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
May 01 2033,BAL,0,94209876.89,94209876.89,53774876.89,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
Apr 30 2033,BAL,0,94206797.69,94206797.69,53771797.69,22500000.00,435000.00,2500000.00,5000000.00,10000000.00
